Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
NYY,Yankees,124.478,439.671,518.687,98.062,53.2004,19.1261,1.0266,24.7089,68.1837,64.5896,67.654,0.495865,128.949,5.8164,2.98596,2.55919,7.99706,5.44632,1.82276,0.223035,0.332345,0.439801,0.772146,0.336476,0.130433,0.248606,0.524657,0.216766,3.6957,0.253817,,,71.1498,9.86296,-5.61,-0.490154,-0.490154,2.49085,10.182189017534256,-3.6890435218811035,117.457,630.5,5.084677419,630.5,5.084677419,253.47000122070312,0.0,OF,/players/trent-grisham/18564/stats/batting,9,AL,Trent Grisham,663757,18564,18564
LAA,Angels,117.705,424.383,502.22,100.868,56.0241,19.1531,1.03084,24.6602,64.3204,68.6351,67.6283,5.16354,152.042,6.64683,3.14206,0.420271,6.01066,3.36821,1.03867,0.237682,0.34903,0.461998,0.811028,0.348917,0.134659,0.30274,0.4448,0.224315,3.386,0.303833,,,73.9642,14.623,-0.99,-0.577816,-0.577816,2.46863,13.463672518730164,-6.620949029922485,123.722,665.3,5.638135593,665.3,5.638135593,177.99000549316406,0.828125,OF,/players/mike-trout/10155/stats/batting,1,AL,Mike Trout,545361,10155,10155
MIN,Twins,127.281,444.477,505.368,104.991,67.8046,20.7771,0.476068,15.9335,56.9791,55.3099,45.6545,0.525315,107.299,9.05155,3.47078,2.71407,9.06673,2.34702,0.963261,0.236213,0.317708,0.392643,0.710352,0.312278,0.0903392,0.212318,0.425491,0.15643,2.78639,0.274264,,,59.3943,-0.318784,3.34,-0.730375,-0.730375,2.44196,-1.3840251564979553,7.857689619064331,98.9026,521.3,4.104724409,521.3,4.104724409,296.5199890136719,0.24786325,C,/players/ryan-jeffers/24618/stats/batting,8,AL,Ryan Jeffers,680777,24618,24618
HOU,Astros,129.332,485.483,545.71,126.117,88.6453,22.1998,0.519356,14.753,62.1003,61.11,48.7391,1.55751,107.634,3.28726,3.73784,0.528119,12.3928,0.462389,0.16875,0.259778,0.329136,0.398809,0.727945,0.318506,0.0893133,0.197238,0.452821,0.139032,1.99535,0.303584,,,66.8948,2.41493,0.18,-0.895015,-0.895015,2.39088,2.0158567428588867,2.5701088309288025,104.526,587.1,4.55116279,587.1,4.55116279,280.9700012207031,0.0,SS,/players/carlos-correa/14162/stats/batting,21,AL,Carlos Correa,621043,14162,14162
SEA,Mariners,139.142,500.254,577.654,120.27,86.4874,22.8251,1.02425,9.93346,61.5374,52.9326,63.2835,0.749125,110.564,5.09233,3.35695,3.29943,12.3328,4.29322,1.36347,0.240418,0.329808,0.34971,0.679519,0.30403,0.109553,0.191402,0.57237,0.109292,3.32343,0.288,,,64.0216,-4.23266,-2.64,-0.717133,-0.717133,2.38531,-0.3696982264518738,3.8017590045928955,100.51,547.2,3.936690647,547.2,3.936690647,748.3300170898438,0.0,SS,/players/jp-crawford/15491/stats/batting,11,AL,J.P. Crawford,641487,15491,15491
TOR,Blue Jays,133.113,492.156,545.727,108.714,58.767,21.5355,2.0878,26.3242,69.7426,71.8102,44.1624,1.08071,143.374,4.56714,3.62664,1.215,6.38281,9.85773,2.28884,0.220894,0.289147,0.433599,0.722746,0.310706,0.080924,0.262721,0.308023,0.212704,5.14542,0.252665,,,63.4409,-1.04093,2.0,0.331705,0.331705,2.31658,-0.1950368881225586,4.054213047027588,99.1811,598.4,4.49924812,598.4,4.49924812,194.1300048828125,0.01449275,OF,/players/daulton-varsho/19918/stats/batting,14,AL,Daulton Varsho,662139,19918,19918
DET,Tigers,108.008,401.014,446.713,101.943,64.8924,20.6822,3.31985,13.0484,55.2198,49.8624,38.2923,1.12431,65.3811,2.51965,3.48557,1.40148,7.30367,9.68747,1.69738,0.254213,0.320573,0.41996,0.740533,0.320856,0.0857201,0.14636,0.585678,0.165748,5.47506,0.272624,,,55.6118,2.82918,0.0,0.551986,0.551986,2.31395,3.3521920442581177,3.889177083969116,105.318,506.8,4.692592592,506.8,4.692592592,999.0,0.0,SS,/players/kevin-mcgonigle/sa3022895/stats/batting,6,AL,Kevin McGonigle,805808,sa3022895,sa3022895
BAL,Orioles,128.018,454.16,512.5,103.887,59.8269,22.282,0.841684,20.9363,65.8248,61.9553,47.152,1.62452,161.432,7.11265,3.21726,0.858572,7.59887,11.1201,3.12998,0.228745,0.309106,0.419811,0.728917,0.316255,0.0920038,0.314989,0.292085,0.191066,4.71675,0.301629,,,61.8871,1.3313,0.39,0.19976,0.19976,2.30477,2.5217608362436295,2.3655864000320435,103.844,569.8,4.4515625,569.8,4.4515625,251.72000122070312,0.0106383,OF,/players/colton-cowser/29591/stats/batting,2,AL,Colton Cowser,681297,29591,29591
BOS,Red Sox,141.803,552.792,615.296,144.727,87.3492,34.3307,3.7012,19.3458,83.6145,71.5882,50.8492,0.847583,141.158,7.11826,3.35122,1.1856,9.09595,25.0427,5.10878,0.261811,0.330062,0.442296,0.772358,0.334364,0.0826419,0.229414,0.36023,0.180485,6.33878,0.316908,,,83.3473,10.6453,0.69,1.96268,1.96268,2.28803,9.706924319267273,-8.521291315555573,110.679,766.5,5.397887323,766.5,5.397887323,64.83000183105469,0.00588235,OF,/players/jarren-duran/24617/stats/batting,3,AL,Jarren Duran,680776,24617,24617
CHW,White Sox,130.241,492.572,550.992,106.917,62.2192,20.1079,1.78593,22.8043,62.1575,66.5692,45.3206,1.81693,168.672,8.76353,3.81285,0.52329,7.8907,3.58504,1.04767,0.217059,0.292481,0.404023,0.696503,0.302158,0.0822527,0.306125,0.26869,0.186963,3.88246,0.275864,,,60.229,-4.87496,2.66,-0.467833,-0.467833,2.27862,-5.3827051520347595,8.68967604637146,92.4318,558.6,4.296923076,558.6,4.296923076,250.44000244140625,0.0,SS,/players/colson-montgomery/29712/stats/batting,4,AL,Colson Montgomery,695657,29712,29712
BAL,Orioles,117.854,448.522,504.755,112.528,74.8107,22.4375,2.07033,13.2092,64.2008,51.3377,48.4893,1.28217,112.969,3.9062,3.23954,0.59765,9.70973,14.0115,3.72157,0.250885,0.327127,0.398494,0.725621,0.317695,0.0960651,0.22381,0.429226,0.147609,5.38557,0.305048,,,61.542,1.90136,-0.64,0.446951,0.446951,2.24878,3.3240368366241455,1.2826621532440186,104.836,552.6,4.683050847,552.6,4.683050847,201.6999969482422,0.02649007,2B,/players/jackson-holliday/31781/stats/batting,2,AL,Jackson Holliday,702616,31781,31781
BOS,Red Sox,124.971,447.43,504.634,107.198,59.901,23.4127,1.56707,22.3169,62.7783,69.8618,49.4717,2.43458,124.641,3.18816,3.83097,0.712869,5.93963,8.58677,2.59084,0.239585,0.317227,0.448551,0.765779,0.328917,0.0980349,0.246993,0.396914,0.208966,4.40415,0.278935,,,66.1255,6.49906,6.12,-0.070658,-0.070658,2.21485,4.049111619591713,0.2300586700439453,106.927,601.8,4.8144,601.8,4.8144,201.8800048828125,0.03703704,OF,/players/wilyer-abreu/23772/stats/batting,3,AL,Wilyer Abreu,677800,23772,23772
DET,Tigers,109.628,383.114,417.283,92.4827,60.2998,20.2708,0.869705,11.0425,43.3713,46.4462,24.2369,0.765986,104.576,6.49879,2.90754,0.526025,6.49547,1.66519,0.565714,0.241398,0.29566,0.385317,0.680977,0.296607,0.0580827,0.250612,0.231763,0.14392,3.00945,0.301182,,,43.7328,-5.57242,4.63,-0.494561,-0.494561,2.1851,-6.094046384096146,13.088950157165527,88.6147,390.3,3.548181818,390.3,3.548181818,256.489990234375,0.02479339,C,/players/dillon-dingler/27464/stats/batting,6,AL,Dillon Dingler,693307,27464,27464
BAL,Orioles,92.942,360.557,394.449,93.6678,57.2658,17.5536,3.06151,15.7869,52.1974,49.4183,25.8251,0.187513,91.1063,5.01269,2.38934,0.665263,6.51677,5.09864,1.47922,0.259787,0.316178,0.456808,0.772986,0.332501,0.0654714,0.230971,0.283461,0.197021,5.23656,0.30416,,,52.8348,6.22759,0.37,-0.166433,-0.166433,2.1563,6.823659271001816,0.675668329000473,115.036,484.8,5.212903225,484.8,5.212903225,631.3800048828125,0.18823529,2B/3B,/players/jordan-westburg/27815/stats/batting,2,AL,Jordan Westburg,676059,27815,27815
ATH,Athletics,140.064,523.903,584.997,133.9,80.6728,27.5922,2.27024,23.3649,74.9677,74.2385,50.5643,2.4172,140.633,5.47132,4.53801,0.52059,11.3726,5.88521,1.72106,0.255582,0.324968,0.450709,0.775676,0.3336,0.0864352,0.240399,0.359549,0.195127,4.28925,0.303299,,,78.8801,9.75824,-0.06,-0.41431,-0.41431,2.13472,7.5349302887916565,-6.804863508790731,111.529,709.0,5.064285714,709.0,5.064285714,82.72000122070312,0.00632911,1B/OF,/players/tyler-soderstrom/27467/stats/batting,10,AL,Tyler Soderstrom,691016,27467,27467
HOU,Astros,138.374,540.595,600.038,137.156,91.3203,24.587,0.77085,20.4778,74.4873,69.5806,49.6934,1.86281,105.204,5.12034,3.61867,1.0107,11.8739,11.4498,3.90192,0.253713,0.320469,0.415686,0.736155,0.319975,0.0828171,0.175329,0.472352,0.161973,4.0647,0.27878,,,74.2704,3.37132,-2.92,-0.26037,-0.26037,2.11222,3.656261831521988,-3.663791537284851,105.538,667.1,4.834057971,667.1,4.834057971,115.73999786376953,0.30246914,2B,/players/jose-altuve/5417/stats/batting,21,AL,Jose Altuve,514888,5417,5417
KCR,Royals,141.148,525.264,576.695,131.516,77.4788,25.4201,0.0,28.6173,64.9958,92.4416,30.0906,4.0318,120.537,9.32409,5.20668,0.500087,9.41966,0.403963,0.207718,0.250381,0.299939,0.462221,0.762161,0.323848,0.0521776,0.209014,0.249637,0.21184,1.59343,0.269852,,,73.1943,5.05334,-2.74,-0.749347,-0.749347,2.09288,2.386575937271118,-1.7797139883041382,104.614,676.3,4.7964539,676.3,4.7964539,91.22000122070312,0.2375,C,/players/salvador-perez/7304/stats/batting,7,AL,Salvador Perez,521692,7304,7304
CHW,White Sox,132.716,457.339,547.172,94.2207,46.7293,15.8225,0.725015,30.9439,77.4579,77.4307,80.8701,2.47728,206.244,5.95939,2.42893,0.574867,6.8412,11.5403,2.2672,0.206019,0.331231,0.446769,0.778001,0.337699,0.147796,0.376927,0.392108,0.24075,4.60186,0.284288,,,75.6009,10.9483,0.0,0.514252,0.514252,2.06278,11.42289686203003,-10.09414005279541,116.915,691.1,5.196240601,691.1,5.196240601,999.0,0.0,1B,/players/munetaka-murakami/sa3063258/stats/batting,4,AL,Munetaka Murakami,808959,sa3063258,sa3063258
NYY,Yankees,137.974,531.641,591.79,131.491,82.6862,24.5347,3.51097,20.7589,71.639,68.191,50.1065,2.60891,92.5358,3.23229,6.28428,0.525645,8.04055,11.3352,2.84813,0.24733,0.312601,0.423828,0.736428,0.317187,0.0846694,0.156366,0.541482,0.176498,5.15858,0.260772,,,71.9101,1.98552,1.12,0.219916,0.219916,2.01861,3.1289003491401672,-3.7675470113754272,104.171,665.8,4.824637681,665.8,4.824637681,80.45999908447266,0.0,1B/OF,/players/cody-bellinger/15998/stats/batting,9,AL,Cody Bellinger,641355,15998,15998
BOS,Red Sox,133.632,486.858,563.119,123.24,76.6322,22.5611,1.32471,22.7218,72.014,74.3419,51.6107,0.873533,142.563,16.4219,3.924,1.23646,12.0279,5.10881,1.76315,0.253133,0.342282,0.444926,0.787208,0.342694,0.0916515,0.253167,0.362021,0.191793,3.92453,0.308814,,,80.0879,13.551,0.38,-0.649541,-0.649541,1.95704,10.246465682983398,-10.50000011920929,116.417,698.3,5.211194029,698.3,5.211194029,168.55999755859375,0.11111111,C,/players/willson-contreras/11609/stats/batting,3,AL,Willson Contreras,575929,11609,11609
CLE,Guardians,145.6,568.615,637.762,150.262,118.773,23.3536,3.73382,4.40172,69.9034,50.4163,56.3812,1.34521,54.5713,4.76697,5.34674,2.65174,12.3373,16.4712,4.80681,0.26426,0.332872,0.341687,0.674559,0.300469,0.0884048,0.0855669,1.03317,0.0774274,5.06691,0.28323,,,68.8396,-6.51691,1.47,0.146875,0.146875,1.92567,-5.332496032118797,2.2032033801078796,92.7105,597.5,4.092465753,597.5,4.092465753,169.36000061035156,0.02547771,OF,/players/steven-kwan/24610/stats/batting,5,AL,Steven Kwan,680757,24610,24610
TOR,Blue Jays,138.442,506.705,558.095,123.572,90.2572,22.4392,2.369,8.50702,65.1419,46.6966,30.333,1.54145,98.4829,13.7101,4.13212,3.21526,10.3669,22.3389,5.23978,0.243875,0.302075,0.347876,0.649952,0.286683,0.0543509,0.176463,0.308002,0.104002,6.20318,0.284923,,,53.9936,-11.9496,2.71,1.44557,1.44557,1.87742,-9.978205561637878,9.119351863861084,82.6328,507.0,3.673913043,507.0,3.673913043,400.30999755859375,0.0,2B,/players/andres-gimenez/19950/stats/batting,14,AL,Andrés Giménez,665926,19950,19950
TBR,Rays,136.348,500.87,568.338,129.067,80.7634,25.8907,1.00989,21.4029,67.3655,76.6552,53.3803,2.47829,138.072,9.12053,4.46547,0.501268,10.8554,0.94998,0.331197,0.257685,0.337364,0.441603,0.778967,0.337257,0.0939236,0.242939,0.386613,0.183918,2.40402,0.311292,,,78.3214,11.1678,-0.03,-0.875058,-0.875058,1.83885,9.832946240901947,-11.421356467530131,115.986,687.8,5.057352941,687.8,5.057352941,195.4600067138672,0.09708738,1B,/players/jonathan-aranda/21837/stats/batting,12,AL,Jonathan Aranda,666018,21837,21837
TEX,Rangers,109.305,384.84,434.312,90.2931,58.4092,18.2433,3.23891,10.4017,54.4817,40.0598,40.1673,1.5934,98.7461,5.62365,3.14031,0.540503,5.37976,16.3353,3.67037,0.234625,0.313723,0.379948,0.693671,0.304133,0.0924849,0.227362,0.406774,0.145323,6.46927,0.286521,,,48.171,-3.14627,3.22,1.08661,1.08661,1.81319,-1.240046739578247,4.013790845870972,95.4548,439.5,4.032110091,439.5,4.032110091,278.30999755859375,0.03225806,OF,/players/evan-carter/27790/stats/batting,13,AL,Evan Carter,694497,27790,27790
TEX,Rangers,90.014,289.974,333.51,59.0619,35.1896,11.6179,0.589271,11.6651,35.4659,37.152,35.2982,0.212229,80.0707,5.00909,2.14949,0.55517,4.37079,0.369149,0.142779,0.20368,0.298917,0.368494,0.667411,0.295516,0.105839,0.240085,0.440838,0.164814,2.29112,0.236526,,,34.6577,-4.74912,3.89,-0.481646,-0.481646,1.81226,-4.601381778717041,10.835524797439575,89.5194,313.7,3.485555555,313.7,3.485555555,999.0,0.02105263,C,/players/danny-jansen/16535/stats/batting,13,AL,Danny Jansen,643376,16535,16535
BOS,Red Sox,140.061,522.384,559.153,130.74,84.8279,25.3132,3.99839,16.6005,68.5759,62.3103,24.2807,0.749388,123.044,6.04561,4.06904,2.3737,7.31867,21.0423,5.48393,0.250276,0.289282,0.409377,0.698659,0.300952,0.0434241,0.220055,0.197333,0.159101,6.33917,0.295081,,,60.5736,-5.49468,3.17,1.20744,1.20744,1.80612,-6.923578262329102,5.331435203552246,87.6621,582.6,4.161428571,582.6,4.161428571,126.16999816894531,0.0,OF,/players/ceddanne-rafaela/24262/stats/batting,3,AL,Ceddanne Rafaela,678882,24262,24262
LAA,Angels,139.592,516.097,567.69,122.246,67.2706,23.0565,1.43463,30.4847,72.2803,79.8363,39.6966,1.23307,155.624,7.85669,3.52004,0.519128,7.5614,10.1393,3.08278,0.236867,0.29938,0.464305,0.763685,0.326678,0.0699266,0.274136,0.25508,0.227437,4.63751,0.27514,,,73.3558,6.27888,-2.48,0.0155207,0.0155207,1.78249,5.6370870266109705,-7.754069805145264,108.402,676.2,4.83,676.2,4.83,120.05000305175781,0.00628931,OF,/players/jo-adell/20220/stats/batting,1,AL,Jo Adell,666176,20220,20220
ATH,Athletics,133.547,498.416,553.249,120.043,71.2859,25.3662,1.39286,21.9979,72.8851,65.9313,48.5017,0.691877,149.026,1.74407,3.51241,1.07513,8.59867,15.292,4.6829,0.240849,0.308397,0.429739,0.738136,0.319149,0.0876671,0.269366,0.325457,0.18889,5.16998,0.296295,,,68.1078,2.73716,0.95,0.342932,0.342932,1.75618,1.369267225265503,-3.2463114857673645,101.574,626.5,4.675373134,626.5,4.675373134,158.08999633789062,0.0,OF,/players/lawrence-butler/22542/stats/batting,10,AL,Lawrence Butler,671732,22542,22542
LAA,Angels,116.835,412.809,453.345,95.1106,57.4528,17.5568,0.898044,19.203,50.0102,56.9687,31.4495,0.408967,131.704,5.14084,2.82091,1.12474,6.74811,2.8063,0.923206,0.230399,0.291232,0.416833,0.708065,0.306324,0.0693722,0.290516,0.238789,0.186435,3.21255,0.286744,,,51.0888,-2.47741,-2.25,-0.434951,-0.434951,1.74715,-3.4372822642326355,4.9105224609375,94.381,466.4,3.986324786,466.4,3.986324786,245.11000061035156,0.08333333,C,/players/logan-ohoppe/24729/stats/batting,1,AL,Logan O'Hoppe,681351,24729,24729
KCR,Royals,119.344,434.873,503.554,107.093,70.0116,23.0186,1.4027,12.6603,61.5242,53.8478,51.4564,0.0204997,96.4535,12.2927,3.6165,1.3151,9.5472,8.32365,2.62084,0.246263,0.340162,0.392984,0.733146,0.324678,0.102186,0.191546,0.533484,0.146721,4.51331,0.286703,,,64.2505,4.75173,-1.42,-0.291458,-0.291458,1.74048,2.7860361635684967,-3.1060893535614014,105.185,554.6,4.660504201,554.6,4.660504201,612.2999877929688,0.1875,2B,/players/jonathan-india/21523/stats/batting,7,AL,Jonathan India,663697,21523,21523
CHW,White Sox,98.203,346.026,394.336,84.1291,56.8582,15.1054,1.52013,10.6454,45.8004,39.4567,40.6958,0.329271,102.679,3.91355,2.89284,0.807998,6.80758,4.54025,1.30762,0.24313,0.327139,0.387864,0.715004,0.315159,0.103201,0.260383,0.396342,0.144735,4.28996,0.311907,,,47.2674,0.6736,0.0,-0.295126,-0.295126,1.71005,0.3499107360839844,2.791670799255371,101.388,424.4,4.330612244,424.4,4.330612244,256.04998779296875,0.18421053,C,/players/kyle-teel/33549/stats/batting,4,AL,Kyle Teel,691019,33549,33549
BOS,Red Sox,108.232,367.117,409.973,82.3331,54.1007,14.7067,0.442715,13.083,42.6457,47.8259,35.0877,0.925231,108.633,3.72423,2.99194,1.05194,7.28333,2.71291,1.20896,0.224269,0.296255,0.373652,0.669908,0.29368,0.0855854,0.264976,0.322993,0.149383,2.88046,0.278792,,,41.9922,-6.44928,3.43,-0.559781,-0.559781,1.70311,-8.942033469676971,11.477553129196167,82.6527,377.8,3.498148148,377.8,3.498148148,439.5199890136719,0.01754386,C,/players/carlos-narvaez/19722/stats/batting,3,AL,Carlos Narváez,665966,19722,19722
ATH,Athletics,130.586,473.88,531.659,119.795,80.3162,25.0914,2.11129,12.2758,59.6635,54.852,42.4822,2.03881,69.3416,8.24514,4.44295,2.60873,10.3607,2.72709,0.94224,0.252795,0.322317,0.392369,0.714686,0.312254,0.0799049,0.130425,0.612651,0.139574,3.44444,0.271029,,,62.4736,-0.345974,-0.85,-0.692092,-0.692092,1.66732,-2.6821287870407104,0.679621696472168,96.8242,547.6,4.180152671,547.6,4.180152671,445.0400085449219,0.07042254,2B/OF,/players/jeff-mcneil/15362/stats/batting,10,AL,Jeff McNeil,643446,15362,15362
HOU,Astros,116.237,424.299,491.992,99.1266,62.9079,17.8068,0.399275,18.0127,58.1106,57.3526,54.1929,0.403763,81.6759,9.3844,3.64797,0.467789,7.9921,1.0293,0.419117,0.233624,0.331019,0.404832,0.735852,0.323968,0.11015,0.166011,0.663512,0.171208,2.30141,0.247104,,,62.492,4.35936,0.18,-0.798125,-0.798125,1.66654,4.008354187011719,-4.653242886066437,108.289,542.7,4.678448275,542.7,4.678448275,242.27000427246094,0.12745098,3B,/players/isaac-paredes/20036/stats/batting,21,AL,Isaac Paredes,670623,20036,20036
HOU,Astros,116.368,411.037,456.452,102.867,70.5216,21.3553,0.968154,10.022,53.704,44.0762,34.6093,0.328102,94.3633,5.85334,2.84322,2.10945,8.4986,10.651,3.14903,0.250262,0.315466,0.380075,0.695541,0.305826,0.0758224,0.206732,0.366766,0.129812,4.69217,0.299989,,,51.2542,-2.67908,0.35,0.110093,0.110093,1.60651,-2.1541674360632896,2.1458023488521576,95.7912,461.9,3.981896551,461.9,3.981896551,740.0700073242188,0.0,OF,/players/jake-meyers/20308/stats/batting,21,AL,Jake Meyers,676694,20308,20308
NYY,Yankees,117.548,414.625,474.609,88.2817,54.3183,16.4342,0.953849,16.5754,53.5221,52.1257,53.869,1.35567,149.964,2.69703,2.99927,0.418332,7.7092,3.53492,1.19727,0.212919,0.305463,0.377087,0.68255,0.300417,0.113502,0.315974,0.359213,0.164168,3.33733,0.285586,,,51.2088,-4.86996,1.56,-0.506394,-0.506394,1.54221,-4.63574355840683,3.3740121126174927,92.618,465.5,3.944915254,465.5,3.944915254,734.4199829101562,0.00645161,3B,/players/ryan-mcmahon/15112/stats/batting,9,AL,Ryan McMahon,641857,15112,15112
DET,Tigers,114.813,430.645,473.308,107.796,61.3101,20.1195,3.1213,23.2451,60.4861,67.4605,31.2234,1.34814,113.329,6.85585,3.49169,0.500306,6.96795,2.75521,0.844583,0.250313,0.308916,0.47346,0.782377,0.333859,0.0659685,0.23944,0.275512,0.223148,4.3973,0.284145,,,63.9197,7.99472,-0.03,-0.442065,-0.442065,1.53196,7.52196204662323,-8.839118270203471,114.276,582.0,5.060869565,582.0,5.060869565,235.77000427246094,0.37301587,DH/OF,/players/kerry-carpenter/25961/stats/batting,6,AL,Kerry Carpenter,681481,25961,25961
TBR,Rays,111.327,399.642,450.88,92.2024,55.2762,17.1222,2.69089,17.1131,59.5707,50.2757,41.2569,0.581049,100.026,4.02915,3.11203,2.8092,4.81606,20.8083,4.67782,0.230713,0.306867,0.415487,0.722353,0.313724,0.091503,0.221846,0.412462,0.184774,6.49133,0.262904,,,53.5199,0.244989,-3.48,1.58596,1.58596,1.52645,1.4661385640501976,-2.065168857574463,99.7745,502.3,4.525225225,502.3,4.525225225,325.3500061035156,0.01515152,OF,/players/cedric-mullins/17929/stats/batting,12,AL,Cedric Mullins,656775,17929,17929
TEX,Rangers,73.972,249.913,272.493,53.3837,33.1528,10.8696,0.0696878,9.29163,26.9742,31.431,17.2245,0.121172,69.1019,1.443,1.90479,0.914494,3.72007,1.78245,0.783459,0.213609,0.266377,0.369198,0.635575,0.276561,0.0632108,0.253592,0.249262,0.155589,2.7205,0.254244,,,24.1232,-8.07392,7.96,-0.305651,-0.305651,1.52137,-7.8653386533260345,13.356386184692383,76.4617,218.3,2.95,218.3,2.95,999.0,0.22826087,C,/players/kyle-higashioka/5517/stats/batting,13,AL,Kyle Higashioka,543309,5517,5517
SEA,Mariners,143.414,540.679,604.046,135.037,90.0451,24.7068,0.243224,20.0422,69.9145,73.4546,51.0921,5.25896,88.0349,5.95703,5.48929,0.654154,12.6395,12.918,5.63881,0.249755,0.318436,0.407556,0.725993,0.313738,0.0845831,0.145742,0.580362,0.157801,3.65919,0.262491,,,71.7076,0.334919,0.91,-0.661949,-0.661949,1.51914,4.462322473526001,-10.404566586017609,107.198,654.4,4.576223776,654.4,4.576223776,67.12999725341797,0.13422819,1B,/players/josh-naylor/18839/stats/batting,11,AL,Josh Naylor,647304,18839,18839
TEX,Rangers,124.11,469.885,507.019,114.916,75.6868,22.2531,1.02607,15.9505,55.0015,59.7117,29.0811,0.407562,126.841,4.27505,3.26879,0.509325,8.25642,3.75262,1.4207,0.244563,0.292734,0.398126,0.69086,0.29971,0.0573571,0.25017,0.229272,0.153563,3.40994,0.299568,,,54.4148,-5.49344,0.52,-0.548453,-0.548453,1.51432,-5.085078775882721,2.4352777004241943,92.4083,497.7,4.013709677,497.7,4.013709677,612.4000244140625,0.03816794,3B,/players/josh-jung/26299/stats/batting,13,AL,Josh Jung,673962,26299,26299
KCR,Royals,146.438,562.85,628.633,144.571,88.4814,30.5184,1.80494,23.7658,73.4757,86.8438,51.9648,3.41521,90.67,6.07661,6.7119,1.03011,11.5645,0.909383,0.3176,0.256855,0.322835,0.444162,0.766996,0.329266,0.0826633,0.144234,0.573121,0.187307,2.62394,0.265432,,,82.5518,8.27396,-0.22,-0.892936,-0.892936,1.51039,5.290920853614807,-12.164898604154587,108.346,751.8,5.149315068,751.8,5.149315068,76.80999755859375,0.2125,1B/DH,/players/vinnie-pasquantino/27676/stats/batting,7,AL,Vinnie Pasquantino,686469,27676,27676
TBR,Rays,110.598,396.921,446.276,100.281,70.3009,20.429,2.64705,6.90426,48.8078,42.742,43.6972,0.456893,94.9061,2.0059,3.18073,0.471564,9.32054,4.07239,1.15515,0.252648,0.327462,0.369638,0.697101,0.308117,0.0979151,0.212662,0.460425,0.11699,4.32117,0.31304,,,50.9418,-1.78913,0.0,-0.42138,-0.42138,1.48917,-2.571592688560486,1.7666454315185547,95.912,446.7,4.024324324,446.7,4.024324324,745.5599975585938,0.43382353,2B,/players/gavin-lux/19955/stats/batting,12,AL,Gavin Lux,666158,19955,19955
BAL,Orioles,92.506,336.097,382.935,78.8689,43.8126,14.2833,0.982495,19.7905,51.0117,52.8108,38.7534,1.42706,108.1,5.05171,2.60234,0.430398,5.46601,4.06196,1.29029,0.234661,0.320712,0.459655,0.780367,0.335573,0.101201,0.282292,0.358497,0.224994,4.07203,0.280246,,,52.2478,7.00104,-0.54,-0.285005,-0.285005,1.44831,7.456277519464493,-6.480498373508453,117.152,477.5,5.134408602,477.5,5.134408602,496.1099853515625,0.25,OF,/players/tyler-oneill/15711/stats/batting,2,AL,Tyler O'Neill,641933,15711,15711
NYY,Yankees,110.598,409.846,450.702,94.1231,60.0666,19.7284,1.70176,12.6263,54.1584,44.4449,31.3596,0.393467,109.522,4.20067,3.54162,1.75384,6.99489,15.7843,4.39146,0.229655,0.28886,0.378518,0.667378,0.291089,0.0695794,0.243003,0.286332,0.148863,5.89879,0.279827,,,45.2161,-8.03782,-0.06,0.729784,0.729784,1.4291,-6.604736924171448,5.060277882963419,86.1927,432.2,3.893693693,432.2,3.893693693,635.4299926757812,0.0,SS,/players/anthony-volpe/27647/stats/batting,9,AL,Anthony Volpe,683011,27647,27647
MIN,Twins,92.427,314.642,352.286,78.0193,54.1622,13.58,0.0,10.2772,38.0616,39.9499,27.0242,0.861677,64.7547,6.30437,3.03455,0.457448,8.64571,0.802888,0.373327,0.247962,0.317226,0.389111,0.706337,0.309523,0.0767108,0.183813,0.417331,0.141149,2.06278,0.279182,,,40.615,-1.01035,3.46,-0.564203,-0.564203,1.42903,-1.8079827427864075,3.6501790434122086,97.0045,357.3,3.883695652,357.3,3.883695652,680.22998046875,0.31914894,C,/players/victor-caratini/14968/stats/batting,8,AL,Victor Caratini,605170,14968,14968
DET,Tigers,146.508,538.421,615.471,123.497,70.0088,26.4579,0.61657,26.414,72.6116,80.6189,63.659,2.90065,158.31,7.4473,5.44923,0.494663,7.76583,2.2612,0.825449,0.229369,0.316441,0.427974,0.744415,0.321994,0.103431,0.257218,0.402115,0.198605,2.5638,0.270317,,,77.1896,4.46695,0.45,-0.798242,-0.798242,1.40262,3.628786265850067,-11.103082478046417,106.103,690.3,4.695918367,690.3,4.695918367,186.3699951171875,0.06451613,1B,/players/spencer-torkelson/27465/stats/batting,6,AL,Spencer Torkelson,679529,27465,27465
