Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ATH,Athletics,98.623,348.697,381.965,77.5147,50.9976,16.9169,1.85713,7.74309,43.8858,31.9447,25.2083,0.0695253,129.825,5.10208,1.72708,1.2307,6.07807,11.2094,2.62963,0.222298,0.283203,0.348082,0.631285,0.27837,0.0659964,0.339887,0.194172,0.125784,6.11068,0.327788,,,34.3757,-10.7564,9.96,0.628691,0.628691,1.36277,-11.308877348899841,11.481959819793701,73.4833,326.2,3.294949494,326.2,3.294949494,729.0900268554688,0.0,OF,/players/denzel-clarke/29858/stats/batting,10,AL,Denzel Clarke,672016,29858,29858
MIN,Twins,122.776,456.405,498.414,107.484,67.0565,22.91,0.560845,16.9562,57.1283,57.3172,34.7786,0.977529,105.457,2.87381,3.74642,0.61052,6.94113,9.7135,3.53295,0.235501,0.291553,0.39961,0.691163,0.299373,0.0697785,0.211585,0.329789,0.164109,4.11845,0.26804,,,53.3549,-5.53657,0.62,-0.188904,-0.188904,1.35501,-6.055727630853653,2.1449954509735107,90.0129,497.2,4.042276422,497.2,4.042276422,191.3000030517578,0.06603774,3B,/players/royce-lewis/20437/stats/batting,8,AL,Royce Lewis,668904,20437,20437
TOR,Blue Jays,139.19,516.687,553.597,131.351,93.3793,24.6986,2.86101,10.4124,60.1874,54.2442,23.4349,0.877407,60.4221,3.53075,4.78897,5.15592,8.58507,10.5771,3.02902,0.254219,0.288667,0.373552,0.662219,0.287117,0.042332,0.109145,0.387853,0.119333,5.07416,0.268371,,,53.7533,-11.6584,2.93,0.0862944,0.0862944,1.34794,-11.050513997673988,5.171384811401367,82.9315,493.7,3.551798561,493.7,3.551798561,344.1700134277344,0.0,3B,/players/ernie-clement/20352/stats/batting,14,AL,Ernie Clement,676391,20352,20352
DET,Tigers,122.602,442.89,493.37,112.315,73.3284,20.5087,4.6742,13.8035,59.4204,54.3863,43.5303,1.54541,103.586,2.98224,3.49383,0.473203,7.99754,3.7865,1.04505,0.253595,0.322232,0.41451,0.736742,0.319722,0.0882305,0.209956,0.420234,0.160915,4.81156,0.299431,,,60.9662,2.67074,0.12,-0.451614,-0.451614,1.33271,2.187123268842697,-6.1422737911343575,104.538,551.0,4.479674796,551.0,4.479674796,494.5199890136719,0.38636364,2B,/players/colt-keith/27899/stats/batting,6,AL,Colt Keith,690993,27899,27899
CHW,White Sox,125.916,475.025,536.631,118.735,93.1827,19.3284,1.53862,4.68533,57.0023,39.939,49.4746,0.0231556,79.9883,7.37578,3.03199,1.72313,13.4912,10.551,3.79167,0.249955,0.328253,0.326712,0.654966,0.295258,0.0921948,0.149056,0.618523,0.0767571,4.46866,0.289919,,,55.653,-7.75411,0.38,-0.432878,-0.432878,1.33052,-8.225856214761734,2.760356307029724,87.6787,482.6,3.83015873,482.6,3.83015873,644.1400146484375,0.0,2B/SS,/players/chase-meidroth/31580/stats/batting,4,AL,Chase Meidroth,805367,31580,31580
MIN,Twins,117.114,417.856,480.958,91.4359,48.3775,19.9092,0.892687,22.2566,60.9306,62.7417,49.0952,1.06036,152.078,10.7904,2.82963,0.386682,6.1236,4.2505,1.32803,0.218822,0.314878,0.430532,0.74541,0.324044,0.102078,0.316198,0.322829,0.21171,3.7469,0.280816,,,61.12,4.29106,-1.45,-0.401469,-0.401469,1.32329,3.57089626789093,-7.190882444381714,107.008,546.9,4.674358974,546.9,4.674358974,347.69000244140625,0.15,OF,/players/matt-wallner/26466/stats/batting,8,AL,Matt Wallner,670242,26466,26466
TEX,Rangers,124.838,447.467,511.163,104.684,73.1529,20.2508,2.35536,8.92511,56.7311,44.0685,46.7351,1.00397,95.6704,10.4471,3.53062,2.98275,9.4126,9.37117,2.71864,0.233948,0.318522,0.34957,0.668091,0.297702,0.0914289,0.187162,0.488501,0.115622,4.90923,0.276439,,,54.0261,-6.37177,-0.86,-0.0928979,-0.0928979,1.30809,-5.500028572976589,0.6919126510620117,91.025,474.7,3.7976,474.7,3.7976,439.0899963378906,0.07284768,3B/SS,/players/josh-smith/26396/stats/batting,13,AL,Josh Smith,669701,26396,26396
TOR,Blue Jays,103.221,372.002,413.047,91.3401,57.2541,17.7863,0.864517,15.4352,53.02,49.4253,34.8079,0.951801,98.7775,3.12392,2.11347,0.999798,7.69938,8.3722,2.4405,0.245537,0.313731,0.422474,0.736205,0.319326,0.0842711,0.239144,0.352387,0.176937,4.55929,0.292051,,,50.9076,2.10287,0.87,0.0529104,0.0529104,1.29325,2.5449533872306347,-4.12113893032074,105.119,460.1,4.466990291,460.1,4.466990291,617.5700073242188,0.02816901,OF,/players/jesus-sanchez/19913/stats/batting,14,AL,Jesús Sánchez,660821,19913,19913
BOS,Red Sox,133.339,478.569,531.998,119.439,86.3899,21.3379,2.94355,8.76743,61.3535,48.1902,32.7841,1.00547,57.857,13.1383,4.07935,3.42765,11.026,18.9557,5.13306,0.249575,0.312846,0.361424,0.67427,0.297471,0.0616244,0.108754,0.566639,0.111849,5.83921,0.266022,,,56.1284,-6.73128,0.66,0.822215,0.822215,1.29025,-8.417369365692139,2.7177006602287292,85.2643,510.1,3.835338345,510.1,3.835338345,221.27000427246094,0.0,3B,/players/caleb-durbin/29646/stats/batting,3,AL,Caleb Durbin,702332,29646,29646
TBR,Rays,72.733,224.97,251.85,47.5289,32.6879,10.0309,0.526732,4.28332,22.6372,23.3808,23.75,0.32736,65.1619,1.19215,1.58907,0.348608,4.76516,0.459926,0.153822,0.211268,0.288154,0.317657,0.60581,0.270812,0.0943021,0.258733,0.364476,0.106389,2.37968,0.27525,,,21.1202,-8.63778,7.49,-0.349301,-0.349301,1.28704,-9.190856784582138,13.102114200592041,70.2139,191.1,2.617808219,191.1,2.617808219,999.0,0.02777778,C,/players/hunter-feduccia/23372/stats/batting,12,AL,Hunter Feduccia,676439,23372,23372
BAL,Orioles,98.393,345.802,391.626,82.6203,52.4319,17.9295,1.4771,10.7819,48.2205,39.8105,39.282,1.08146,93.1969,2.30765,3.08005,1.15419,4.88418,10.3846,2.37151,0.238924,0.318102,0.392854,0.710956,0.311004,0.100305,0.237974,0.421495,0.15393,5.37478,0.293334,,,45.6214,-0.652197,1.94,0.492185,0.492185,1.23122,0.5970313102006912,-2.042246103286743,100.227,416.5,4.25,416.5,4.25,485.32000732421875,0.0,OF,/players/dylan-beavers/31695/stats/batting,2,AL,Dylan Beavers,687637,31695,31695
HOU,Astros,134.95,507.201,566.112,116.287,67.744,21.4886,0.148648,26.906,67.6155,76.6872,46.4085,1.13259,144.194,7.3409,4.54068,0.621414,8.70507,3.72811,1.36549,0.229273,0.300689,0.43137,0.732059,0.316011,0.0819776,0.254709,0.321848,0.202097,2.80643,0.262391,,,68.2493,1.35875,1.49,-0.608152,-0.608152,1.20497,1.2650825381278992,-8.972392797470093,102.807,621.1,4.60074074,621.1,4.60074074,212.07000732421875,0.01298701,1B,/players/christian-walker/13419/stats/batting,21,AL,Christian Walker,572233,13419,13419
HOU,Astros,121.646,433.081,483.457,104.871,71.3432,21.2543,1.42604,10.8479,55.2612,47.1596,40.7515,1.31007,127.165,6.17173,2.74152,0.711124,8.79781,7.05567,1.86515,0.242152,0.31444,0.372959,0.687398,0.302541,0.0842919,0.263033,0.320461,0.130807,4.44494,0.315717,,,52.9973,-4.12683,3.93,-0.124784,-0.124784,1.19817,-3.8122497871518135,-1.1166412830352783,93.5286,473.7,3.882786885,473.7,3.882786885,350.6700134277344,0.0075188,OF,/players/cam-smith/35108/stats/batting,21,AL,Cam Smith,701358,35108,35108
KCR,Royals,105.894,354.729,397.614,84.1633,51.954,17.607,3.0389,11.5634,47.1877,45.4881,37.5269,1.3586,104.715,2.16657,2.60061,0.59114,5.70715,4.90068,1.333,0.237261,0.311964,0.401823,0.713787,0.310456,0.0943803,0.26336,0.35837,0.164562,5.00739,0.301181,,,46.142,-0.839166,-2.27,-0.161809,-0.161809,1.17419,-2.322978973388672,0.11427593231201172,95.3884,424.2,4.001886792,424.2,4.001886792,999.0,0.47368421,C/DH,/players/carter-jensen/29478/stats/batting,7,AL,Carter Jensen,695600,29478,29478
MIN,Twins,129.936,476.868,539.829,117.818,76.5068,20.4922,0.210492,20.6086,63.953,66.9575,53.9571,1.30113,103.841,4.02072,4.21733,0.610841,12.9915,1.54084,0.615525,0.247067,0.326114,0.420572,0.746685,0.325053,0.0999521,0.19236,0.51961,0.173505,2.1338,0.272574,,,69.0436,5.2587,-0.92,-0.823135,-0.823135,1.09821,4.077861189842224,-11.92406553030014,107.703,614.2,4.724615384,614.2,4.724615384,640.2999877929688,0.7480916,1B,/players/josh-bell/13145/stats/batting,8,AL,Josh Bell,605137,13145,13145
CLE,Guardians,127.528,462.227,522.69,107.453,61.0989,21.8381,0.749239,23.7668,59.798,73.078,49.117,2.04152,123.3,5.77128,5.15495,0.420043,6.65769,1.34842,0.503783,0.232468,0.310838,0.437209,0.748047,0.322135,0.0939697,0.235896,0.398352,0.204741,2.52535,0.261263,,,65.6131,3.85329,-0.37,-0.688857,-0.688857,1.09247,4.014766812324524,-11.327110409736633,107.635,596.4,4.659375,596.4,4.659375,251.75999450683594,0.59124088,1B/DH,/players/kyle-manzardo/29794/stats/batting,5,AL,Kyle Manzardo,700932,29794,29794
TEX,Rangers,130.153,491.43,532.012,118.282,68.1335,22.9957,0.839942,26.3126,63.3678,76.0745,29.2501,0.70108,134.069,7.51641,3.25866,0.557209,9.31483,2.03401,0.676057,0.240689,0.291743,0.45153,0.743273,0.318454,0.0549801,0.252003,0.218172,0.210841,3.01346,0.275104,,,65.1931,2.33181,-0.47,-0.557941,-0.557941,1.0724,2.7778509855270386,-10.607188910245895,105.32,598.6,4.604615384,598.6,4.604615384,235.6999969482422,0.0990099,1B/3B,/players/jake-burger/22275/stats/batting,13,AL,Jake Burger,669394,22275,22275
DET,Tigers,104.974,374.092,417.37,82.1263,52.9146,14.1383,5.05085,10.0226,50.4314,36.5049,36.7797,0.774104,107.151,2.71677,2.73935,1.0417,4.41124,11.89,2.6746,0.219535,0.292132,0.364707,0.656839,0.287989,0.0881226,0.256729,0.343251,0.145172,6.97965,0.277687,,,40.8213,-8.49415,2.32,0.677742,0.677742,1.07036,-7.84348338842392,3.9399689435958862,82.6776,382.7,3.644761904,382.7,3.644761904,999.0,0.0,OF,/players/parker-meadows/23800/stats/batting,6,AL,Parker Meadows,678009,23800,23800
BOS,Red Sox,110.709,394.549,431.776,96.5345,62.5773,22.2265,1.35691,10.3738,46.9382,48.1258,31.6739,2.03839,102.778,2.05844,2.90306,0.591549,7.24523,7.06395,1.84646,0.244671,0.302114,0.386761,0.688875,0.298987,0.0733572,0.238037,0.308176,0.142091,4.4687,0.303063,,,46.0861,-4.93161,1.19,0.0342858,0.0342858,1.07003,-6.9330903850495815,2.5304936170578003,86.3089,421.4,3.796396396,421.4,3.796396396,588.9199829101562,0.0,3B,/players/marcelo-mayer/29668/stats/batting,3,AL,Marcelo Mayer,691785,29668,29668
TOR,Blue Jays,114.789,426.92,470.191,101.257,59.9195,22.8055,1.32625,17.206,56.0473,57.6401,35.7518,1.89563,115.963,4.18551,2.90057,0.433077,7.53749,4.30728,1.15423,0.237181,0.300569,0.41772,0.718289,0.309952,0.0760367,0.246629,0.308304,0.180539,4.04573,0.283333,,,54.3722,-1.18448,-2.07,-0.25793,-0.25793,1.0625,-0.999394953250885,-4.798967599868774,98.662,495.6,4.309565217,495.6,4.309565217,194.10000610351562,0.00671141,3B/OF,/players/addison-barger/24598/stats/batting,14,AL,Addison Barger,680718,24598,24598
NYY,Yankees,96.584,324.175,367.109,69.9227,47.727,12.8667,1.19166,8.13728,50.3745,25.3437,31.672,0.351147,95.8856,6.6309,2.23855,2.39225,3.89466,33.8509,8.04843,0.215694,0.296739,0.338041,0.63478,0.28306,0.086274,0.261191,0.33031,0.122347,7.31328,0.277823,,,34.4364,-8.94039,0.0,2.90859,2.90859,1.01843,-5.45893931388855,2.777738332748413,80.6612,345.8,3.564948453,345.8,3.564948453,201.7100067138672,0.01282051,2B/SS,/players/jose-caballero/23401/stats/batting,9,AL,José Caballero,676609,23401,23401
TBR,Rays,109.023,386.357,424.709,83.6562,51.8083,16.6523,2.08868,13.1069,47.9097,46.075,31.0777,0.597081,147.478,4.09736,2.24926,0.927329,5.12729,9.71268,2.87152,0.216525,0.280407,0.372211,0.652618,0.285013,0.0731742,0.347246,0.210728,0.155686,5.53118,0.309398,,,40.5131,-9.6695,-0.06,0.196306,0.196306,1.00147,-9.816828086972237,4.987361375242472,79.9965,382.9,3.512844036,382.9,3.512844036,739.010009765625,0.0,SS,/players/carson-williams/30038/stats/batting,12,AL,Carson Williams,700246,30038,30038
SEA,Mariners,101.893,349.718,392.924,82.6574,56.2621,17.218,1.1054,8.07192,42.2556,38.5723,34.3963,0.778661,67.5651,4.52686,2.72955,1.55344,7.29403,6.32507,1.78944,0.236354,0.310653,0.361154,0.671807,0.296767,0.0875393,0.171955,0.509084,0.124799,4.4179,0.269446,,,41.2307,-5.19631,-3.49,-0.0910341,-0.0910341,0.975625,-2.1719376295804977,-1.8161306381225586,95.5066,367.8,3.605882352,367.8,3.605882352,720.1300048828125,0.0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
TOR,Blue Jays,86.439,284.336,327.493,60.3341,33.703,12.5832,0.655806,13.392,39.8749,40.196,36.8601,0.0133322,95.2354,3.60428,2.38897,0.303549,3.25113,3.47127,1.16133,0.212193,0.308074,0.402358,0.710432,0.311451,0.112552,0.290801,0.387042,0.190166,3.78692,0.263575,,,38.2694,-0.426392,0.55,-0.27087,-0.27087,0.97393,-0.3886977359652519,-1.3639070391654968,99.6947,343.5,3.994186046,343.5,3.994186046,999.0,0.01176471,2B/OF,/players/davis-schneider/23565/stats/batting,14,AL,Davis Schneider,676914,23565,23565
LAA,Angels,93.729,335.002,378.143,78.2805,49.0699,16.3927,0.67164,12.1462,40.8065,42.626,35.8113,0.887452,99.2464,4.24086,2.63611,0.452742,6.55746,0.907183,0.30257,0.233672,0.313306,0.395387,0.708693,0.310097,0.094703,0.262457,0.360832,0.161715,2.54705,0.292312,,,43.7724,-0.908132,-2.11,-0.524967,-0.524967,0.963009,-1.8709431886672974,-1.731701523065567,96.98,388.6,4.134042553,388.6,4.134042553,745.719970703125,0.01298701,3B,/players/yoan-moncada/17232/stats/batting,1,AL,Yoán Moncada,660162,17232,17232
SEA,Mariners,71.131,255.32,283.281,61.2099,41.9749,13.1935,0.601925,5.43956,29.8782,28.4453,21.9918,1.29695,58.9049,3.69455,1.79322,0.481056,5.57549,5.19918,0.921859,0.239737,0.307271,0.360041,0.667312,0.293322,0.0776324,0.207938,0.373344,0.120304,4.45323,0.289311,,,28.9333,-4.5385,0.0,0.224204,0.224204,0.914302,-2.068217098712921,1.2545149326324463,93.134,261.7,3.685915492,261.7,3.685915492,999.0,0.0,SS,/players/colt-emerson/sa3022923/stats/batting,11,AL,Colt Emerson,806068,sa3022923,sa3022923
KCR,Royals,108.007,358.68,411.572,86.3892,57.8818,17.3103,3.1404,8.05676,51.1955,37.9214,43.3837,0.941442,83.0165,4.90294,2.86923,1.73655,7.11951,13.0317,3.89196,0.240853,0.328609,0.374012,0.702622,0.310659,0.10541,0.201706,0.522591,0.133159,6.02295,0.28961,,,47.8298,-0.800606,1.36,0.317846,0.317846,0.887473,-1.8511718213558197,-3.6403242349624634,95.5286,421.7,3.904629629,421.7,3.904629629,655.8699951171875,0.01652893,OF,/players/isaac-collins/25477/stats/batting,7,AL,Isaac Collins,686555,25477,25477
LAA,Angels,115.651,414.668,474.883,93.7471,52.4433,18.9344,0.0,22.3694,55.3779,63.0612,49.7259,0.434157,127.925,4.96524,3.26231,0.468121,7.55978,0.711056,0.252575,0.226077,0.314074,0.433575,0.747649,0.324505,0.104712,0.269382,0.388711,0.207497,1.79738,0.266697,,,60.5256,4.41452,-1.81,-0.665623,-0.665623,0.886371,3.1990436911582947,-10.88037919998169,106.905,540.2,4.656896551,540.2,4.656896551,650.22998046875,0.48051948,DH/OF,/players/jorge-soler/14221/stats/batting,1,AL,Jorge Soler,624585,14221,14221
CLE,Guardians,109.448,400.455,434.639,89.9999,60.3321,17.6293,0.663051,11.3754,45.9645,43.7064,26.4039,0.789196,134.675,4.67563,2.3222,0.782712,8.05995,8.68619,3.10934,0.224744,0.279077,0.357298,0.636375,0.278534,0.060749,0.309855,0.196057,0.132553,4.46962,0.306258,,,39.1741,-12.1819,0.43,-0.13435,-0.13435,0.847606,-11.60912337899208,4.934032618999481,77.6003,367.0,3.366972477,367.0,3.366972477,748.1500244140625,0.0,SS,/players/gabriel-arias/22563/stats/batting,5,AL,Gabriel Arias,672356,22563,22563
CHW,White Sox,102.62,338.808,363.579,83.4143,63.1141,14.5173,1.75892,4.02398,40.3685,26.9323,18.9236,0.319491,69.1413,1.83271,2.17475,1.83978,6.66523,17.1583,3.82907,0.246199,0.287972,0.335061,0.623033,0.274032,0.0520482,0.190169,0.273695,0.0888619,6.25266,0.296434,,,31.4402,-11.5194,4.2,1.31202,1.31202,0.846267,-10.233734250068665,5.991332530975342,73.0567,302.4,2.93592233,302.4,2.93592233,397.0799865722656,0.0,2B,/players/luisangel-acuna/26548/stats/batting,4,AL,Luisangel Acuña,682668,26548,26548
MIN,Twins,133.971,498.211,540.637,117.954,82.6278,22.4352,1.26604,11.6248,53.2411,54.9879,33.8552,1.15403,96.1944,3.08382,4.83129,0.655926,10.6379,3.61753,1.3494,0.236755,0.286849,0.356868,0.643717,0.281219,0.0626209,0.177928,0.351945,0.120113,3.27105,0.269036,,,49.9062,-13.9742,-1.57,-0.610818,-0.610818,0.838927,-14.943263292312622,4.53506863117218,77.5073,460.9,3.439552238,460.9,3.439552238,535.22998046875,0.00632911,3B/SS,/players/brooks-lee/31595/stats/batting,8,AL,Brooks Lee,686797,31595,31595
CHW,White Sox,117.628,434.902,485.357,107.314,69.2546,19.3685,1.48966,17.2012,54.3444,57.5995,42.0616,1.83203,82.7102,2.47076,5.02397,0.899089,8.08184,3.13491,1.0859,0.246755,0.313435,0.416796,0.730231,0.315705,0.0866611,0.170411,0.508541,0.170042,3.39048,0.265026,,,58.3928,1.04416,-2.46,-0.5568,-0.5568,0.836131,0.45220106840133667,-8.985076427459717,101.764,519.7,4.404237288,519.7,4.404237288,737.3499755859375,0.38938053,OF,/players/andrew-benintendi/17901/stats/batting,4,AL,Andrew Benintendi,643217,17901,17901
LAA,Angels,141.444,515.31,598.241,130.838,97.447,22.4711,2.44924,8.47083,65.2724,50.8168,65.7835,2.93841,80.9475,9.25106,4.78889,3.10748,14.1255,5.92473,2.30466,0.253902,0.345927,0.356329,0.702256,0.313069,0.109961,0.135309,0.812668,0.102428,3.74491,0.284125,,,70.6934,0.0065847,-0.02,-0.878119,-0.878119,0.827951,-1.5642256140708923,-10.93388893082738,99.0269,599.8,4.253900709,599.8,4.253900709,586.5599975585938,0.0,1B,/players/nolan-schanuel/33189/stats/batting,1,AL,Nolan Schanuel,694384,33189,33189
LAA,Angels,60.315,199.053,221.092,44.5091,28.0008,8.64755,0.284715,7.57604,22.4443,25.6459,14.2547,0.00900066,62.6124,2.9438,1.26686,0.283273,3.91987,0.678069,0.267514,0.223604,0.283689,0.384089,0.667778,0.291471,0.0644741,0.283196,0.227666,0.160485,2.5045,0.283813,,,22.2492,-3.87454,0.27,-0.27227,-0.27227,0.800134,-4.402811944484711,4.613672763109207,84.1488,207.2,3.453333333,207.2,3.453333333,999.0,0.04918033,C,/players/travis-darnaud/7739/stats/batting,1,AL,Travis d'Arnaud,518595,7739,7739
CLE,Guardians,42.216,124.504,141.865,23.2124,15.8274,3.83774,0.0185938,3.52862,12.5151,11.1851,10.2923,0.213581,38.4773,1.54168,0.945369,3.4223,2.25701,1.75522,0.77306,0.186438,0.255284,0.302585,0.55787,0.248576,0.0725498,0.271225,0.26749,0.116147,3.30546,0.235893,,,9.33566,-7.42679,6.74,-0.14674,-0.14674,0.771174,-7.3427353501319885,9.99740719795227,56.9629,90.0,2.142857142,90.0,2.142857142,999.0,0.0,C,/players/austin-hedges/12976/stats/batting,5,AL,Austin Hedges,595978,12976,12976
CLE,Guardians,120.866,421.577,466.107,97.0578,68.2467,19.8183,1.6047,7.38815,48.5911,39.4698,32.3762,0.584866,90.1776,6.16601,3.55686,2.4309,8.2717,12.2844,3.99577,0.230226,0.292446,0.337423,0.629869,0.278702,0.0694609,0.19347,0.359027,0.107198,5.03627,0.273743,,,42.0736,-13.0005,-0.13,0.119425,0.119425,0.764117,-12.122809395194054,3.548620343208313,77.7155,382.0,3.157024793,382.0,3.157024793,999.0,0.0,SS,/players/brayan-rocchio/23690/stats/batting,5,AL,Brayan Rocchio,677587,23690,23690
TEX,Rangers,100.773,341.845,397.432,77.891,45.7262,14.517,0.424452,17.2234,48.3685,50.7784,44.1617,1.85471,89.4238,7.24428,3.27198,0.722415,6.7172,2.78309,1.06083,0.227855,0.326077,0.423955,0.750032,0.326284,0.111118,0.225004,0.493848,0.196101,3.03288,0.254404,,,51.2283,4.26864,0.0,-0.506801,-0.506801,0.763288,4.511853337287903,-10.73045825958252,110.714,454.0,4.495049504,454.0,4.495049504,999.0,0.94252874,OF,/players/joc-pederson/11899/stats/batting,13,AL,Joc Pederson,592626,11899,11899
MIN,Twins,80.533,272.325,311.435,70.4879,51.6617,14.362,1.02185,3.44232,37.7821,24.0003,29.7685,0.375485,52.3191,5.32677,1.95202,2.06286,6.3274,10.9894,3.36391,0.258837,0.341282,0.357002,0.698284,0.311886,0.0955851,0.167994,0.568981,0.0981646,5.32902,0.306823,,,36.5027,-0.295732,-1.01,0.250031,0.250031,0.759257,-0.2520637810230255,-3.046065330505371,98.6321,312.0,3.851851851,312.0,3.851851851,748.3499755859375,0.0,OF,/players/austin-martin/27462/stats/batting,8,AL,Austin Martin,668885,27462,27462
DET,Tigers,104.572,363.329,405.02,84.7508,56.0385,16.5378,4.36141,7.81304,49.4344,34.6583,33.787,0.618271,90.1813,3.70603,2.82456,1.37307,4.70626,14.6602,3.69999,0.233262,0.302848,0.367299,0.670148,0.294257,0.0834206,0.222659,0.374656,0.134038,6.95284,0.28691,,,41.6749,-6.18138,0.34,0.803437,0.803437,0.755239,-5.40421324968338,-1.1542272865772247,86.996,391.6,3.729523809,391.6,3.729523809,509.70001220703125,0.01657459,3B/OF,/players/zach-mckinstry/19392/stats/batting,6,AL,Zach McKinstry,656716,19392,19392
MIN,Twins,103.353,375.843,426.385,92.8111,61.578,18.3173,0.821815,12.0941,49.2581,46.7409,42.1929,1.31213,95.8357,4.03729,3.87244,0.439498,8.05935,3.80803,1.33605,0.246941,0.32643,0.396587,0.723017,0.316499,0.098955,0.224763,0.440264,0.149645,3.49514,0.296988,,,51.5728,1.1921,-0.85,-0.488583,-0.488583,0.724648,0.4209864139556885,-8.013774991035461,101.81,458.3,4.449514563,458.3,4.449514563,748.2999877929688,0.5625,DH/OF,/players/trevor-larnach/21501/stats/batting,8,AL,Trevor Larnach,663616,21501,21501
DET,Tigers,98.77,364.504,403.664,84.7503,54.1618,16.5251,3.56952,10.4939,48.2915,39.3148,32.0288,0.601629,85.6199,2.90627,3.16602,1.05943,4.98182,10.3337,2.86137,0.232509,0.297278,0.383799,0.681077,0.296882,0.0793452,0.212107,0.374081,0.15129,6.19447,0.273448,,,42.3955,-5.30053,2.01,0.310754,0.310754,0.689605,-5.015953004360199,-2.1373188495635986,88.8039,392.7,3.966666666,392.7,3.966666666,748.3200073242188,0.00877193,OF,/players/wenceel-perez/22857/stats/batting,6,AL,Wenceel Pérez,672761,22857,22857
BOS,Red Sox,50.525,180.625,195.954,47.9837,31.8718,8.73099,0.887654,6.49322,25.0779,23.8328,11.783,0.339255,49.0438,1.58394,1.42419,0.538354,4.03903,5.98429,1.78281,0.265654,0.313949,0.431667,0.745616,0.321655,0.0601314,0.250282,0.240254,0.166013,5.52539,0.327958,,,24.5217,1.36826,-0.41,0.170356,0.170356,0.688191,0.6147140562534332,-0.6327733993530273,101.924,223.8,4.388235294,223.8,4.388235294,999.0,0.04672897,1B/2B,/players/romy-gonzalez/21562/stats/batting,3,AL,Romy Gonzalez,663853,21562,21562
SEA,Mariners,89.746,299.748,341.219,65.7177,40.6249,12.6059,0.830882,11.6561,40.1291,37.2316,25.8665,0.342758,103.567,11.7646,1.8811,1.9584,5.9902,7.07943,1.54445,0.219243,0.30463,0.3835,0.68813,0.303438,0.0758063,0.30352,0.249757,0.164257,5.12266,0.29002,,,37.6534,-2.66428,-0.25,0.269049,0.269049,0.635273,0.310218021273613,-5.845275402069092,100.102,347.5,3.861111111,347.5,3.861111111,748.010009765625,0.05063291,1B/OF,/players/luke-raley/19354/stats/batting,11,AL,Luke Raley,670042,19354,19354
BOS,Red Sox,60.476,201.855,221.05,46.4837,31.702,8.5867,0.96799,5.22705,23.5616,21.8609,14.0228,0.14017,54.9861,2.56329,1.32761,1.28103,3.7798,4.10726,1.27375,0.230282,0.286983,0.360097,0.64708,0.283926,0.0634374,0.24875,0.255025,0.129815,4.94733,0.288569,,,20.8909,-5.22784,0.02,-0.0180263,-0.0180263,0.614535,-6.288093075156212,4.686357993632555,75.9337,190.2,3.17,190.2,3.17,999.0,0.01587302,C,/players/connor-wong/19896/stats/batting,3,AL,Connor Wong,657136,19896,19896
BAL,Orioles,108.675,389.092,426.772,91.9548,57.7849,17.8999,0.585423,15.6846,48.139,51.7229,31.1215,2.13228,101.751,2.9116,2.94051,0.706735,7.94939,3.08162,1.07652,0.236332,0.295701,0.406278,0.701979,0.302951,0.0729229,0.238419,0.30586,0.169946,3.14015,0.277753,,,46.9254,-3.50103,-2.53,-0.416606,-0.416606,0.610404,-3.0926580131053925,-5.63006329536438,94.6798,439.4,4.03119266,439.4,4.03119266,163.8699951171875,0.22580645,C,/players/samuel-basallo/28824/stats/batting,2,AL,Samuel Basallo,694212,28824,28824
MIN,Twins,74.54,261.147,287.493,60.5063,34.7151,12.1443,1.33087,12.3161,34.6365,36.7707,20.8688,0.471371,71.6293,2.23043,2.52311,0.723335,4.09319,3.45239,0.950132,0.231694,0.291543,0.429875,0.721417,0.310004,0.0725891,0.249152,0.291345,0.19818,4.55223,0.268133,,,33.2573,-0.712236,0.2,-0.0771765,-0.0771765,0.605673,-0.9799102768301964,-2.995301768183708,97.3358,305.8,4.077333333,305.8,4.077333333,696.27001953125,0.00746269,1B,/players/kody-clemens/20572/stats/batting,8,AL,Kody Clemens,665019,20572,20572
NYY,Yankees,59.171,205.848,230.433,49.0978,31.0336,9.52467,1.02933,7.51024,30.1678,23.688,21.3717,0.861036,58.9366,1.65222,1.30364,0.257931,3.50086,9.42764,2.30918,0.238515,0.313334,0.40424,0.717575,0.312309,0.0927457,0.255765,0.362621,0.165725,5.98152,0.295567,,,27.0879,-0.139537,-0.39,0.588694,0.588694,0.600714,0.8087384104728699,-2.868503212928772,100.81,258.8,4.386440677,258.8,4.386440677,403.4599914550781,0.13043478,OF,/players/jasson-dominguez/28080/stats/batting,9,AL,Jasson Domínguez,691176,28080,28080
