Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
TEX,Rangers,89,305,352,65,37,14,0,14,41,42,38,0,83,5,2,1,,1,0,0.213209,0.309444,0.395629,0.705072,0.310191,0.109125,0.236123,0.462153,0.182419,2.39408,0.243045,-0.394122,,40.7729,-0.818596,-1.96606,-0.461993,-0.856115,1.26423,-1.0104370713233948,4.9089438915252686,99.628,362.1,4.068539325,362.1,4.068539325,999.0,0.02105263,C,/players/danny-jansen/16535/stats/batting,13,AL,Danny Jansen,643376,16535,16535
KCR,Royals,115,429,497,105,69,23,1,11,59,46,51,0,95,12,3,1,,5,2,0.243424,0.337723,0.377895,0.715618,0.31846,0.103001,0.190592,0.54043,0.134471,3.8512,0.286776,0.282566,,60.9052,2.1808,-3.11354,-0.863975,-0.581409,1.25991,-0.05305534601211548,-4.73853862285614,100.902,527.7,4.588695652,527.7,4.588695652,612.2999877929688,0.1875,2B,/players/jonathan-india/21523/stats/batting,7,AL,Jonathan India,663697,21523,21523
TEX,Rangers,138,549,595,133,78,26,1,27,70,85,32,1,147,9,4,0,,2,1,0.242219,0.293097,0.444111,0.737207,0.316155,0.0542702,0.247342,0.219414,0.201891,2.79823,0.278701,-0.131143,,71.8015,1.49765,0.914799,-0.857005,-0.988147,1.25855,1.6323512196540833,-9.810201585292816,103.737,654.7,4.744202898,654.7,4.744202898,235.6999969482422,0.0990099,1B/3B,/players/jake-burger/22275/stats/batting,13,AL,Jake Burger,669394,22275,22275
TOR,Blue Jays,68,264,294,71,50,14,1,6,35,34,24,1,46,2,2,2,,3,1,0.27017,0.334338,0.405382,0.739719,0.322995,0.0822163,0.156903,0.523994,0.135211,4.02019,0.304454,-0.00229444,,37.1111,2.37269,2.57066,-0.476412,-0.478707,1.2493,2.1709937751293182,-0.07933974266052246,107.647,317.2,4.664705882,317.2,4.664705882,999.0,0.00625,OF,/players/nathan-lukes/18123/stats/batting,14,AL,Nathan Lukes,664770,18123,18123
TEX,Rangers,97,360,420,85,51,15,1,18,52,52,48,2,97,9,3,1,,3,1,0.23601,0.338064,0.435208,0.773272,0.336603,0.114709,0.230135,0.498443,0.199199,3.4737,0.269622,-0.253248,,57.6561,8.02991,-0.000904018,-0.608332,-0.86158,1.23448,7.960926830768585,-10.350904399296269,117.823,508.3,5.240206185,508.3,5.240206185,999.0,0.94252874,OF,/players/joc-pederson/11899/stats/batting,13,AL,Joc Pederson,592626,11899,11899
ATH,Athletics,94,369,406,90,58,20,1,11,43,51,25,1,113,7,3,2,,4,2,0.242957,0.301599,0.393581,0.69518,0.302789,0.06235,0.277957,0.224315,0.150624,3.69064,0.316201,0.037166,,44.588,-3.38404,1.81583,-0.753916,-0.71675,1.23117,-5.356270611286163,3.4158291816711426,90.3044,400.1,4.256382978,400.1,4.256382978,677.3099975585938,0.0,2B/3B,/players/max-muncy/29779/stats/batting,10,AL,Max Muncy,691777,29779,29779
KCR,Royals,104,384,448,91,59,20,3,9,54,48,54,1,97,6,3,2,,15,5,0.237103,0.336972,0.375614,0.712586,0.316428,0.119866,0.216762,0.552982,0.138511,5.54897,0.291575,0.140913,,54.1615,1.22682,1.51306,-0.0475721,0.0933409,1.22398,-0.1693708896636963,-3.2869365215301514,99.5025,479.8,4.613461538,479.8,4.613461538,655.8699951171875,0.01652893,OF,/players/isaac-collins/25477/stats/batting,7,AL,Isaac Collins,686555,25477,25477
MIN,Twins,97,356,400,90,65,14,0,10,40,44,31,0,70,9,4,0,,1,0,0.252588,0.324205,0.38062,0.704825,0.310955,0.0763598,0.173729,0.439533,0.128032,2.46086,0.284459,-0.640855,,46.6043,-0.682437,0.0541972,-0.518409,-1.15926,1.21962,-2.106879770755768,0.25419722124934196,97.991,404.5,4.170103092,404.5,4.170103092,680.22998046875,0.31914894,C,/players/victor-caratini/14968/stats/batting,8,AL,Victor Caratini,605170,14968,14968
TEX,Rangers,71,260,282,59,36,12,1,10,29,35,17,0,69,1,3,1,,2,0,0.226684,0.275263,0.397758,0.673021,0.290598,0.0604591,0.246018,0.245751,0.171074,3.77733,0.266088,-0.533363,,28.1987,-5.14542,-0.473243,-0.0518018,-0.585165,1.21093,-5.198035955429077,4.726757287979126,86.1311,262.7,3.7,262.7,3.7,999.0,0.22826087,C,/players/kyle-higashioka/5517/stats/batting,13,AL,Kyle Higashioka,543309,5517,5517
MIN,Twins,133,504,574,127,83,23,1,20,65,68,61,1,107,5,4,1,,1,2,0.251713,0.336312,0.419974,0.756286,0.330474,0.106767,0.185672,0.575031,0.168261,2.16174,0.280777,-0.972665,,75.9402,8.11769,-2.44316,-1.3741,-2.34677,1.17184,5.390573501586914,-13.693155765533447,111.437,661.9,4.976691729,661.9,4.976691729,640.2999877929688,0.7480916,1B,/players/josh-bell/13145/stats/batting,8,AL,Josh Bell,605137,13145,13145
CLE,Guardians,107,424,462,97,62,20,2,13,47,50,28,1,142,5,3,1,,8,4,0.229363,0.283969,0.378133,0.662102,0.287877,0.0609793,0.308124,0.197905,0.14877,4.62174,0.310144,0.26121,,45.1446,-9.44425,-0.139415,-0.452359,-0.19115,1.15389,-8.883799493312836,4.260585054755211,84.0361,413.8,3.867289719,413.8,3.867289719,748.1500244140625,0.0,SS,/players/gabriel-arias/22563/stats/batting,5,AL,Gabriel Arias,672356,22563,22563
DET,Tigers,49,172,192,37,22,8,1,6,22,23,16,0,56,2,1,1,,1,0,0.213457,0.283308,0.376654,0.659962,0.288449,0.0823208,0.291706,0.282204,0.163197,3.61778,0.273823,-0.0327258,,18.8506,-3.83569,2.1256,-0.205938,-0.238664,1.11741,-4.08680884540081,5.8755974769592285,82.995,176.4,3.6,176.4,3.6,999.0,0.02173913,C,/players/jake-rogers/19452/stats/batting,6,AL,Jake Rogers,668670,19452,19452
TBR,Rays,79,285,314,65,46,11,0,8,33,32,19,0,55,6,2,2,,2,1,0.228344,0.287424,0.352805,0.640229,0.282325,0.0599123,0.174145,0.344036,0.124461,3.36491,0.254646,0.0829699,,29.2301,-7.8242,-0.147701,-0.345839,-0.262869,1.104,-8.3408023416996,5.977299258112907,78.145,262.1,3.317721518,262.1,3.317721518,999.0,0.03191489,C,/players/nick-fortes/21538/stats/batting,12,AL,Nick Fortes,663743,21538,21538
BOS,Red Sox,105,415,455,102,64,23,2,12,55,53,33,1,105,3,4,1,,5,2,0.244845,0.302063,0.400928,0.702991,0.304584,0.0719108,0.231096,0.311173,0.156083,4.35646,0.296468,0.142174,,50.6324,-3.12936,-0.420293,-0.628876,-0.486702,1.10024,-5.761335134506226,0.8547070622444153,90.1642,459.0,4.371428571,459.0,4.371428571,588.9199829101562,0.0,3B,/players/marcelo-mayer/29668/stats/batting,3,AL,Marcelo Mayer,691785,29668,29668
DET,Tigers,87,337,378,80,53,15,5,8,43,37,33,1,82,4,3,1,,12,3,0.2386,0.311871,0.382031,0.693902,0.304036,0.0870872,0.216064,0.403062,0.14343,6.84269,0.289921,0.393208,,41.8957,-2.7679,-0.298014,0.65277,1.04598,0.994037,-1.7464390993118286,-1.548014372587204,93.7322,383.6,4.409195402,383.6,4.409195402,509.70001220703125,0.01657459,3B/OF,/players/zach-mckinstry/19392/stats/batting,6,AL,Zach McKinstry,656716,19392,19392
LAA,Angels,113,412,452,96,62,13,1,19,48,55,31,0,126,5,2,1,,2,2,0.232093,0.292539,0.409346,0.701885,0.304966,0.0693388,0.279846,0.247774,0.177253,3.05564,0.284344,-0.775144,,50.394,-2.96601,-3.80364,-0.791884,-1.56703,0.947501,-5.055940866470337,3.1463592052459717,93.4451,453.8,4.015929203,453.8,4.015929203,245.11000061035156,0.08333333,C,/players/logan-ohoppe/24729/stats/batting,1,AL,Logan O'Hoppe,681351,24729,24729
NYY,Yankees,71,267,308,59,40,12,1,6,37,29,31,0,78,6,2,2,,31,8,0.22028,0.313551,0.334437,0.647989,0.291309,0.101713,0.2529,0.402188,0.114158,6.71838,0.286831,-0.00782129,,30.9547,-5.43792,-0.885922,2.29019,2.28237,0.930022,-2.6749267578125,1.1640776991844177,86.3441,307.8,4.335211267,307.8,4.335211267,201.7100067138672,0.01282051,2B/SS,/players/jose-caballero/23401/stats/batting,9,AL,José Caballero,676609,23401,23401
CHW,White Sox,73,288,315,72,48,13,1,10,36,38,21,0,71,2,2,2,,6,2,0.251309,0.305026,0.412247,0.717273,0.311399,0.0675273,0.226034,0.298748,0.160938,4.51404,0.297584,0.122669,,36.7961,-0.42359,-0.833132,-0.032114,0.0905551,0.928773,-0.35585177689790726,-1.4081324934959412,98.7976,327.4,4.484931506,327.4,4.484931506,747.989990234375,0.0,OF,/players/brooks-baldwin/31394/stats/batting,4,AL,Brooks Baldwin,681460,31394,31394
CHW,White Sox,99,394,427,99,75,17,2,5,51,36,26,0,79,2,3,2,,23,6,0.250988,0.299305,0.340026,0.639332,0.282414,0.0609143,0.183984,0.331084,0.0890383,6.15632,0.299671,0.260783,,39.8307,-10.6227,1.5184,1.49464,1.75543,0.925097,-8.898174166679382,3.2434029579162598,78.8312,379.0,3.828282828,379.0,3.828282828,397.0799865722656,0.0,2B,/players/luisangel-acuna/26548/stats/batting,4,AL,Luisangel Acuña,682668,26548,26548
CLE,Guardians,78,297,336,72,45,15,3,9,39,40,31,0,92,5,3,1,,4,1,0.243668,0.321336,0.411346,0.732682,0.31984,0.0909349,0.274412,0.331381,0.167678,5.08768,0.317905,0.088884,,41.5519,1.85089,0.244146,-0.267065,-0.178181,0.923683,2.2193315625190735,-4.755853787064552,106.054,364.2,4.669230769,364.2,4.669230769,999.0,0.04166667,1B/OF,/players/cj-kayfus/33704/stats/batting,5,AL,CJ Kayfus,692216,33704,33704
CHW,White Sox,112,441,483,108,67,23,3,16,59,57,33,1,121,5,5,0,,6,1,0.246001,0.301794,0.418082,0.719876,0.310223,0.0674867,0.249701,0.27027,0.172081,4.9219,0.300268,-0.020023,,55.9595,-1.11063,-0.770544,-0.117564,-0.137587,0.920335,-1.2832042574882507,-6.345543384552002,97.9876,520.6,4.648214285,520.6,4.648214285,587.9299926757812,0.3960396,OF,/players/austin-hays/19363/stats/batting,4,AL,Austin Hays,669720,19363,19363
BAL,Orioles,60,228,259,53,35,10,1,6,28,28,22,0,78,6,2,1,,5,2,0.231998,0.314101,0.365486,0.679587,0.301579,0.0858729,0.299502,0.286719,0.133488,4.6721,0.320974,0.0546933,,28.1895,-2.41332,1.40748,-0.350576,-0.295883,0.919616,-2.2085328698158264,2.282475709915161,93.7344,247.8,4.13,247.8,4.13,745.4600219726562,0.01315789,3B,/players/blaze-alexander/23789/stats/batting,2,AL,Blaze Alexander,677942,23789,23789
MIN,Twins,96,364,413,91,59,18,1,13,48,47,42,1,97,3,4,0,,3,2,0.248651,0.32726,0.41002,0.737279,0.321176,0.100603,0.234438,0.429125,0.161369,3.28407,0.300213,-0.20539,,51.5222,2.72308,-0.320526,-0.641012,-0.846402,0.907745,1.6030153632164001,-6.9455258548259735,105.032,460.8,4.8,460.8,4.8,748.2999877929688,0.5625,DH/OF,/players/trevor-larnach/21501/stats/batting,8,AL,Trevor Larnach,663616,21501,21501
SEA,Mariners,68,260,294,60,41,12,1,5,31,30,26,1,65,5,2,1,,4,2,0.22849,0.307419,0.344391,0.65181,0.288932,0.0871293,0.21986,0.396294,0.115901,4.59699,0.282246,-0.0450124,,28.9801,-5.75825,1.04471,-0.261246,-0.306259,0.882984,-3.7334426939487457,2.244708776473999,90.1095,258.5,3.801470588,258.5,3.801470588,999.0,0.0,SS,/players/colt-emerson/sa3022923/stats/batting,11,AL,Colt Emerson,806068,sa3022923,sa3022923
MIN,Twins,76,284,329,72,53,15,1,3,38,28,36,0,55,5,2,2,,12,4,0.253871,0.346565,0.345318,0.691884,0.311607,0.110117,0.167035,0.659243,0.0914479,5.09127,0.302569,0.116673,,38.4871,-0.38682,-0.39393,0.0837548,0.200428,0.879921,-0.4043927490711212,-2.3189305663108826,98.4402,331.2,4.357894736,331.2,4.357894736,748.3499755859375,0.0,OF,/players/austin-martin/27462/stats/batting,8,AL,Austin Martin,668885,27462,27462
SEA,Mariners,68,262,294,64,44,13,1,5,34,28,19,0,64,8,2,3,,16,4,0.245598,0.313861,0.365628,0.679489,0.300624,0.0654285,0.217219,0.301209,0.120029,6.35166,0.303058,0.0207113,,31.771,-2.96733,1.16174,0.870314,0.891025,0.878404,0.2547568678855896,-1.7882577180862427,98.1638,287.0,4.220588235,287.0,4.220588235,725.489990234375,0.0,OF,/players/victor-robles/18363/stats/batting,11,AL,Victor Robles,645302,18363,18363
SEA,Mariners,97,383,420,94,59,18,1,16,49,53,31,2,96,3,3,1,,4,2,0.245239,0.303884,0.422975,0.726859,0.313196,0.0729757,0.228953,0.318737,0.177737,3.55291,0.283972,-0.2934,,49.6743,0.0480476,-0.264541,-0.469247,-0.762647,0.819182,2.6154913902282715,-9.064540833234787,106.824,455.7,4.697938144,455.7,4.697938144,476.489990234375,0.1025641,OF,/players/dominic-canzone/26438/stats/batting,11,AL,Dominic Canzone,686527,26438,26438
TBR,Rays,66,229,262,51,34,10,1,5,28,24,30,0,69,1,2,0,,1,0,0.222338,0.312527,0.348215,0.660742,0.294586,0.11363,0.261421,0.434662,0.125877,3.74882,0.290458,-0.119632,,27.0699,-3.93464,-2.28345,-0.303226,-0.422858,0.810991,-4.569803774356842,2.841546058654785,86.5911,233.2,3.533333333,233.2,3.533333333,999.0,0.02777778,C,/players/hunter-feduccia/23372/stats/batting,12,AL,Hunter Feduccia,676439,23372,23372
LAA,Angels,78,300,336,69,46,11,3,9,37,36,30,1,103,2,2,1,,6,2,0.228732,0.302275,0.370522,0.672798,0.295371,0.0899681,0.307087,0.292973,0.141791,5.37041,0.314802,-0.0165834,,34.8766,-4.82434,0.488855,-0.172142,-0.188725,0.803288,-5.402116417884827,1.6888553500175476,86.8354,321.8,4.125641025,321.8,4.125641025,748.1099853515625,0.0,2B,/players/christian-moore/34979/stats/batting,1,AL,Christian Moore,695681,34979,34979
CLE,Guardians,58,219,252,47,31,9,1,5,32,25,28,0,73,3,1,1,,4,1,0.216745,0.315109,0.34754,0.662648,0.297121,0.112637,0.289646,0.388877,0.130794,5.5166,0.297551,0.0,,26.5156,-3.2601,1.13069,-0.0900538,-0.0900538,0.794347,-2.940192937850952,2.0306938886642456,90.4039,220.8,3.806896551,220.8,3.806896551,999.0,0.0,2B,/players/travis-bazzana/sa3025129/stats/batting,5,AL,Travis Bazzana,683953,sa3025129,sa3025129
BAL,Orioles,44,168,189,39,22,9,1,8,22,24,17,0,53,2,1,0,,2,1,0.233144,0.309404,0.431135,0.740539,0.320498,0.0890192,0.277863,0.32037,0.197991,3.96283,0.289103,0.0325683,,23.4739,1.14208,-0.483496,-0.216307,-0.183739,0.789881,1.3236968964338303,-0.10849595069885254,106.767,215.4,4.895454545,215.4,4.895454545,466.510009765625,0.1097561,1B,/players/coby-mayo/28312/stats/batting,2,AL,Coby Mayo,691723,28312,28312
NYY,Yankees,96,367,413,83,45,13,0,24,48,65,40,2,127,2,3,0,,0,0,0.224779,0.303209,0.458639,0.761848,0.325548,0.0971975,0.308481,0.315084,0.23386,1.45636,0.267224,-0.745758,,52.9883,4.18919,-0.000275109,-0.538573,-1.28433,0.771318,3.549328088760376,-10.225274536962388,109.93,487.1,5.073958333,487.1,5.073958333,254.00999450683594,0.70149254,DH/OF,/players/giancarlo-stanton/4949/stats/batting,9,AL,Giancarlo Stanton,519317,4949,4949
TOR,Blue Jays,39,133,154,30,22,5,1,3,16,14,13,0,31,3,1,2,,2,1,0.224216,0.308956,0.327901,0.636857,0.286509,0.0868281,0.202534,0.428709,0.103685,4.69679,0.271924,-0.135492,,14.8385,-3.31052,1.41233,-0.104979,-0.240471,0.771052,-3.4062658548355103,4.412325501441956,82.5129,132.4,3.394871794,132.4,3.394871794,999.0,0.0,C,/players/tyler-heineman/13897/stats/batting,14,AL,Tyler Heineman,623168,13897,13897
CLE,Guardians,91,347,392,80,51,15,1,14,46,45,39,0,111,3,3,1,,2,1,0.23151,0.311623,0.398973,0.710596,0.311144,0.0995957,0.283264,0.3516,0.167463,3.2585,0.296295,-0.0474044,,45.7097,-0.608108,0.120071,-0.643191,-0.690595,0.752109,-0.6609811969101429,-5.4799293130636215,100.064,408.8,4.492307692,408.8,4.492307692,748.0800170898438,0.66666667,DH/OF,/players/george-valera/22541/stats/batting,5,AL,George Valera,671655,22541,22541
LAA,Angels,118,448,511,101,58,21,0,22,61,65,53,1,140,6,4,0,,0,0,0.226088,0.31348,0.423093,0.736573,0.32032,0.103433,0.274276,0.377112,0.197005,2.01829,0.273405,-0.851361,,63.3929,3.01426,-1.87772,-0.736895,-1.58826,0.743751,0.8343313932418823,-11.152721047401428,104.022,562.3,4.765254237,562.3,4.765254237,650.22998046875,0.48051948,DH/OF,/players/jorge-soler/14221/stats/batting,1,AL,Jorge Soler,624585,14221,14221
NYY,Yankees,89,346,385,88,58,18,0,12,47,45,34,2,87,2,2,0,,4,1,0.255594,0.324879,0.411931,0.73681,0.319729,0.0884153,0.226248,0.39079,0.156337,3.56311,0.308005,-0.518957,,47.5768,2.08609,-0.402565,-0.189264,-0.708221,0.726639,1.9786469340324402,-8.127565205097198,105.921,424.6,4.770786516,424.6,4.770786516,748.1300048828125,0.02097902,1B,/players/paul-goldschmidt/9218/stats/batting,9,AL,Paul Goldschmidt,502671,9218,9218
TBR,Rays,105,422,455,121,102,15,3,1,54,37,26,0,48,1,2,4,,41,10,0.287185,0.327867,0.344711,0.672578,0.297829,0.0567317,0.106496,0.532714,0.0575256,6.75416,0.32031,0.464863,,48.137,-5.6248,-2.04988,3.24896,3.71382,0.721954,-2.279120922088623,-6.32487678527832,88.8248,456.5,4.347619047,456.5,4.347619047,180.8699951171875,0.02608696,OF,/players/chandler-simpson/31912/stats/batting,12,AL,Chandler Simpson,802415,31912,31912
BOS,Red Sox,45,182,196,49,31,10,2,5,24,25,10,0,48,2,2,0,,5,2,0.268399,0.311527,0.432541,0.744068,0.319508,0.0533358,0.246152,0.216679,0.164142,5.90832,0.334019,-0.104841,,24.1857,1.02682,0.532278,-0.131673,-0.236515,0.710506,-0.1338125392794609,0.3322781175374985,100.445,219.7,4.882222222,219.7,4.882222222,999.0,0.04672897,1B/2B,/players/romy-gonzalez/21562/stats/batting,3,AL,Romy Gonzalez,663853,21562,21562
TBR,Rays,68,268,294,67,49,15,1,3,30,27,20,0,61,3,2,1,,6,2,0.251531,0.310764,0.346816,0.657581,0.291062,0.0691712,0.208155,0.332306,0.0952854,4.62477,0.313797,-0.049775,,29.4886,-5.24972,0.707598,-0.00858019,-0.0583552,0.709092,-5.545947376638651,2.3575977087020874,84.1634,259.4,3.814705882,259.4,3.814705882,999.0,0.0,3B,/players/ben-williamson/33197/stats/batting,12,AL,Ben Williamson,810938,33197,33197
CHW,White Sox,117,429,483,108,80,19,0,10,46,51,43,0,88,6,4,1,,1,1,0.252103,0.325602,0.365542,0.691144,0.306664,0.0888401,0.181588,0.489241,0.113439,1.59934,0.293013,-0.42034,,54.564,-2.50614,-1.56792,-1.01694,-1.43728,0.688373,-3.978403329849243,-3.667919158935547,95.5362,471.0,4.025641025,471.0,4.025641025,476.0299987792969,0.28712871,C/DH,/players/edgar-quero/28022/stats/batting,4,AL,Edgar Quero,700337,28022,28022
CLE,Guardians,36,125,141,24,17,4,0,3,12,12,11,0,38,1,1,2,,1,1,0.19114,0.26362,0.298795,0.562414,0.252232,0.0801347,0.266418,0.300786,0.107654,3.13982,0.241864,-0.0946537,,9.68355,-6.95305,2.67923,-0.188187,-0.282841,0.684052,-7.006832659244537,5.429230690002441,59.4816,84.3,2.341666666,84.3,2.341666666,999.0,0.0,C,/players/austin-hedges/12976/stats/batting,5,AL,Austin Hedges,595978,12976,12976
SEA,Mariners,81,307,350,68,42,14,1,12,40,41,26,0,106,14,2,1,,5,2,0.222411,0.308818,0.387938,0.696756,0.307507,0.0735493,0.303768,0.242123,0.165527,4.60039,0.295367,-0.211118,,39.7785,-1.57666,-1.20596,-0.16114,-0.372259,0.676964,0.8261586427688599,-6.2559614181518555,102.905,356.8,4.404938271,356.8,4.404938271,748.010009765625,0.05063291,1B/OF,/players/luke-raley/19354/stats/batting,11,AL,Luke Raley,670042,19354,19354
MIN,Twins,58,229,252,53,31,10,2,10,30,32,18,0,61,3,2,1,,3,1,0.23068,0.29213,0.42437,0.7165,0.308688,0.0714143,0.241556,0.295643,0.19369,4.98924,0.26744,0.0501114,,28.8823,-0.893413,1.25334,-0.106452,-0.0563402,0.645596,-1.1167325042188168,-1.2466628551483154,96.4298,268.1,4.622413793,268.1,4.622413793,696.27001953125,0.00746269,1B,/players/kody-clemens/20572/stats/batting,8,AL,Kody Clemens,665019,20572,20572
NYY,Yankees,32,115,130,27,18,6,1,3,14,14,12,0,24,1,1,0,,1,0,0.234782,0.313122,0.368881,0.682003,0.30127,0.093661,0.181285,0.51665,0.134099,3.93236,0.268593,-0.042452,,14.0949,-1.24194,-0.067356,-0.167233,-0.209685,0.642637,-1.2490787357091904,1.5826439782977104,93.2059,128.4,4.0125,128.4,4.0125,999.0,0.02564103,C,/players/jc-escarra/20084/stats/batting,9,AL,J.C. Escarra,641555,20084,20084
HOU,Astros,75,288,322,62,35,13,3,11,38,40,28,1,127,4,2,1,,9,3,0.216108,0.293674,0.395337,0.689011,0.299576,0.0862486,0.394353,0.218709,0.179229,6.36894,0.338188,-0.0305605,,34.5229,-3.52391,-0.225346,0.120781,0.0902207,0.641123,-3.1410526633262634,-1.6753456741571426,91.4858,322.1,4.294666666,322.1,4.294666666,742.9500122070312,0.0,OF,/players/zach-cole/31583/stats/batting,21,AL,Zach Cole,805904,31583,31583
DET,Tigers,70,272,301,65,42,13,3,8,36,35,24,0,65,2,2,1,,7,2,0.239991,0.304824,0.395557,0.700382,0.305275,0.0803237,0.21629,0.37137,0.155566,5.84012,0.285087,0.309607,,33.6642,-1.9013,0.363602,-0.108641,0.200965,0.621924,-1.7198598831892014,-2.561397671699524,94.5856,307.7,4.395714285,307.7,4.395714285,748.3200073242188,0.00877193,OF,/players/wenceel-perez/22857/stats/batting,6,AL,Wenceel Pérez,672761,22857,22857
TEX,Rangers,65,250,280,62,44,12,3,4,35,26,23,1,62,3,2,1,,14,3,0.247477,0.317229,0.360563,0.677791,0.298939,0.0828041,0.219831,0.376672,0.113086,7.15446,0.311347,-0.0412565,,29.875,-3.20914,0.122572,1.23824,1.19698,0.611415,-1.4837579727172852,-2.177427761256695,91.8769,282.9,4.352307692,282.9,4.352307692,999.0,0.2,OF,/players/sam-haggerty/18054/stats/batting,13,AL,Sam Haggerty,664059,18054,18054
SEA,Mariners,39,139,168,30,23,5,0,2,20,14,24,0,42,2,1,2,,7,2,0.21534,0.334277,0.301394,0.635671,0.292798,0.14242,0.250751,0.567976,0.0860532,5.44581,0.288441,-0.0169957,,17.0875,-2.76304,0.127274,0.378538,0.361543,0.607747,-1.0694558918476105,1.2272735983133316,92.773,148.0,3.794871794,148.0,3.794871794,999.0,0.08,2B/SS,/players/leo-rivas/21009/stats/batting,11,AL,Leo Rivas,660844,21009,21009
MIN,Twins,45,172,196,44,31,9,1,4,24,21,17,0,34,5,1,0,,3,1,0.257492,0.338596,0.38555,0.724146,0.319975,0.088279,0.171736,0.514038,0.128058,4.80762,0.298228,-0.00909099,,24.2602,1.10127,0.495239,-0.0901942,-0.0992852,0.594778,0.8721087276935577,-1.8047611117362976,104.205,212.7,4.726666666,212.7,4.726666666,999.0,0.0,OF,/players/alan-roden/31564/stats/batting,8,AL,Alan Roden,702176,31564,31564
HOU,Astros,99,387,427,92,59,19,2,12,49,52,29,1,119,7,3,2,,8,3,0.238734,0.301199,0.392476,0.693675,0.302158,0.0671763,0.278241,0.241432,0.153741,4.92069,0.309983,-0.0426778,,46.6755,-3.77785,-0.939987,-0.233186,-0.275864,0.589934,-3.665656626224518,-5.264986991882324,93.2645,422.3,4.265656565,422.3,4.265656565,748.27001953125,0.0,OF,/players/joey-loperfido/29630/stats/batting,21,AL,Joey Loperfido,694388,29630,29630
LAA,Angels,58,211,231,46,27,11,1,7,23,25,14,0,65,4,1,0,,0,0,0.215708,0.276075,0.375921,0.651996,0.284718,0.062238,0.283525,0.219515,0.160213,2.79466,0.273778,-0.304458,,21.9797,-5.3147,0.0680381,-0.265736,-0.570194,0.579655,-6.152365505695343,4.268037885427475,79.4969,204.0,3.517241379,204.0,3.517241379,999.0,0.04918033,C,/players/travis-darnaud/7739/stats/batting,1,AL,Travis d'Arnaud,518595,7739,7739
DET,Tigers,104,422,448,100,68,19,2,12,48,52,17,0,106,5,3,1,,7,1,0.237463,0.273519,0.375832,0.649351,0.281329,0.0375071,0.236636,0.158501,0.13837,5.0046,0.287552,0.252781,,41.3948,-11.5399,-2.21378,0.202218,0.455,0.577218,-11.113931030035019,1.3362171649932861,78.09,393.8,3.786538461,393.8,3.786538461,742.52001953125,0.0,SS,/players/javier-baez/12979/stats/batting,6,AL,Javier Báez,595879,12979,12979
CLE,Guardians,92,346,399,77,45,15,1,16,44,50,44,1,110,5,4,0,,2,1,0.22291,0.315717,0.409262,0.724979,0.316192,0.109802,0.274656,0.399779,0.186352,3.18378,0.273298,-0.605443,,48.1611,1.01622,-0.389546,-0.536325,-1.14177,0.567011,0.5235642194747925,-8.71454581618309,103.541,432.8,4.704347826,432.8,4.704347826,736.8599853515625,0.02380952,1B,/players/rhys-hoskins/16472/stats/batting,5,AL,Rhys Hoskins,656555,16472,16472
TBR,Rays,94,362,406,88,62,16,1,10,46,44,37,1,83,5,2,0,,13,4,0.242879,0.319828,0.370806,0.690634,0.305094,0.0920123,0.204314,0.450347,0.127927,4.44592,0.288205,-0.188115,,45.3477,-2.6243,-0.675442,0.0745015,-0.113614,0.560878,-3.066414199769497,-5.425442337989807,93.8293,416.4,4.429787234,416.4,4.429787234,999.0,0.02816901,OF,/players/jake-fraley/19260/stats/batting,12,AL,Jake Fraley,641584,19260,19260
CHW,White Sox,120,466,518,117,80,20,1,16,57,60,45,2,90,3,4,1,,3,1,0.250825,0.317385,0.401532,0.718917,0.312771,0.0862329,0.173242,0.49776,0.150707,3.09549,0.277084,-0.2383,,61.086,-0.119663,-4.77232,-0.641378,-0.879678,0.549371,-1.036862701177597,-11.422318935394287,99.7425,550.2,4.585,550.2,4.585,737.3499755859375,0.38938053,OF,/players/andrew-benintendi/17901/stats/batting,4,AL,Andrew Benintendi,643217,17901,17901
KCR,Royals,97,376,420,87,54,18,2,13,51,48,35,0,108,5,4,1,,14,5,0.231873,0.302912,0.392345,0.695257,0.303664,0.0827053,0.257911,0.320674,0.160472,5.78212,0.287959,0.14927,,46.424,-3.20228,-2.43345,0.0267583,0.176028,0.531982,-4.422684580087662,-4.8334503173828125,90.71,429.6,4.428865979,429.6,4.428865979,725.5,0.02439024,OF,/players/lane-thomas/16939/stats/batting,7,AL,Lane Thomas,657041,16939,16939
SEA,Mariners,62,232,266,54,34,11,0,8,31,31,28,1,75,4,2,0,,3,1,0.233601,0.323458,0.389769,0.713226,0.313231,0.105198,0.280261,0.375357,0.156167,3.5584,0.304706,-0.150801,,31.468,0.038067,-0.394633,-0.221821,-0.372622,0.525391,1.7745029926300049,-5.794632256031036,106.849,276.4,4.458064516,276.4,4.458064516,999.0,0.30769231,OF,/players/rob-refsnyder/13770/stats/batting,11,AL,Rob Refsnyder,608701,13770,13770
