Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
TOR,Blue Jays,138,522,595,134,85,23,2,25,86,75,61,1,116,7,4,1,,13,3,0.257578,0.341744,0.449159,0.790903,0.343065,0.10327,0.194201,0.531768,0.191581,5.10999,0.285168,0.268878,,84.801,14.4971,-0.0666761,0.639883,0.908761,2.41496,15.966517388820648,-12.84167567640543,121.472,761.8,5.520289855,761.8,5.520289855,94.41999816894531,0.55033557,OF,/players/george-springer/12856/stats/batting,14,AL,George Springer,543807,12856,12856
BOS,Red Sox,120,455,518,112,66,25,1,21,67,71,56,4,127,3,4,0,,8,3,0.247313,0.331543,0.445401,0.776944,0.334605,0.108943,0.245793,0.443233,0.198087,4.03,0.294965,-0.0111308,,70.269,9.06326,5.12471,-0.449695,-0.460826,2.40061,6.16012367606163,-0.5252928733825684,110.845,631.6,5.263333333,631.6,5.263333333,201.8800048828125,0.03703704,OF,/players/wilyer-abreu/23772/stats/batting,3,AL,Wilyer Abreu,677800,23772,23772
ATH,Athletics,134,523,581,129,78,27,2,22,76,74,51,0,148,2,3,1,,19,5,0.246479,0.31389,0.430419,0.74431,0.322614,0.0882926,0.255246,0.345912,0.18394,5.32772,0.300565,0.52027,,73.1587,4.50911,3.63033,0.815165,1.33543,2.39926,4.047905445098877,-0.5946671962738037,103.961,677.0,5.052238805,677.0,5.052238805,158.08999633789062,0.0,OF,/players/lawrence-butler/22542/stats/batting,10,AL,Lawrence Butler,671732,22542,22542
HOU,Astros,117,431,504,105,64,19,1,21,63,66,58,0,85,11,3,1,,1,1,0.243107,0.345949,0.437528,0.783476,0.342794,0.115114,0.16847,0.683292,0.19442,2.35572,0.255682,-0.244566,,71.7206,12.1691,-0.49725,-1.0252,-1.26977,2.38971,11.357404112815857,-5.347249507904053,121.257,621.3,5.31025641,621.3,5.31025641,242.27000427246094,0.12745098,3B,/players/isaac-paredes/20036/stats/batting,21,AL,Isaac Paredes,670623,20036,20036
BOS,Red Sox,139,542,602,140,81,35,8,16,79,69,48,1,140,7,3,1,,21,5,0.258419,0.325545,0.440867,0.766412,0.331018,0.0801079,0.232581,0.344429,0.182448,7.18824,0.319019,1.61464,,79.9104,8.77949,2.67935,1.35554,2.97018,2.37984,8.911322116851807,-6.370653390884399,108.373,730.4,5.254676258,730.4,5.254676258,64.83000183105469,0.00588235,OF,/players/jarren-duran/24617/stats/batting,3,AL,Jarren Duran,680776,24617,24617
LAA,Angels,130,471,560,110,65,18,2,26,75,71,77,8,171,7,4,1,,3,1,0.233312,0.347233,0.441817,0.789049,0.340038,0.137948,0.306194,0.450526,0.208505,3.45413,0.303196,-0.497221,,78.4364,12.2681,-0.485512,-0.553972,-1.05119,2.36928,10.568480610847473,-6.685511529445648,117.605,707.9,5.445384615,707.9,5.445384615,177.99000549316406,0.828125,OF,/players/mike-trout/10155/stats/batting,1,AL,Mike Trout,545361,10155,10155
CLE,Guardians,115,398,454,87,49,19,1,17,54,54,49,1,109,2,3,2,,4,2,0.218144,0.305127,0.401769,0.706896,0.30829,0.107497,0.240919,0.446198,0.183625,3.73496,0.253618,-0.0751871,,51.933,-1.7579,-0.187146,-0.604906,-0.680093,2.3578,-1.6987555623054504,8.68785373866558,98.098,464.8,4.04173913,464.8,4.04173913,590.9500122070312,0.0,C,/players/bo-naylor/21865/stats/batting,5,AL,Bo Naylor,666310,21865,21865
SEA,Mariners,136,507,588,121,85,24,1,11,66,53,69,1,113,5,3,3,,5,1,0.238712,0.333739,0.355575,0.689314,0.308337,0.117731,0.191927,0.613415,0.116863,3.34166,0.284261,-0.0891568,,67.2243,-2.25242,-5.31473,-0.527308,-0.616465,2.35488,1.7932406067848206,0.9852724075317383,103.477,578.0,4.25,578.0,4.25,748.3300170898438,0.0,SS,/players/jp-crawford/15491/stats/batting,11,AL,J.P. Crawford,641487,15491,15491
BOS,Red Sox,154,615,665,155,99,33,0,22,82,85,38,2,179,6,4,2,,24,3,0.251277,0.299467,0.416138,0.715604,0.308804,0.0567035,0.2697,0.210246,0.16486,5.29118,0.316411,0.236491,,76.2795,-2.29536,-4.30189,2.38586,2.62235,2.34326,-2.8084025382995605,2.8231124877929688,93.0711,724.7,4.705844155,724.7,4.705844155,111.0999984741211,0.0,SS,/players/trevor-story/12564/stats/batting,3,AL,Trevor Story,596115,12564,12564
MIN,Twins,130,458,523,112,71,24,1,16,59,59,50,1,108,10,3,1,,3,1,0.245276,0.330746,0.408577,0.739322,0.324278,0.0948472,0.205668,0.461166,0.1633,3.00445,0.284997,-0.425725,,66.5364,4.76355,-2.60247,-0.775292,-1.20102,2.31495,3.216118812561035,1.9975323677062988,107.169,577.8,4.444615384,577.8,4.444615384,296.5199890136719,0.24786325,C,/players/ryan-jeffers/24618/stats/batting,8,AL,Ryan Jeffers,680777,24618,24618
CHW,White Sox,136,498,588,116,68,17,0,30,76,83,80,6,185,6,4,0,,9,4,0.231924,0.342341,0.44913,0.791471,0.341655,0.1361,0.314795,0.432345,0.217206,3.39023,0.298162,-0.11257,,83.1303,13.6536,-0.860625,-0.892562,-1.00513,2.21335,12.605837106704712,-11.210625410079956,119.64,746.8,5.49117647,746.8,5.49117647,999.0,0.0,1B,/players/munetaka-murakami/sa3063258/stats/batting,4,AL,Munetaka Murakami,808959,sa3063258,sa3063258
BOS,Red Sox,141,528,609,133,78,30,1,23,75,82,57,1,152,19,3,1,,5,2,0.25133,0.344288,0.444878,0.789166,0.343832,0.0939751,0.249444,0.376738,0.193548,3.52066,0.307232,-0.626455,,87.1759,15.2178,0.881011,-0.653491,-1.27995,2.1929,11.066518783569336,-10.593989133834839,117.201,757.6,5.373049645,757.6,5.373049645,168.55999755859375,0.11111111,C,/players/willson-contreras/11609/stats/batting,3,AL,Willson Contreras,575929,11609,11609
CHW,White Sox,130,482,560,122,93,19,1,8,69,46,63,0,84,9,3,2,,13,4,0.252098,0.347816,0.347717,0.695534,0.313874,0.112945,0.14961,0.754928,0.095619,4.56257,0.288042,-0.287735,,66.5407,0.37237,-0.390396,-0.0779555,-0.36569,2.17926,-0.03388315439224243,2.059603750705719,100.503,566.7,4.359230769,566.7,4.359230769,644.1400146484375,0.0,2B/SS,/players/chase-meidroth/31580/stats/batting,4,AL,Chase Meidroth,805367,31580,31580
BAL,Orioles,117,444,504,104,61,22,1,20,63,64,49,1,157,7,3,1,,13,3,0.233419,0.317188,0.41937,0.736559,0.320472,0.096369,0.310826,0.310042,0.185951,4.884,0.309842,0.199854,,62.5865,3.03502,-2.81451,0.736854,0.936708,2.17704,4.945996046066284,-1.0145130157470703,106.749,580.2,4.958974358,580.2,4.958974358,251.72000122070312,0.0106383,OF,/players/colton-cowser/29591/stats/batting,2,AL,Colton Cowser,681297,29591,29591
HOU,Astros,109,421,469,106,74,19,2,10,54,46,38,0,98,6,3,2,,12,4,0.251272,0.319462,0.378036,0.697497,0.307488,0.0805906,0.20914,0.385342,0.126763,5.25228,0.303563,0.175744,,53.2961,-2.11982,4.32902,0.266872,0.442616,2.13785,-1.2509806156158447,6.004018545150757,96.9362,476.7,4.373394495,476.7,4.373394495,740.0700073242188,0.0,OF,/players/jake-meyers/20308/stats/batting,21,AL,Jake Meyers,676694,20308,20308
SEA,Mariners,157,587,679,137,83,29,1,23,84,79,66,1,179,20,5,1,,25,8,0.233066,0.329476,0.404426,0.733902,0.322933,0.0974658,0.264037,0.369137,0.17136,5.14677,0.292304,-0.665069,,85.6745,5.44538,-5.98901,0.691011,0.0259417,2.12411,10.854966968297958,-13.46400499343872,113.532,769.3,4.9,769.3,4.9,89.26000213623047,0.0125,OF,/players/randy-arozarena/19290/stats/batting,11,AL,Randy Arozarena,668227,19290,19290
MIN,Twins,110,410,476,96,50,22,2,22,60,65,51,1,147,12,3,0,,4,2,0.233861,0.334383,0.45551,0.789893,0.342516,0.10691,0.307798,0.347337,0.221649,4.29539,0.303908,-0.255618,,67.6288,11.3858,-0.649892,-0.612745,-0.868363,2.10101,10.20198792219162,-6.049891650676727,119.732,600.6,5.46,600.6,5.46,347.69000244140625,0.15,OF,/players/matt-wallner/26466/stats/batting,8,AL,Matt Wallner,670242,26466,26466
BAL,Orioles,113,432,490,107,71,20,2,14,64,51,50,1,106,4,2,1,,13,6,0.248557,0.33096,0.403394,0.734354,0.32214,0.102616,0.216386,0.474227,0.154838,5.16084,0.296948,-0.0273571,,61.5115,3.61419,-2.31265,-0.490065,-0.517422,2.09191,4.043972373008728,-0.4626535177230835,107.898,538.1,4.761946902,538.1,4.761946902,201.6999969482422,0.02649007,2B,/players/jackson-holliday/31781/stats/batting,2,AL,Jackson Holliday,702616,31781,31781
CHW,White Sox,139,524,602,124,75,29,2,18,76,67,66,0,113,7,5,0,,8,2,0.236662,0.327161,0.402583,0.729744,0.320562,0.110046,0.187869,0.585762,0.165921,4.32343,0.266562,-0.0575633,,74.8001,3.66915,-5.05505,-0.392488,-0.450051,2.07595,3.175496757030487,-3.6050504446029663,105.11,663.7,4.774820143,663.7,4.774820143,299.8599853515625,0.02721088,3B,/players/miguel-vargas/20178/stats/batting,4,AL,Miguel Vargas,678246,20178,20178
ATH,Athletics,134,522,581,134,80,26,1,26,70,86,49,2,132,6,4,0,,5,2,0.255733,0.324557,0.457684,0.782241,0.336546,0.084286,0.226538,0.372061,0.201951,3.34618,0.292846,-0.132836,,79.7307,11.0811,-2.03098,-0.706581,-0.839417,2.03972,8.44505113363266,-8.505976676940918,113.558,722.8,5.39402985,722.8,5.39402985,82.72000122070312,0.00632911,1B/OF,/players/tyler-soderstrom/27467/stats/batting,10,AL,Tyler Soderstrom,691016,27467,27467
TEX,Rangers,110,414,476,100,65,19,3,12,59,51,50,1,106,8,3,1,,19,5,0.240209,0.330982,0.389022,0.720003,0.317241,0.104109,0.222383,0.468152,0.148812,6.28485,0.292664,0.265213,,57.8607,1.61761,-1.54151,0.930807,1.19602,1.98011,3.7119088172912598,-0.7415097951889038,104.484,527.1,4.791818181,527.1,4.791818181,278.30999755859375,0.03225806,OF,/players/evan-carter/27790/stats/batting,13,AL,Evan Carter,694497,27790,27790
DET,Tigers,115,444,497,117,75,24,2,15,63,63,46,1,104,3,4,0,,3,1,0.264039,0.334287,0.4328,0.767087,0.332619,0.0916619,0.209187,0.438182,0.168761,3.79663,0.31013,0.624826,,66.6188,7.89445,0.206186,-0.689506,-0.0646801,1.96795,7.7975383177399635,-5.668813571333885,113.422,583.1,5.070434782,583.1,5.070434782,494.5199890136719,0.38636364,2B,/players/colt-keith/27899/stats/batting,6,AL,Colt Keith,690993,27899,27899
NYY,Yankees,109,424,469,97,58,22,3,14,54,53,36,0,112,4,3,2,,17,5,0.228018,0.29285,0.391039,0.683889,0.29785,0.0776237,0.238566,0.325376,0.163021,5.99139,0.274805,0.540788,,49.6262,-5.78977,1.61682,0.677487,1.21827,1.93825,-3.8396413326263428,6.641821503639221,90.8499,470.0,4.311926605,470.0,4.311926605,635.4299926757812,0.0,SS,/players/anthony-volpe/27647/stats/batting,9,AL,Anthony Volpe,683011,27647,27647
DET,Tigers,147,556,637,131,72,29,1,28,80,88,69,3,165,7,5,1,,2,0,0.235397,0.324332,0.44534,0.769672,0.331739,0.107663,0.259476,0.414925,0.209943,2.87856,0.279004,0.0826664,,84.9296,9.66311,-0.377836,-0.693057,-0.610391,1.93709,9.011405766010284,-12.002836018800735,112.816,762.4,5.186394557,762.4,5.186394557,186.3699951171875,0.06451613,1B,/players/spencer-torkelson/27465/stats/batting,6,AL,Spencer Torkelson,679529,27465,27465
BOS,Red Sox,107,373,423,85,53,20,0,11,46,46,42,1,110,4,3,1,,3,1,0.227936,0.310798,0.374765,0.685563,0.302285,0.0989931,0.260368,0.380204,0.146829,3.04506,0.289883,-0.276998,,46.282,-3.69875,1.43322,-0.486511,-0.763509,1.91306,-6.456654727458954,9.38322103023529,88.5807,405.3,3.787850467,405.3,3.787850467,439.5199890136719,0.01754386,C,/players/carlos-narvaez/19722/stats/batting,3,AL,Carlos Narváez,665966,19722,19722
TOR,Blue Jays,120,466,518,115,66,27,1,20,64,72,45,2,122,4,3,0,,4,2,0.246492,0.315927,0.440256,0.756182,0.325906,0.0859532,0.235033,0.365707,0.193764,3.43076,0.289298,0.0,,66.6102,5.40453,-1.61767,-0.642309,-0.642309,1.90417,5.250284731388092,-4.467668294906616,109.652,599.0,4.991666666,599.0,4.991666666,194.10000610351562,0.00671141,3B/OF,/players/addison-barger/24598/stats/batting,14,AL,Addison Barger,680718,24598,24598
KCR,Royals,147,570,637,148,88,31,1,28,74,94,55,3,94,6,6,0,,1,0,0.260284,0.328208,0.466213,0.794421,0.339938,0.0856987,0.148206,0.578241,0.205929,2.39314,0.265359,-0.999794,,89.1696,13.9031,-1.80404,-0.802124,-1.80192,1.84968,9.983298897743225,-13.829038858413696,115.697,802.5,5.459183673,802.5,5.459183673,76.80999755859375,0.2125,1B/DH,/players/vinnie-pasquantino/27676/stats/batting,7,AL,Vinnie Pasquantino,686469,27676,27676
DET,Tigers,115,455,497,117,68,20,4,25,66,75,32,2,118,6,3,1,,3,2,0.257729,0.31428,0.481719,0.795999,0.33945,0.0649389,0.236588,0.27448,0.22399,4.20937,0.293514,-0.15993,,69.3751,10.6507,-0.453411,-0.818085,-0.978016,1.78719,9.640428602695465,-9.278410881757736,118.127,630.1,5.479130434,630.1,5.479130434,235.77000427246094,0.37301587,DH/OF,/players/kerry-carpenter/25961/stats/batting,6,AL,Kerry Carpenter,681481,25961,25961
KCR,Royals,99,356,401,87,55,16,3,12,46,47,40,1,104,2,3,1,,4,1,0.244732,0.321819,0.411221,0.73304,0.319361,0.099368,0.259125,0.383475,0.166489,4.74665,0.308352,0.0156526,,49.4588,2.05394,0.376463,-0.148579,-0.132926,1.75353,0.5870829969644547,2.6014626026153564,101.523,438.3,4.427272727,438.3,4.427272727,999.0,0.47368421,C/DH,/players/carter-jensen/29478/stats/batting,7,AL,Carter Jensen,695600,29478,29478
TEX,Rangers,128,516,553,128,85,24,1,18,60,66,30,0,140,4,2,1,,4,1,0.248296,0.293837,0.404362,0.698198,0.302898,0.0549334,0.253022,0.217109,0.156066,3.39395,0.305852,-0.6989,,60.781,-4.56023,0.416398,-0.526417,-1.22532,1.70686,-4.741956949234009,2.391398400068283,94.6045,552.1,4.31328125,552.1,4.31328125,612.4000244140625,0.03816794,3B,/players/josh-jung/26299/stats/batting,13,AL,Josh Jung,673962,26299,26299
LAA,Angels,143,532,616,141,100,25,1,15,74,65,69,3,85,9,4,2,,6,1,0.26519,0.356561,0.401825,0.758386,0.33415,0.111572,0.13793,0.808902,0.136635,3.58641,0.288588,-0.865608,,83.3352,10.55,-1.93729,-0.588553,-1.45416,1.7032,8.382634282112122,-12.937291026115417,113.549,719.4,5.03076923,719.4,5.03076923,586.5599975585938,0.0,1B,/players/nolan-schanuel/33189/stats/batting,1,AL,Nolan Schanuel,694384,33189,33189
NYY,Yankees,113,427,490,90,56,17,1,17,53,55,56,2,156,3,3,1,,3,2,0.210724,0.304135,0.370624,0.674759,0.297488,0.113368,0.318473,0.355972,0.1599,2.96436,0.28516,0.0810331,,51.7042,-6.19309,3.87703,-0.945328,-0.864295,1.65739,-6.292759597301483,5.627032518386841,90.6004,468.9,4.149557522,468.9,4.149557522,734.4199829101562,0.00645161,3B,/players/ryan-mcmahon/15112/stats/batting,9,AL,Ryan McMahon,641857,15112,15112
CLE,Guardians,120,454,518,109,62,23,1,23,61,71,52,2,121,6,5,0,,2,0,0.239602,0.322688,0.449137,0.771825,0.332315,0.101058,0.234195,0.43151,0.209535,3.06504,0.271584,-0.0326295,,69.3057,8.10005,0.0631847,-0.523388,-0.556017,1.63481,8.386731743812561,-10.236815489828587,114.648,622.8,5.19,622.8,5.19,251.75999450683594,0.59124088,1B/DH,/players/kyle-manzardo/29794/stats/batting,5,AL,Kyle Manzardo,700932,29794,29794
HOU,Astros,136,523,588,121,70,23,1,26,69,79,50,2,153,9,5,1,,3,1,0.231158,0.306016,0.430472,0.736488,0.317832,0.0849528,0.260857,0.325668,0.199313,3.15717,0.271256,-0.564024,,71.7573,2.28054,4.47094,-0.621044,-1.18507,1.61539,1.6298420429229736,-6.0790629386901855,104.062,651.3,4.788970588,651.3,4.788970588,212.07000732421875,0.01298701,1B,/players/christian-walker/13419/stats/batting,21,AL,Christian Walker,572233,13419,13419
CLE,Guardians,117,449,504,107,72,24,2,10,57,51,41,0,93,7,4,3,,12,5,0.239026,0.309639,0.36649,0.676129,0.298251,0.0806929,0.185001,0.436175,0.127464,4.8136,0.278393,-0.112451,,53.4937,-6.05783,0.600211,-0.360759,-0.47321,1.6151,-5.711108982563019,4.150210857391357,91.1823,478.0,4.085470085,478.0,4.085470085,999.0,0.0,SS,/players/brayan-rocchio/23690/stats/batting,5,AL,Brayan Rocchio,677587,23690,23690
SEA,Mariners,100,380,434,90,61,18,3,8,48,44,43,1,74,6,3,2,,6,3,0.236401,0.321213,0.35881,0.680024,0.302145,0.0986613,0.170301,0.579334,0.122409,4.63446,0.272601,0.0265062,,47.4362,-3.84426,0.0376232,-0.611263,-0.584757,1.59989,-0.9879201650619507,1.6876231506466866,99.2118,418.5,4.185,418.5,4.185,720.1300048828125,0.0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
CHW,White Sox,92,327,374,81,57,14,1,10,45,40,41,0,94,3,2,1,,5,2,0.247348,0.334538,0.380646,0.715183,0.317291,0.10896,0.252213,0.432015,0.133298,3.91714,0.316786,-0.145121,,45.4528,1.28549,-0.979069,-0.282913,-0.428034,1.58889,0.8303816318511963,1.6459312438964844,102.856,402.8,4.378260869,402.8,4.378260869,256.04998779296875,0.18421053,C,/players/kyle-teel/33549/stats/batting,4,AL,Kyle Teel,691019,33549,33549
DET,Tigers,104,398,448,92,59,16,5,11,53,50,42,1,111,3,4,2,,11,3,0.231031,0.306336,0.385476,0.691812,0.302392,0.0937917,0.247535,0.378903,0.154446,6.57058,0.288407,0.341816,,49.0562,-3.87849,1.4935,0.368865,0.710682,1.56702,-3.196868658065796,3.093497633934021,92.5996,443.0,4.259615384,443.0,4.259615384,999.0,0.0,OF,/players/parker-meadows/23800/stats/batting,6,AL,Parker Meadows,678009,23800,23800
MIN,Twins,138,547,595,135,92,25,2,16,63,68,39,1,101,3,5,1,,4,1,0.24767,0.299407,0.389464,0.688871,0.299639,0.0656888,0.168978,0.388742,0.141794,3.41058,0.273927,-0.492294,,63.8228,-6.481,-3.86659,-0.530425,-1.02272,1.5336,-7.897978067398071,2.4084115028381348,90.1961,574.1,4.160144927,574.1,4.160144927,535.22998046875,0.00632911,3B/SS,/players/brooks-lee/31595/stats/batting,8,AL,Brooks Lee,686797,31595,31595
BAL,Orioles,107,402,445,96,55,20,0,21,53,62,36,2,110,4,3,0,,2,1,0.239279,0.306655,0.447557,0.754212,0.323978,0.0809038,0.247231,0.32724,0.208278,2.58443,0.274462,-0.0128106,,56.5519,3.94806,-1.61578,-0.621577,-0.634387,1.48369,4.174273669719696,-4.665777802467346,109.164,512.0,4.785046728,512.0,4.785046728,163.8699951171875,0.22580645,C,/players/samuel-basallo/28824/stats/batting,2,AL,Samuel Basallo,694212,28824,28824
ATH,Athletics,110,427,476,98,62,21,4,10,57,50,37,0,158,8,2,2,,16,4,0.228736,0.300993,0.369266,0.670258,0.295321,0.0780436,0.331905,0.235139,0.14053,6.94826,0.33512,0.0712859,,49.3895,-6.85356,3.56172,0.988138,1.05942,1.47113,-7.2660813331604,5.261724233627319,85.1601,453.7,4.124545454,453.7,4.124545454,729.0900268554688,0.0,OF,/players/denzel-clarke/29858/stats/batting,10,AL,Denzel Clarke,672016,29858,29858
TBR,Rays,92,353,399,91,64,19,2,6,44,38,42,0,86,2,2,1,,2,1,0.25697,0.336055,0.373289,0.709344,0.314615,0.104238,0.216751,0.480912,0.116319,3.68087,0.321381,0.0612623,,47.6501,0.505208,-0.790515,-0.547076,-0.485814,1.44404,-0.30343811213970184,0.6844848990440369,100.388,412.5,4.483695652,412.5,4.483695652,745.5599975585938,0.43382353,2B,/players/gavin-lux/19955/stats/batting,12,AL,Gavin Lux,666158,19955,19955
TEX,Rangers,117,440,504,108,74,22,2,10,59,46,48,1,95,10,3,2,,9,3,0.244293,0.33145,0.37017,0.70162,0.311432,0.0958925,0.188118,0.509747,0.125877,4.6228,0.288262,-0.0181567,,58.8873,-0.664179,-5.10445,-0.184419,-0.202576,1.40954,0.08436493575572968,-3.6544463634490967,100.483,516.7,4.416239316,516.7,4.416239316,439.0899963378906,0.07284768,3B/SS,/players/josh-smith/26396/stats/batting,13,AL,Josh Smith,669701,26396,26396
KCR,Royals,151,572,618,144,89,26,1,27,65,89,31,5,129,11,4,0,,0,0,0.251036,0.299484,0.442448,0.741932,0.316196,0.0493978,0.208502,0.236918,0.191412,1.64849,0.277006,-2.15442,,74.5973,1.57583,-2.51545,-0.812375,-2.96679,1.40246,-3.445710778236389,-1.4904522895812988,99.3425,695.3,4.604635761,695.3,4.604635761,91.22000122070312,0.2375,C,/players/salvador-perez/7304/stats/batting,7,AL,Salvador Perez,521692,7304,7304
TBR,Rays,109,421,469,88,53,15,3,17,55,56,40,0,162,4,3,2,,13,5,0.209259,0.2822,0.378668,0.660868,0.289199,0.0843688,0.346173,0.243719,0.169409,5.89015,0.291654,-0.0978122,,46.332,-9.08401,2.19932,-0.142498,-0.24031,1.39787,-9.703795060515404,7.224321603775024,82.8799,434.9,3.989908256,434.9,3.989908256,739.010009765625,0.0,SS,/players/carson-williams/30038/stats/batting,12,AL,Carson Williams,700246,30038,30038
BAL,Orioles,86,321,371,79,51,15,2,11,47,43,43,1,86,2,3,2,,10,3,0.246146,0.337541,0.40682,0.744361,0.32674,0.116864,0.230928,0.50606,0.160674,5.07119,0.299199,-0.0235145,,47.9585,4.12197,-0.499128,0.036062,0.0125475,1.39624,4.851691730320454,-3.9741282165050507,111.067,425.3,4.945348837,425.3,4.945348837,485.32000732421875,0.0,OF,/players/dylan-beavers/31695/stats/batting,2,AL,Dylan Beavers,687637,31695,31695
KCR,Royals,105,411,455,105,65,19,1,20,56,62,35,2,97,6,3,0,,3,1,0.254804,0.320143,0.450242,0.770385,0.331671,0.0762679,0.214244,0.355987,0.195438,3.45597,0.286192,0.0343545,,60.6386,6.87684,-1.23991,-0.520625,-0.48627,1.39383,4.877770245075226,-6.914910316467285,110.002,551.7,5.254285714,551.7,5.254285714,167.33999633789062,0.10144928,OF,/players/jac-caglianone/35041/stats/batting,7,AL,Jac Caglianone,695506,35041,35041
CLE,Guardians,115,444,497,110,71,24,1,15,59,56,47,0,90,2,4,1,,3,2,0.248595,0.320136,0.404746,0.724882,0.316776,0.09435,0.182043,0.518283,0.156151,2.85682,0.279258,-0.03249,,60.2257,1.50127,0.468766,-0.932514,-0.965004,1.39089,1.3448065519332886,-4.856234312057495,103.943,535.4,4.655652173,535.4,4.655652173,999.0,0.0,OF,/players/chase-delauter/32127/stats/batting,5,AL,Chase DeLauter,800050,32127,32127
BAL,Orioles,100,381,434,90,53,16,1,21,56,59,44,2,123,5,4,0,,5,1,0.235451,0.319668,0.443452,0.763119,0.328697,0.101843,0.283961,0.358653,0.208001,3.94281,0.286432,0.0226461,,56.7922,5.51176,-1.18147,-0.114152,-0.0915061,1.3879,6.259207598865032,-7.631474614143372,112.415,526.2,5.262,526.2,5.262,496.1099853515625,0.25,OF,/players/tyler-oneill/15711/stats/batting,2,AL,Tyler O'Neill,641933,15711,15711
LAA,Angels,105,405,455,97,60,20,2,15,51,53,42,1,124,5,2,0,,1,0,0.239409,0.317583,0.407533,0.725115,0.31639,0.0924725,0.27319,0.338491,0.168123,3.3235,0.306518,-0.293227,,54.9939,1.23213,-2.42615,-0.520764,-0.813991,1.38639,-0.10869771242141724,-2.0011531114578247,101.315,491.5,4.68095238,491.5,4.68095238,745.719970703125,0.01298701,3B,/players/yoan-moncada/17232/stats/batting,1,AL,Yoán Moncada,660162,17232,17232
TOR,Blue Jays,75,274,322,60,34,12,1,12,40,39,42,0,92,4,2,1,,4,1,0.219795,0.327881,0.407191,0.735072,0.323515,0.129115,0.284264,0.45421,0.187395,4.45324,0.278348,-0.121609,,40.7812,2.73445,1.22126,-0.081771,-0.20338,1.38004,2.834459900856018,-0.42873501777648926,108.005,358.1,4.774666666,358.1,4.774666666,999.0,0.01176471,2B/OF,/players/davis-schneider/23565/stats/batting,14,AL,Davis Schneider,676914,23565,23565
LAA,Angels,118,463,511,116,73,26,2,16,61,58,41,2,137,3,3,1,,22,4,0.250667,0.31253,0.416451,0.728981,0.315088,0.0794645,0.268461,0.296001,0.165784,5.94785,0.320343,-0.216294,,61.2219,0.843356,-1.09809,2.08489,1.8686,1.3541,2.120274066925049,-6.473088622093201,100.418,586.4,4.969491525,586.4,4.969491525,298.1499938964844,0.03738318,OF,/players/josh-lowe/19953/stats/batting,1,AL,Josh Lowe,666139,19953,19953
TOR,Blue Jays,97,379,420,93,58,19,2,15,51,52,36,1,102,3,2,0,,9,2,0.24591,0.313497,0.424343,0.73784,0.319705,0.0847368,0.242597,0.34929,0.178433,5.02442,0.295356,-0.0599418,,51.8937,2.26751,0.537966,0.2431,0.183158,1.34439,2.846393659710884,-4.162033557891846,105.38,477.8,4.925773195,477.8,4.925773195,617.5700073242188,0.02816901,OF,/players/jesus-sanchez/19913/stats/batting,14,AL,Jesús Sánchez,660821,19913,19913
LAA,Angels,141,554,609,130,72,24,1,33,73,93,42,1,164,10,3,1,,9,4,0.23526,0.298551,0.462216,0.760766,0.326026,0.0686338,0.268705,0.255424,0.226955,4.09633,0.27011,-0.140841,,78.3713,6.41325,-7.72887,-0.676591,-0.817433,1.30935,4.890669107437134,-13.053868770599365,107.952,721.4,5.116312056,721.4,5.116312056,120.05000305175781,0.00628931,OF,/players/jo-adell/20220/stats/batting,1,AL,Jo Adell,666176,20220,20220
TBR,Rays,110,424,476,95,60,20,1,14,56,54,43,0,108,4,4,2,,20,5,0.225093,0.299616,0.380361,0.679977,0.298399,0.089979,0.227462,0.395578,0.155269,5.63439,0.265564,-0.310355,,50.5791,-5.66393,-0.0130798,1.35037,1.04002,1.30561,-5.009048938751221,1.3869202192872763,89.2178,468.3,4.257272727,468.3,4.257272727,325.3500061035156,0.01515152,OF,/players/cedric-mullins/17929/stats/batting,12,AL,Cedric Mullins,656775,17929,17929
HOU,Astros,125,483,539,117,79,22,3,13,61,58,46,0,139,7,3,1,,8,2,0.242871,0.315759,0.383302,0.699061,0.30755,0.08463,0.258778,0.327037,0.140431,5.03097,0.312779,0.236676,,61.2778,-2.40916,0.782744,0.0923738,0.32905,1.28596,-1.5902649760246277,-4.3922553062438965,96.9788,543.9,4.3512,543.9,4.3512,350.6700134277344,0.0075188,OF,/players/cam-smith/35108/stats/batting,21,AL,Cam Smith,701358,35108,35108
KCR,Royals,113,445,490,108,74,20,5,9,58,48,31,0,96,5,4,6,,9,4,0.243123,0.296545,0.370849,0.667395,0.291855,0.0625569,0.195021,0.320771,0.127727,5.85627,0.288881,0.546465,,49.463,-8.43425,3.71722,-0.456556,0.0899088,1.26445,-9.973509632050991,5.46721887588501,82.5748,444.8,3.936283185,444.8,3.936283185,999.0,0.0,OF,/players/kyle-isbel/21614/stats/batting,7,AL,Kyle Isbel,664728,21614,21614
