Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIN,Twins,1,1,0,14,0,1,,14.0,61,13,7,7,2,15,7,,0,4.2809,1.38779,9.43979,4.22022,2.2368,1.12647,0.240179,0.107376,0.13280297070741653,,0.237718,0.294909,0.716402,4.16934,58.20000000000003,4.157142857142859,57.0,4.071428571428571,0.00362361,-0.00360968,0,999.0,8,AL,Julian Merryweather,657240,16703,16703
SEA,Mariners,2,2,0,40,0,1,,40.0,173,34,19,17,4,42,19,,3,3.88449,1.33835,9.35876,4.28481,2.18417,0.855261,0.24003,0.109895,0.13013459742069244,,0.228635,0.291008,0.721599,3.97339,180.4,4.51,170.0,4.25,0.00330373,-0.0307131,0,999.0,11,AL,Yosver Zulueta,691172,27765,27765
KCR,Royals,1,2,0,22,0,1,,22.0,95,20,12,11,3,23,10,,1,4.44733,1.38324,9.28874,4.2176,2.20237,1.305,0.238417,0.108255,0.13016259670257568,,0.239861,0.291961,0.718581,4.50335,90.9,4.131818181818182,88.0,4.0,0.00296547,-0.0266856,0,999.0,7,AL,Héctor Neris,593576,11804,11804
MIN,Twins,1,1,0,18,0,1,,18.0,79,19,10,9,2,15,6,,1,4.51016,1.38391,7.27227,3.14355,2.3134,1.222,0.185183,0.0800481,0.10513487458229065,,0.261117,0.29778,0.706717,4.4875,72.20000000000002,4.011111111111112,77.0,4.277777777777778,0.00294372,-0.03526,0,999.0,8,AL,Matt Bowman,621199,13528,13528
ATH,Athletics,0,0,0,8,0,1,,8.0,34,8,4,4,1,6,2,,0,4.34793,1.25951,7.2785,2.16419,3.36316,1.38287,0.1916,0.0569701,0.1346295401453972,,0.257891,0.289518,0.707727,4.32351,36.10000000000001,4.512500000000001,37.0,4.625,0.00292898,0.000935899,0,999.0,10,AL,Chen Zhong-Ao Zhuang,800018,sa3018174,sa3018174
CHW,White Sox,1,2,0,26,0,1,,26.0,112,26,14,13,4,21,8,,1,4.48718,1.31328,7.18233,2.6608,2.69931,1.29,0.186029,0.0689172,0.11711195856332779,,0.258382,0.291714,0.698363,4.45646,94.6,3.6384615384615384,97.0,3.730769230769231,0.00231614,-0.0382858,0,999.0,4,AL,Duncan Davitt,701474,sa3020394,sa3020394
BAL,Orioles,1,1,0,15,0,1,,15.0,65,14,8,8,2,15,7,,0,4.54673,1.41673,8.80827,4.26003,2.06766,1.25084,0.224286,0.108474,0.11581239104270935,,0.24417,0.292939,0.716161,4.48427,63.00000000000001,4.2,62.0,4.133333333333334,0.000920049,-0.0248854,0,999.0,2,AL,Jose Espada,664744,21131,21131
NYY,Yankees,1,1,0,10,0,1,,10.0,44,9,5,5,1,11,5,,1,4.33666,1.34923,9.58648,4.36569,2.19587,1.17134,0.244475,0.111334,0.13314097374677658,,0.22728,0.281568,0.71184,4.36105,46.300000000000004,4.630000000000001,45.0,4.5,0.000789838,-0.00682177,0,999.0,9,AL,Carlos Lagrange,801739,sa3019390,sa3019390
ATH,Athletics,0,0,0,10,0,1,,10.0,43,10,5,5,1,8,4,,1,4.28487,1.36969,6.82952,3.16774,2.15596,1.07424,0.174702,0.081032,0.09366988390684128,,0.259095,0.294565,0.710452,4.41602,40.7,4.07,42.0,4.2,0.000602124,0.00120251,0,999.0,10,AL,Henry Baez,692013,sa3016584,sa3016584
BOS,Red Sox,2,2,0,32,0,1,,32.0,140,32,16,15,4,27,13,,2,4.313,1.41174,7.49684,3.66353,2.04634,1.05037,0.190046,0.0928709,0.09717468917369843,,0.255872,0.298296,0.720399,4.35605,117.40000000000002,3.6687500000000006,121.0,3.78125,0.000515376,0.00888378,0,999.0,3,AL,Tyler Samaniego,701719,sa3017876,sa3017876
HOU,Astros,1,1,0,13,0,1,,13.0,56,13,7,6,2,12,5,,0,4.29215,1.36315,8.36993,3.38448,2.47303,1.247,0.215199,0.0870185,0.1281808391213417,,0.252591,0.298852,0.727297,4.31731,50.8,3.9076923076923076,52.0,4.0,0.000465887,-0.0209245,0,999.0,21,AL,Peter Lambert,663567,17969,17969
NYY,Yankees,1,1,0,16,0,1,,16.0,70,15,8,8,2,15,6,,1,4.44129,1.33223,8.3888,3.46893,2.41827,1.32736,0.214579,0.0887323,0.12584635615348816,,0.24397,0.285345,0.712078,4.5773,67.80000000000001,4.237500000000001,67.0,4.1875,0.000292791,-0.011021,0,999.0,9,AL,Osvaldo Bido,674370,23150,23150
TBR,Rays,0,1,0,8,0,1,,8.0,35,7,4,4,1,9,4,,1,4.25027,1.38867,9.92038,4.80198,2.06589,1.08182,0.250572,0.12129,0.1292821168899536,,0.227327,0.289433,0.722965,4.40538,35.7,4.4625,34.0,4.25,-6.18688e-05,-0.00229314,0,999.0,12,AL,Evan Reifert,682126,sa3014860,sa3014860
CLE,Guardians,1,1,0,18,0,1,,18.0,78,17,9,8,2,17,7,,1,4.18768,1.33042,8.54299,3.36416,2.53942,1.18752,0.220072,0.0866623,0.1334092691540718,,0.246752,0.29498,0.729355,4.26106,78.40000000000002,4.355555555555557,78.0,4.333333333333333,-0.00013573,-0.0112427,0,999.0,5,AL,Trevor Stephan,663986,19932,19932
TEX,Rangers,1,1,0,10,0,1,,10.0,43,9,5,5,1,9,3,,1,4.37227,1.26971,8.50821,3.03754,2.80102,1.29934,0.221843,0.0792006,0.1426420956850052,,0.240663,0.283011,0.700524,4.28493,48.300000000000004,4.83,47.0,4.7,-0.000243169,-0.00567248,0,999.0,13,AL,Jose Corniell,692030,27984,27984
TOR,Blue Jays,0,0,0,10,0,1,,10.0,44,9,5,5,1,9,4,,0,4.19416,1.37482,8.43716,3.82871,2.20365,1.19086,0.215185,0.0976493,0.11753585934638977,,0.243914,0.289481,0.732429,4.37284,48.300000000000004,4.83,47.0,4.7,-0.000308023,-0.00603877,0,999.0,14,AL,Angel Bastardo,682785,sa3009716,sa3009716
KCR,Royals,2,2,0,42,0,1,,42.0,183,40,22,20,5,37,18,,3,4.26755,1.38108,7.92476,3.75392,2.11106,0.994359,0.202073,0.0957213,0.1063520759344101,,0.248493,0.295502,0.708452,4.2449,160.3,3.816666666666667,160.0,3.8095238095238093,-0.000329574,-0.023739,0,999.0,7,AL,Luinder Avila,679883,24452,24452
CHW,White Sox,0,1,0,10,0,1,,10.0,43,10,5,5,2,9,4,,0,4.51707,1.33436,8.28772,3.2388,2.55889,1.38986,0.213841,0.0835678,0.13027269393205643,,0.249671,0.289998,0.709635,4.51047,33.4,3.34,34.0,3.4,-0.000925531,-0.00291136,0,999.0,4,AL,Riley Gowens,803035,sa3022948,sa3022948
ATH,Athletics,1,1,0,13,0,1,,13.0,56,13,7,6,2,11,5,,1,4.44726,1.36459,7.46938,3.4312,2.1769,1.16838,0.191326,0.0878891,0.10343685746192932,,0.251884,0.2899,0.700404,4.46436,45.8,3.523076923076923,47.0,3.6153846153846154,-0.00123693,-0.0134106,0,999.0,10,AL,A.J. Causey,822067,sa3028661,sa3028661
DET,Tigers,1,1,0,11,0,1,,11.0,48,12,6,5,1,7,3,,0,4.42205,1.38096,6.02484,2.82945,2.12933,1.05679,0.154777,0.072688,0.08208909630775452,,0.267915,0.297152,0.694069,4.35496,46.900000000000006,4.263636363636365,51.0,4.636363636363637,-0.00173044,-0.020117,0,999.0,6,AL,Scott Effross,664123,18384,18384
CLE,Guardians,1,1,0,16,0,1,,16.0,69,17,8,8,2,12,5,,0,4.23019,1.33877,6.96436,2.68941,2.58955,1.30511,0.180292,0.0696229,0.11066900193691254,,0.261827,0.293127,0.733786,4.43309,62.60000000000001,3.9125000000000005,67.0,4.1875,-0.00184245,-0.00986939,0,999.0,5,AL,Kolby Allard,663465,18694,18694
CHW,White Sox,1,1,0,18,0,1,,18.0,78,18,10,9,3,15,6,,1,4.45792,1.35735,7.50368,3.05784,2.45392,1.35705,0.192899,0.0786087,0.1142905056476593,,0.257425,0.292008,0.717612,4.53545,62.500000000000014,3.472222222222223,64.0,3.5555555555555554,-0.00308282,-0.0359401,0,999.0,4,AL,David Sandlin,689818,sa3020606,sa3020606
BOS,Red Sox,1,1,0,22,0,1,,22.0,95,23,12,11,3,16,7,,1,4.43676,1.38624,6.67016,2.99538,2.22681,1.14028,0.170754,0.0766806,0.09407289326190948,,0.265142,0.298441,0.704319,4.40185,78.10000000000001,3.5500000000000003,83.0,3.772727272727273,-0.00316041,-0.0237196,0,999.0,3,AL,Jake Bennett,687562,sa3020737,sa3020737
CLE,Guardians,1,1,0,12,0,1,,12.0,52,12,6,6,1,10,5,,1,4.23851,1.39552,7.66046,3.71889,2.05988,1.05915,0.195431,0.094875,0.10055576264858246,,0.252235,0.29554,0.720646,4.34532,51.30000000000001,4.275000000000001,53.0,4.416666666666667,-0.00346545,-0.00739788,0,999.0,5,AL,Pedro Avila,658648,18864,18864
DET,Tigers,1,1,0,20,0,1,,20.0,87,20,10,10,2,17,8,,1,4.33062,1.38412,7.73106,3.63785,2.12517,1.09,0.197446,0.0929082,0.1045374721288681,,0.250726,0.293289,0.712914,4.31846,82.4,4.12,85.0,4.25,-0.00362947,-0.00869979,0,999.0,6,AL,Dylan Smith,681916,30145,30145
BAL,Orioles,1,1,0,12,0,1,,12.0,52,11,6,6,2,12,5,,1,4.45135,1.33956,8.90074,3.75033,2.37332,1.22915,0.228877,0.0964373,0.13243944942951202,,0.240842,0.290545,0.703464,4.40021,45.600000000000016,3.800000000000001,44.0,3.6666666666666665,-0.00400772,-0.00738681,0,999.0,2,AL,Tyson Neighbors,695695,sa3025569,sa3025569
NYY,Yankees,2,2,0,34,0,1,,34.0,149,31,18,17,4,32,16,,1,4.43709,1.38916,8.41751,4.2107,1.99907,1.11943,0.213531,0.106815,0.10671628266572952,,0.238122,0.283664,0.702821,4.41452,138.80000000000004,4.082352941176472,135.0,3.9705882352941178,-0.00493116,-0.0559662,0,999.0,9,AL,Kervin Castro,665645,21656,21656
DET,Tigers,1,1,0,24,0,1,,24.0,104,23,13,12,3,21,10,,1,4.55014,1.39137,7.80577,3.85193,2.02646,1.22869,0.200251,0.0988182,0.101432666182518,,0.248453,0.287734,0.702107,4.53605,93.90000000000002,3.912500000000001,94.0,3.9166666666666665,-0.0051834,-0.0414147,0,999.0,6,AL,Beau Brieske,689225,26079,26079
DET,Tigers,0,0,0,6,0,1,,6.0,26,6,3,3,1,5,2,,0,4.51823,1.36733,7.52579,3.48131,2.16177,1.19307,0.190816,0.0882686,0.10254787653684616,,0.250395,0.287723,0.698831,4.58502,24.500000000000007,4.083333333333335,25.0,4.166666666666667,-0.00548659,-0.00253581,0,999.0,6,AL,Andrew Sears,808825,sa3023133,sa3023133
BOS,Red Sox,1,1,0,16,0,1,,16.0,70,16,9,8,2,13,6,,1,4.55817,1.40268,7.47096,3.59188,2.07996,1.19426,0.189541,0.0911272,0.09841360151767731,,0.256387,0.295063,0.704838,4.59572,61.20000000000001,3.8250000000000006,63.0,3.9375,-0.00613065,-0.0252984,0,999.0,3,AL,Seth Martinez,661527,21045,21045
HOU,Astros,1,1,0,12,0,1,,12.0,52,11,7,6,2,11,6,,1,4.53584,1.38626,8.11133,4.18787,1.93686,1.18441,0.206302,0.106514,0.09978849440813065,,0.240774,0.282709,0.701585,4.67464,40.600000000000016,3.3833333333333346,39.0,3.25,-0.00618854,-0.0361143,0,999.0,21,AL,Tom Cosgrove,676680,23443,23443
TEX,Rangers,1,1,0,14,0,1,,14.0,62,13,8,7,2,14,8,,1,4.52794,1.45095,8.80386,4.87469,1.80603,1.0797,0.220175,0.121911,0.09826411306858063,,0.23663,0.287601,0.704273,4.53852,50.20000000000003,3.585714285714288,49.0,3.5,-0.00754776,-0.0391147,0,999.0,13,AL,Emiliano Teodo,693713,sa3015158,sa3015158
CHW,White Sox,1,1,0,21,0,1,,21.0,89,22,11,10,3,15,5,,0,4.49058,1.30732,6.25979,2.12403,2.94713,1.43985,0.16346,0.055464,0.10799581557512283,,0.267923,0.289949,0.707353,4.59329,80.3,3.8238095238095235,85.0,4.0476190476190474,-0.00760948,-0.0214678,0,999.0,4,AL,Shane Murphy,690294,sa3020389,sa3020389
DET,Tigers,0,1,0,8,0,1,,8.0,34,8,4,4,1,7,4,,0,4.5508,1.38519,8.09517,3.9785,2.03473,1.34648,0.209113,0.102772,0.10634082555770874,,0.245428,0.284037,0.712977,4.65671,32.10000000000001,4.012500000000001,33.0,4.125,-0.00877022,-0.00343623,0,999.0,6,AL,Colin Poche,621363,19403,19403
CHW,White Sox,1,1,0,12,0,1,,12.0,52,13,7,6,2,9,4,,0,4.62637,1.41907,6.56127,3.33566,1.96701,1.27121,0.166837,0.0848177,0.08201964944601059,,0.263991,0.292528,0.708241,4.70791,40.40000000000002,3.3666666666666685,44.0,3.6666666666666665,-0.00888829,-0.0341706,0,999.0,4,AL,Tyler Schweitzer,805326,sa3020712,sa3020712
TEX,Rangers,1,1,0,22,0,1,,22.0,96,19,13,12,3,22,12,,2,4.79293,1.38197,8.87529,4.85777,1.82703,1.1085,0.2257,0.123534,0.10216595232486725,,0.226236,0.275138,0.672132,4.70369,82.5,3.75,77.0,3.5,-0.00920159,-0.0746575,0,748.2100219726562,13,AL,Alexis Díaz,664747,21132,21132
SEA,Mariners,0,1,0,10,0,1,,10.0,43,10,5,5,1,8,4,,1,4.0844,1.36098,6.76762,3.16491,2.13833,0.992989,0.173289,0.0810395,0.09224973618984222,,0.256586,0.2927,0.718029,4.28249,40.7,4.07,42.0,4.2,-0.00973256,-0.0155535,0,999.0,11,AL,Randy Dobnak,677976,23798,23798
TBR,Rays,2,3,0,52,0,7,,52.0,227,48,26,24,7,53,24,,2,4.21963,1.38351,9.11381,4.17153,2.18476,1.23875,0.231879,0.106135,0.1257445439696312,,0.237702,0.287621,0.742304,4.38924,229.90000000000003,4.421153846153847,225.0,4.326923076923077,-0.00974368,-0.0154955,0,999.0,12,AL,Hunter Bigge,685801,26259,26259
NYY,Yankees,1,1,0,26,0,1,,26.0,114,26,14,13,4,24,10,,1,4.46683,1.36741,8.13708,3.32953,2.44392,1.28973,0.206696,0.0845758,0.12212034314870834,,0.252603,0.294404,0.711022,4.46613,94.6,3.6384615384615384,97.0,3.730769230769231,-0.00978801,-0.0492237,0,999.0,9,AL,Angel Chivilli,683409,26790,26790
KCR,Royals,1,1,0,12,0,1,,12.0,53,11,7,6,2,12,6,,1,4.55719,1.4372,8.76319,4.57888,1.91383,1.14661,0.219648,0.114769,0.10487903654575348,,0.241063,0.29125,0.709983,4.5885,42.600000000000016,3.550000000000001,41.0,3.4166666666666665,-0.0101003,-0.0282176,0,999.0,7,AL,Eric Cerantola,672021,sa3017914,sa3017914
LAA,Angels,1,1,0,26,0,1,,26.0,115,26,14,13,3,23,12,,2,4.47125,1.44481,8.01314,4.15282,1.92956,1.03554,0.201285,0.104316,0.09696853160858154,,0.252675,0.300825,0.711088,4.44459,95.9,3.6884615384615387,99.0,3.8076923076923075,-0.0104958,-0.0332763,0,999.0,1,AL,Tayler Saucedo,642048,17888,17888
CHW,White Sox,1,2,0,33,0,1,,33.0,147,30,18,17,4,34,18,,1,4.50189,1.47679,9.30427,5.02296,1.85235,1.20383,0.232431,0.125479,0.10695193707942963,,0.238519,0.29244,0.729421,4.59493,132.00000000000006,4.000000000000002,128.0,3.878787878787879,-0.0117652,-0.0553132,0,999.0,4,AL,Prelander Berroa,672860,22932,22932
DET,Tigers,0,0,0,12,0,1,,12.0,52,11,6,6,2,12,6,,1,4.49408,1.41351,8.9127,4.46789,1.99484,1.27898,0.226591,0.113589,0.11300241202116013,,0.239515,0.2874,0.719375,4.62656,42.600000000000016,3.550000000000001,41.0,3.4166666666666665,-0.0120961,-0.00521998,0,999.0,6,AL,Tanner Rainey,663432,17610,17610
MIN,Twins,1,1,0,26,0,1,,26.0,115,26,14,13,3,23,12,,2,4.50929,1.43323,7.81975,4.01476,1.94775,1.07697,0.196653,0.100964,0.0956885889172554,,0.252388,0.296808,0.704517,4.47407,95.9,3.6884615384615387,99.0,3.8076923076923075,-0.0121974,-0.0373656,0,999.0,8,AL,Marco Raya,694397,sa3014550,sa3014550
BAL,Orioles,1,1,0,19,0,1,,19.0,83,18,10,9,3,19,9,,1,4.48562,1.42074,9.01234,4.40257,2.04706,1.24258,0.228232,0.111492,0.11673928052186966,,0.241915,0.292657,0.721781,4.53736,68.89999999999999,3.6263157894736837,68.0,3.5789473684210527,-0.0123858,-0.0273597,0,999.0,2,AL,Chayce McDermott,694646,29866,29866
NYY,Yankees,1,1,0,24,0,1,,24.0,105,22,13,12,3,23,12,,1,4.39039,1.43197,8.50232,4.52653,1.87833,1.12417,0.215742,0.114858,0.10088339447975159,,0.242158,0.290628,0.720093,4.49685,94.50000000000001,3.9375000000000004,92.0,3.8333333333333335,-0.012765,-0.0486812,0,999.0,9,AL,Rafael Montero,606160,12760,12760
BAL,Orioles,2,2,0,56,0,10,,56.0,243,53,29,27,8,57,25,,2,4.35262,1.37598,9.22354,3.94361,2.33886,1.34892,0.23629,0.101028,0.13526207953691483,,0.242196,0.292108,0.73501,4.42931,251.2000000000001,4.4857142857142875,249.0,4.446428571428571,-0.0131453,-0.0634822,0,999.0,2,AL,Rico Garcia,670329,20023,20023
TEX,Rangers,0,0,0,8,0,1,,8.0,36,8,5,4,1,7,4,,0,4.83093,1.48011,7.73386,4.49374,1.72103,1.25869,0.19292,0.112096,0.08082445710897446,,0.250965,0.28909,0.699754,4.87303,32.10000000000001,4.012500000000001,33.0,4.125,-0.0132897,-0.035604,0,999.0,13,AL,Robby Ahlstrom,695239,sa3018193,sa3018193
TOR,Blue Jays,1,1,0,18,0,1,,18.0,79,17,9,9,3,16,7,,1,4.40239,1.36119,8.07368,3.68012,2.19387,1.2519,0.205469,0.0936562,0.11181297153234482,,0.245163,0.285517,0.715545,4.5943,64.10000000000001,3.561111111111112,63.0,3.5,-0.0140384,-0.0110509,0,999.0,14,AL,Adam Macko,671936,sa3011555,sa3011555
TEX,Rangers,2,2,0,40,0,1,,40.0,174,39,22,21,6,35,17,,2,4.7182,1.37895,7.92173,3.74331,2.11624,1.30949,0.201855,0.0953837,0.10647088289260864,,0.247919,0.285973,0.696851,4.69448,137.79999999999998,3.4449999999999994,139.0,3.475,-0.0154067,-0.0848788,0,999.0,13,AL,Luis Curvelo,681168,24710,24710
CLE,Guardians,1,1,0,10,0,1,,10.0,44,10,5,5,1,7,4,,0,4.5622,1.42879,6.55086,3.41986,1.91554,1.23929,0.164979,0.0861267,0.07885205000638962,,0.262687,0.291364,0.714511,4.72746,41.7,4.17,43.0,4.3,-0.0159836,-0.00619573,0,999.0,5,AL,Jake Miller,681313,sa3018171,sa3018171
DET,Tigers,1,1,0,10,0,1,,10.0,44,10,6,5,1,9,5,,0,4.64217,1.46925,8.27891,4.50717,1.83683,1.32836,0.20784,0.113151,0.09468859434127808,,0.248753,0.290492,0.719916,4.8122,42.7,4.2700000000000005,44.0,4.4,-0.0169374,-0.0350123,0,999.0,6,AL,Tyler Mattison,694331,sa3018117,sa3018117
SEA,Mariners,0,0,0,8,0,1,,8.0,35,8,4,4,1,7,4,,1,4.50184,1.39058,7.92287,4.01219,1.9747,1.23364,0.201145,0.101861,0.09928389638662338,,0.244778,0.284168,0.708765,4.70675,29.100000000000005,3.6375000000000006,30.0,3.75,-0.0169685,-0.0125076,0,999.0,11,AL,Guillo Zuñiga,670871,19588,19588
TOR,Blue Jays,1,1,0,16,0,1,,16.0,70,16,9,8,2,13,6,,0,4.54402,1.4,7.48116,3.55527,2.10425,1.35469,0.189905,0.0902486,0.09965669363737106,,0.253928,0.287119,0.719763,4.68774,64.20000000000002,4.012500000000001,66.0,4.125,-0.0174273,-0.0407582,0,999.0,14,AL,Jake Bloss,814005,33168,33168
TOR,Blue Jays,2,2,0,32,0,1,,32.0,137,31,17,16,5,28,10,,2,4.39288,1.27621,7.99326,2.68461,2.97744,1.40126,0.207699,0.0697578,0.1379416286945343,,0.248908,0.284999,0.708616,4.42458,118.70000000000002,3.7093750000000005,119.0,3.71875,-0.0175103,-0.0506752,0,999.0,14,AL,Lazaro Estrada,681751,24914,24914
ATH,Athletics,2,2,0,40,0,1,,40.0,175,41,22,20,6,36,16,,1,4.60668,1.41353,8.17678,3.59026,2.27749,1.42171,0.207427,0.0910771,0.1163502037525177,,0.256772,0.296939,0.721308,4.65735,140.6,3.5149999999999997,147.0,3.675,-0.0178271,-0.0542776,0,999.0,10,AL,Nick Anderson,623433,18337,18337
SEA,Mariners,1,1,0,16,0,1,,16.0,70,14,8,7,2,16,8,,1,4.1811,1.40939,8.97407,4.59157,1.95446,1.019,0.227547,0.116424,0.11112277954816818,,0.235859,0.290875,0.725718,4.32131,66.4,4.15,63.0,3.9375,-0.0180597,-0.0251885,0,999.0,11,AL,Josh Simpson,681006,25957,25957
BOS,Red Sox,2,3,0,46,0,4,,46.0,201,44,25,23,6,41,23,,2,4.5337,1.44969,7.94628,4.44211,1.78885,1.07701,0.202127,0.112992,0.0891343206167221,,0.249443,0.29552,0.705927,4.5303,175.20000000000002,3.8086956521739133,175.0,3.8043478260869565,-0.0180628,-0.0404562,0,744.5599975585938,3,AL,Tommy Kahnle,592454,11384,11384
CLE,Guardians,2,2,0,38,0,1,,38.0,164,32,19,18,5,43,19,,2,4.14802,1.34626,10.2661,4.5192,2.27166,1.22606,0.264039,0.116232,0.14780714362859726,,0.224306,0.284712,0.73235,4.29533,163.5,4.302631578947368,152.0,4.0,-0.0181111,-0.0240575,0,999.0,5,AL,Andrew Walters,689958,33834,33834
BAL,Orioles,0,0,0,6,0,1,,6.0,27,6,4,3,1,5,4,,0,4.9356,1.57113,8.2281,5.3592,1.53532,1.305,0.200945,0.130881,0.07006374001502991,,0.251274,0.294182,0.720264,5.19202,18.500000000000007,3.0833333333333344,19.0,3.1666666666666665,-0.0181494,-0.034729,0,999.0,2,AL,Eric Torres,701539,sa3017262,sa3017262
SEA,Mariners,0,1,0,9,0,1,,9.0,39,9,5,4,1,6,3,,1,4.4033,1.35627,6.4726,3.01519,2.14667,1.14629,0.1646,0.0766772,0.08792311698198318,,0.258772,0.288352,0.699314,4.62066,34.90000000000001,3.877777777777779,36.0,4.0,-0.019436,-0.0303646,0,999.0,11,AL,Blas Castaño,680604,26117,26117
CLE,Guardians,1,1,0,23,0,0,,23.0,101,21,12,11,4,25,12,,0,4.27259,1.43951,9.92343,4.68606,2.11765,1.37825,0.25,0.118056,0.1319444477558136,,0.237154,0.292398,0.75,4.5287,80.4,3.4956521739130437,77.0,3.347826086956522,-0.0198187,-0.0285132,0,999.0,5,AL,Daniel Espino,682982,sa3011495,sa3011495
LAA,Angels,2,3,0,63,0,12,,63.0,272,66,34,32,9,49,20,,2,4.50435,1.36344,6.98943,2.83058,2.46926,1.25477,0.179971,0.0728848,0.10708655416965485,,0.264678,0.298492,0.70776,4.45064,263.9000000000001,4.18888888888889,278.0,4.412698412698413,-0.0198839,-0.093388,0,999.0,1,AL,Brent Suter,608718,13942,13942
BAL,Orioles,1,1,0,21,0,1,,21.0,91,22,11,11,3,18,7,,1,4.52171,1.38768,7.5349,2.92317,2.57765,1.35921,0.192294,0.0746008,0.11769357323646545,,0.265626,0.302622,0.718603,4.48108,77.3,3.6809523809523808,82.0,3.9047619047619047,-0.0199113,-0.0285589,0,999.0,2,AL,Albert Suárez,544150,6175,6175
LAA,Angels,1,1,0,18,0,1,,18.0,80,19,10,10,3,14,7,,2,4.83734,1.43485,6.91289,3.56463,1.9393,1.27792,0.17285,0.0891302,0.08371992409229279,,0.262969,0.294987,0.690872,4.92547,51.90000000000001,2.883333333333334,56.0,3.111111111111111,-0.0212069,-0.0326565,0,999.0,1,AL,Victor Mederos,682989,31533,31533
NYY,Yankees,0,0,0,8,0,1,,8.0,37,7,5,4,1,8,6,,1,4.95093,1.58154,8.81112,6.30355,1.3978,1.10891,0.213558,0.152781,0.060776785016059875,,0.233077,0.282994,0.698575,5.19034,27.700000000000006,3.462500000000001,26.0,3.25,-0.0215171,-0.0366193,0,999.0,9,AL,Dylan Coleman,669395,22276,22276
ATH,Athletics,1,2,0,30,0,1,,30.0,128,31,17,16,5,22,8,,2,4.85341,1.29403,6.74069,2.33289,2.88941,1.553,0.174934,0.0605429,0.11439067870378494,,0.261573,0.284142,0.679443,4.8563,97.9,3.2633333333333336,103.0,3.433333333333333,-0.022174,-0.0564337,0,999.0,10,AL,Joey Estes,683155,26257,26257
LAA,Angels,0,1,0,10,0,1,,10.0,45,11,6,6,1,6,4,,1,5.07531,1.50932,5.84985,3.69861,1.58163,1.29234,0.145069,0.0917208,0.053347840905189514,,0.274215,0.297259,0.68957,5.12693,34.1,3.41,38.0,3.8,-0.0235901,-0.0316459,0,999.0,1,AL,Joel Hurtado,805871,sa3019774,sa3019774
BAL,Orioles,1,2,0,28,0,1,,28.0,125,28,16,15,4,26,13,,2,4.70664,1.46256,8.33108,4.28076,1.94617,1.25004,0.207101,0.106414,0.10068611800670624,,0.251073,0.295867,0.710814,4.70605,96.20000000000006,3.4357142857142877,99.0,3.5357142857142856,-0.023992,-0.079712,0,999.0,2,AL,Jackson Kowar,663804,21549,21549
BAL,Orioles,2,2,0,32,0,1,,32.0,140,32,17,16,5,28,12,,1,4.4741,1.40072,7.90968,3.47292,2.27753,1.32698,0.2012,0.0883414,0.11285895854234695,,0.256579,0.296144,0.726176,4.53254,113.10000000000001,3.5343750000000003,116.0,3.625,-0.0251677,-0.0510654,0,999.0,2,AL,Cameron Foster,671382,sa3020735,sa3020735
TEX,Rangers,1,2,0,26,0,1,,26.0,116,25,15,14,3,25,14,,1,4.75012,1.46547,8.6876,4.67696,1.85753,1.17862,0.216833,0.116732,0.10010135173797607,,0.242661,0.290872,0.705893,4.5693,99.5,3.826923076923077,100.0,3.8461538461538463,-0.0252293,-0.0768716,0,999.0,13,AL,Marc Church,687847,26353,26353
LAA,Angels,1,1,0,14,0,1,,14.0,61,16,8,8,2,10,4,,0,4.97269,1.39852,6.17118,2.43558,2.53377,1.5121,0.157136,0.0620168,0.09511935338377953,,0.277775,0.299331,0.690697,4.85739,49.4,3.5285714285714285,56.0,4.0,-0.0252357,-0.0322835,0,999.0,1,AL,Shaun Anderson,641312,19453,19453
SEA,Mariners,1,1,0,18,0,1,,18.0,78,17,9,9,2,16,8,,1,4.30678,1.36006,8.11522,3.92424,2.06798,1.13213,0.206936,0.100067,0.10686894506216049,,0.240389,0.283424,0.714963,4.50732,73.40000000000002,4.077777777777779,73.0,4.055555555555555,-0.025705,-0.028275,0,999.0,11,AL,Domingo Gonzalez,682445,sa3007495,sa3007495
SEA,Mariners,1,1,0,28,0,1,,28.0,123,26,15,14,4,26,13,,2,4.34672,1.38264,8.33367,4.02574,2.0701,1.13672,0.211324,0.102084,0.10924025624990463,,0.242162,0.287894,0.714405,4.48299,101.40000000000006,3.6214285714285737,99.0,3.5357142857142856,-0.0258384,-0.0771521,0,999.0,11,AL,Troy Taylor,700187,31883,31883
SEA,Mariners,1,1,0,22,0,1,,22.0,97,21,11,10,3,20,10,,1,4.22599,1.42789,7.98829,4.15763,1.92136,1.09617,0.202248,0.105263,0.09698493033647537,,0.248295,0.293013,0.732187,4.43833,82.30000000000001,3.7409090909090916,82.0,3.727272727272727,-0.0261646,-0.0346481,0,999.0,11,AL,Alex Hoppe,695380,sa3020836,sa3020836
