Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
KCR,Royals,105.894,354.444,397.614,85.579,53.1479,17.4117,2.7015,12.3179,46.4595,47.4563,38.0895,1.09753,99.3629,1.80212,2.6129,0.665669,5.21722,4.22839,1.16328,0.241446,0.316088,0.410072,0.72616,0.31566,0.0957953,0.249898,0.383338,0.168626,4.75831,0.298567,0.0108933,,47.822,0.840879,-0.240008,-0.237676,-0.226783,1.64752,0.5016272813081741,2.144257217645645,101.55,431.6,4.071698113,431.6,4.071698113,2.58825,0.303785,0.453897,2.58825,-0.303785,4.3948,999.0,0.47368421,C/DH,/players/carter-jensen/29478/stats/batting,7,AL,Carter Jensen,695600,29478,29478
DET,Tigers,122.602,442.62,493.37,113.824,74.071,21.691,2.69066,15.3715,62.1523,55.3682,43.6447,1.41528,103.255,2.91098,3.70046,0.493552,6.81426,3.05412,1.06462,0.25716,0.325396,0.422509,0.747904,0.324341,0.0884624,0.209285,0.422688,0.165349,4.14616,0.300441,0.669614,,62.8162,4.52069,0.513583,-0.612149,0.0574649,1.61434,4.546157233417034,-5.748675167560577,107.719,561.2,4.562601626,561.2,4.562601626,2.0941,-0.0864735,0.444668,2.0941,0.0864735,4.40711,494.5199890136719,0.38636364,2B,/players/colt-keith/27899/stats/batting,6,AL,Colt Keith,690993,27899,27899
HOU,Astros,116.368,410.523,456.452,100.866,70.606,19.3267,1.73223,9.20076,53.1791,42.7587,35.4874,0.172146,94.3022,5.56459,2.79889,2.07817,8.22794,12.986,3.32419,0.245701,0.312337,0.368455,0.680792,0.300369,0.0777462,0.206598,0.376316,0.122754,5.21553,0.295866,0.00967321,,49.232,-4.70129,1.9542,0.499883,0.509556,1.60461,-3.776915431022644,3.7500085830688477,92.0323,445.0,3.836206896,445.0,3.836206896,3.03937,1.2332,0.773161,3.03937,-1.2332,3.96912,740.0700073242188,0.0,OF,/players/jake-meyers/20308/stats/batting,21,AL,Jake Meyers,676694,20308,20308
TEX,Rangers,124.11,472.591,507.019,116.686,76.8479,22.1374,1.07745,16.6237,54.723,59.8805,28.0969,0.215221,129.179,3.41015,2.4415,0.479673,7.16996,4.20096,1.27054,0.246908,0.292561,0.403838,0.696399,0.301871,0.0554159,0.254782,0.217503,0.15693,3.50634,0.303931,-0.772452,,55.3042,-4.60396,0.822776,-0.394018,-1.16647,1.57308,-4.813609480857849,2.7380475997924805,93.8968,509.3,4.107258064,509.3,4.107258064,1.27089,0.158346,0.297646,1.27089,-0.158346,4.60314,612.4000244140625,0.03816794,3B,/players/josh-jung/26299/stats/batting,13,AL,Josh Jung,673962,26299,26299
TOR,Blue Jays,139.19,516.731,553.597,135.46,96.1585,26.634,2.37814,10.2899,63.6283,56.3946,24.1818,0.834888,57.0368,3.72658,4.43961,4.51827,8.329,8.06328,3.06838,0.262149,0.297533,0.382637,0.68017,0.295056,0.0436812,0.10303,0.423968,0.120488,4.52205,0.275801,0.547926,,57.3217,-8.09001,1.36301,-0.457433,0.0904931,1.55314,-7.4779172614216805,3.604400157928467,88.4005,513.5,3.694244604,513.5,3.694244604,2.97615,0.350467,0.660442,2.97615,-0.350467,4.11941,344.1700134277344,0.0,3B,/players/ernie-clement/20352/stats/batting,14,AL,Ernie Clement,676391,20352,20352
DET,Tigers,146.508,538.892,615.471,124.859,69.8671,27.3862,0.899303,26.7059,75.7114,78.5597,64.3302,3.09738,160.635,7.02053,4.76869,0.459943,8.02963,1.92517,0.578537,0.231695,0.319034,0.434523,0.753557,0.325511,0.104522,0.260996,0.400474,0.202828,2.83068,0.275463,0.0955319,,78.9469,6.22423,6.01575e-05,-0.763713,-0.668181,1.54969,5.516129672527313,-11.553040428436361,108.525,712.8,4.848979591,712.8,4.848979591,3.1597,0.571175,1.0804,3.1597,-0.571175,3.55946,186.3699951171875,0.06451613,1B,/players/spencer-torkelson/27465/stats/batting,6,AL,Spencer Torkelson,679529,27465,27465
MIN,Twins,122.776,456.249,498.414,110.609,68.7634,22.64,0.361078,18.8444,56.4603,63.3971,35.8137,0.902406,106.453,2.2132,3.64452,0.493814,6.7952,10.515,2.50182,0.242431,0.298513,0.417545,0.716058,0.309296,0.0718553,0.213584,0.336426,0.175114,4.18131,0.274255,-0.354245,,57.3703,-1.5211,-2.08004,0.379415,0.0251705,1.5115,-1.8261885810643435,-0.5550495386123657,96.8484,537.4,4.369105691,537.4,4.369105691,3.21996,-0.148786,0.366004,3.21996,0.148786,4.51199,191.3000030517578,0.06603774,3B,/players/royce-lewis/20437/stats/batting,8,AL,Royce Lewis,668904,20437,20437
TEX,Rangers,124.838,447.58,511.163,107.232,73.5249,21.8362,1.9873,9.88388,59.4872,44.512,47.7577,1.13572,97.6514,10.3338,2.86591,2.62537,7.13401,9.27622,2.71213,0.239582,0.325097,0.363499,0.688595,0.305881,0.0934295,0.191038,0.489063,0.123916,4.92984,0.283889,-0.0822581,,57.4206,-2.97718,-2.34725,-0.116812,-0.19907,1.49238,-2.211614802479744,-0.7953399419784546,96.6595,503.1,4.0248,503.1,4.0248,2.20314,0.286173,0.523232,2.20314,-0.286173,4.30236,439.0899963378906,0.07284768,3B/SS,/players/josh-smith/26396/stats/batting,13,AL,Josh Smith,669701,26396,26396
CLE,Guardians,127.528,460.952,522.69,109.544,60.5227,23.1775,1.01838,24.8257,59.6617,70.2925,50.2252,1.87634,124.499,6.27806,5.07147,0.16367,6.34674,1.99702,0.411549,0.237648,0.317778,0.453921,0.771699,0.331475,0.0960897,0.238188,0.40342,0.216273,2.72507,0.267505,-0.126008,,69.5769,7.817,-0.50194,-0.529312,-0.65532,1.48794,8.012015342712402,-11.459067285060883,114.069,634.2,4.9546875,634.2,4.9546875,1.99367,-0.412885,0.74793,1.99367,0.412885,4.00276,251.75999450683594,0.59124088,1B/DH,/players/kyle-manzardo/29794/stats/batting,5,AL,Kyle Manzardo,700932,29794,29794
CHW,White Sox,132.716,466.194,547.172,101.128,56.9404,15.8711,0.447294,27.8691,69.4768,75.0077,71.9125,3.66667,176.351,5.33022,3.45612,0.279616,6.20583,8.25982,3.17813,0.216922,0.326153,0.432225,0.758378,0.328858,0.131426,0.322296,0.40778,0.215303,3.56531,0.276001,-0.171576,,71.6732,7.02057,-0.201415,-0.511164,-0.68274,1.47393,6.183053553104401,-10.295578598976135,110.617,647.0,4.864661654,647.0,4.864661654,4.83229,-1.03047,1.18452,4.83229,1.03047,3.42064,999.0,0.0,1B,/players/munetaka-murakami/sa3063258/stats/batting,4,AL,Munetaka Murakami,808959,sa3063258,sa3063258
LAA,Angels,116.835,414.938,453.345,95.2301,60.6516,14.8182,0.940542,18.8198,47.5315,53.0584,30.4393,0.215786,128.954,4.82538,2.0971,1.04472,6.9363,2.30031,1.218,0.229504,0.288514,0.405817,0.694331,0.301468,0.0671439,0.28445,0.236049,0.176312,2.84909,0.283777,-0.757398,,49.3011,-4.26504,-2.42182,-0.670512,-1.42791,1.44508,-6.21786642074585,4.738691329956055,91.0354,450.8,3.852991452,450.8,3.852991452,1.38247,0.417061,0.540069,1.38247,-0.417061,4.27991,245.11000061035156,0.08333333,C,/players/logan-ohoppe/24729/stats/batting,1,AL,Logan O'Hoppe,681351,24729,24729
KCR,Royals,119.344,435.767,503.554,106.17,70.2716,23.0611,1.2289,11.6082,60.4653,48.8373,51.1873,0.0109171,97.129,12.0083,3.45665,1.13436,8.91078,5.5685,2.3214,0.243639,0.3371,0.382115,0.719214,0.319536,0.101652,0.192887,0.527003,0.138476,3.81767,0.286128,0.414019,,62.1485,2.64975,-3.47685,-0.717985,-0.303967,1.44085,2.2033465206623077,-5.1629414558410645,104.213,537.6,4.517647058,537.6,4.517647058,3.17191,-0.417186,0.319344,3.17191,0.417186,4.57421,612.2999877929688,0.1875,2B,/players/jonathan-india/21523/stats/batting,7,AL,Jonathan India,663697,21523,21523
DET,Tigers,114.813,433.999,473.308,109.543,63.7006,19.1988,3.30321,23.3399,60.7582,69.1238,29.9364,1.43338,113.005,6.2392,2.94166,0.191982,5.86,2.18791,1.19271,0.252403,0.307997,0.473199,0.781196,0.333376,0.0632494,0.238756,0.264912,0.220796,4.12521,0.286773,-0.101166,,63.7339,7.80897,-0.577105,-0.70074,-0.801907,1.42016,6.97636204957962,-9.386232852935791,113.943,579.4,5.038260869,579.4,5.038260869,1.25311,-0.391246,0.602942,1.25311,0.391246,4.19608,235.77000427246094,0.37301587,DH/OF,/players/kerry-carpenter/25961/stats/batting,6,AL,Kerry Carpenter,681481,25961,25961
NYY,Yankees,96.5837,315.589,367.109,71.2661,49.3689,14.1794,1.01414,6.70374,46.9783,31.403,40.0536,0.27058,92.4276,6.48186,2.41478,2.56935,2.93123,39.5925,8.67213,0.225819,0.323152,0.340902,0.664053,0.298601,0.109105,0.251772,0.433351,0.115083,6.97305,0.294977,-1.25083,,39.0687,-4.30802,0.268503,3.73577,2.48494,1.38571,-1.9269201755523682,3.0462312400341034,89.8319,382.5,3.943298969,382.5,3.943298969,4.59397,0.444701,2.26961,4.59397,-0.444701,1.97386,201.7100067138672,0.01282051,2B/SS,/players/jose-caballero/23401/stats/batting,9,AL,José Caballero,676609,23401,23401
TOR,Blue Jays,114.789,425.816,470.191,101.791,59.337,24.2943,0.915674,17.2438,56.2712,59.9911,37.8979,1.93693,114.029,3.70764,2.59186,0.176967,6.34461,3.9146,1.26762,0.239049,0.30509,0.42189,0.72698,0.313841,0.0806011,0.242517,0.332353,0.182842,3.62826,0.28454,-0.106343,,55.8567,0.299993,-0.305615,-0.389796,-0.496139,1.37053,0.24686801433563232,-3.0345865190029144,101.341,511.1,4.444347826,511.1,4.444347826,2.72589,-1.2281,0.254257,2.72589,1.2281,4.66099,194.10000610351562,0.00671141,3B/OF,/players/addison-barger/24598/stats/batting,14,AL,Addison Barger,680718,24598,24598
TEX,Rangers,90.0136,290.062,333.51,61.0554,36.001,12.5179,0.185018,12.3515,36.8301,38.0111,35.9925,0.127976,78.0317,4.65966,2.0891,0.706831,3.96888,0.81316,0.190236,0.210491,0.305609,0.382669,0.688278,0.303787,0.10792,0.233971,0.461256,0.172179,2.13723,0.241385,-0.392106,,36.8973,-2.50949,-2.48601,-0.420467,-0.812573,1.3552,-2.6926846504211426,4.459486961364746,95.217,327.0,3.633333333,327.0,3.633333333,1.65968,-0.308967,0.569141,1.65968,0.308967,4.24114,999.0,0.02105263,C,/players/danny-jansen/16535/stats/batting,13,AL,Danny Jansen,643376,16535,16535
TOR,Blue Jays,86.4386,281.298,327.493,61.8147,34.8446,12.4859,0.946134,13.5381,39.5953,38.6361,39.8235,0.00701004,92.7679,3.78165,2.16399,0.426434,3.31951,4.14038,1.04341,0.219748,0.322319,0.415243,0.737562,0.323256,0.121601,0.283266,0.429281,0.195495,4.12286,0.272509,-0.193966,,41.4083,2.71239,1.02517,-0.117073,-0.311039,1.33958,2.709916055202484,-0.8887283802032471,107.827,375.1,4.361627906,375.1,4.361627906,1.63977,-1.89425,0.636919,1.63977,1.89425,4.15077,999.0,0.01176471,2B/OF,/players/davis-schneider/23565/stats/batting,14,AL,Davis Schneider,676914,23565,23565
LAA,Angels,139.592,517.311,567.69,120.754,67.3709,21.8257,1.48834,30.0692,68.4727,82.422,38.3718,0.977059,155.372,8.6986,2.82297,0.4859,7.57542,8.66853,3.27539,0.233427,0.29588,0.45575,0.75163,0.32237,0.0675928,0.273692,0.246967,0.222323,4.2839,0.27095,-0.151774,,71.3702,4.2933,-4.89853,-0.356679,-0.508453,1.27828,3.12753164768219,-10.172595024108887,105.434,661.8,4.727142857,661.8,4.727142857,2.5313,-1.30778,1.04672,2.5313,1.30778,3.60437,120.05000305175781,0.00628931,OF,/players/jo-adell/20220/stats/batting,1,AL,Jo Adell,666176,20220,20220
TBR,Rays,110.598,397.074,446.276,100.157,70.6237,20.6177,2.23746,6.67865,50.1895,43.7217,44.6511,0.243553,98.5092,1.70365,2.65851,0.189329,7.27104,2.9951,0.933562,0.252239,0.328439,0.365892,0.69433,0.307777,0.100053,0.220736,0.453268,0.113653,3.86369,0.317368,0.0458328,,50.8187,-1.91225,-1.91744,-0.553935,-0.508102,1.26934,-2.5465869307518005,-0.15079545974731445,96.1353,445.0,4.009009009,445.0,4.009009009,1.68464,-0.0409858,0.677346,1.68464,0.0409858,4.09687,745.5599975585938,0.43382353,2B,/players/gavin-lux/19955/stats/batting,12,AL,Gavin Lux,666158,19955,19955
SEA,Mariners,101.893,345.822,392.924,80.5373,54.2841,17.0145,2.00476,7.23396,42.0112,37.6575,37.4394,0.799308,69.6768,4.96462,2.66221,2.03598,6.32667,5.39799,1.96798,0.232887,0.314518,0.356436,0.670954,0.297467,0.0952842,0.177329,0.53733,0.123549,4.43038,0.269921,0.0852011,,41.4541,-4.97283,-0.789904,-0.359348,-0.274147,1.25601,-2.13156321644783,0.8839632272720337,95.9892,364.0,3.56862745,364.0,3.56862745,2.07306,-0.602132,0.632268,2.07306,0.602132,4.15698,720.1300048828125,0.0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
LAA,Angels,141.444,516.61,598.241,134.853,97.5686,23.3565,1.36176,12.5663,70.0933,57.1776,65.6251,2.93454,84.3178,9.14413,4.2639,2.59712,11.9711,6.2265,1.68693,0.261034,0.351926,0.384491,0.736417,0.325709,0.109697,0.140943,0.778307,0.123456,3.66948,0.288419,-0.949779,,76.8327,6.14596,-1.34517,-0.563872,-1.51365,1.25548,3.9396170377731323,-12.25903582572937,107.734,664.4,4.712056737,664.4,4.712056737,3.20875,0.192935,0.586028,3.20875,-0.192935,4.21863,586.5599975585938,0.0,1B,/players/nolan-schanuel/33189/stats/batting,1,AL,Nolan Schanuel,694384,33189,33189
BAL,Orioles,108.675,386.768,426.772,92.8867,57.3606,18.7172,0.411308,16.3976,50.4255,55.9061,33.2155,1.79622,104.226,3.87029,2.62586,0.293227,8.51051,2.66989,0.974561,0.240161,0.304757,0.417872,0.722629,0.312302,0.0778295,0.24422,0.318687,0.17771,3.06528,0.28459,-0.0356282,,50.1655,-0.26093,0.140812,-0.476767,-0.512396,1.20537,0.05165809392929077,-2.9592438489198685,101.121,453.2,4.157798165,453.2,4.157798165,2.29491,-0.280565,0.361956,2.29491,0.280565,4.51739,163.8699951171875,0.22580645,C,/players/samuel-basallo/28824/stats/batting,2,AL,Samuel Basallo,694212,28824,28824
HOU,Astros,134.95,506.174,566.112,117.106,69.2708,21.5977,0.783701,25.454,66.9866,77.4001,46.1451,1.53046,144.644,8.34509,4.93639,0.511207,8.3023,2.98812,1.0308,0.231355,0.303388,0.427981,0.731369,0.315817,0.0815123,0.255504,0.319025,0.196626,3.16379,0.268764,-0.543169,,68.1601,1.26958,1.79366,-0.631431,-1.1746,1.16896,0.6094603538513184,-8.668690800666809,102.674,618.6,4.582222222,618.6,4.582222222,2.97038,0.964578,0.936285,2.97038,-0.964578,3.75162,212.07000732421875,0.01298701,1B,/players/christian-walker/13419/stats/batting,21,AL,Christian Walker,572233,13419,13419
TBR,Rays,109.023,382.908,424.709,80.9885,49.7371,15.1764,2.39905,13.6759,49.7587,47.3531,34.1059,0.33038,145.974,3.45706,2.26167,1.97699,5.46837,11.4834,3.61287,0.211509,0.280441,0.370822,0.651263,0.285048,0.0803041,0.343704,0.233643,0.159313,6.00713,0.298478,-0.27968,,40.5252,-9.65748,1.19815,0.242992,-0.0366885,1.10551,-9.81430209428072,6.245502471923828,80.5215,377.8,3.466055045,377.8,3.466055045,2.3476,-0.270772,0.751689,2.3476,0.270772,3.99775,739.010009765625,0.0,SS,/players/carson-williams/30038/stats/batting,12,AL,Carson Williams,700246,30038,30038
TBR,Rays,111.327,400.488,450.88,89.7528,55.6488,18.438,1.8239,13.8421,52.5941,48.9512,40.7588,0.320457,102.056,3.6661,3.62435,2.34233,3.66886,18.7995,4.38853,0.224108,0.299145,0.382944,0.682089,0.298717,0.0903983,0.226347,0.399379,0.158836,5.90286,0.263382,-0.410415,,48.0262,-5.24874,-1.4391,1.30417,0.893759,1.10016,-4.482513964176178,-0.024270057678222656,89.9113,459.1,4.136036036,459.1,4.136036036,2.2027,0.475416,0.941835,2.2027,-0.475416,3.74422,325.3500061035156,0.01515152,OF,/players/cedric-mullins/17929/stats/batting,12,AL,Cedric Mullins,656775,17929,17929
CLE,Guardians,120.866,417.466,466.107,96.673,65.6046,21.3988,1.71347,7.95614,50.0238,44.7339,34.7908,0.429036,90.6125,6.80672,4.00365,3.03979,7.86424,10.8996,4.12462,0.231571,0.298597,0.348213,0.64681,0.285928,0.0746412,0.194403,0.383951,0.116642,4.86823,0.274749,0.0261177,,44.8084,-10.2658,0.489685,-0.214067,-0.187949,1.07587,-9.695424944162369,4.168318927288055,82.6936,409.4,3.383471074,409.4,3.383471074,1.41292,-2.88343,0.636371,1.41292,2.88343,4.15151,999.0,0.0,SS,/players/brayan-rocchio/23690/stats/batting,5,AL,Brayan Rocchio,677587,23690,23690
TOR,Blue Jays,103.221,373.029,413.047,90.9602,56.847,18.1878,1.62275,14.3027,50.421,48.2665,34.6907,0.965733,98.6898,2.81977,2.07222,0.43529,7.42819,9.34931,2.31784,0.243843,0.31136,0.416326,0.727686,0.315807,0.0839875,0.238931,0.351513,0.172484,5.13925,0.292465,-0.224055,,49.7273,0.922719,-0.314504,0.304123,0.0800683,1.0541,1.391960121691227,-5.30562362074852,102.695,457.3,4.439805825,457.3,4.439805825,1.51743,-0.180027,0.517648,1.51743,0.180027,4.3098,617.5700073242188,0.02816901,OF,/players/jesus-sanchez/19913/stats/batting,14,AL,Jesús Sánchez,660821,19913,19913
TEX,Rangers,130.153,492.286,532.012,118.611,70.1942,22.3139,1.00175,25.1016,62.1514,74.4651,27.5802,0.709861,132.051,8.17637,3.76074,0.208653,7.58132,1.59682,0.776866,0.24094,0.290273,0.443306,0.733579,0.314615,0.0518413,0.248211,0.20886,0.202366,2.82434,0.275927,-0.102721,,63.5353,0.673965,1.1633,-0.693542,-0.796263,1.04551,0.8816850185394287,-8.973889470100403,102.676,587.9,4.522307692,587.9,4.522307692,1.97099,-1.10975,0.785342,1.97099,1.10975,3.95288,235.6999969482422,0.0990099,1B/3B,/players/jake-burger/22275/stats/batting,13,AL,Jake Burger,669394,22275,22275
LAA,Angels,93.7295,336.647,378.143,79.9283,50.0074,16.5547,1.33808,12.0281,42.5604,42.5382,34.904,0.844632,100.989,4.58267,1.85028,0.159629,6.62024,1.34421,0.291402,0.237425,0.315926,0.401737,0.717663,0.313783,0.0923036,0.267066,0.345621,0.164312,3.40158,0.301136,-0.313426,,44.9041,0.223511,-2.23684,-0.435727,-0.749153,1.04288,-0.9634861350059509,-1.8585416972637177,99.5191,400.7,4.262765957,400.7,4.262765957,2.2625,-0.601884,0.521945,2.2625,0.601884,4.30407,745.719970703125,0.01298701,3B,/players/yoan-moncada/17232/stats/batting,1,AL,Yoán Moncada,660162,17232,17232
BAL,Orioles,98.3929,341.748,391.626,81.2155,51.215,16.8901,1.78071,11.3297,48.2826,40.7919,43.0462,0.881388,94.286,2.01892,2.81742,1.99521,3.73195,10.0914,2.99716,0.237647,0.324103,0.396948,0.721051,0.316031,0.109917,0.240755,0.456549,0.159301,5.16292,0.29247,-0.0827453,,47.2199,0.946258,-1.13095,0.1611,0.0783544,1.03823,1.781655378639698,-5.113192081451416,103.69,421.3,4.298979591,421.3,4.298979591,2.30301,0.250617,0.671596,2.30301,-0.250617,4.10454,485.32000732421875,0.0,OF,/players/dylan-beavers/31695/stats/batting,2,AL,Dylan Beavers,687637,31695,31695
ATH,Athletics,98.6234,344.764,381.965,77.5262,49.471,16.8749,2.90569,8.27455,45.3905,34.196,27.4424,0.0385771,125.576,5.89197,1.66327,2.20299,4.76985,14.1125,2.59266,0.224867,0.291921,0.362671,0.654592,0.288229,0.0718452,0.328762,0.218532,0.137804,6.97423,0.325771,-0.387852,,37.433,-7.69915,2.62351,1.21435,0.826501,1.03255,-6.980693697929382,4.145472407341003,82.7064,350.6,3.541414141,350.6,3.541414141,3.33595,0.0092467,0.974142,3.33595,-0.0092467,3.70114,729.0900268554688,0.0,OF,/players/denzel-clarke/29858/stats/batting,10,AL,Denzel Clarke,672016,29858,29858
SEA,Mariners,71.1306,253.215,283.281,59.6176,40.8049,12.766,0.8816,5.16511,30.4221,28.5432,23.1427,1.19623,61.4321,4.18214,2.09615,0.645287,4.81496,5.48772,1.25947,0.235443,0.307613,0.354016,0.661629,0.291733,0.0816951,0.21686,0.376719,0.118573,4.75361,0.288546,-0.331477,,28.5678,-4.90403,1.90383,0.139895,-0.191582,1.02915,-2.849535509943962,3.158341407775879,92.0392,261.1,3.677464788,261.1,3.677464788,3.21382,-0.370432,1.06562,3.21382,0.370432,3.57917,999.0,0.0,SS,/players/colt-emerson/sa3022923/stats/batting,11,AL,Colt Emerson,806068,sa3022923,sa3022923
BAL,Orioles,92.5064,336.602,382.935,77.7604,45.4229,13.4877,0.91432,17.9354,48.3896,48.9072,38.4255,1.71401,106.308,4.43893,3.3024,0.166116,5.35001,5.08292,0.992767,0.231015,0.315137,0.436369,0.751506,0.324229,0.100345,0.277614,0.361454,0.205354,4.34217,0.277402,-0.227927,,48.7207,3.47398,-1.45042,0.0384997,-0.189427,1.00408,4.024797022342682,-7.390941858291626,109.337,445.1,4.786021505,445.1,4.786021505,2.79731,-0.93312,0.500097,2.79731,0.93312,4.3332,496.1099853515625,0.25,OF,/players/tyler-oneill/15711/stats/batting,2,AL,Tyler O'Neill,641933,15711,15711
CLE,Guardians,106.907,412.0,459.509,100.243,65.1963,21.4639,0.92811,12.6551,52.7594,50.2471,41.2237,0.79617,85.9614,1.90897,3.63743,0.739259,9.25971,3.01581,1.14651,0.243309,0.312523,0.392061,0.704583,0.307853,0.0897125,0.187072,0.479561,0.148751,3.31686,0.276286,-0.0800539,,52.3539,-1.94066,0.73772,-0.576248,-0.656302,0.998004,-1.8494165539741516,-4.211685419082642,97.797,468.7,4.380373831,468.7,4.380373831,2.10431,-1.19826,0.28107,2.10431,1.19826,4.62524,999.0,0.0,OF,/players/chase-delauter/32127/stats/batting,5,AL,Chase DeLauter,800050,32127,32127
DET,Tigers,104.974,373.29,417.37,84.0529,54.16,15.1225,4.50574,10.2647,49.3722,39.3125,37.7206,0.709598,105.809,2.35365,2.79386,1.21211,3.04101,11.1164,2.73273,0.225168,0.298269,0.372314,0.670584,0.293824,0.0903769,0.253515,0.356495,0.147146,6.48031,0.283791,0.36613,,42.7986,-6.51689,-0.671163,0.486751,0.852882,0.984546,-5.691078066825867,0.9488133192062378,86.6971,395.9,3.77047619,395.9,3.77047619,1.15253,0.175688,0.702306,1.15253,-0.175688,4.06359,999.0,0.0,OF,/players/parker-meadows/23800/stats/batting,6,AL,Parker Meadows,678009,23800,23800
MIN,Twins,133.971,497.781,540.637,119.726,82.1327,22.426,1.54309,13.6238,54.3769,59.79,34.7491,1.14675,93.7465,2.87147,4.65411,0.580593,10.2808,4.61321,1.21345,0.240518,0.291351,0.373877,0.665228,0.289588,0.0642744,0.1734,0.370671,0.133359,3.74556,0.268568,-0.589711,,53.5795,-10.3009,-3.63353,-0.35729,-0.947,0.969227,-11.606159150600433,2.471524715423584,83.272,501.5,3.742537313,501.5,3.742537313,1.82235,-0.78829,0.202284,1.82235,0.78829,4.73029,535.22998046875,0.00632911,3B/SS,/players/brooks-lee/31595/stats/batting,8,AL,Brooks Lee,686797,31595,31595
CLE,Guardians,109.448,399.977,434.639,90.2341,58.5585,18.8765,1.57332,11.2258,44.4282,44.5484,26.2015,0.800207,135.517,4.79051,2.83515,0.834951,7.50068,8.41778,3.14936,0.225598,0.279449,0.364857,0.644306,0.281044,0.0602834,0.311793,0.193344,0.139259,4.84952,0.308543,0.27204,,40.0598,-11.2962,0.0738623,-0.192062,0.0799783,0.923712,-10.509155958890915,4.577905371785164,79.3291,373.7,3.428440366,373.7,3.428440366,1.86396,0.300415,0.56889,1.86396,-0.300415,4.24148,748.1500244140625,0.0,SS,/players/gabriel-arias/22563/stats/batting,5,AL,Gabriel Arias,672356,22563,22563
ATH,Athletics,96.7901,345.126,377.924,80.3306,51.1258,17.3589,0.878131,10.9678,40.5231,41.5156,22.5979,0.601996,106.559,5.99846,2.6116,1.59006,4.83594,3.78276,1.81461,0.232757,0.289442,0.38348,0.672922,0.293095,0.0597948,0.281958,0.21207,0.150723,3.70212,0.301301,0.0998686,,38.5301,-6.12459,0.997768,-0.508887,-0.409019,0.899945,-6.6405030488967896,2.645959436893463,86.0491,350.4,3.612371134,350.4,3.612371134,1.28542,-0.623294,0.555718,1.28542,0.623294,4.25904,677.3099975585938,0.0,2B/3B,/players/max-muncy/29779/stats/batting,10,AL,Max Muncy,691777,29779,29779
MIN,Twins,80.5328,270.452,311.435,68.1408,49.9818,14.0939,0.945531,3.11955,36.0687,23.7924,32.4202,0.250021,54.6412,4.54867,1.72101,2.2934,6.25171,13.1014,3.37259,0.251952,0.340005,0.34566,0.685665,0.307983,0.104099,0.17545,0.593328,0.0937083,5.48035,0.303254,-0.346121,,35.516,-1.28249,1.12152,0.666781,0.32066,0.883608,-1.1681934595108032,-0.9145423173904419,95.9439,312.6,3.859259259,312.6,3.859259259,1.91928,-0.0105727,1.45006,1.91928,0.0105727,3.06659,748.3499755859375,0.0,OF,/players/austin-martin/27462/stats/batting,8,AL,Austin Martin,668885,27462,27462
KCR,Royals,108.007,355.628,411.572,83.8049,54.8905,18.3339,2.56545,8.01511,48.7598,41.0077,46.2706,0.745289,92.587,5.0321,2.73117,1.91043,5.88451,13.3652,4.33139,0.235654,0.329803,0.369249,0.699052,0.310328,0.112424,0.22496,0.499752,0.133595,5.63267,0.294036,0.0194922,,47.719,-0.911343,0.429077,0.203125,0.222618,0.875079,-0.8051413595676422,-4.5712264478206635,97.8872,425.4,3.938888888,425.4,3.938888888,2.80258,-2.16462,0.828704,2.80258,2.16462,3.89506,655.8699951171875,0.01652893,OF,/players/isaac-collins/25477/stats/batting,7,AL,Isaac Collins,686555,25477,25477
MIN,Twins,92.4266,314.632,352.286,78.5875,55.9804,12.429,0.239024,9.93909,36.6651,39.9059,26.4383,0.567021,63.9646,7.34201,3.6928,0.180292,7.77134,1.04986,0.323561,0.249775,0.319131,0.385567,0.704698,0.309437,0.0750478,0.18157,0.413327,0.135791,2.15616,0.280861,-0.576819,,40.5903,-1.03499,-1.41409,-0.511359,-1.08818,0.874219,-2.3565964698791504,-1.2239131927490234,96.9451,357.1,3.881521739,357.1,3.881521739,1.75252,0.102424,0.836099,1.75252,-0.102424,3.8852,680.22998046875,0.31914894,C,/players/victor-caratini/14968/stats/batting,8,AL,Victor Caratini,605170,14968,14968
DET,Tigers,104.572,362.745,405.02,84.6979,56.1438,15.978,4.57286,8.00333,48.5493,36.4465,33.9528,0.634667,88.1898,4.24425,3.01573,1.06195,4.05041,13.4671,3.46099,0.233492,0.304227,0.368941,0.673169,0.295547,0.08383,0.217742,0.384997,0.13545,6.79067,0.28451,0.370331,,42.0989,-5.75733,0.738453,0.657468,1.0278,0.862347,-4.755801320075989,-0.7557675838470459,87.8843,393.4,3.746666666,393.4,3.746666666,1.25436,-0.374372,0.89886,1.25436,0.374372,3.80152,509.70001220703125,0.01657459,3B/OF,/players/zach-mckinstry/19392/stats/batting,6,AL,Zach McKinstry,656716,19392,19392
