Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
NYY,Yankees,137.974,532.617,591.79,137.141,87.5537,24.266,2.87513,22.4462,76.664,79.2618,48.9482,2.84018,88.7119,3.12764,6.90975,0.187601,7.43975,11.1172,2.70859,0.257485,0.319838,0.440271,0.760109,0.326221,0.0827121,0.149904,0.551766,0.182786,4.97748,0.267748,-0.0403332,,76.2504,6.32587,2.11697,0.211191,0.170858,2.4133,6.329339101910591,-2.7705764770507812,108.805,696.2,5.044927536,696.2,5.044927536,2.87128,-0.844308,0.290432,2.87128,0.844308,4.61276,80.45999908447266,0.0,1B/OF,/players/cody-bellinger/15998/stats/batting,9,AL,Cody Bellinger,641355,15998,15998
HOU,Astros,138.374,540.214,600.038,141.693,95.2845,25.4685,0.929212,20.011,78.3052,67.7799,50.1271,2.41914,102.685,5.2207,3.56679,0.90987,11.8932,11.8606,3.69465,0.262291,0.32888,0.424005,0.752884,0.326737,0.0835398,0.171131,0.488163,0.161714,4.20794,0.288974,-0.248643,,77.5648,6.66568,-3.48865,-0.119362,-0.368005,2.38008,6.842985928058624,-4.232438087463379,110.196,698.0,5.057971014,698.0,5.057971014,1.93217,-0.157337,0.313337,1.93217,0.157337,4.58222,115.73999786376953,0.30246914,2B,/players/jose-altuve/5417/stats/batting,21,AL,Jose Altuve,514888,5417,5417
ATH,Athletics,140.064,524.86,584.997,134.115,81.3183,27.333,1.38832,24.0755,71.5163,78.4754,50.299,2.19011,137.581,5.91018,3.73483,0.193422,12.4815,5.32915,1.90365,0.255526,0.32545,0.450503,0.775953,0.334289,0.0859816,0.235181,0.365597,0.194978,3.49725,0.299885,-0.11447,,79.2071,10.0851,0.833349,-0.6072,-0.72167,2.36192,9.197965800762177,-5.911493599414825,114.347,706.9,5.049285714,706.9,5.049285714,2.31768,0.310253,0.544018,2.31768,-0.310253,4.27464,82.72000122070312,0.00632911,1B/OF,/players/tyler-soderstrom/27467/stats/batting,10,AL,Tyler Soderstrom,691016,27467,27467
TEX,Rangers,142.603,542.245,614.136,135.733,87.2006,24.5245,2.74154,21.2664,78.2279,71.6119,57.8451,0.84136,135.286,8.5596,4.17332,1.31296,9.1342,9.3362,1.92477,0.250317,0.329847,0.423314,0.753161,0.328312,0.0941895,0.220287,0.427575,0.172997,4.8029,0.293606,-0.359986,,80.1724,7.60753,0.563743,0.0705141,-0.289472,2.32209,8.477019309997559,-6.918498516082764,112.111,719.1,5.028671328,719.1,5.028671328,3.10334,-0.0256423,0.350212,3.10334,0.0256423,4.53305,144.88999938964844,0.02515723,OF,/players/brandon-nimmo/12927/stats/batting,13,AL,Brandon Nimmo,607043,12927,12927
NYY,Yankees,131.679,475.255,541.356,117.594,65.9286,22.9057,2.06377,26.6956,74.1944,74.8402,53.5841,0.261634,114.167,7.88221,4.43062,0.204234,9.56796,3.9843,1.76567,0.247433,0.330887,0.472828,0.803715,0.345868,0.0989814,0.210891,0.469348,0.225395,3.98582,0.268276,-0.0988048,,78.3877,14.4223,-1.28603,-0.765507,-0.864312,2.31704,13.404868304729462,-9.079994320869446,122.301,705.7,5.346212121,705.7,5.346212121,1.97009,-0.583716,0.694691,1.97009,0.583716,4.07375,53.060001373291016,0.35820896,1B/DH,/players/ben-rice/29576/stats/batting,9,AL,Ben Rice,700250,29576,29576
LAA,Angels,117.705,423.791,502.22,99.325,56.6081,16.8641,1.66875,24.184,65.633,63.5049,68.4167,6.00791,149.85,6.058,3.50118,0.453585,5.03722,3.41537,0.856145,0.234373,0.346376,0.453239,0.799614,0.34394,0.136229,0.298376,0.456567,0.218866,3.76468,0.296698,-0.50562,,71.9346,12.5934,-0.149437,-0.493235,-0.998855,2.30389,11.013004064559937,-5.780396208167076,120.293,641.6,5.437288135,641.6,5.437288135,2.75687,-0.214641,0.629025,2.75687,0.214641,4.1613,177.99000549316406,0.828125,OF,/players/mike-trout/10155/stats/batting,1,AL,Mike Trout,545361,10155,10155
TOR,Blue Jays,131.262,499.822,568.284,129.768,81.4668,22.0063,1.95203,24.343,81.9688,71.2367,57.7666,1.18953,109.739,6.54189,3.53209,0.621575,10.7985,13.8336,2.75768,0.259629,0.341888,0.457578,0.799466,0.345955,0.101651,0.193105,0.526402,0.197949,5.15529,0.285494,-0.00783872,,82.3267,15.1796,-1.31446,0.682886,0.675047,2.29767,16.390099942684174,-13.492149710655212,123.463,742.0,5.664122137,742.0,5.664122137,2.83637,1.56339,0.268935,2.83637,-1.56339,4.64142,94.41999816894531,0.55033557,OF,/players/george-springer/12856/stats/batting,14,AL,George Springer,543807,12856,12856
TBR,Rays,141.953,548.286,615.681,157.277,109.943,27.3747,0.855589,19.1039,73.1178,73.3185,57.0038,1.78786,92.4625,5.63337,3.8425,0.915436,14.7971,2.02685,0.909874,0.286853,0.357721,0.44443,0.802151,0.348811,0.0925864,0.150179,0.616506,0.157577,2.35076,0.31363,-0.556031,,90.621,17.8735,-0.201681,-1.09476,-1.65079,2.2952,16.048531651496887,-14.452614530920982,124.323,783.8,5.519718309,783.8,5.519718309,2.45168,-0.163399,1.19384,2.45168,0.163399,3.40822,138.10000610351562,0.75496689,1B/3B,/players/yandy-diaz/16578/stats/batting,12,AL,Yandy Díaz,650490,16578,16578
DET,Tigers,109.628,381.741,417.283,92.4782,59.5094,19.3975,1.59078,11.9805,44.5761,49.0039,26.21,0.860073,105.339,6.37156,2.45027,0.509492,5.72513,1.32047,0.570917,0.242254,0.300067,0.395553,0.695619,0.302603,0.0628112,0.252439,0.248817,0.153299,3.33468,0.301634,0.04956,,45.7639,-3.54124,3.60407,-0.571983,-0.522423,2.2851,-4.090722620487213,12.06305742263794,92.7447,407.6,3.705454545,407.6,3.705454545,1.46067,1.61065,0.461789,1.46067,-1.61065,4.38428,256.489990234375,0.02479339,C,/players/dillon-dingler/27464/stats/batting,6,AL,Dillon Dingler,693307,27464,27464
TOR,Blue Jays,126.083,463.339,523.02,112.741,67.328,22.8342,0.337469,22.2412,61.8139,70.5468,48.4485,3.49716,96.7018,6.93768,3.53965,0.754868,8.27169,1.89621,0.676949,0.243323,0.321919,0.438067,0.759987,0.327585,0.0926322,0.184891,0.501009,0.194745,2.28761,0.260105,-0.25112,,67.9688,6.17001,-0.190833,-0.685012,-0.936132,2.26881,5.726666688919067,-1.552838996052742,110.809,609.3,4.835714285,609.3,4.835714285,2.27034,-0.53169,0.583964,2.27034,0.53169,4.22138,999.0,0.0,3B,/players/kazuma-okamoto/sa3063134/stats/batting,14,AL,Kazuma Okamoto,672960,sa3063134,sa3063134
HOU,Astros,116.237,422.965,491.992,102.012,63.1901,18.3829,0.818582,19.6207,60.2982,61.814,54.9935,0.362227,83.2518,10.386,3.15759,0.489947,8.22336,0.832891,0.563646,0.241184,0.340572,0.427682,0.768253,0.336613,0.111777,0.169214,0.660568,0.186498,2.42082,0.254885,-0.203651,,67.5429,9.41025,1.29971,-0.910628,-1.11428,2.26552,8.743091344833374,-3.533521294593811,116.999,588.2,5.070689655,588.2,5.070689655,2.89902,0.753197,0.42979,2.89902,-0.753197,4.42695,242.27000427246094,0.12745098,3B,/players/isaac-paredes/20036/stats/batting,21,AL,Isaac Paredes,670623,20036,20036
NYY,Yankees,124.478,442.86,518.687,97.2429,55.6807,17.1536,1.11994,23.2887,69.8682,62.4196,66.2323,0.458585,129.716,5.01465,2.72066,1.85993,7.34067,5.2737,1.68148,0.219579,0.326008,0.421132,0.74714,0.327159,0.127692,0.250084,0.510596,0.201553,3.82902,0.252769,-0.0341111,,67.2264,5.93955,-2.73217,-0.468761,-0.502873,2.25429,5.289966464042664,-0.811221718788147,109.449,588.3,4.744354838,588.3,4.744354838,1.994,0.488358,0.864987,1.994,-0.488358,3.84668,253.47000122070312,0.0,OF,/players/trent-grisham/18564/stats/batting,9,AL,Trent Grisham,663757,18564,18564
CLE,Guardians,119.785,391.921,445.615,85.4621,49.3091,18.2775,1.20078,16.6747,50.4634,51.4527,45.5909,0.955193,111.191,2.46142,3.41141,2.23048,4.55767,3.87098,1.69102,0.21806,0.301126,0.398461,0.699587,0.304933,0.10231,0.249524,0.410022,0.180402,3.66985,0.257182,0.0596686,,49.7143,-2.93858,-0.168514,-0.554749,-0.495081,2.22047,-2.708714634180069,9.074140548706055,95.7852,447.7,3.730833333,447.7,3.730833333,1.14774,-2.08167,0.491573,1.14774,2.08167,4.34457,590.9500122070312,0.0,C,/players/bo-naylor/21865/stats/batting,5,AL,Bo Naylor,666310,21865,21865
KCR,Royals,141.148,533.211,576.695,133.382,81.5708,24.6898,0.599731,26.5214,60.5753,88.2162,29.2517,4.64682,118.456,10.0799,3.97144,0.181546,9.70973,0.127938,0.131211,0.250148,0.299582,0.447919,0.747502,0.318549,0.0507229,0.205405,0.246941,0.197771,1.51633,0.272461,-1.98522,,70.7133,2.57229,1.56402,-0.795627,-2.78085,2.21716,-0.37168169021606445,2.524307429790497,103.535,660.8,4.686524822,660.8,4.686524822,2.61971,-0.508983,1.09165,2.61971,0.508983,3.54447,91.22000122070312,0.2375,C,/players/salvador-perez/7304/stats/batting,7,AL,Salvador Perez,521692,7304,7304
MIN,Twins,127.281,444.401,505.368,107.755,68.7624,22.5179,0.85571,15.6191,57.4774,56.9973,46.7396,0.644387,106.416,9.40638,3.05377,1.76736,8.4347,2.50619,0.937245,0.242473,0.325459,0.402434,0.727893,0.319538,0.0924864,0.210571,0.439217,0.159961,3.06997,0.28313,-0.431196,,62.3732,2.6601,-1.90661,-0.70293,-1.13413,2.16863,1.1911118030548096,2.611075758934021,103.904,554.5,4.366141732,554.5,4.366141732,1.72201,1.05901,0.192206,1.72201,-1.05901,4.74373,296.5199890136719,0.24786325,C,/players/ryan-jeffers/24618/stats/batting,8,AL,Ryan Jeffers,680777,24618,24618
BOS,Red Sox,135.927,530.073,575.096,131.362,84.4643,26.1339,1.17996,19.5835,71.8369,71.6051,35.2704,1.84045,157.126,5.43291,3.19873,1.12122,6.05336,22.3925,4.56591,0.247818,0.299778,0.412407,0.712185,0.307723,0.0613295,0.273216,0.224472,0.164589,5.54311,0.313488,-0.0857287,,65.4622,-2.48987,-1.50791,1.79452,1.70879,2.15739,-3.492590069770813,4.785011172294617,92.3263,620.5,4.5625,620.5,4.5625,3.60492,-1.40147,0.611745,3.60492,1.40147,4.18434,111.0999984741211,0.0,SS,/players/trevor-story/12564/stats/batting,3,AL,Trevor Story,596115,12564,12564
SEA,Mariners,151.428,562.803,650.708,131.089,80.237,26.3425,1.59469,22.9148,85.7958,72.6389,63.6894,0.99141,170.303,19.2278,4.46707,0.521062,9.00949,24.3034,7.19939,0.232922,0.329146,0.407541,0.736687,0.323842,0.0978771,0.261719,0.373978,0.174619,5.60703,0.289195,-1.04047,,82.585,5.69875,-4.89234,0.84186,-0.198607,2.14449,10.659474179148674,-12.095633029937744,114.158,748.6,4.957615894,748.6,4.957615894,1.71702,-0.764311,1.1173,1.71702,0.764311,3.51027,89.26000213623047,0.0125,OF,/players/randy-arozarena/19290/stats/batting,11,AL,Randy Arozarena,668227,19290,19290
BOS,Red Sox,140.061,520.956,559.153,130.849,83.5228,27.6411,3.55328,16.1317,69.5042,63.5353,25.6789,0.52579,120.973,6.82335,3.51752,2.17783,7.10671,19.6118,5.96227,0.251171,0.293282,0.410767,0.704049,0.303933,0.0459245,0.21635,0.21227,0.159596,6.21986,0.296144,0.477986,,61.927,-4.1413,5.09461,0.718224,1.19621,2.14035,-5.581426501274109,7.256039142608643,89.7157,587.2,4.194285714,587.2,4.194285714,2.87958,0.169666,0.556991,2.87958,-0.169666,4.25735,126.16999816894531,0.0,OF,/players/ceddanne-rafaela/24262/stats/batting,3,AL,Ceddanne Rafaela,678882,24262,24262
SEA,Mariners,143.414,543.762,604.046,142.213,92.8303,27.5472,0.272935,21.5629,73.9827,85.7521,50.1307,5.41468,89.4162,4.89103,5.03705,0.225635,12.4653,17.3728,3.96801,0.261536,0.326645,0.432166,0.758811,0.326232,0.0829914,0.148029,0.560644,0.17063,4.26509,0.275571,-0.941647,,77.8348,6.46208,0.0792563,0.909266,-0.0323812,2.12545,11.219049278646708,-11.235276937484741,115.804,725.3,5.072027972,725.3,5.072027972,3.09748,-0.958191,0.383714,3.09748,0.958191,4.48838,67.12999725341797,0.13422819,1B,/players/josh-naylor/18839/stats/batting,11,AL,Josh Naylor,647304,18839,18839
NYY,Yankees,116.572,394.159,441.062,87.4544,49.9736,18.7549,1.02819,17.6978,48.666,57.5309,36.1579,0.399216,108.971,4.89868,5.19478,0.651888,6.87062,4.16798,1.07588,0.221876,0.291798,0.409375,0.701174,0.303465,0.0819791,0.247066,0.331811,0.187499,3.65081,0.255814,-0.168662,,48.6808,-3.43413,0.941757,-0.205312,-0.373974,2.11083,-3.9328600764274597,9.636650323867798,93.173,451.0,3.854700854,451.0,3.854700854,1.14317,0.344878,0.543776,1.14317,-0.344878,4.27497,248.3300018310547,0.00813008,C,/players/austin-wells/27562/stats/batting,9,AL,Austin Wells,669224,27562,27562
BOS,Red Sox,141.803,554.058,615.296,144.01,85.5899,34.7947,6.90027,16.7255,81.614,69.6112,49.4113,0.866492,144.34,7.52276,3.25649,1.04785,7.06053,23.3776,5.07781,0.259919,0.327139,0.438189,0.765328,0.33111,0.0803049,0.234586,0.342326,0.17827,7.0218,0.321225,1.42004,,81.7214,9.01937,-0.647444,1.6609,3.08094,2.09925,9.199267148971558,-9.858732998371124,108.437,754.3,5.31197183,754.3,5.31197183,2.73762,-0.0625222,0.683808,2.73762,0.0625222,4.08826,64.83000183105469,0.00588235,OF,/players/jarren-duran/24617/stats/batting,3,AL,Jarren Duran,680776,24617,24617
BAL,Orioles,117.854,447.51,504.755,111.087,74.3437,21.5026,2.00404,13.2368,66.0379,49.3483,50.1586,1.10468,112.311,4.05987,2.40558,0.621636,7.11077,12.8621,4.72375,0.248234,0.3279,0.393976,0.721876,0.317114,0.0993721,0.222505,0.446606,0.145742,5.22403,0.301665,0.133498,,61.3041,1.66332,-1.56385,-0.203464,-0.0699662,2.07702,2.569079488515854,0.35880374908447266,104.436,543.7,4.607627118,543.7,4.607627118,3.17104,-0.105285,0.556195,3.17104,0.105285,4.25841,201.6999969482422,0.02649007,2B,/players/jackson-holliday/31781/stats/batting,2,AL,Jackson Holliday,702616,31781,31781
BAL,Orioles,128.018,453.138,512.5,102.978,59.6153,21.6284,1.03553,20.6993,64.453,61.8326,48.6376,1.47526,161.278,7.06896,3.01245,0.643361,6.85733,13.1959,2.89521,0.227257,0.310018,0.416597,0.726615,0.315868,0.0949026,0.314689,0.301575,0.18934,4.91081,0.3001,-0.0708592,,61.7265,1.17064,-2.2374,0.701972,0.631113,2.06365,2.7924514412879944,-0.2618069648742676,103.578,575.0,4.4921875,575.0,4.4921875,3.36104,0.186486,0.65894,3.36104,-0.186486,4.12141,251.72000122070312,0.0106383,OF,/players/colton-cowser/29591/stats/batting,2,AL,Colton Cowser,681297,29591,29591
TOR,Blue Jays,133.113,492.988,545.727,110.011,58.7992,21.6597,3.07899,26.4731,71.0263,74.3865,42.7627,1.1085,141.955,4.28113,4.57108,1.1236,4.81361,8.03834,2.38211,0.223151,0.288384,0.440675,0.729059,0.312259,0.0783591,0.26012,0.301242,0.217524,5.18059,0.253813,0.0312715,,64.1292,-0.352611,-0.870744,-0.0592714,-0.0279999,2.05649,0.13357329368591309,1.1834748983383179,100.251,598.9,4.503007518,598.9,4.503007518,2.41519,0.158162,1.03532,2.41519,-0.158162,3.61957,194.1300048828125,0.01449275,OF,/players/daulton-varsho/19918/stats/batting,14,AL,Daulton Varsho,662139,19918,19918
TOR,Blue Jays,138.442,505.442,558.095,123.587,88.2579,22.6249,1.85875,10.845,62.9972,54.6717,31.5115,1.42674,97.8298,14.2942,4.18669,2.66088,9.58399,20.3458,4.23486,0.244512,0.304972,0.360999,0.665971,0.293087,0.0564625,0.175292,0.322105,0.116487,5.72317,0.281183,-0.0568011,,56.8952,-9.0481,1.56727,1.45928,1.40248,2.05296,-7.119786262512207,7.976603388786316,87.0439,535.7,3.881884057,535.7,3.881884057,2.21617,-1.11744,0.855926,2.21617,1.11744,3.85877,400.30999755859375,0.0,2B,/players/andres-gimenez/19950/stats/batting,14,AL,Andrés Giménez,665926,19950,19950
BOS,Red Sox,124.971,446.686,504.634,109.572,62.4853,24.1482,1.04941,21.8888,63.9699,70.3604,51.198,3.00071,125.175,2.47721,3.75277,0.519434,5.79117,7.98474,2.80349,0.245299,0.323829,0.451067,0.774896,0.332749,0.101456,0.248051,0.409011,0.205768,4.01963,0.289025,-0.037958,,67.6953,8.06898,3.11085,-0.298171,-0.336129,2.04044,5.353566527366638,-2.7790699005126953,109.566,616.9,4.9352,616.9,4.9352,1.89637,0.795325,0.351925,1.89637,-0.795325,4.53077,201.8800048828125,0.03703704,OF,/players/wilyer-abreu/23772/stats/batting,3,AL,Wilyer Abreu,677800,23772,23772
ATH,Athletics,133.547,500.181,553.249,120.209,72.2053,25.2849,1.8499,20.8691,71.1376,64.0811,47.2947,0.3638,144.632,1.35651,3.01926,1.39729,8.15182,17.7722,4.41124,0.240331,0.305989,0.423449,0.729438,0.315965,0.0854855,0.261423,0.327,0.183118,5.39222,0.294168,0.378197,,66.6777,1.30709,2.88817,0.952501,1.3307,2.03576,2.481298089027405,-1.3081331253051758,101.76,620.3,4.629104477,620.3,4.629104477,3.03743,-0.858702,0.564695,3.03743,0.858702,4.24707,158.08999633789062,0.0,OF,/players/lawrence-butler/22542/stats/batting,10,AL,Lawrence Butler,671732,22542,22542
BAL,Orioles,92.9418,361.858,394.449,94.318,57.924,18.6216,2.06451,15.7079,53.6265,50.3858,24.9998,0.0988724,88.9395,5.1289,1.89853,0.563449,5.55068,3.8613,1.54762,0.260649,0.315946,0.453748,0.769694,0.33171,0.063379,0.225478,0.281087,0.193099,4.73809,0.303386,0.169274,,52.5813,5.97417,-1.08202,-0.442161,-0.272886,1.97092,6.463785618543625,-0.7763480842113495,114.49,473.3,5.089247311,473.3,5.089247311,3.00371,-0.528613,0.609968,3.00371,0.528613,4.18671,631.3800048828125,0.18823529,2B/3B,/players/jordan-westburg/27815/stats/batting,2,AL,Jordan Westburg,676059,27815,27815
CHW,White Sox,130.241,491.938,550.992,107.512,63.2315,19.2987,2.28736,22.6949,62.4014,69.4165,47.0513,1.53364,162.713,8.51633,2.92367,0.562311,6.76123,2.49716,1.06515,0.218548,0.296278,0.405479,0.701756,0.305058,0.0853937,0.295309,0.289168,0.18693,3.52734,0.274087,0.0774807,,61.5265,-3.57745,-1.08017,-0.710912,-0.633431,1.96754,-4.366735816001892,4.949490427970886,94.2673,564.5,4.342307692,564.5,4.342307692,3.61489,1.49757,0.979006,3.61489,-1.49757,3.69466,250.44000244140625,0.0,SS,/players/colson-montgomery/29712/stats/batting,4,AL,Colson Montgomery,695657,29712,29712
BOS,Red Sox,133.632,489.801,563.119,122.798,74.8498,24.9664,1.02382,21.9582,70.0845,74.5465,52.286,1.03852,142.479,16.9373,3.12641,0.968404,11.4032,4.72624,1.54343,0.250711,0.341584,0.440357,0.781941,0.340992,0.0928508,0.253018,0.366973,0.189646,3.56942,0.306981,-0.635651,,79.3094,12.7726,1.1019,-0.631081,-1.26673,1.88811,8.85080635547638,-9.778127551078796,115.244,694.7,5.184328358,694.7,5.184328358,1.71662,-0.651208,0.467437,1.71662,0.651208,4.37675,168.55999755859375,0.11111111,C,/players/willson-contreras/11609/stats/batting,3,AL,Willson Contreras,575929,11609,11609
KCR,Royals,146.438,564.271,628.633,146.4,87.8295,30.837,1.36109,26.3722,73.3073,93.0104,51.7154,3.41827,92.6811,5.87798,6.36582,0.402655,11.1278,1.14591,0.250103,0.259449,0.324711,0.459133,0.783843,0.335519,0.0822664,0.147433,0.557993,0.199684,2.39675,0.265792,-1.05401,,85.7432,11.4653,-0.319636,-0.810709,-1.86472,1.88602,9.42280113697052,-12.264509946107864,115.192,769.5,5.270547945,769.5,5.270547945,2.84056,-0.175011,1.04069,2.84056,0.175011,3.61241,76.80999755859375,0.2125,1B/DH,/players/vinnie-pasquantino/27676/stats/batting,7,AL,Vinnie Pasquantino,686469,27676,27676
CHW,White Sox,137.602,509.24,580.593,118.834,70.2354,28.246,1.78898,18.5636,71.2916,65.8326,59.8562,0.323834,112.265,6.31321,4.79618,0.3873,6.94066,7.25728,2.18884,0.233356,0.318858,0.405209,0.724068,0.316823,0.103095,0.193363,0.533168,0.171854,4.2775,0.261661,-0.128382,,70.3776,1.77611,-3.86473,-0.343274,-0.471656,1.87819,1.1402316391468048,-2.4326010942459106,102.349,634.3,4.596376811,634.3,4.596376811,3.57579,-0.320864,0.524059,3.57579,0.320864,4.30125,299.8599853515625,0.02721088,3B,/players/miguel-vargas/20178/stats/batting,4,AL,Miguel Vargas,678246,20178,20178
BOS,Red Sox,133.339,473.801,531.998,120.418,82.8163,25.6806,1.79779,10.1234,62.6816,53.807,35.0396,0.555714,57.6218,16.2971,3.73573,3.12511,9.87141,21.036,5.85271,0.254153,0.324756,0.380042,0.704798,0.311021,0.0658641,0.108312,0.608097,0.125889,5.67108,0.269148,0.133953,,61.981,-0.878655,0.150397,0.928445,1.0624,1.86148,-2.324564218521118,2.208090305328369,94.5983,554.9,4.172180451,554.9,4.172180451,1.48123,-1.12426,0.937952,1.48123,1.12426,3.7494,221.27000427246094,0.0,3B,/players/caleb-durbin/29646/stats/batting,3,AL,Caleb Durbin,702332,29646,29646
ATH,Athletics,130.586,472.757,531.659,121.436,81.382,25.3092,2.88358,11.8617,59.8215,56.2983,43.2853,2.38041,67.6901,9.0903,4.41398,2.11254,8.17724,3.9292,0.781273,0.256869,0.328228,0.397874,0.726102,0.316947,0.0814155,0.127318,0.639463,0.141006,4.0483,0.275577,-1.02839,,64.4998,1.68012,-1.53044,-0.401414,-1.4298,1.85112,0.09993612766265869,-0.0008265972137451172,102.434,567.8,4.334351145,567.8,4.334351145,2.70519,-1.13917,0.480784,2.70519,1.13917,4.35895,445.0400085449219,0.07042254,2B/OF,/players/jeff-mcneil/15362/stats/batting,10,AL,Jeff McNeil,643446,15362,15362
TBR,Rays,136.348,497.725,568.338,129.204,84.1582,24.3504,0.595687,20.0995,69.9146,72.9029,56.4471,2.66192,143.775,9.21852,4.44981,0.497404,9.56951,1.62223,0.742508,0.259589,0.343176,0.432054,0.77523,0.337046,0.0993196,0.252975,0.392606,0.172465,2.45005,0.322508,-1.26473,,78.2239,11.0704,1.53288,-0.951138,-2.21587,1.84882,8.693793058395386,-9.858499646186829,116.241,683.7,5.027205882,683.7,5.027205882,2.93373,-0.781449,0.603625,2.93373,0.781449,4.19517,195.4600067138672,0.09708738,1B,/players/jonathan-aranda/21837/stats/batting,12,AL,Jonathan Aranda,666018,21837,21837
MIN,Twins,117.114,415.254,480.958,93.827,46.8494,21.0205,1.73912,24.218,60.2331,62.6469,50.9116,0.854019,147.831,11.9193,2.71709,0.155913,4.78291,4.86912,1.65723,0.225951,0.325826,0.45991,0.785736,0.339572,0.105855,0.307369,0.344389,0.233959,4.16191,0.283053,-0.369532,,67.1834,10.3546,-2.50312,-0.423275,-0.792807,1.79588,9.243058681488037,-8.24400806427002,117.704,602.2,5.147008547,602.2,5.147008547,2.41207,1.2459,0.722326,2.41207,-1.2459,4.0369,347.69000244140625,0.15,OF,/players/matt-wallner/26466/stats/batting,8,AL,Matt Wallner,670242,26466,26466
CHW,White Sox,98.2035,345.312,394.336,85.6802,58.2033,15.1348,1.02147,11.3206,47.207,41.4174,42.2394,0.18342,101.032,3.57208,2.15316,1.05912,5.21509,5.75498,1.45146,0.248124,0.334349,0.39622,0.730569,0.32219,0.107115,0.256207,0.418081,0.148096,4.27729,0.316271,-0.356435,,49.5186,2.9248,-1.37712,-0.128863,-0.485298,1.74837,2.3279561400413513,1.4145641326904297,106.036,435.8,4.446938775,435.8,4.446938775,3.54585,0.712489,0.648383,3.54585,-0.712489,4.13549,256.04998779296875,0.18421053,C,/players/kyle-teel/33549/stats/batting,4,AL,Kyle Teel,691019,33549,33549
TEX,Rangers,109.305,382.118,434.312,90.1177,58.0433,17.8613,2.99,11.223,54.3967,44.7309,41.9535,1.44989,98.1566,7.24992,2.53167,0.459376,4.50774,17.5223,4.17539,0.235838,0.321125,0.386342,0.707468,0.310882,0.0965976,0.226005,0.427414,0.150505,6.45055,0.286609,-0.0997814,,50.5512,-0.766123,0.187465,1.09613,0.996353,1.73721,1.0498393326997757,0.9812532961368561,100.104,464.7,4.263302752,464.7,4.263302752,3.86917,0.00742383,0.872291,3.86917,-0.00742383,3.83695,278.30999755859375,0.03225806,OF,/players/evan-carter/27790/stats/batting,13,AL,Evan Carter,694497,27790,27790
NYY,Yankees,110.598,408.666,450.702,93.7458,56.6326,20.508,2.4717,14.1335,54.2203,48.3835,33.3001,0.308232,108.925,3.67012,3.20474,1.86131,6.23815,16.0274,4.4148,0.229395,0.29123,0.395427,0.686657,0.298358,0.0738848,0.241678,0.305716,0.166033,6.10319,0.275654,0.528172,,47.876,-5.37792,0.423542,0.781641,1.30981,1.69859,-4.195589542388916,5.54381987452507,89.6649,451.5,4.067567567,451.5,4.067567567,1.51534,-0.694218,0.759158,1.51534,0.694218,3.98779,635.4299926757812,0.0,SS,/players/anthony-volpe/27647/stats/batting,9,AL,Anthony Volpe,683011,27647,27647
NYY,Yankees,117.548,414.725,474.609,90.3477,56.0849,16.9194,0.889745,16.4538,53.166,51.1109,53.6072,1.52677,149.434,2.82632,2.97892,0.471579,6.87378,2.96743,1.53546,0.21785,0.309575,0.381959,0.691534,0.303968,0.11295,0.314856,0.358735,0.164109,3.0578,0.293444,0.209488,,52.5771,-3.50161,2.75915,-0.768043,-0.558555,1.68218,-4.194413900375366,4.573168635368347,93.5183,465.5,3.944915254,465.5,3.944915254,1.66619,-0.0190644,0.487424,1.66619,0.0190644,4.3501,734.4199829101562,0.00645161,3B,/players/ryan-mcmahon/15112/stats/batting,9,AL,Ryan McMahon,641857,15112,15112
BOS,Red Sox,108.232,365.362,409.973,83.1834,53.5302,17.3512,0.278635,12.0233,42.3994,44.2749,37.2538,0.748853,109.636,3.62527,2.56055,1.17137,6.55956,2.52816,1.01364,0.227674,0.303479,0.375414,0.678893,0.298385,0.0908691,0.267423,0.339795,0.14774,2.83121,0.28896,-0.173849,,43.5585,-4.88296,1.76079,-0.527788,-0.701638,1.67807,-7.517570793628693,9.808348059654236,85.8942,387.8,3.59074074,387.8,3.59074074,1.22825,0.367658,0.417923,1.22825,-0.367658,4.44277,439.5199890136719,0.01754386,C,/players/carlos-narvaez/19722/stats/batting,3,AL,Carlos Narváez,665966,19722,19722
CHW,White Sox,125.916,468.712,536.631,118.347,91.2294,19.4893,1.03778,6.5903,62.4208,39.6051,54.6974,0.0131225,80.7926,8.33149,2.67442,2.21576,12.1835,12.6987,3.6761,0.252493,0.339391,0.340683,0.680074,0.306517,0.101927,0.150555,0.67701,0.08819,4.56541,0.29103,-0.313938,,60.5584,-2.84877,-1.00277,0.0160405,-0.297897,1.66166,-3.2984595000743866,1.3775873184204102,95.2691,520.9,4.134126984,520.9,4.134126984,1.92571,-0.0240364,0.952024,1.92571,0.0240364,3.73063,644.1400146484375,0.0,2B/SS,/players/chase-meidroth/31580/stats/batting,4,AL,Chase Meidroth,805367,31580,31580
