Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
TEX,Rangers,0.670974,1.82342,4.33475,6.6265,0.0,0.0,0.0,24.8655,106.147,26.4746,15.2613,14.0404,4.4254,17.8267,6.83617,0.21334,0.477266,5.08189,1.33964,6.45232,2.47433,2.6077,1.60176,0.167944,0.0644031,0.1035408303141594,,0.267872,0.28792,0.665658,4.8973,83.20000000000002,3.3280000000000007,88.0,3.52,0.14527,-0.0144519,7.22231,-2.20493,1.06823,0.803412,7.22231,2.20493,3.5757,999.0,13,AL,Austin Gomber,596295,16561,16561
TOR,Blue Jays,2.42104,1.69575,0.0,38.6955,0.235833,3.22378,1.64171,39.3135,166.628,34.0549,19.0276,17.5054,4.84223,40.3521,16.4496,1.58542,1.72136,4.0075,1.28466,9.23775,3.76579,2.45307,1.10853,0.242168,0.0987204,0.1434478610754013,,0.229392,0.282896,0.719876,4.07013,176.70000000000002,4.5307692307692315,168.0,4.3076923076923075,0.142896,0.101317,1.68865,-1.83819,0.862817,0.0,1.68865,1.83819,3.84958,999.0,14,AL,Mason Fluharty,689254,31553,31553
BAL,Orioles,0.917795,0.917629,0.0,27.3284,0.0,2.36984,0.900886,29.4465,123.467,26.3618,14.9147,13.7215,4.3207,30.2015,10.6152,0.319242,0.801099,4.19381,1.25573,9.23074,3.2444,2.84513,1.32057,0.244611,0.0859754,0.15863560885190964,,0.235265,0.284294,0.713344,4.15444,129.80000000000004,4.475862068965519,125.0,4.310344827586207,0.142347,-0.028298,1.78939,-1.57976,1.07888,0.0,1.78939,1.57976,3.56149,999.0,2,AL,Yaramil Hiraldo,682274,25215,25215
HOU,Astros,1.50816,1.3286,1.95341,14.9672,0.0,0.565613,0.0569986,23.8607,99.1449,21.7388,12.1128,11.1438,3.72144,22.9343,7.12531,0.170165,0.846237,4.20331,1.20969,8.65057,2.68759,3.2187,1.40369,0.231321,0.0718677,0.15945296734571457,,0.238434,0.279263,0.708179,4.2426,97.20000000000003,4.050000000000002,94.0,3.9166666666666665,0.141723,0.135091,1.031,-1.78553,1.12912,0.897042,1.031,1.78553,3.4945,999.0,21,AL,Hayden Wesneski,669713,27581,27581
TBR,Rays,0.705496,0.621343,2.24846,2.24846,0.0,0.0,0.0,11.7545,49.9311,10.4232,5.96071,5.48385,1.62658,11.6331,4.38806,0.0444683,0.914191,4.19879,1.26005,8.90705,3.35977,2.65109,1.24541,0.232983,0.0878823,0.14510118961334229,,0.233553,0.280423,0.706121,4.30797,47.20000000000002,3.933333333333335,43.0,3.5833333333333335,0.132714,0.147641,0.976813,-0.0334265,1.28872,0.971582,0.976813,0.0334265,3.28171,999.0,12,AL,Ty Johnson,694494,sa3023410,sa3023410
CHW,White Sox,1.06702,1.53134,4.21971,4.21971,0.0,0.0,0.0,22.0756,99.0065,22.3287,12.3112,11.3263,2.72352,18.1342,10.9505,0.0857439,1.48743,4.61762,1.50751,7.39313,4.46441,1.65601,1.11035,0.183162,0.110604,0.07255775481462479,,0.25793,0.298355,0.711593,4.78633,68.7,3.122727272727273,71.0,3.227272727272727,0.128066,0.17014,6.08836,-2.22279,1.02556,1.7918,6.08836,2.22279,3.63259,999.0,4,AL,Noah Schultz,702273,sa3020949,sa3020949
NYY,Yankees,2.82938,2.48324,2.46593,39.0117,0.161162,5.29086,0.891941,58.8341,248.457,55.9888,30.3931,27.9617,8.51241,47.6465,17.373,0.661395,3.88808,4.27737,1.24693,7.28861,2.65759,2.74257,1.30217,0.19177,0.0699234,0.12184618413448334,,0.246434,0.277579,0.699309,4.48047,233.30000000000004,3.954237288135594,231.0,3.9152542372881354,0.126457,0.210302,1.65598,0.754044,0.702083,1.07873,1.65598,-0.754044,4.06389,999.0,9,AL,Ryan Yarbrough,642232,16502,16502
TBR,Rays,0.590794,0.682297,0.0,11.7829,0.0228949,2.27288,0.100208,12.1429,51.1096,11.1959,5.4422,5.00682,1.11546,11.2078,3.87732,0.229459,0.700583,3.71093,1.24132,8.30692,2.87378,2.8906,0.826751,0.219289,0.075863,0.14342623203992844,,0.240608,0.294676,0.712797,3.61436,62.90000000000001,5.241666666666668,62.0,5.166666666666667,0.125683,0.130638,1.12858,0.606469,1.33182,0.0,1.12858,-0.606469,3.22425,999.0,12,AL,Manuel Rodríguez,655889,20794,20794
BOS,Red Sox,2.41295,2.57445,0.0,49.3239,0.169048,8.36501,1.81042,53.4442,230.568,48.7816,27.912,25.6791,6.43296,51.4239,23.2683,1.48636,2.99515,4.32435,1.34813,8.65978,3.91838,2.21004,1.08331,0.223032,0.100917,0.12211419641971588,,0.238769,0.289173,0.700115,4.24977,247.00000000000003,4.660377358490567,243.0,4.584905660377358,0.125042,0.0448967,1.27818,-1.02823,0.593492,0.0,1.27818,1.02823,4.20868,999.0,3,AL,Zack Kelly,677161,20349,20349
BAL,Orioles,1.58582,1.92517,0.0,34.6237,0.0,2.06073,1.05466,37.0126,157.555,33.1154,17.9165,16.4832,4.32973,37.4301,15.0055,0.635609,1.72711,4.00805,1.30012,9.10152,3.64874,2.49443,1.05282,0.237569,0.0952398,0.14232925325632095,,0.235157,0.290581,0.718139,3.98955,169.8,4.58918918918919,164.0,4.4324324324324325,0.124441,0.0828727,1.34451,-1.75982,0.942803,0.0,1.34451,1.75982,3.74293,999.0,2,AL,Colin Selby,681882,24986,24986
BOS,Red Sox,0.878074,1.1647,2.16183,5.55886,0.0,0.0,0.0,16.5586,72.2722,17.1726,9.78482,9.00203,2.09393,13.4829,5.69059,0.180776,1.22348,4.89282,1.38074,7.3283,3.09297,2.36934,1.1381,0.186558,0.0787383,0.10781943053007126,,0.262746,0.302898,0.656159,4.4032,62.000000000000014,3.6470588235294126,64.0,3.764705882352941,0.124115,0.0366395,1.68062,-0.0240302,1.15147,0.526339,1.68062,0.0240302,3.4647,999.0,3,AL,Tanner Houck,656557,19879,19879
LAA,Angels,1.15963,1.22416,0.0,21.8097,1.63242,2.78051,1.5821,22.1053,91.2806,19.0678,10.6957,9.84001,3.29217,24.2103,7.11766,0.843828,0.962612,4.00628,1.18458,9.85702,2.8979,3.40144,1.34038,0.265229,0.0779757,0.18725350499153137,,0.229179,0.283235,0.717903,3.9774,122.5,5.568181818181818,117.0,5.318181818181818,0.123068,0.0479088,2.31636,1.02778,1.20055,0.0,2.31636,-1.02778,3.39926,663.5,1,AL,Robert Stephenson,596112,13594,13594
LAA,Angels,2.73021,4.20046,9.54844,28.1002,0.0,0.766315,0.0,70.0479,313.926,77.3263,42.3246,38.9387,9.23349,43.5927,27.6837,1.94686,5.07681,5.00298,1.49912,5.60095,3.5569,1.57467,1.18635,0.138863,0.0881854,0.05067761242389679,,0.275021,0.298209,0.680748,5.00716,200.10000000000002,2.858571428571429,226.0,3.2285714285714286,0.121242,-0.034271,1.261,-0.721013,0.497275,3.15523,1.261,0.721013,4.33697,999.0,1,AL,Jack Kochanowicz,686799,27688,27688
DET,Tigers,0.70617,1.04375,1.97266,11.4089,0.0,0.536062,0.0,19.8764,85.7749,19.2439,10.6102,9.76139,2.61989,17.7922,7.93257,0.243316,0.758024,4.41993,1.36727,8.05626,3.59185,2.24293,1.18628,0.207429,0.0924812,0.11494757980108261,,0.249647,0.293336,0.704688,4.37006,74.69999999999999,3.7349999999999994,74.0,3.7,0.116277,0.0371989,1.32882,-0.536149,1.14829,0.688563,1.32882,0.536149,3.46895,999.0,6,AL,Ty Madden,680744,30140,30140
ATH,Athletics,1.73752,1.49419,0.0692859,27.5475,0.0183826,1.86677,0.369017,31.1448,131.908,29.4616,15.1094,13.9007,3.75068,27.835,10.782,1.07381,1.03276,4.01692,1.29215,8.04356,3.11572,2.58161,1.08385,0.211019,0.0817392,0.12927953898906708,,0.245323,0.290495,0.71827,4.05129,132.79999999999998,4.283870967741935,131.0,4.225806451612903,0.115261,0.122644,1.21204,-0.679455,1.02596,0.0120592,1.21204,0.679455,3.63205,999.0,10,AL,Brady Basso,669620,25582,25582
NYY,Yankees,1.41646,1.53024,0.0,34.216,0.0560228,2.2925,0.0,37.4526,161.244,36.3114,18.2608,16.7999,3.75564,30.2437,14.2848,0.872767,1.66079,4.03708,1.35094,7.26768,3.43269,2.1172,0.902494,0.187565,0.0885912,0.09897374361753464,,0.249909,0.292507,0.713204,4.10096,151.00000000000003,4.081081081081082,153.0,4.135135135135135,0.113244,0.136452,1.79557,-2.43431,0.967278,0.0,1.79557,2.43431,3.7103,999.0,9,AL,Yerry De los Santos,660787,21420,21420
KCR,Royals,1.38067,1.11735,0.0,22.3153,0.399175,2.52975,1.4741,23.5332,100.33,23.2512,11.987,11.028,2.80254,20.9121,7.37882,0.475052,1.21794,4.21753,1.30157,7.9976,2.82194,2.83407,1.0718,0.208434,0.0735459,0.13488838821649551,,0.253466,0.300635,0.698073,4.00196,110.90000000000002,4.6208333333333345,111.0,4.625,0.108576,0.0552798,1.23168,-0.108222,1.10872,0.0,1.23168,0.108222,3.52171,999.0,7,AL,James McArthur,663704,21527,21527
LAA,Angels,0.842888,1.77973,4.37499,4.52922,0.0,0.048804,0.0,22.2522,96.9862,21.8094,13.1503,12.0983,3.46873,19.59,9.79474,0.123088,0.62815,4.89321,1.42027,7.92327,3.96152,2.00006,1.40294,0.201988,0.100991,0.10099662840366364,,0.251948,0.288809,0.689916,4.80608,75.7,3.440909090909091,78.0,3.5454545454545454,0.107956,0.0592307,1.54849,-1.4011,1.03822,1.2526,1.54849,1.4011,3.61571,999.0,1,AL,Mitch Farris,815083,33628,33628
LAA,Angels,2.23215,2.55563,0.0,44.9885,0.0,5.16578,0.439121,51.9596,223.874,46.9746,26.3061,24.2016,6.4286,50.7668,23.1435,1.39206,2.55293,4.192,1.34947,8.79338,4.00871,2.19357,1.11351,0.226765,0.103377,0.12338794022798538,,0.237033,0.287597,0.716842,4.27309,232.8,4.476923076923077,226.0,4.346153846153846,0.107887,0.113239,2.17948,-2.97666,0.652159,0.0,2.17948,2.97666,4.13045,999.0,1,AL,Chase Silseth,681217,30074,30074
TEX,Rangers,0.825112,1.7499,4.09269,5.54265,0.0,0.0,0.0,21.6328,94.0047,22.7242,13.4261,12.352,3.48194,16.105,7.44883,0.0657656,0.880077,5.13886,1.39478,6.70022,3.09897,2.16208,1.44861,0.171321,0.0792389,0.09208203852176666,,0.265235,0.291157,0.661978,4.89367,74.10000000000001,3.3681818181818186,79.0,3.590909090909091,0.106711,0.0158935,2.22016,-1.51539,1.06356,0.853581,2.22016,1.51539,3.58192,999.0,13,AL,Cal Quantrill,615698,19312,19312
CHW,White Sox,1.28967,1.97512,4.6071,11.991,0.0,0.391201,0.0,30.6974,135.896,30.4913,17.4697,16.0721,4.27016,26.362,14.3293,0.320035,1.74628,4.7121,1.46008,7.72892,4.20114,1.83972,1.25194,0.193986,0.105443,0.08854293823242188,,0.254474,0.293997,0.704151,4.797,106.19999999999999,3.4258064516129028,107.0,3.4516129032258065,0.105489,0.161476,1.72403,2.34444,0.875015,1.696,1.72403,-2.34444,3.83331,999.0,4,AL,Tanner McDougal,701780,sa3017471,sa3017471
MIN,Twins,2.83879,2.32412,0.250813,52.0024,1.66596,9.42467,1.83963,54.4464,235.902,50.2184,28.0861,25.8392,6.56777,52.8319,24.6114,2.5268,2.63318,4.27123,1.37438,8.73312,4.06827,2.14664,1.08565,0.223957,0.104329,0.11962790042161942,,0.240674,0.292451,0.712177,4.26379,251.5,4.657407407407407,247.0,4.574074074074074,0.101213,0.00378654,1.77465,-0.936188,0.579784,0.183407,1.77465,0.936188,4.22695,999.0,8,AL,Anthony Banda,607455,14706,14706
HOU,Astros,0.215132,0.0694033,0.988364,1.03544,0.0,0.0,0.0,6.04947,24.5192,5.54135,2.96353,2.72645,0.82619,5.26615,1.10563,0.0351384,0.28993,4.05623,1.09877,7.83464,1.64489,4.76302,1.22915,0.214776,0.0450924,0.16968386247754097,,0.23964,0.276852,0.6709,3.86162,23.500000000000007,3.916666666666668,24.0,4.0,0.100956,0.0676997,1.14707,-1.59842,1.41953,0.259543,1.14707,1.59842,3.10729,999.0,21,AL,Brandon Walter,687888,26056,26056
ATH,Athletics,3.24914,3.55022,0.0257879,60.5568,8.86701,14.8732,3.75274,65.2638,276.137,59.2212,33.2609,30.6001,10.142,65.2936,23.3449,2.7434,3.85244,4.21981,1.26512,9.00412,3.21931,2.79691,1.39861,0.236454,0.0845412,0.1519126296043396,,0.237894,0.282871,0.721182,4.40462,358.6,5.516923076923077,349.0,5.369230769230769,0.0988067,0.0985776,1.53223,-0.855973,0.81572,0.0,1.53223,0.855973,3.91237,528.9500122070312,10,AL,Justin Sterner,686993,27694,27694
HOU,Astros,1.47675,1.3532,1.2427,11.6311,0.0,0.848478,0.0,19.4541,83.5639,17.0603,10.2849,9.46213,1.84207,17.2648,9.45667,0.0,0.435368,4.37743,1.36305,7.98716,4.3749,1.82568,0.85219,0.206606,0.113167,0.09343921393156052,,0.231571,0.2789,0.678084,4.11659,82.8,4.3578947368421055,80.0,4.2105263157894735,0.0972795,0.0320375,1.92923,-0.568891,1.10463,0.0,1.92923,0.568891,3.52716,999.0,21,AL,J.P. France,641585,21212,21212
MIN,Twins,1.01036,1.00699,0.331297,15.3237,0.0,0.732119,0.0,18.0577,75.9384,17.8111,8.87127,8.16157,2.16297,15.1402,4.86678,0.445371,0.712688,4.06775,1.25586,7.54593,2.42562,3.11093,1.07803,0.199375,0.0640885,0.13528632372617722,,0.253146,0.294938,0.702637,3.94236,77.80000000000003,4.322222222222224,80.0,4.444444444444445,0.0963126,0.0353779,0.857645,-0.947136,1.23007,0.242261,0.857645,0.947136,3.35991,999.0,8,AL,Andrew Morris,702193,sa3020569,sa3020569
KCR,Royals,1.79502,1.78812,0.0862136,34.9891,0.0,4.03669,0.98667,36.2683,155.6,33.268,18.1933,16.7379,4.12747,32.9124,15.1405,0.615431,1.65122,4.15351,1.33473,8.16722,3.75713,2.17379,1.02423,0.211518,0.0973038,0.11421467363834381,,0.239668,0.28634,0.708776,4.18861,162.40000000000003,4.511111111111112,159.0,4.416666666666667,0.0950997,0.0829196,1.33456,0.956125,0.910818,0.0,1.33456,-0.956125,3.78558,999.0,7,AL,Steven Cruz,674444,23165,23165
SEA,Mariners,2.52715,2.17325,3.27893,30.9227,0.0473042,2.4545,0.0428087,51.0201,218.646,49.5629,24.7495,22.7695,6.02809,41.1265,17.7447,0.434265,2.86966,4.01657,1.31924,7.25475,3.13018,2.31768,1.06336,0.188096,0.0811572,0.10693924129009247,,0.250278,0.288545,0.722938,4.27107,200.60000000000002,3.9333333333333336,204.0,4.0,0.0925808,0.130756,2.63674,-0.214636,0.77758,1.5567,2.63674,0.214636,3.96323,999.0,11,AL,Cooper Criswell,681867,24975,24975
CHW,White Sox,2.4061,3.59296,0.47167,51.8436,1.4267,8.02286,1.31649,58.6348,257.346,55.9568,30.439,28.0039,5.79436,53.1374,26.4054,0.854686,4.35635,4.29839,1.40466,8.1562,4.05303,2.01237,0.889391,0.206483,0.102607,0.10387608408927917,,0.246958,0.299205,0.699301,4.18122,270.20000000000005,4.579661016949153,270.0,4.576271186440678,0.0924802,0.0847624,3.7331,-0.91653,0.575259,0.298871,3.7331,0.91653,4.23299,999.0,4,AL,Jordan Hicks,663855,19618,19618
DET,Tigers,0.621166,0.724619,0.10267,11.5303,0.0,1.85347,0.184149,12.4409,52.9368,12.2902,5.92631,5.4522,1.2632,9.81896,3.85085,0.170833,0.592709,3.94423,1.29742,7.10324,2.78579,2.54981,0.913824,0.185485,0.0727444,0.11274039000272751,,0.253441,0.294752,0.71071,3.94813,58.30000000000001,4.858333333333334,60.0,5.0,0.0907596,0.020484,0.991273,-1.06188,1.31107,0.0,0.991273,1.06188,3.25191,999.0,6,AL,Sean Guenther,674944,20045,20045
KCR,Royals,1.68707,1.6382,0.0,23.9923,0.0,1.13569,0.0,27.7043,119.806,25.8252,13.6877,12.5927,2.67094,25.1489,11.8613,0.440545,1.49994,4.09084,1.36031,8.16986,3.85326,2.12025,0.867681,0.209914,0.0990044,0.11090952157974243,,0.242616,0.29449,0.706946,4.01977,117.70000000000005,4.20357142857143,116.0,4.142857142857143,0.0891161,0.0644931,2.22201,-0.867514,1.01436,0.0,2.22201,0.867514,3.64752,999.0,7,AL,Luinder Avila,679883,24452,24452
ATH,Athletics,1.16872,1.02372,3.29614,18.228,0.0,0.733065,0.0,32.3148,141.442,31.7848,18.3263,16.8602,4.41026,27.288,14.2548,0.252891,1.36614,4.69575,1.42473,7.59999,3.97011,1.9143,1.2283,0.192927,0.100782,0.0921454131603241,,0.25262,0.29084,0.695174,4.67066,117.40000000000002,3.6687500000000006,121.0,3.78125,0.0886043,0.0307159,1.99616,-1.47968,0.885338,1.05957,1.99616,1.47968,3.81955,999.0,10,AL,Mason Barnett,686930,31741,31741
TOR,Blue Jays,1.21443,1.12896,0.375576,19.6311,0.0,1.51817,0.0,22.8061,98.1496,21.0598,11.4793,10.561,2.6895,22.1209,9.86654,0.514548,0.857452,4.1677,1.35605,8.72959,3.89364,2.24201,1.06136,0.225379,0.100526,0.12485390156507492,,0.240888,0.293384,0.715988,4.13897,97.70000000000002,4.247826086956523,95.0,4.130434782608695,0.0884494,0.0811039,1.73512,-0.518077,1.0891,0.0,1.73512,0.518077,3.54786,999.0,14,AL,Angel Bastardo,682785,sa3009716,sa3009716
CLE,Guardians,1.19217,1.61629,2.72255,13.0202,0.0,1.02898,0.0,25.7766,109.65,27.1303,14.1096,12.9808,4.06975,18.9792,6.58197,0.329125,0.928306,4.53231,1.30786,6.62669,2.29813,2.88352,1.42097,0.173089,0.0600269,0.11306188628077507,,0.265618,0.291569,0.69973,4.58914,90.99999999999999,3.4999999999999996,96.0,3.6923076923076925,0.0871977,0.0774882,0.57272,-1.7984,1.08422,0.931023,0.57272,1.7984,3.55438,999.0,5,AL,Austin Peterson,804926,sa3020868,sa3020868
KCR,Royals,1.25623,1.37483,0.557207,22.3422,0.00203631,1.33249,0.0,27.3898,118.097,28.9075,14.9163,13.723,3.65113,21.9994,8.28325,0.544636,1.20136,4.50924,1.35783,7.22876,2.72178,2.65589,1.19972,0.186283,0.0701396,0.116143599152565,,0.266154,0.304435,0.694357,4.30052,96.20000000000002,3.5629629629629638,104.0,3.8518518518518516,0.0866737,-0.0386064,1.53809,-0.443061,1.01938,0.0550261,1.53809,0.443061,3.64083,999.0,7,AL,Mitch Spence,687765,27707,27707
CLE,Guardians,1.51152,1.24161,0.821733,21.5876,0.00325931,2.74189,0.0,30.5273,133.574,28.8953,16.9373,15.5823,3.41249,28.3821,13.981,0.57641,1.86347,4.59394,1.40453,8.36756,4.12186,2.03004,1.00607,0.212482,0.104669,0.10781322419643402,,0.245438,0.296536,0.680836,4.28597,137.09999999999997,4.422580645161289,136.0,4.387096774193548,0.0842179,-0.0661385,0.552426,0.40273,0.889892,0.300674,0.552426,-0.40273,3.81348,999.0,5,AL,Pedro Avila,658648,18864,18864
SEA,Mariners,0.654914,0.702405,1.92233,6.41482,0.00763818,0.240534,0.0,14.3275,61.5183,14.0367,7.63211,7.02154,1.87695,12.4437,4.93532,0.299699,0.853138,4.41065,1.32417,7.81664,3.10018,2.52135,1.17903,0.202276,0.0802252,0.12205091118812561,,0.251871,0.293649,0.693816,4.31317,48.6,3.4714285714285715,50.0,3.5714285714285716,0.0832039,-0.0352886,1.47841,-1.23438,1.2437,0.517938,1.47841,1.23438,3.34174,999.0,11,AL,Dane Dunning,641540,19409,19409
HOU,Astros,2.33326,2.3142,2.41539,27.1331,0.0,1.55771,0.43141,39.0635,167.944,36.5688,20.9833,19.3046,5.64188,36.3314,16.1641,0.588552,1.53624,4.44766,1.34993,8.37053,3.72411,2.24766,1.29986,0.21633,0.096247,0.12008323520421982,,0.243397,0.285646,0.708156,4.51194,144.60000000000002,3.7076923076923083,143.0,3.6666666666666665,0.0807246,0.00649574,1.58941,0.108986,0.767065,0.76417,1.58941,-0.108986,3.97725,748.3300170898438,21,AL,AJ Blubaugh,805123,31764,31764
BAL,Orioles,0.786596,1.33964,2.02172,12.344,0.0,0.488986,0.0,19.9045,84.6749,20.0445,10.8797,10.0093,3.03716,17.4622,6.09459,0.144505,0.61361,4.52579,1.31322,7.89569,2.75572,2.8652,1.37328,0.206227,0.0719763,0.13425016403198242,,0.257091,0.295949,0.697188,4.37522,72.1,3.6049999999999995,74.0,3.7,0.0807155,0.0127225,1.03655,-0.90757,1.15824,0.720789,1.03655,0.90757,3.45568,999.0,2,AL,Brandon Young,687064,27819,27819
TOR,Blue Jays,1.36862,1.31023,0.00921085,23.4046,0.106843,3.53029,0.346702,25.1671,108.156,21.7834,12.2816,11.2991,3.06799,25.1357,11.7219,0.602582,1.41406,4.04067,1.33131,8.98875,4.19188,2.14433,1.09714,0.232403,0.10838,0.12402236461639404,,0.229251,0.280103,0.726586,4.28825,117.89999999999999,4.715999999999999,113.0,4.52,0.0750699,0.083626,1.08276,-0.0679711,1.07145,0.00673543,1.08276,0.0679711,3.5714,999.0,14,AL,Yariel Rodríguez,684320,33838,33838
KCR,Royals,3.69623,3.47245,5.40225,39.352,0.0,2.07269,0.0,68.9995,294.767,69.818,38.7015,35.6054,10.7985,51.0864,22.5501,0.248079,1.61049,4.64421,1.33868,6.66349,2.94134,2.26546,1.40852,0.173311,0.0765016,0.0968095138669014,,0.258005,0.282766,0.694712,4.73935,228.3,3.3086956521739133,237.0,3.4347826086956523,0.0732094,-0.00527688,1.3391,0.215271,0.39813,1.67664,1.3391,-0.215271,4.46916,999.0,7,AL,Bailey Falter,663559,20070,20070
BOS,Red Sox,1.11184,1.30597,0.0,24.4953,0.0,1.91435,0.0,25.7935,110.868,25.7786,13.4577,12.3811,3.20074,22.3423,9.00254,0.642189,1.02785,4.32006,1.34844,7.79578,3.14121,2.48178,1.11682,0.201521,0.0812005,0.12032092362642288,,0.255644,0.29986,0.703742,4.18254,109.9,4.226923076923077,113.0,4.346153846153846,0.0728912,0.0949997,1.02239,0.636863,1.06509,0.0,1.02239,-0.636863,3.57988,999.0,3,AL,Ryan Watson,670245,sa3015070,sa3015070
BAL,Orioles,0.0996332,0.721805,1.46274,1.46274,0.0,0.0,0.0,7.29587,31.8696,7.23741,3.90334,3.59107,0.896729,6.40896,2.82901,0.0279821,0.5722,4.42986,1.37974,7.90593,3.48979,2.26544,1.10618,0.201099,0.0887682,0.11233126372098923,,0.254226,0.299616,0.699475,4.37463,21.3,3.042857142857143,22.0,3.142857142857143,0.0710547,0.0260711,0.642719,-0.0608013,1.36292,0.600499,0.642719,0.0608013,3.18277,999.0,2,AL,Trey Gibson,694346,sa3023250,sa3023250
TOR,Blue Jays,1.04319,0.726552,0.0,17.2715,0.0,1.05342,0.440208,19.0161,80.048,17.7722,9.21132,8.47441,2.58143,18.3892,6.03706,0.473977,0.901888,4.0108,1.25206,8.70329,2.85724,3.04605,1.22175,0.229727,0.075418,0.1543087735772133,,0.243092,0.291355,0.722841,4.06052,75.89999999999999,3.994736842105263,75.0,3.9473684210526314,0.0701454,0.0760597,1.80531,-1.56887,1.2065,0.0,1.80531,1.56887,3.39134,999.0,14,AL,Chase Lee,695445,29574,29574
BOS,Red Sox,0.0984004,0.596538,1.63205,2.11926,0.0,0.0,0.0,8.42847,36.2719,8.64331,4.81591,4.43063,1.29067,7.10357,2.88739,0.0324141,0.214356,4.73107,1.36807,7.58526,3.08319,2.4602,1.37819,0.195842,0.0796041,0.11623819172382355,,0.260575,0.296766,0.690555,4.54426,28.500000000000007,3.562500000000001,32.0,4.0,0.0701386,0.0128078,0.690617,-0.232277,1.34053,0.465698,0.690617,0.232277,3.21263,999.0,3,AL,Tyler Uberstine,700413,sa3017643,sa3017643
KCR,Royals,2.25471,2.39824,0.0,44.2509,0.182075,5.2727,2.05285,44.157,193.595,38.7595,21.3597,19.651,4.45954,45.8236,23.7731,0.589732,2.56529,4.00522,1.41614,9.33968,4.84539,1.92754,0.908934,0.236699,0.122798,0.11390015482902527,,0.231737,0.293229,0.731452,4.16197,206.00000000000003,4.6818181818181825,199.0,4.5227272727272725,0.0689722,0.203864,2.19726,-3.93489,0.737598,0.0,2.19726,3.93489,4.01654,999.0,7,AL,Alex Lange,656638,19883,19883
BAL,Orioles,1.30179,1.22871,0.0,16.4322,0.0,0.62534,0.0,17.1069,73.2175,14.9466,8.41003,7.73723,2.01597,17.996,7.39215,0.432513,1.09773,4.07059,1.30584,9.46778,3.88905,2.43447,1.06061,0.245788,0.100962,0.14482662826776505,,0.230916,0.289176,0.713694,4.05203,78.20000000000002,4.600000000000001,75.0,4.411764705882353,0.0644626,0.0664459,0.544575,1.37888,1.17062,0.0,0.544575,-1.37888,3.43917,999.0,2,AL,Anthony Nunez,689296,sa3010171,sa3010171
ATH,Athletics,0.933273,1.56281,2.57862,10.4476,0.0,0.570902,0.0,21.3348,95.2947,21.4514,12.2061,11.2296,2.64605,17.709,10.6423,0.296325,1.11683,4.73719,1.50429,7.47047,4.48941,1.66402,1.11623,0.185834,0.111678,0.07415622472763062,,0.256794,0.297645,0.700532,4.74087,67.9,3.2333333333333334,70.0,3.3333333333333335,0.0632679,0.0397448,1.40213,-1.26485,1.03484,1.08886,1.40213,1.26485,3.62021,999.0,10,AL,Braden Nett,804556,sa3020336,sa3020336
LAA,Angels,3.13849,4.89227,12.2444,12.6178,0.0,0.143366,0.0,66.3058,290.451,65.1105,40.8356,37.5688,11.9723,57.1231,29.1264,0.337146,3.26426,5.09939,1.42125,7.75359,3.95346,1.96122,1.62506,0.19667,0.10028,0.09639061987400055,,0.252307,0.281207,0.689266,5.22494,189.80000000000007,2.875757575757577,192.0,2.909090909090909,0.0593164,0.0125443,2.14405,-1.45876,0.382611,3.88332,2.14405,1.45876,4.48985,999.0,1,AL,Caden Dana,702674,31508,31508
BOS,Red Sox,0.882683,0.877331,0.0,14.695,0.0,0.544895,0.0,17.5293,75.2363,17.8699,9.33769,8.59067,1.99372,13.4983,5.61047,0.442655,0.74565,4.41067,1.33949,6.93035,2.88056,2.4059,1.02363,0.179411,0.0745713,0.10484007000923157,,0.259435,0.297373,0.68358,4.16143,70.80000000000003,3.933333333333335,73.0,4.055555555555555,0.0547584,0.0657727,0.957983,-0.33195,1.19454,0.0,0.957983,0.33195,3.40728,999.0,3,AL,Jake Bennett,687562,sa3020737,sa3020737
HOU,Astros,2.10197,2.09991,0.0,39.1555,0.0376267,2.57768,0.987791,42.4481,183.876,38.9602,23.0577,21.213,5.80783,41.3184,19.2594,1.26592,2.13194,4.49767,1.37155,8.76048,4.08345,2.14536,1.2314,0.224709,0.104742,0.11996699869632721,,0.239778,0.287387,0.701994,4.47887,166.6,3.9666666666666663,163.0,3.880952380952381,0.0540243,-0.152891,1.52128,-0.53502,0.698197,0.0,1.52128,0.53502,4.06907,999.0,21,AL,Nate Pearson,663878,20160,20160
LAA,Angels,2.07929,2.67098,0.246721,55.2856,0.170906,8.75417,0.913259,61.5136,261.839,62.3368,32.4301,29.8357,8.30547,48.2646,18.1619,0.947941,2.33595,4.36523,1.30863,7.06155,2.65725,2.65747,1.21517,0.184329,0.0693627,0.1149665117263794,,0.258293,0.292423,0.697951,4.32081,271.2,4.374193548387097,278.0,4.483870967741935,0.052109,0.0330492,2.50329,-1.51847,0.639387,0.0,2.50329,1.51847,4.14748,999.0,1,AL,Brent Suter,608718,13942,13942
