Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
HOU,Astros,3.75174,2.77698,0.0,45.9665,22.8101,1.59424,2.492,48.271,193.814,33.8004,18.9291,17.4148,6.3815,65.0319,17.6289,0.763646,1.91627,3.24694,1.06543,12.125,3.28686,3.68894,1.18981,0.335537,0.0909577,0.24457981437444687,,0.193955,0.266576,0.764796,3.37402,386.0,8.041666666666666,355.0,7.395833333333333,0.639913,0.584687,2.03931,0.230116,1.62594,0.0,2.03931,-0.230116,2.83208,123.93000030517578,21,AL,Josh Hader,623352,14212,14212
TEX,Rangers,3.0424,3.18506,0.0,50.4721,10.1476,14.3738,2.72964,51.4919,210.184,47.5851,21.6018,19.8737,5.81696,50.6198,10.8611,1.59199,1.91207,3.47362,1.13506,8.84758,1.89836,4.66065,1.01672,0.240836,0.0516742,0.18916131183505058,,0.241046,0.296282,0.732457,3.38179,347.8,6.8196078431372555,346.0,6.784313725490196,0.637753,0.411101,1.13276,-1.29422,1.17911,0.0,1.13276,1.29422,3.42785,673.489990234375,13,AL,Chris Martin,455119,11847,11847
TBR,Rays,3.73483,3.55948,0.0,62.294,7.55814,17.6057,4.06662,61.7869,254.767,47.303,25.1163,23.107,7.11527,75.1785,22.5553,0.841869,4.21244,3.36581,1.13063,10.9507,3.28545,3.33307,1.03642,0.295087,0.088533,0.20655398815870285,,0.20747,0.275814,0.746984,3.4984,431.49999999999994,6.959677419354838,400.0,6.451612903225806,0.611888,0.761436,1.94168,-0.320462,0.923624,0.0,1.94168,0.320462,3.7685,504.3299865722656,12,AL,Garrett Cleavinger,664076,17897,17897
HOU,Astros,4.58199,4.61246,8.43249,34.7588,0.0,1.00803,0.0,77.6088,332.519,72.1159,40.31,37.0852,10.3228,76.3502,30.4001,1.14271,4.16112,4.30063,1.32093,8.85404,3.52538,2.51151,1.19709,0.229612,0.0914237,0.13818801939487457,,0.242034,0.292464,0.706372,4.23268,321.00000000000006,4.115384615384616,314.0,4.0256410256410255,0.60706,0.46224,1.51776,-1.02293,0.154819,3.66467,1.51776,1.02293,4.79357,999.0,21,AL,Ryan Weiss,680802,sa3007778,sa3007778
TOR,Blue Jays,4.31473,3.82804,0.0,60.0161,26.5629,3.05364,4.72224,60.8579,250.636,48.5082,26.211,24.1142,8.14499,72.4441,21.7719,1.38214,3.25922,3.56613,1.15482,10.7134,3.21975,3.32741,1.20453,0.289041,0.0868668,0.20217447727918625,,0.215014,0.278337,0.748492,3.72816,441.60000000000014,7.239344262295084,417.0,6.836065573770492,0.601275,0.54701,1.71039,-1.09182,1.72467,0.0,1.71039,1.09182,2.70044,100.37999725341797,14,AL,Jeff Hoffman,656546,17432,17432
BAL,Orioles,4.03059,3.51551,0.0,60.0225,29.1414,1.37574,6.94948,62.5708,259.955,52.5576,26.7632,24.6222,7.1085,70.4941,23.3537,1.84837,1.96249,3.54158,1.21321,10.1397,3.35913,3.01854,1.02247,0.271179,0.0898376,0.1813409999012947,,0.223994,0.289418,0.745126,3.57257,456.3,7.242857142857143,438.0,6.9523809523809526,0.596029,0.52542,2.32172,-2.51247,1.91097,0.0,2.32172,2.51247,2.45204,85.5,2,AL,Ryan Helsley,664854,18138,18138
NYY,Yankees,3.40882,3.58869,0.0652986,56.6828,1.79669,18.9544,1.85877,58.0183,242.957,44.6629,25.6135,23.5644,7.0837,77.7476,26.681,0.995095,2.77965,3.65539,1.22968,12.0605,4.13884,2.91397,1.09885,0.320006,0.109818,0.2101881131529808,,0.209198,0.29207,0.744471,3.5656,378.1,6.51896551724138,351.0,6.051724137931035,0.557434,0.441857,2.86705,-1.00371,0.659787,0.0,2.86705,1.00371,4.12028,999.0,9,AL,Fernando Cruz,518585,7048,7048
HOU,Astros,3.69451,3.09649,0.0,62.1054,0.682041,19.5483,1.72217,63.3135,261.961,56.4677,27.634,25.4232,7.3185,62.8328,17.7833,0.781378,3.46769,3.61391,1.17275,8.93167,2.52789,3.53325,1.04032,0.239856,0.0678853,0.17197047919034958,,0.234588,0.288166,0.728333,3.65995,382.5,6.071428571428571,372.0,5.904761904761905,0.55227,0.445447,1.50751,1.60759,0.816889,0.0,1.50751,-1.60759,3.91081,748.25,21,AL,Bryan King,687911,25890,25890
TOR,Blue Jays,3.47512,3.08604,0.343906,56.98,4.2212,15.7641,1.79726,64.0876,266.797,59.012,29.2218,26.8841,7.94587,64.2589,18.8152,1.03337,2.43886,3.7754,1.21439,9.02405,2.64228,3.41526,1.11586,0.240853,0.0705227,0.1703304424881935,,0.240333,0.294604,0.728684,3.73652,370.80000000000007,5.793750000000001,365.0,5.703125,0.551318,0.393625,3.40493,-0.798934,0.746404,0.251481,3.40493,0.798934,4.00479,748.3800048828125,14,AL,Louis Varland,686973,27691,27691
HOU,Astros,5.02869,7.04596,15.3841,25.0018,0.0,0.609275,0.0,93.1962,402.946,86.0237,51.7484,47.6086,13.9705,92.3995,40.4127,0.675167,5.30861,4.59758,1.35667,8.92306,3.90267,2.2864,1.34914,0.22931,0.100293,0.12901698797941208,,0.240811,0.287231,0.698817,4.57277,345.4,3.713978494623656,336.0,3.6129032258064515,0.546466,0.380641,3.0646,3.9241,0.375954,5.35536,3.0646,-3.9241,4.49873,726.3300170898438,21,AL,Spencer Arrighetti,681293,29921,29921
BOS,Red Sox,4.20023,3.98336,5.95985,35.9037,0.0,1.21064,0.0,68.8955,285.919,63.0705,35.6357,32.7848,10.7195,67.2259,19.5845,0.504831,2.77809,4.28277,1.19972,8.78189,2.55838,3.4326,1.40032,0.235122,0.0684967,0.16662530601024628,,0.239305,0.282047,0.695062,4.18005,280.5,4.065217391304348,271.0,3.927536231884058,0.540383,0.448296,1.45616,-0.508146,0.546498,2.60804,1.45616,0.508146,4.27134,999.0,3,AL,Kutter Crawford,676710,20531,20531
NYY,Yankees,3.95993,3.32979,0.0,60.3669,4.58381,15.6754,4.38276,61.5448,262.687,50.55,27.1125,24.9435,5.19724,68.5517,29.8111,1.56212,3.23029,3.64761,1.30573,10.0247,4.35943,2.29953,0.760019,0.260964,0.113486,0.1474781483411789,,0.220122,0.290916,0.728585,3.61584,392.69999999999993,6.333870967741935,373.0,6.016129032258065,0.52123,0.554272,1.9415,-2.29979,0.668045,0.0,1.9415,2.29979,4.10927,672.6599731445312,9,AL,Camilo Doval,666808,21992,21992
KCR,Royals,4.5617,4.72452,0.0,59.6788,6.46811,18.4331,4.33611,62.4801,264.755,56.1835,28.0943,25.8467,5.60152,59.9732,22.6926,1.6479,4.0703,3.72312,1.26242,8.63889,3.26877,2.64286,0.806875,0.226523,0.0857116,0.14081180840730667,,0.236073,0.29337,0.714895,3.6659,380.4,6.135483870967741,373.0,6.016129032258065,0.516069,0.451009,0.995434,0.891747,0.740776,0.0,0.995434,-0.891747,4.0123,507.3999938964844,7,AL,Lucas Erceg,668674,19360,19360
TEX,Rangers,3.50248,4.10054,0.0,61.8897,17.8831,8.09346,4.79692,61.1682,254.631,53.2025,26.9409,24.7857,6.91244,65.8542,21.603,1.57624,2.07239,3.64685,1.22295,9.68948,3.17857,3.04838,1.01706,0.258626,0.0848403,0.1737852543592453,,0.230358,0.292624,0.73493,3.61217,409.50000000000006,6.713114754098362,396.0,6.491803278688525,0.507079,0.419184,2.24988,-0.617706,1.3223,0.0,2.24988,0.617706,3.23693,232.4600067138672,13,AL,Robert Garcia,676395,23363,23363
KCR,Royals,3.44274,3.02468,7.07974,25.8836,0.0,1.7125,0.526741,59.9921,259.656,62.8358,31.1296,28.6392,6.13783,43.348,18.5986,0.721373,3.64459,4.29645,1.35742,6.50306,2.79015,2.33072,0.920796,0.166944,0.0716278,0.09531628340482712,,0.264669,0.301702,0.690607,4.13236,231.39999999999998,3.8566666666666665,247.0,4.116666666666666,0.50317,0.425016,0.994253,1.16768,0.55923,2.94442,0.994253,-1.16768,4.25436,999.0,7,AL,Stephen Kolek,663568,21487,21487
BOS,Red Sox,2.55022,2.52206,6.03844,20.5564,0.0,0.922242,0.0,47.5381,199.535,43.4362,23.8731,21.9633,6.98867,48.0946,16.2426,0.484016,1.51995,4.15813,1.25539,9.10537,3.07508,2.96102,1.32311,0.241034,0.0814025,0.15963177382946014,,0.23896,0.287694,0.717626,4.14383,203.3,4.235416666666667,195.0,4.0625,0.501922,0.495486,2.83586,0.476296,0.764754,2.11528,2.83586,-0.476296,3.98033,663.4400024414062,3,AL,Payton Tolle,801139,35466,35466
LAA,Angels,2.41345,3.22772,5.17974,22.9064,0.193425,1.42676,0.831211,47.8637,205.582,48.9863,26.0526,23.9684,6.94,43.9,16.1529,1.93554,1.1592,4.50687,1.36093,8.25469,3.03729,2.71778,1.30496,0.21354,0.0785716,0.13496876507997513,,0.260192,0.305947,0.705239,4.27078,182.70000000000002,3.8062500000000004,190.0,3.9583333333333335,0.497328,0.180716,2.91927,-2.95215,0.630819,1.94634,2.91927,2.95215,4.15891,999.0,1,AL,Ryan Johnson,696270,35325,35325
MIN,Twins,3.64185,3.11682,0.205083,61.763,5.83329,12.3803,2.27124,66.0205,276.343,60.8404,31.8442,29.2967,7.55018,64.4275,20.1663,1.23899,3.56599,3.99376,1.22699,8.78284,2.74909,3.19481,1.02925,0.233143,0.0729756,0.1601678654551506,,0.240846,0.295019,0.697969,3.74849,365.4000000000001,5.536363636363638,360.0,5.454545454545454,0.494897,0.232344,1.70725,-2.93276,0.710476,0.0,1.70725,2.93276,4.0527,731.3499755859375,8,AL,Cole Sands,663485,21461,21461
TBR,Rays,4.01814,3.12866,0.0,55.7625,9.3907,14.2488,2.06608,59.8416,247.688,48.2932,26.6653,24.5321,7.64672,71.0185,21.6096,1.7227,3.66764,3.68955,1.16813,10.681,3.25002,3.28644,1.15004,0.286726,0.0872453,0.19948094338178635,,0.217135,0.282768,0.730395,3.68997,385.8,6.430000000000001,361.0,6.016666666666667,0.492631,0.446491,1.951,0.657133,0.868342,0.0,1.951,-0.657133,3.84221,564.739990234375,12,AL,Edwin Uceta,670955,20539,20539
DET,Tigers,4.01609,3.37921,0.532763,61.3271,1.12325,14.993,1.69083,67.5749,275.857,60.8091,29.3848,27.034,8.19564,56.5362,16.3258,1.04315,2.07968,3.60054,1.14147,7.52981,2.17436,3.463,1.09154,0.204947,0.0591819,0.1457652747631073,,0.236196,0.273004,0.727222,3.85563,371.20000000000005,5.458823529411766,361.0,5.3088235294117645,0.470139,0.686511,2.34837,1.50786,0.904823,0.0,2.34837,-1.50786,3.79357,999.0,6,AL,Tyler Holton,663947,26231,26231
TEX,Rangers,2.59019,2.78869,6.91164,14.4005,0.00108571,0.512278,0.0,46.994,201.859,48.4081,25.5756,23.5296,6.05706,36.8446,15.0925,0.406442,1.60576,4.50624,1.35125,7.05625,2.89042,2.44126,1.16001,0.182527,0.0747674,0.10775912553071976,,0.261439,0.297704,0.689286,4.30863,176.2,3.7489361702127657,184.0,3.9148936170212765,0.465845,0.174884,1.79637,-1.14503,0.687558,2.73623,1.79637,1.14503,4.08326,999.0,13,AL,Jordan Montgomery,656756,16511,16511
TOR,Blue Jays,3.85749,3.49196,0.0,65.6347,3.10833,22.5355,2.65078,66.1853,274.21,65.8347,29.4941,27.1346,6.50298,45.3204,12.8214,0.908515,2.95502,3.68981,1.18842,6.16275,1.74348,3.53475,0.884288,0.165276,0.0467575,0.11851850524544716,,0.254745,0.287167,0.706839,3.75804,379.70000000000005,5.753030303030304,388.0,5.878787878787879,0.464725,0.500679,2.84922,-0.249778,0.912421,0.0,2.84922,0.249778,3.78344,745.4000244140625,14,AL,Tyler Rogers,643511,15541,15541
TBR,Rays,3.2212,3.00452,0.0,60.8299,2.44914,16.3693,3.30972,62.4052,258.321,52.7744,29.2415,26.9021,8.27009,68.5904,21.9025,0.97309,2.04531,3.87979,1.19665,9.89203,3.15876,3.13162,1.1927,0.265524,0.0847879,0.18073562532663345,,0.225172,0.282544,0.720069,3.81094,362.59999999999997,5.848387096774193,346.0,5.580645161290323,0.460998,0.348002,1.54429,-1.25818,0.709966,0.0,1.54429,1.25818,4.05338,999.0,12,AL,Bryan Baker,641329,19804,19804
LAA,Angels,2.668,2.78822,0.452543,54.9922,3.44675,12.1992,2.18616,55.052,229.902,47.9954,25.2914,23.2681,7.22484,59.669,18.6701,1.10568,3.23584,3.80391,1.21096,9.75481,3.05223,3.19596,1.18113,0.259541,0.0812093,0.17833218723535538,,0.230752,0.288944,0.731628,3.86722,313.09999999999997,5.692727272727272,301.0,5.472727272727273,0.453503,0.375932,2.31213,-0.199109,0.837475,0.321372,2.31213,0.199109,3.88337,739.7899780273438,1,AL,Drew Pomeranz,519141,11426,11426
DET,Tigers,2.77212,2.61678,4.02128,27.9812,0.0,2.36318,0.0,50.3491,210.119,46.5997,23.7671,21.8657,6.7618,45.2797,15.806,0.383589,1.28578,3.90853,1.23946,8.09383,2.82535,2.86472,1.20868,0.215495,0.075224,0.14027128368616104,,0.241415,0.282566,0.729869,4.10078,208.7,4.1739999999999995,206.0,4.12,0.444269,0.415839,3.28015,1.31359,0.836959,2.3222,3.28015,-1.31359,3.88405,742.5599975585938,6,AL,Troy Melton,675512,31807,31807
HOU,Astros,3.32987,2.65679,0.0919101,61.2687,0.508004,11.6927,3.07555,61.9272,257.087,51.5933,29.6788,27.3045,8.73193,68.925,22.1717,1.65887,3.11392,3.96822,1.19116,10.017,3.22226,3.10869,1.26903,0.2681,0.086242,0.18185783177614212,,0.222575,0.27806,0.716379,3.96711,328.9,5.304838709677419,309.0,4.983870967741935,0.44207,0.183294,1.29652,0.536855,0.674465,0.0,1.29652,-0.536855,4.10071,999.0,21,AL,Steven Okert,595345,13580,13580
CLE,Guardians,3.06707,2.71558,0.391035,62.449,2.52201,16.0453,2.32278,65.7582,273.324,58.3595,30.2151,27.7978,7.61399,65.1542,20.0277,0.720857,3.58063,3.80455,1.19205,8.91733,2.74109,3.2532,1.04209,0.238377,0.0732746,0.16510221362113953,,0.233704,0.286782,0.711263,3.7358,376.2000000000001,5.700000000000002,363.0,5.5,0.441188,0.377694,0.892286,1.00935,0.772758,0.0,0.892286,-1.00935,3.96966,748.25,5,AL,Shawn Armstrong,542888,12857,12857
BAL,Orioles,3.77688,3.71502,4.4892,40.8329,0.285157,4.84759,0.310292,68.2538,280.508,62.7451,35.2416,32.4223,11.4761,62.0554,17.3464,0.313356,1.79769,4.27523,1.17344,8.18267,2.2873,3.57743,1.51325,0.221225,0.0618391,0.15938610956072807,,0.240068,0.272951,0.700506,4.34401,291.1,4.280882352941177,284.0,4.176470588235294,0.407455,0.190465,2.41962,0.683449,0.674001,3.28273,2.41962,-0.683449,4.10133,748.25,2,AL,Tyler Wells,669330,20000,20000
TOR,Blue Jays,2.40859,2.72332,0.0,50.3753,0.0,7.79302,0.966291,53.4348,224.366,49.8719,24.39,22.4388,5.69221,50.3719,16.345,1.23108,2.65374,3.77937,1.23921,8.48412,2.75299,3.08179,0.958736,0.224508,0.0728499,0.15165797621011734,,0.242843,0.295906,0.718085,3.70127,263.40000000000003,4.969811320754718,262.0,4.943396226415095,0.40487,0.327564,1.43857,-1.73712,0.859193,0.0,1.43857,1.73712,3.85441,999.0,14,AL,Tommy Nance,667297,19178,19178
TOR,Blue Jays,3.2492,2.2144,0.0877679,47.3742,0.957469,7.09764,1.33803,48.8429,204.723,39.8671,22.0307,20.2683,5.77914,54.7304,20.4785,1.21842,2.2448,3.73472,1.23551,10.0849,3.77345,2.67258,1.06489,0.267338,0.10003,0.16730844229459763,,0.21905,0.280582,0.733231,3.82793,261.8,5.342857142857143,244.0,4.979591836734694,0.40376,0.322571,1.68645,1.58994,0.787811,0.0,1.68645,-1.58994,3.94959,999.0,14,AL,Braydon Fisher,680755,24609,24609
CHW,White Sox,2.89291,3.41701,1.77178,56.7421,0.38965,6.94545,0.0,71.5144,307.658,65.5606,34.3261,31.58,7.6734,68.5177,30.3746,1.77648,3.61613,3.97431,1.34148,8.62287,3.82261,2.25576,0.965689,0.222707,0.0987284,0.12397885322570801,,0.239563,0.293135,0.723176,4.03972,326.80000000000007,4.53888888888889,320.0,4.444444444444445,0.401788,0.481855,1.70772,-0.334344,0.514025,0.721131,1.70772,0.334344,4.31463,999.0,4,AL,Sean Newcomb,656794,16943,16943
DET,Tigers,3.0659,2.56178,0.0819218,41.9999,0.150856,6.35478,0.872722,49.7346,209.713,45.6422,21.8659,20.1166,4.59936,44.7779,15.7695,1.32128,3.57343,3.64032,1.23479,8.10304,2.85367,2.83952,0.832303,0.21352,0.0751959,0.1383243128657341,,0.239756,0.2911,0.719373,3.70345,242.9,4.8580000000000005,239.0,4.78,0.400678,0.395958,1.45789,0.550342,0.898713,0.0,1.45789,-0.550342,3.80172,999.0,6,AL,Brant Hurter,676428,30133,30133
DET,Tigers,4.05193,4.37206,0.0,59.9505,5.94904,13.9717,5.26379,62.0995,260.498,56.6974,29.2641,26.923,7.04208,58.6273,21.3445,1.75088,1.75304,3.90191,1.25672,8.49678,3.09342,2.74672,1.0206,0.225059,0.0819372,0.14312167465686798,,0.238826,0.289146,0.715395,3.83699,359.49999999999994,5.798387096774193,354.0,5.709677419354839,0.391555,0.312314,1.44054,2.05398,0.725229,0.0,1.44054,-2.05398,4.03303,637.8200073242188,6,AL,Kyle Finnegan,640448,15009,15009
MIN,Twins,2.40658,2.77219,4.01462,28.5918,0.0,1.47291,0.0,46.702,201.744,45.423,23.5389,21.6558,5.38628,43.4979,18.1844,0.722954,2.23339,4.17331,1.36198,8.38254,3.50433,2.39205,1.038,0.21561,0.090136,0.12547383457422256,,0.250505,0.302297,0.71466,4.08326,199.3,4.240425531914894,200.0,4.25531914893617,0.385036,0.25009,1.27952,-0.826795,0.710805,1.38467,1.27952,0.826795,4.05226,999.0,8,AL,Connor Prielipp,687570,sa3020808,sa3020808
BOS,Red Sox,4.09872,3.53566,0.0,55.4844,1.61992,14.0534,3.43822,59.8531,250.901,55.0499,28.8514,26.5433,7.11063,55.7337,19.5157,1.58685,2.16298,3.99127,1.24581,8.38057,2.93454,2.85584,1.06921,0.222134,0.0777824,0.14435165375471115,,0.240159,0.288134,0.707532,3.9038,326.9,5.448333333333333,321.0,5.35,0.381789,0.318765,1.53344,0.536284,0.63506,0.0,1.53344,-0.536284,4.15325,999.0,3,AL,Justin Slaten,686580,25648,25648
MIN,Twins,3.49629,3.1115,0.0,56.7855,2.90541,13.6068,2.54826,60.7854,261.888,56.2793,28.3973,26.1255,5.17392,57.8664,24.9266,1.24599,3.94901,3.86819,1.33595,8.56781,3.69068,2.32147,0.766061,0.220958,0.0951803,0.12577810883522034,,0.241529,0.300669,0.713993,3.76284,344.30000000000007,5.644262295081968,340.0,5.573770491803279,0.381648,0.377003,3.45982,-3.23417,0.648992,0.0,3.45982,3.23417,4.13468,748.2999877929688,8,AL,Kody Funderburk,681892,24993,24993
MIN,Twins,2.74471,3.62798,0.121354,58.6493,5.21704,13.1608,3.041,61.5281,262.302,61.1597,29.7155,27.3383,5.84886,51.1968,19.3533,1.77229,3.2941,3.9989,1.30856,7.48878,2.83089,2.64538,0.855539,0.195183,0.0737825,0.12140020728111267,,0.2552,0.302893,0.702354,3.81099,339.4,5.474193548387096,345.0,5.564516129032258,0.37742,0.224489,2.14036,1.55668,0.800381,0.0,2.14036,-1.55668,3.93283,999.0,8,AL,Justin Topa,623437,15145,15145
BAL,Orioles,3.65332,3.34567,0.0,55.4432,4.59118,16.9952,2.72818,56.985,234.414,52.0806,25.5987,23.5508,7.4509,56.6281,14.7467,1.16179,1.76064,3.71953,1.17272,8.94364,2.32904,3.84006,1.17677,0.241573,0.0629086,0.17866423726081848,,0.239004,0.290127,0.731054,3.71647,356.49999999999994,6.25438596491228,350.0,6.140350877192983,0.369933,0.30944,1.45642,0.158135,0.861382,0.0,1.45642,-0.158135,3.85149,745.4000244140625,2,AL,Andrew Kittredge,552640,12828,12828
HOU,Astros,2.8564,1.55637,0.0,40.7263,0.969591,5.69567,1.61282,43.5674,180.001,36.8059,19.1006,17.5726,5.19873,47.0322,15.0075,0.641116,1.40626,3.63009,1.18927,9.71576,3.1002,3.13392,1.07394,0.261289,0.0833746,0.1779145523905754,,0.224993,0.283839,0.734537,3.65755,242.90000000000003,5.520454545454546,230.0,5.2272727272727275,0.368726,0.369394,2.98574,2.13866,0.944716,0.0,2.98574,-2.13866,3.74038,999.0,21,AL,Bennett Sousa,656986,21345,21345
NYY,Yankees,3.39621,3.02335,2.88835,41.6236,0.00836043,6.88663,0.0,59.1881,252.142,58.63,31.7422,29.2028,7.93134,50.1784,19.0219,0.628986,2.25255,4.4405,1.31195,7.63,2.89243,2.63792,1.20602,0.199008,0.0754414,0.12356703728437424,,0.253955,0.293467,0.689874,4.25993,249.80000000000004,4.233898305084747,256.0,4.338983050847458,0.364301,0.0450725,3.16165,-0.481262,0.514186,1.33092,3.16165,0.481262,4.31442,999.0,9,AL,Paul Blackburn,621112,14739,14739
TOR,Blue Jays,2.75594,2.41561,0.0,51.8832,0.351306,15.809,2.49338,51.234,221.498,42.9602,22.0506,20.2866,4.15883,54.8862,27.3282,1.66118,2.11924,3.56363,1.37191,9.64157,4.8006,2.00841,0.730559,0.247795,0.123379,0.12441625446081161,,0.223691,0.291726,0.748266,3.77211,303.40000000000003,5.949019607843138,290.0,5.686274509803922,0.358891,0.429749,2.53588,-2.62571,0.792032,0.0,2.53588,2.62571,3.94396,748.3099975585938,14,AL,Brendon Little,663893,21574,21574
MIN,Twins,2.68211,3.26402,0.0,56.914,15.7707,9.3476,3.87338,57.4265,245.737,51.7206,27.9874,25.7484,6.75363,58.8595,23.7389,1.43803,3.21392,4.03534,1.31402,9.22459,3.7204,2.47946,1.05844,0.239523,0.0966028,0.14291983097791672,,0.2364,0.293574,0.719227,4.02212,353.49999999999994,6.201754385964911,347.0,6.087719298245614,0.356121,0.163314,1.56961,-1.11894,1.27761,0.0,1.56961,1.11894,3.29652,420.3399963378906,8,AL,Taylor Rogers,573124,13449,13449
TOR,Blue Jays,4.09257,3.84929,3.61967,40.2889,0.0,2.18716,0.0,65.2631,275.083,61.6669,33.3997,30.7277,10.3736,62.5274,21.3774,0.669953,2.12321,4.23745,1.27245,8.62273,2.94802,2.92492,1.43055,0.227303,0.0777126,0.14959081262350082,,0.245116,0.287066,0.724514,4.3656,261.8,4.027692307692308,260.0,4.0,0.353413,0.262646,1.17185,-0.22381,0.442715,1.75263,1.17185,0.22381,4.40971,731.9000244140625,14,AL,Eric Lauer,641778,19316,19316
BOS,Red Sox,2.2746,1.87214,0.105433,49.9732,0.396169,10.0236,2.51928,47.8897,201.103,42.6925,21.8415,20.0942,5.58079,46.3524,17.4715,0.605426,1.57979,3.77633,1.2563,8.7111,3.28346,2.65303,1.04881,0.230491,0.0868786,0.14361262321472168,,0.234508,0.285215,0.732032,3.90773,244.60000000000002,5.095833333333334,237.0,4.9375,0.352501,0.374705,1.20832,0.51732,0.889917,0.0,1.20832,-0.51732,3.81344,999.0,3,AL,Danny Coulombe,543056,13293,13293
DET,Tigers,1.6272,1.97741,3.05864,20.9383,0.0,2.46177,0.0,35.6263,148.044,33.3237,17.8409,16.4136,4.82104,32.2204,9.55614,0.238241,1.49147,4.14644,1.2036,8.13959,2.41409,3.3717,1.2179,0.217641,0.0645494,0.15309156477451324,,0.243245,0.285155,0.693017,4.01582,158.10000000000002,4.3916666666666675,154.0,4.277777777777778,0.351317,0.225092,1.72155,-0.384363,1.03843,0.807613,1.72155,0.384363,3.61543,999.0,6,AL,Sawyer Gipson-Long,687830,26048,26048
LAA,Angels,3.15759,4.98081,12.5123,14.8864,0.0,0.150111,0.0,71.5251,312.098,72.3906,41.9364,38.5815,11.55,55.5619,28.8697,0.884619,2.69933,4.85471,1.41573,6.99135,3.63268,1.92457,1.45334,0.178027,0.0925023,0.08552498370409012,,0.258051,0.285079,0.697188,5.00488,214.00000000000006,2.972222222222223,220.0,3.0555555555555554,0.34467,0.267994,2.28512,0.753617,0.351994,3.71312,2.28512,-0.753617,4.53067,999.0,1,AL,Tyler Anderson,542881,12880,12880
ATH,Athletics,4.06403,4.47705,0.0,61.0556,6.88553,15.0848,3.98089,60.864,260.686,56.3268,30.4994,28.0595,8.04368,65.2905,23.2708,1.00041,3.98316,4.14917,1.30779,9.65454,3.44107,2.80568,1.18942,0.250456,0.0892675,0.16118869930505753,,0.241298,0.301585,0.718478,4.05109,351.4000000000001,5.760655737704919,345.0,5.655737704918033,0.334039,0.191704,2.93314,-3.27677,0.647395,0.0,2.93314,3.27677,4.13681,725.989990234375,10,AL,Mark Leiter Jr.,643410,15551,15551
TOR,Blue Jays,2.43458,2.67891,0.0,49.9426,4.62099,12.111,3.97444,51.15,212.345,42.339,23.3238,21.4579,6.39761,56.1649,18.6194,1.62259,2.53978,3.77558,1.19176,9.88239,3.27613,3.01648,1.12568,0.264499,0.0876846,0.1768142729997635,,0.221455,0.279432,0.723718,3.80604,313.40000000000003,6.145098039215687,296.0,5.803921568627451,0.329428,0.325045,1.49145,-0.70112,0.933822,0.0,1.49145,0.70112,3.7549,999.0,14,AL,Yimi García,554340,12095,12095
CLE,Guardians,2.42863,2.78453,0.0,57.1126,2.21334,17.241,1.12622,58.7647,252.733,45.89,26.578,24.4518,6.1687,70.0494,32.7453,0.779936,3.09245,3.74487,1.33814,10.7283,5.01504,2.13922,0.944756,0.277167,0.129565,0.14760276675224304,,0.211577,0.282358,0.743685,3.94527,353.20000000000005,5.986440677966103,327.0,5.5423728813559325,0.328504,0.318511,2.22603,0.765677,0.703979,0.0,2.22603,-0.765677,4.06136,999.0,5,AL,Erik Sabrowski,681870,24978,24978
SEA,Mariners,3.36736,2.55474,0.0,59.0038,0.797576,11.2718,1.15167,62.7138,259.092,53.0386,28.2667,26.0054,7.69029,63.6025,21.086,1.10072,2.47012,3.73201,1.18195,9.12754,3.02603,3.01634,1.10363,0.245483,0.0813842,0.16409838199615479,,0.225183,0.276105,0.723788,3.82776,338.00000000000006,5.365079365079366,319.0,5.063492063492063,0.328088,0.259711,0.785353,-0.218207,0.783855,0.0,0.785353,0.218207,3.95486,999.0,11,AL,Eduard Bazardo,660825,20997,20997
ATH,Athletics,2.18644,2.42755,6.92061,6.92061,0.0,0.0,0.0,36.9311,158.582,36.3735,19.8201,18.2345,5.39261,31.85,13.258,0.275916,1.4807,4.44369,1.34389,7.76176,3.23093,2.40233,1.31416,0.200843,0.0836034,0.11723961681127548,,0.252869,0.290626,0.708414,4.50579,140.70000000000002,3.802702702702703,142.0,3.8378378378378377,0.327884,0.304026,0.560602,0.531937,0.832272,2.42876,0.560602,-0.531937,3.8903,999.0,10,AL,Gage Jump,695611,sa3034986,sa3034986
CHW,White Sox,3.76004,6.61,13.123,30.4384,0.0257534,0.522744,0.0,93.3605,407.311,98.2001,55.679,51.2247,14.9386,70.5236,33.1348,1.02647,4.2973,4.93808,1.40675,6.79851,3.19422,2.12838,1.44008,0.173144,0.0813502,0.09179400652647018,,0.265492,0.292745,0.68516,4.9073,283.90000000000003,3.0526881720430112,305.0,3.2795698924731185,0.309029,0.00171269,2.1921,-0.343528,0.55444,3.99964,2.1921,0.343528,4.26075,999.0,4,AL,Jonathan Cannon,686563,31730,31730
