year,fantasy_team,player_name,fg_id,mlb_team,position,salary,contract_year,status,eligibility,G,AB,PA,R,HR,RBI,SB,AVG,IP,W,SV,ERA,WHIP,SO,is_pitcher,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,total_sgp,par,production_value,auction_value,surplus,production_surplus
2022,HAMMERHEADS,Luis Castillo,15689,FA,P,75,bL,act,P,25,,,,,,,,150.1,8.0,0.0,2.99,1.08,167.0,True,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.68114926419061,1.6887993604721383,1.9208161779333932,10.957431469262808,6.342017157064368,36.22619388503518,22.39908855473162,-52.60091144526838,-38.77380611496482
2022,Dancing With Dingos,Jose Ramirez,13510,Cle,3B,47,b,act,"3B,CI",157,601.0,685.0,90.0,29.0,126.0,20.0,0.28,,,,,,,False,2.8280813270505276,2.3827456350564873,4.084928819301457,1.930674768801452,1.2897332066328953,0.0,0.0,0.0,0.0,0.0,12.51616375684282,8.209898075744537,46.89570401697988,75.04853593823765,28.04853593823765,-0.10429598302012266
2022,Kerry & Mitch,Whit Merrifield,11281,FA,MI,41,b,act,"2B,MI,OF",139,504.0,550.0,70.0,11.0,58.0,16.0,0.25,,,,,,,False,2.199618809928188,0.9038000684697021,1.8803640596784486,1.5445398150411616,0.3229390805919276,0.0,0.0,0.0,0.0,0.0,6.851261833709428,2.5449961526111435,14.537255541553263,23.264385679306105,-17.735614320693895,-26.462744458446736
2022,Gusteroids,Mike Trout,10155,LAA,OF,40,b,act,OF,119,438.0,499.0,85.0,40.0,80.0,1.0,0.283,,,,,,,False,2.670965697769943,3.2865457035261896,2.5936055995564806,0.0965337384400726,1.0058676001109303,0.0,0.0,0.0,0.0,0.0,9.653518339403616,5.347252658305332,30.544006229353165,48.880446455636566,8.880446455636566,-9.455993770646835
2022,Mean Machine,Rafael Devers,17350,Bos,3B,39,b,act,"3B,CI",141,555.0,614.0,84.0,27.0,88.0,3.0,0.295,,,,,,,False,2.6395425719138257,2.218418349880178,2.8529661595121287,0.2896012153202178,1.6087185587698067,0.0,0.0,0.0,0.0,0.0,9.609246855396156,5.302981174297872,30.291123380960677,48.4757508031547,9.475750803154703,-8.708876619039323
2022,Mean Machine,Javier Baez,12979,Det,SS,38,b,act,"SS,MI,2B",144,555.0,590.0,64.0,17.0,67.0,9.0,0.238,,,,,,,False,2.011080054791486,1.3967819239986305,2.1721446896285523,0.8688036459606534,0.021457141582267653,0.0,0.0,0.0,0.0,0.0,6.47026745596159,2.164001774863306,12.360980098648241,19.78162986591167,-18.21837013408833,-25.63901990135176
2022,Kerry & Mitch,Gerrit Cole,13125,NYY,P,37,z,act,P,33,,,,,,,,200.2,13.0,0.0,3.5,1.02,257.0,True,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,7.203924316748424,1.4306203609729105,3.087901153233219,16.055779164287884,11.440364852089445,65.34843173448193,40.40571620575793,3.4057162057579333,28.348431734481935
2022,R&R,Aaron Judge,15640,NYY,OF,36,b,act,OF,157,570.0,696.0,133.0,62.0,131.0,16.0,0.311,,,,,,,False,4.1792757388635575,5.094145840465593,4.247029169273737,1.5445398150411616,2.1097863157635968,0.0,0.0,0.0,0.0,0.0,17.174776879407645,12.86851119830936,73.50613694925546,117.63397258136493,81.63397258136493,37.50613694925546
2022,Mean Machine,Trevor Story,12564,Bos,MI,36,b,act,"SS,MI",94,357.0,396.0,53.0,16.0,66.0,13.0,0.238,,,,,,,False,1.6654256703741996,1.3146182814104757,2.1397246196340967,1.254938599720944,0.013802161342107301,0.0,0.0,0.0,0.0,0.0,6.388509332481823,2.082243651383539,11.893970067059863,19.034260360029258,-16.965739639970742,-24.10602993294014
2022,HAMMERHEADS,Tommy Pham,2967,FA,OF,35,bL,act,OF,144,554.0,622.0,89.0,17.0,63.0,8.0,0.236,,,,,,,False,2.7966582011944108,1.3967819239986305,2.0424644096507283,0.7722699075205808,-0.034174554555364216,0.0,0.0,0.0,0.0,0.0,6.973999887808986,2.667734206710702,15.238346761391698,24.386362003384246,-10.613637996615754,-19.761653238608304
