year,fantasy_team,player_name,fg_id,mlb_team,position,salary,contract_year,status,eligibility,G,AB,PA,R,HR,RBI,SB,AVG,IP,W,SV,ERA,WHIP,SO,is_pitcher,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,total_sgp,par,production_value,auction_value,surplus,production_surplus
2023,On a Bender,Jack Flaherty,17479,FA,P,30,L,act,P,29,,,,,,,,144.1,8.0,0.0,4.99,1.58,148.0,True,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.1485634197617385,-0.6985513459928946,-1.3107607171950497,4.80591802324046,0.19050371104202046,1.0587644414906532,1.0,-29.0,-28.941235558509348
2023,Dancing With Dingos,George Springer,12856,Tor,OF,28,a,act,OF,154,613.0,683.0,87.0,21.0,72.0,20.0,0.258,,,,,,,False,2.7338119494821767,1.7254364943512495,2.3342450396008325,1.930674768801452,0.6388354341313501,0.0,0.0,0.0,0.0,0.0,9.36300368636706,5.056738005268776,28.10388501425054,36.84384541860741,8.843845418607408,0.10388501425054031
2023,Kerry & Mitch,Kevin Gausman,14107,Tor,P,28,b,act,P,31,,,,,,,,185.0,12.0,0.0,3.16,1.18,237.0,True,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.643307638402243,1.8283105448991324,1.5573837043388503,14.029001887640225,9.413587575441785,52.31799284759101,37.62994806592085,9.62994806592085,24.317992847591007
2023,Kerry & Mitch,Alex Bregman,17678,Hou,CI,27,a,act,"3B,CI",161,622.0,724.0,103.0,25.0,98.0,3.0,0.262,,,,,,,False,3.2365819631800483,2.0540910647038686,3.1771668594566886,0.2896012153202178,0.7730482039966279,0.0,0.0,0.0,0.0,0.0,9.530489306657453,5.224223625559168,29.034721575147557,38.06416062920152,11.064160629201517,2.0347215751475574
2023,Livn Lex,Luis Castillo,15689,Sea,P,27,a,act,P,33,,,,,,,,197.0,14.0,0.0,3.34,1.1,219.0,True,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,6.13875262789068,1.6614711182885136,2.3484736398532045,14.815364052699064,10.199949740500625,56.68836597021358,40.77335829024019,13.77335829024019,29.68836597021358
2023,On a Bender,Corey Seager,13624,Tex,SS,26,b,act,"SS,MI",119,477.0,536.0,88.0,33.0,96.0,2.0,0.327,,,,,,,False,2.765235075338294,2.7114002054091064,3.112326719467777,0.1930674768801452,2.1484876613353214,0.0,0.0,0.0,0.0,0.0,10.930517138430645,6.6242514573323605,36.81567070874084,48.26488864039257,22.26488864039257,10.81567070874084
2023,On a Bender,Gleyber Torres,16997,NYY,2B,25,a,act,"2B,MI",158,596.0,672.0,90.0,25.0,68.0,13.0,0.273,,,,,,,False,2.8280813270505276,2.0540910647038686,2.2045647596230085,1.254938599720944,1.0696764715146163,0.0,0.0,0.0,0.0,0.0,9.411352222612965,5.105086541514681,28.372592173262237,37.19611717834739,12.196117178347393,3.3725921732622375
2023,Livn Lex,Anthony Santander,14551,Bal,OF,25,a,act,OF,153,591.0,656.0,81.0,28.0,95.0,5.0,0.257,,,,,,,False,2.5452731943454747,2.3005819924683326,3.0799066494733207,0.482668692200363,0.5862552610109292,0.0,0.0,0.0,0.0,0.0,8.994685789498421,4.688420108400137,26.05688083655701,34.16024827693318,9.160248276933181,1.05688083655701
2023,HAMMERHEADS,Masataka Yoshida,31837,Bos,OF,25,a,act,OF,140,537.0,580.0,71.0,15.0,72.0,8.0,0.289,,,,,,,False,2.231041935784305,1.232454638822321,2.3342450396008325,0.7722699075205808,1.3948825692810733,0.0,0.0,0.0,0.0,0.0,7.964894091009112,3.658628409910828,20.33359688298485,26.657093849519143,1.6570938495191427,-4.66640311701515
2023,R&R,Javier Baez,12979,Det,UT,25,a,act,"SS,MI",136,510.0,547.0,58.0,9.0,59.0,12.0,0.222,,,,,,,False,1.8225412996547845,0.7394727832933926,1.9127841296729045,1.1584048612808713,-0.38970425346779786,0.0,0.0,0.0,0.0,0.0,5.243498820434155,0.9372331393358708,5.208870293852677,6.828764486296844,-18.171235513703156,-19.791129706147323
2023,Dancing With Dingos,Jose Abreu,15676,Hou,1B,25,a,act,"1B,CI",141,540.0,594.0,62.0,18.0,90.0,0.0,0.237,,,,,,,False,1.9482338030792523,1.4789455665867852,2.9178062995010405,0.0,-0.006216859408221067,0.0,0.0,0.0,0.0,0.0,6.338768809758857,2.032503128660573,11.296063620354623,14.808999597602401,-10.191000402397599,-13.703936379645377
2023,Gusteroids,Gunnar Henderson,26289,Bal,3B,23,a,act,"SS,CI,3B,MI",150,560.0,622.0,100.0,28.0,82.0,10.0,0.255,,,,,,,False,3.1423125856116974,2.3005819924683326,2.6584457395453924,0.965337384400726,0.4993090137800338,0.0,0.0,0.0,0.0,0.0,9.565986715806181,5.259721034707897,29.232005892424866,38.32279792741118,15.32279792741118,6.232005892424866
2023,Thunder & Lightning,Esteury Ruiz,21780,Oak,OF,22,a,act,OF,132,449.0,497.0,47.0,5.0,47.0,67.0,0.254,,,,,,,False,1.4768869152374977,0.4108182129407737,1.5237432897394323,6.467760475484864,0.3778106099443739,0.0,0.0,0.0,0.0,0.0,10.257019503346942,5.950753822248658,33.07256594949872,43.3577246285401,21.357724628540097,11.072565949498717
2023,Mean Machine,Kenley Jansen,3096,Bos,P,22,a,act,P,51,,,,,,,,44.2,3.0,29.0,3.63,1.28,52.0,True,0.0,0.0,0.0,0.0,0.0,1.0,4.528816423841491,1.4576033637000703,0.2695992634083882,0.17855344381288651,7.434572494762835,2.8191581825643954,15.668064534334542,11.269324808351337,-10.730675191648663,-6.331935465665458
2023,Mean Machine,Kyle Tucker,18345,Hou,OF,20,x,act,OF,157,574.0,674.0,97.0,29.0,112.0,30.0,0.284,,,,,,,False,3.0480432080433464,2.3827456350564873,3.631047839379073,2.896012153202178,1.346991788136823,0.0,0.0,0.0,0.0,0.0,13.304840623817906,8.998574942719621,50.011472854399244,65.56442193205808,45.56442193205808,30.011472854399244
2023,Dancing With Dingos,Yordan Alvarez,19556,Hou,OF,20,y,act,OF,114,410.0,496.0,77.0,31.0,97.0,0.0,0.293,,,,,,,False,2.419580690921007,2.5470729202327966,3.144746789462233,0.0,1.1472798595339528,0.0,0.0,0.0,0.0,0.0,9.25868026014999,4.952414579051706,27.52408563139892,36.08373560372747,16.08373560372747,7.524085631398918
2023,Gusteroids,Bo Bichette,19612,Tor,SS,20,y,act,"SS,MI",135,571.0,601.0,69.0,20.0,73.0,5.0,0.306,,,,,,,False,2.1681956840720713,1.6432728517630948,2.3666651095952886,0.482668692200363,1.9702403000991255,0.0,0.0,0.0,0.0,0.0,8.631042637729944,4.32477695663166,24.035857537965587,31.51071174620267,11.51071174620267,4.035857537965587
2023,HAMMERHEADS,Vladimir Guerrero Jr.,19611,Tor,1B,20,y,act,"1B,CI",156,602.0,682.0,78.0,26.0,94.0,5.0,0.264,,,,,,,False,2.451003816777124,2.1362547072920233,3.0474865794788646,0.482668692200363,0.8086011082052572,0.0,0.0,0.0,0.0,0.0,8.926014903953632,4.619749222855348,25.675227947052623,33.659906062419616,13.659906062419616,5.675227947052623
2023,Kerry & Mitch,Whit Merrifield,11281,Tor,OF,20,a,act,"2B,MI,OF",145,547.0,592.0,66.0,11.0,67.0,26.0,0.272,,,,,,,False,2.0739263065037203,0.9038000684697021,2.1721446896285523,2.509877199441888,0.9542879738974996,0.0,0.0,0.0,0.0,0.0,8.614036237941363,4.307770556843079,23.941340894297934,31.38680159616431,11.386801596164311,3.9413408942979338
2023,Dancing With Dingos,Eloy Jimenez,17484,CWS,OF,20,y,act,OF,120,456.0,489.0,50.0,18.0,64.0,0.0,0.272,,,,,,,False,1.5711562928058487,1.4789455665867852,2.0748844796451844,0.0,0.7955307424081532,0.0,0.0,0.0,0.0,0.0,5.920517081445971,1.6142514003476869,8.97154167216005,11.761580093572494,-8.238419906427506,-11.02845832783995
2023,Mean Machine,Giancarlo Stanton,4949,NYY,OF,20,a,act,OF,101,371.0,415.0,43.0,24.0,60.0,0.0,0.191,,,,,,,False,1.35119441181303,1.9719274221157137,1.9452041996673604,0.0,-0.8605444336481397,0.0,0.0,0.0,0.0,0.0,4.407781599947964,0.10151591884967992,1.0,1.0,-19.0,-19.0
2023,On a Bender,Pablo Lopez,17085,Min,P,20,a,act,P,32,,,,,,,,194.0,11.0,0.0,3.66,1.15,234.0,True,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,6.559215136650316,1.1364613417633507,1.8879839788211883,13.25032712390152,8.634912811703082,47.99034407464493,34.5172675193275,14.517267519327497,27.99034407464493
2023,Dancing With Dingos,Jose Altuve,5417,Hou,UT,19,a,act,"2B,MI",90,360.0,410.0,76.0,17.0,51.0,14.0,0.311,,,,,,,False,2.38815756506489,1.3967819239986305,1.6534235697172563,1.3514723381610163,1.3324966204822715,0.0,0.0,0.0,0.0,0.0,8.122332017424064,3.81606633632578,21.20859127190468,27.804200663796394,8.804200663796394,2.2085912719046803
2023,Kerry & Mitch,Ryan Mountcastle,18373,Bal,1B,19,a,act,"1B,CI",115,423.0,470.0,64.0,18.0,68.0,3.0,0.27,,,,,,,False,2.011080054791486,1.4789455665867852,2.2045647596230085,0.2896012153202178,0.6955120494307129,0.0,0.0,0.0,0.0,0.0,6.679703645752211,2.3734379646539265,13.190880677937239,17.293081308394875,-1.706918691605125,-5.809119322062761
2023,Kerry & Mitch,Brandon Lowe,18882,TB,2B,18,y,act,"2B,MI",109,377.0,436.0,58.0,21.0,68.0,7.0,0.231,,,,,,,False,1.8225412996547845,1.7254364943512495,2.2045647596230085,0.6757361690805082,-0.11783437219840534,0.0,0.0,0.0,0.0,0.0,6.310444350511145,2.0041786694128607,11.13864448079091,14.602625053973483,-3.397374946026517,-6.86135551920909
2023,Livn Lex,Anthony Rizzo,3473,NYY,UT,18,a,act,"1B,CI",99,373.0,421.0,45.0,12.0,41.0,0.0,0.244,,,,,,,False,1.4140406635252638,0.9859637110578569,1.3292228697726962,0.0,0.12671064766386306,0.0,0.0,0.0,0.0,0.0,3.85593789201968,-0.4503277890786044,0.0,0.0,-18.0,-18.0
2023,Kerry & Mitch,Andrew Benintendi,17901,CWS,OF,18,a,act,OF,151,562.0,621.0,72.0,5.0,45.0,13.0,0.262,,,,,,,False,2.2624650616404223,0.4108182129407737,1.4589031497505203,1.254938599720944,0.6984776376947024,0.0,0.0,0.0,0.0,0.0,6.085602661747362,1.7793369806490782,9.889039506033791,12.964408398129331,-5.035591601870669,-8.110960493966209
2023,Mean Machine,Sonny Gray,12768,Min,P,18,a,act,P,32,,,,,,,,184.0,8.0,0.0,2.79,1.15,183.0,True,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,5.129642606867555,2.3664325096731598,1.7906652170262816,11.953407000233664,7.337992688035224,40.78243771480343,29.33294894703453,11.33294894703453,22.78243771480343
2023,R&R,Alex Verdugo,17027,Bos,OF,17,a,act,OF,142,546.0,602.0,81.0,13.0,54.0,5.0,0.264,,,,,,,False,2.5452731943454747,1.0681273536460116,1.7506837797006245,0.482668692200363,0.7333824004652333,0.0,0.0,0.0,0.0,0.0,6.580135420357707,2.273869739259423,12.637509323786693,16.567618312048644,-0.4323816879513558,-4.362490676213307
2023,HAMMERHEADS,Carlos Rodon,16137,NYY,P,17,a,act,P,14,,,,,,,,64.1,3.0,0.0,6.85,1.45,64.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7939733707077787,-1.2704370989146714,-0.21819528967138857,1.3053409821217186,-3.3100733300767216,0.0,0.0,-17.0,-17.0
2023,R&R,Eugenio Suarez,12552,Sea,3B,16,a,act,"3B,CI",162,598.0,694.0,68.0,22.0,96.0,2.0,0.232,,,,,,,False,2.1367725582159545,1.8076001369394041,3.112326719467777,0.1930674768801452,-0.15690551088654003,0.0,0.0,0.0,0.0,0.0,7.092861380616741,2.7865956995184566,15.487091686156914,20.30338552051544,4.303385520515441,-0.5129083138430861
2023,Gusteroids,Jordan Hicks,19618,FA,P,16,a,act,P,65,,,,,,,,65.2,3.0,12.0,3.29,1.36,81.0,True,0.0,0.0,0.0,0.0,0.0,1.0,1.8739930029688927,2.2704975473020323,0.5761290224064582,0.03499772863866565,5.7556173013160485,1.1402029891176086,6.336917923309104,4.557856281810788,-11.442143718189211,-9.663082076690895
2023,R&R,Adolis Garcia,19287,Tex,OF,15,y,act,OF,148,555.0,632.0,108.0,39.0,107.0,9.0,0.245,,,,,,,False,3.3936975924606334,3.2043820609380345,3.468947489406793,0.8688036459606534,0.21638398228950947,0.0,0.0,0.0,0.0,0.0,11.152214771055624,6.845949089957339,38.0478019302382,49.88019742198166,34.88019742198166,23.0478019302382
2023,Shrooms,Randy Arozarena,19290,TB,OF,15,y,act,OF,151,551.0,654.0,95.0,23.0,83.0,22.0,0.254,,,,,,,False,2.9851969563311127,1.8897637795275588,2.6908658095398486,2.1237422456815973,0.4636384099762806,0.0,0.0,0.0,0.0,0.0,10.153207201056398,5.846941519958114,32.49560724537005,42.60133890830755,27.601338908307547,17.495607245370053
2023,Shrooms,Matt Chapman,16505,Tor,CI,15,a,act,"3B,CI",140,509.0,581.0,66.0,17.0,54.0,4.0,0.24,,,,,,,False,2.0739263065037203,1.3967819239986305,1.7506837797006245,0.3861349537602904,0.07075606674326687,0.0,0.0,0.0,0.0,0.0,5.678283030706533,1.3720173496082486,7.625274987703761,9.996641132671632,-5.003358867328368,-7.374725012296239
2023,Livn Lex,Brandon Drury,11615,LAA,CI,15,a,act,"2B,3B,1B,MI,CI",125,485.0,523.0,61.0,26.0,83.0,0.0,0.262,,,,,,,False,1.9168106772231355,2.1362547072920233,2.6908658095398486,0.0,0.6027787442738979,0.0,0.0,0.0,0.0,0.0,7.346709938328905,3.0404442572306207,16.89790843591589,22.152948818107383,7.152948818107383,1.897908435915891
2023,On a Bender,Alejandro Kirk,22581,Tor,C,15,y,act,C,123,372.0,422.0,34.0,8.0,43.0,0.0,0.25,,,,,,,False,1.0683862791079772,0.6573091407052378,1.3940630097616082,0.0,0.2383597975797561,0.0,0.0,0.0,0.0,0.0,3.3581182271545793,-0.9481474539437049,0.0,0.0,-15.0,-15.0
2023,Shrooms,Justin Turner,5235,Bos,3B,15,a,act,"UT,3B,CI",146,558.0,626.0,86.0,23.0,96.0,4.0,0.276,,,,,,,False,2.70238882362606,1.8897637795275588,3.112326719467777,0.3861349537602904,1.0854672652192259,0.0,0.0,0.0,0.0,0.0,9.176081541600912,4.869815860502627,27.065025880624987,35.48191395213578,20.481913952135777,12.065025880624987
2023,Mean Machine,Andrew Vaughn,26197,CWS,1B,15,y,act,"1B,CI,OF",152,566.0,615.0,67.0,21.0,80.0,0.0,0.258,,,,,,,False,2.105349432359837,1.7254364943512495,2.5936055995564806,0.0,0.5898545770282939,0.0,0.0,0.0,0.0,0.0,7.014246103295861,2.7079804221975765,15.050170747819314,19.73058757802099,4.730587578020991,0.05017074781931363
2023,Dancing With Dingos,Hunter Renfroe,15464,FA,CI,15,aSEP,act,OF,140,498.0,548.0,60.0,20.0,60.0,0.0,0.233,,,,,,,False,1.8853875513670184,1.6432728517630948,1.9452041996673604,0.0,-0.10568037009143999,0.0,0.0,0.0,0.0,0.0,5.368184232706033,1.0619185516077492,5.901835696804582,7.737233552899445,-7.262766447100555,-9.098164303195418
2023,Livn Lex,Luis Robert Jr.,20043,CWS,OF,15,y,act,OF,145,546.0,595.0,90.0,38.0,80.0,20.0,0.264,,,,,,,False,2.8280813270505276,3.12221841834988,2.5936055995564806,1.930674768801452,0.7333824004652333,0.0,0.0,0.0,0.0,0.0,11.207962514223574,6.90169683312529,38.357631737945,50.286380465195705,35.286380465195705,23.357631737945
2023,Dancing With Dingos,Logan Gilbert,22250,Sea,P,15,y,act,P,32,,,,,,,,190.2,13.0,0.0,3.73,1.08,189.0,True,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,5.297827610371409,1.0070307396605582,2.433972265442581,13.072163948807882,8.456749636609441,47.00016475719,33.805076659859274,18.805076659859274,32.00016475719
2023,R&R,Chris Bassitt,12304,Tor,P,15,a,act,P,33,,,,,,,,200.0,16.0,0.0,3.6,1.18,186.0,True,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,5.213735108619482,1.268202707853582,1.683658058744703,13.4989292085511,8.883514896352661,49.372002446902925,35.51103142277791,20.51103142277791,34.372002446902925
2023,HAMMERHEADS,Joe Ryan,21390,Min,P,15,y,act,P,29,,,,,,,,161.2,11.0,0.0,4.51,1.17,197.0,True,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,5.522074281709881,-0.15861459048500215,1.4276117436101183,10.457738101501665,5.842323789303225,32.469943236039015,23.354150478114267,8.354150478114267,17.469943236039015
2023,R&R,Jordan Romano,16122,Tor,P,15,y,act,P,59,,,,,,,,59.0,5.0,36.0,2.9,1.22,72.0,True,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,5.621979008906678,2.018220042046251,0.7065609727425769,0.39334370431600524,10.406770394678178,5.791356082479738,32.186679485669735,23.150411771119035,8.150411771119035,17.186679485669735
2023,Thunder & Lightning,Andres Gimenez,19950,Cle,2B,14,b,act,"2B,MI,SS",153,557.0,616.0,76.0,15.0,62.0,30.0,0.251,,,,,,,False,2.38815756506489,1.232454638822321,2.0100443396562726,2.896012153202178,0.384845984193153,0.0,0.0,0.0,0.0,0.0,8.911514680938815,4.605248999840531,25.594639907912605,33.55425614052597,19.554256140525972,11.594639907912605
2023,HAMMERHEADS,Jeremy Pena,21636,Hou,SS,14,b,act,"SS,MI",150,577.0,634.0,81.0,10.0,52.0,13.0,0.263,,,,,,,False,2.5452731943454747,0.8216364258815474,1.6858436397117125,1.254938599720944,0.7460708036171794,0.0,0.0,0.0,0.0,0.0,7.053762663276858,2.747496982178574,15.26979234116814,20.018508768697274,6.018508768697274,1.2697923411681398
2023,Thunder & Lightning,Jorge Polanco,13152,Min,3B,14,a,act,"2B,MI",80,302.0,343.0,38.0,14.0,48.0,4.0,0.255,,,,,,,False,1.194078782532445,1.1502909962341663,1.5561633597338884,0.3861349537602904,0.26927021814566104,0.0,0.0,0.0,0.0,0.0,4.555938310406452,0.2496726293081677,1.3876081493586079,1.81913710971436,-12.18086289028564,-12.612391850641393
2023,Shrooms,Teoscar Hernandez,13066,Sea,OF,13,y,act,OF,160,625.0,678.0,70.0,26.0,93.0,7.0,0.258,,,,,,,False,2.199618809928188,2.1362547072920233,3.015066509484409,0.6757361690805082,0.6513411848810665,0.0,0.0,0.0,0.0,0.0,8.678017380666196,4.371751699567912,24.296929551718105,31.852973925006236,18.852973925006236,11.296929551718105
2023,Livn Lex,Yoan Moncada,17232,CWS,3B,12,a,act,"3B,CI",92,334.0,357.0,39.0,11.0,40.0,1.0,0.26,,,,,,,False,1.225501908388562,0.9038000684697021,1.2968027997782403,0.0965337384400726,0.3815931074739137,0.0,0.0,0.0,0.0,0.0,3.9042316225504914,-0.40203405854779284,0.0,0.0,-12.0,-12.0
2023,Livn Lex,Alex Lange,19883,Det,P,12,a,act,P,67,,,,,,,,66.0,7.0,26.0,3.68,1.33,79.0,True,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,4.060318173099268,2.2144358794674144,0.3760059396370073,0.12212381708259379,9.106217142619617,4.490802830421177,24.958581250665244,17.951570103187628,5.951570103187628,12.958581250665244
2023,Shrooms,Eduardo Escobar,6153,FA,SS,11,a,act,"3B,CI",100,288.0,309.0,32.0,6.0,31.0,2.0,0.226,,,,,,,False,1.005540027395743,0.4929818555289284,1.0050221698281363,0.1930674768801452,-0.16226758405518008,0.0,0.0,0.0,0.0,0.0,2.534343945577773,-1.771921735520511,0.0,0.0,-11.0,-11.0
2023,Gusteroids,DJ LeMahieu,9874,NYY,UT,11,a,act,"2B,3B,1B,CI,MI",136,497.0,562.0,55.0,15.0,44.0,2.0,0.243,,,,,,,False,1.7282719220864335,1.232454638822321,1.4264830797560644,0.1930674768801452,0.14389770777920335,0.0,0.0,0.0,0.0,0.0,4.724174825324167,0.41790914422588266,2.3226179650776246,3.044923405728735,-7.955076594271265,-8.677382034922376
2023,Gusteroids,Zach Eflin,13774,TB,P,11,a,act,P,31,,,,,,,,177.2,16.0,0.0,3.5,1.02,186.0,True,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,5.213735108619482,1.266263376445553,2.733147274490142,14.546479092888509,9.931064780690068,55.19398125328665,39.6985154641348,28.6985154641348,44.19398125328665
2023,Gusteroids,Trevor May,6398,Oak,P,11,a,act,P,49,,,,,,,,46.2,4.0,21.0,3.28,1.37,40.0,True,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3.279487755195562,1.1212333566923618,0.41195749658726677,0.0045697813945594625,6.150581723203084,1.535167411004644,8.532015768178209,6.1366901285653395,-4.8633098714346605,-2.4679842318217915
2023,Kerry & Mitch,Cal Raleigh,21534,Sea,C,10,a,act,C,145,513.0,569.0,78.0,30.0,75.0,0.0,0.232,,,,,,,False,2.451003816777124,2.464909277644642,2.4315052495842004,0.0,-0.13460288810166393,0.0,0.0,0.0,0.0,0.0,7.212815455904302,2.9065497748060176,16.15376168870793,21.17738164264437,11.17738164264437,6.153761688707931
2023,HAMMERHEADS,Isaac Paredes,20036,TB,3B,10,b,act,"3B,MI,CI,1B,2B",143,492.0,571.0,71.0,31.0,98.0,1.0,0.25,,,,,,,False,2.231041935784305,2.5470729202327966,3.1771668594566886,0.0965337384400726,0.31525005486354835,0.0,0.0,0.0,0.0,0.0,8.367065508777412,4.060799827679127,22.56874912326344,29.587350772578738,19.587350772578738,12.56874912326344
2023,Mean Machine,Jonah Heim,16930,Tex,C,10,b,act,C,131,457.0,501.0,61.0,18.0,95.0,2.0,0.258,,,,,,,False,1.9168106772231355,1.4789455665867852,3.0799066494733207,0.1930674768801452,0.4762606743850359,0.0,0.0,0.0,0.0,0.0,7.144991044548422,2.8387253634501377,15.77681325754167,20.683206914786137,10.683206914786137,5.77681325754167
2023,Gusteroids,Steven Kwan,24610,Cle,OF,10,b,act,OF,158,638.0,718.0,93.0,5.0,54.0,21.0,0.268,,,,,,,False,2.9223507046188786,0.4108182129407737,1.7506837797006245,2.0272085072415247,0.9850005985696308,0.0,0.0,0.0,0.0,0.0,8.096061803071432,3.789796121973148,21.062589030401003,27.612793532219953,17.612793532219953,11.062589030401003
2023,Dancing With Dingos,Zack Gelof,29766,Oak,2B,10,a,act,2B,69,270.0,300.0,40.0,14.0,32.0,14.0,0.267,,,,,,,False,1.256925034244679,1.1502909962341663,1.0374422398225922,1.3514723381610163,0.4033027439712199,0.0,0.0,0.0,0.0,0.0,5.199433352433673,0.8931676713353891,4.963967187444092,6.507699544902468,-3.4923004550975323,-5.036032812555908
2023,Gusteroids,Edouard Julien,27534,Min,2B,10,a,act,1B,109,338.0,408.0,60.0,16.0,37.0,3.0,0.263,,,,,,,False,1.8853875513670184,1.3146182814104757,1.1995425897948724,0.2896012153202178,0.43703974284680525,0.0,0.0,0.0,0.0,0.0,5.1261893807393895,0.8199236996411052,4.5568984098371805,5.974037415652878,-4.025962584347122,-5.4431015901628195
2023,On a Bender,Jose Siri,17452,TB,OF,10,b,act,OF,101,338.0,364.0,58.0,25.0,56.0,12.0,0.222,,,,,,,False,1.8225412996547845,2.0540910647038686,1.8155239196895365,1.1584048612808713,-0.25827458367081507,0.0,0.0,0.0,0.0,0.0,6.592286561658247,2.2860208805599624,12.705041847232927,16.65615261445274,6.65615261445274,2.705041847232927
