player_name,team,pos_type,position,projection_system,fg_id,mlbam_id,PA,AB,IP,R,HR,RBI,SB,AVG,W,SV,ERA,WHIP,SO,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,total_sgp,par,dollar_value,is_pitcher,msp,delta_rank_R,delta_rank_HR,delta_rank_RBI,delta_rank_SB,delta_rank_AVG,delta_rank_W,delta_rank_SV,delta_rank_SO,delta_rank_ERA,delta_rank_WHIP,msp_per_dollar,team_rank_R,team_rank_HR,team_rank_RBI,team_rank_SB,team_rank_AVG,team_rank_W,team_rank_SV,team_rank_SO,team_rank_ERA,team_rank_WHIP,team_baseline_pts,tps
Stuart Fairchild,CLE,hitter,OF,atc,20321,656413,46.4488,41.4541,,5.30377,1.18066,4.38027,1.61121,0.21717,,,,,,0.1666610322218975,0.0970073262581307,0.1420086599946158,0.1555361247120293,-0.0417222029337177,0.0,0.0,0.0,0.0,0.0,0.5194909402529558,-3.786774740845329,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Sam Antonacci,CHW,hitter,2B/3B,atc,sa3025363,803011,26.4137,23.0842,,3.25142,0.20845,2.2355,1.18918,0.2451,,,,,,0.1021697798710958,0.0171270112975008,0.0724750664726064,0.1147959910781655,0.0091159152858167,0.0,0.0,0.0,0.0,0.0,0.3156837640051854,-3.990581917093099,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Victor Mesa Jr.,TBR,hitter,OF,atc,25999,683748,30.5548,28.0421,,2.70322,0.614401,3.68008,0.1934,0.233258,,,,,,0.0849436222767725,0.0504814241698048,0.1193084511851976,0.01866962501431,-0.0055877986809797,0.0,0.0,0.0,0.0,0.0,0.2678153239651053,-4.038450357133179,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Nelson Rada,LAA,hitter,OF,atc,sa3018421,703185,79.3146,70.1667,,8.53958,0.451031,5.54661,3.70235,0.236551,,,,,,0.2683402970983794,0.037058349880178,0.1798214844319496,0.3574016865136028,-0.0023885395073639,0.0,0.0,0.0,0.0,0.0,0.840233278416746,-3.466032402681538,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Jonah Bride,TEX,hitter,1B/3B,atc,24703,681146,37.1641,32.4774,,3.33461,0.525099,3.15316,0.0654632,0.215579,,,,,,0.1047838697110662,0.0431440465593974,0.1022256679037189,0.0063194074262501,-0.0352800257753845,0.0,0.0,0.0,0.0,0.0,0.2211929658250482,-4.085072715273236,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Jonatan Clase,TOR,hitter,OF,atc,26599,682729,34.2693,31.2174,,4.20584,0.550455,2.71044,1.9584,0.220171,,,,,,0.132160639650691,0.0452273878808627,0.0878726545157733,0.1890516733610381,-0.0267188051378175,0.0,0.0,0.0,0.0,0.0,0.4275935502705477,-3.878672130827737,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Jose Siri,LAA,hitter,OF,atc,17452,642350,36.4831,33.6882,,4.50938,1.37044,4.11319,1.2343,0.204554,,,,,,0.1416988152730567,0.1126003423485107,0.1333499077004965,0.1191515933565816,-0.0552306386717143,0.0,0.0,0.0,0.0,0.0,0.4515700200069313,-3.8546956610913528,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Tre' Morgan,TBR,hitter,1B,atc,sa3022919,691003,41.037,36.5563,,4.52174,0.596049,4.3107,0.419908,0.247296,,,,,,0.1420872051086383,0.048973557001027,0.1397531957251015,0.040535289040894,0.0184638946049158,0.0,0.0,0.0,0.0,0.0,0.3898131414805768,-3.916452539617707,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Nolan Jones,CLE,hitter,OF,atc,20529,666134,117.47,103.017,,12.9108,2.79571,11.3397,2.42094,0.220166,,,,,,0.405697693303155,0.22970571722013,0.3676338677161328,0.2337023887391093,-0.0881975414666311,0.0,0.0,0.0,0.0,0.0,1.1485421255118962,-3.1577235555863883,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Miles Mastrobuoni,SEA,hitter,3B,atc,20017,670156,40.3425,35.8571,,4.60588,0.178051,2.93838,1.04481,0.230612,,,,,,0.144731146918172,0.0146293187264635,0.0952624852703096,0.1008594152595722,-0.0119054756223395,0.0,0.0,0.0,0.0,0.0,0.343576890552178,-3.9626887905461063,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Josh Rojas,KCR,hitter,2B/3B,atc,19734,668942,60.9089,54.586,,5.73455,0.889255,5.2433,0.92133,0.229955,,,,,,0.1801974863781955,0.0730644299897295,0.1699881530019311,0.088939429236992,-0.0199233482485467,0.0,0.0,0.0,0.0,0.0,0.4922661503583015,-3.8139995307399825,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,37
Jonny DeLuca,TBR,hitter,OF,atc,26365,676356,275.684,251.842,,29.7977,6.18323,27.3612,10.3822,0.2279,,,,,,0.9363368773228168,0.508036699760356,0.8870520191323097,1.0022325792325215,-0.1178867605053128,0.0,0.0,0.0,0.0,0.0,3.2157714149426915,-1.0904942661555928,0.0,False,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Alex Jackson,MIN,hitter,C,atc,17276,656577,42.0988,38.5602,,4.73099,1.3471,4.80099,0.084978,0.200102,,,,,,0.1486624941940308,0.1106826429305032,0.1556484318426833,0.0082032440251604,-0.071831522848747,0.0,0.0,0.0,0.0,0.0,0.3513652901436308,-3.9549003909546534,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Andrew Knizner,SEA,hitter,C,atc,19514,668800,111.612,99.6939,,11.3918,1.91885,10.1879,0.411953,0.213604,,,,,,0.3579659651277133,0.1576597055802807,0.3302924310965184,0.0397673631516032,-0.1181760254781322,0.0,0.0,0.0,0.0,0.0,0.7675094394779834,-3.538756241620301,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Matt Vierling,DET,hitter,OF,atc,21558,663837,324.663,293.44,,37.4536,7.92544,32.2905,4.23749,0.242743,,,,,,1.1769091865646628,0.651183019513865,1.0468602701559817,0.4090607513024232,0.0811766068745755,0.0,0.0,0.0,0.0,0.0,3.3651898344115083,-0.941075846686776,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Triston Casas,BOS,hitter,1B,atc,22514,671213,184.345,160.216,,20.5832,7.1717,23.3409,0.318209,0.235777,,,,,,0.6467884841216269,0.5892529955494693,0.7567136117335983,0.030717904375277,-0.0116758647525838,0.0,0.0,0.0,0.0,0.0,2.0117971310273877,-2.294468550070897,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Alan Roden,MIN,hitter,OF,atc,31564,702176,195.695,173.919,,22.7005,3.52657,18.5979,2.95098,0.246561,,,,,,0.7133206684967834,0.2897558370421088,0.6029452197498933,0.2848691314618854,0.0814293984241584,0.0,0.0,0.0,0.0,0.0,1.9723202551748296,-2.3339454259234547,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
CJ Kayfus,CLE,hitter,1B/OF,atc,33704,692216,331.903,295.22,,37.7867,8.92818,37.955,4.38942,0.232481,,,,,,1.1873762297873354,0.7335717904827113,1.2305037566395778,0.4237271221836235,-0.070336164451916,0.0,0.0,0.0,0.0,0.0,3.504842734641332,-0.8014229464569524,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Dominic Canzone,SEA,hitter,OF,atc,26438,686527,421.016,384.207,,47.5668,15.44,51.2579,4.41006,0.238467,,,,,,1.494697542972745,1.268606641561109,1.6617847057688266,0.4257195785450265,0.023856517849267,0.0,0.0,0.0,0.0,0.0,4.874664986696974,0.5683993055986898,3.194488407407102,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,73
Tyler Heineman,TOR,hitter,C,atc,13897,623168,145.372,127.327,,15.2791,2.53402,12.6034,1.75036,0.217472,,,,,,0.4801170822681969,0.2082043135912358,0.4086031101681269,0.1689687944159654,-0.1262211459948455,0.0,0.0,0.0,0.0,0.0,1.1396721544486796,-3.1665935266496046,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Michael Massey,KCR,hitter,2B,atc,27684,686681,278.786,258.749,,28.3351,7.53759,30.4406,2.16633,0.240421,,,,,,0.8903774134456601,0.6193158507360492,0.9868863826732376,0.2091239335948824,0.0414343313701158,0.0,0.0,0.0,0.0,0.0,2.7471379118199453,-1.559127769278339,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Connor Wong,BOS,hitter,C,atc,19896,657136,221.05,201.174,,23.4892,4.63758,20.5666,3.06836,0.232868,,,,,,0.7381040878595029,0.3810404655939746,0.666770611547979,0.2962002616799812,-0.0440234245237624,0.0,0.0,0.0,0.0,0.0,2.038092002157675,-2.268173678940609,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Austin Wynns,ATH,hitter,C,atc,15271,642851,152.807,139.926,,15.4712,4.40908,17.6181,0.695668,0.226589,,,,,,0.4861534647451569,0.3622660732625813,0.5711800351693254,0.0671554327531284,-0.074703202625198,0.0,0.0,0.0,0.0,0.0,1.4120518033049938,-2.89421387779329,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Darell Hernaiz,ATH,hitter,3B/SS,atc,26224,687231,193.096,174.578,,20.853,2.54181,17.5009,3.46666,0.252319,,,,,,0.6552664434776073,0.2088443683669975,0.5673804029659751,0.3346496497006621,0.1321740788213456,0.0,0.0,0.0,0.0,0.0,1.898314943332588,-2.407950737765696,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Colby Thomas,ATH,hitter,OF,atc,31855,687515,256.748,234.214,,30.6246,10.2322,31.4362,4.26144,0.232632,,,,,,0.96232066009324,0.840714823690517,1.019163804359718,0.411372734338063,-0.0540270078822974,0.0,0.0,0.0,0.0,0.0,3.17954501459924,-1.126720666499044,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Kristian Campbell,BOS,hitter,2B,atc,33644,692225,124.295,110.192,,14.1818,2.76087,12.494,1.61995,0.242723,,,,,,0.4456364862662797,0.2268431359123587,0.4050563545107333,0.1563798295859956,0.0303727005784424,0.0,0.0,0.0,0.0,0.0,1.26428850685381,-3.041977174244474,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Vaughn Grissom,LAA,hitter,2B,atc,26031,687093,229.431,208.091,,25.1522,4.48503,21.452,3.66333,0.241928,,,,,,0.7903607461582254,0.3685064019171516,0.6954753415210704,0.3536349400396711,0.0490565893576115,0.0,0.0,0.0,0.0,0.0,2.2570340189937297,-2.0492316621045545,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Blaze Alexander,BAL,hitter,3B,atc,23789,677942,299.49,264.686,,33.2792,7.08809,29.1241,5.29787,0.22469,,,,,,1.045736489990888,0.5823832933926737,0.9442053605255362,0.5114231968695074,-0.1665291392072578,0.0,0.0,0.0,0.0,0.0,2.917219201571348,-1.3890464795269364,0.0,False,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Lane Thomas,KCR,hitter,OF,atc,16939,657041,389.434,349.406,,47.3031,12.2133,42.8384,13.287,0.230372,,,,,,1.486411264684487,1.0034892160219102,1.3888239264505042,1.2826437826532446,-0.1202192230335735,0.0,0.0,0.0,0.0,0.0,5.041148966776572,0.7348832856782881,4.130153069810408,False,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,73
Zach McKinstry,DET,hitter,3B/OF,atc,19392,656716,405.02,362.745,,48.5493,8.00333,36.4465,13.4671,0.233492,,,,,,1.5255707641263798,0.6575827456350565,1.181598081052941,1.3000295089463016,-0.0680233435977883,0.0,0.0,0.0,0.0,0.0,4.596757756162891,0.2904920750646065,1.6326085501812728,False,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,73
Victor Caratini,MIN,hitter,C,atc,14968,605170,352.286,314.632,,36.6651,9.93909,39.9059,1.04986,0.249775,,,,,,1.1521320518271143,0.8166318384115029,1.293752071191762,0.1013469106386946,0.1980491852366228,0.0,0.0,0.0,0.0,0.0,3.5619120573056966,-0.7443536237925876,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Brayan Rocchio,CLE,hitter,SS,atc,23690,677587,466.107,417.466,,50.0238,7.95614,44.7339,10.8996,0.231571,,,,,,1.5719041632012245,0.6537054433413214,1.4502761691249957,1.0521791355014152,-0.1185221614776649,0.0,0.0,0.0,0.0,0.0,4.6095427496912915,0.3032770685930073,1.7044621101926336,False,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,73
Cole Young,SEA,hitter,2B,atc,31680,702284,392.924,345.822,,42.0112,7.23396,37.6575,5.39799,0.232887,,,,,,1.3201232249665016,0.5943685039370078,1.220858785816227,0.5210881547621276,-0.0753474432640808,0.0,0.0,0.0,0.0,0.0,3.5810912262177834,-0.7251744548805008,0.0,False,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,42
Anthony Volpe,NYY,hitter,SS,atc,27647,683011,450.702,408.666,,54.2203,14.1335,48.3835,16.0274,0.229395,,,,,,1.7037713108564192,1.161259842519685,1.5685964565767625,1.5471848394744196,-0.1606415526267217,0.0,0.0,0.0,0.0,0.0,5.8201708968005645,1.5139052157022803,8.50837186787237,False,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,25
Mike Trout,LAA,hitter,OF,atc,10155,545361,502.22,423.791,,65.633,24.184,63.5049,3.41537,0.234373,,,,,,2.062394019314526,1.9870455323519345,2.058833302990929,0.3296984342560707,-0.060737885400979,0.0,0.0,0.0,0.0,0.0,6.377233403512481,2.0709677224141965,11.63914578396292,False,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,9
Emmanuel Rodriguez,MIN,hitter,OF,atc,sa3014693,691181,71.8147,60.5189,,9.07341,1.61145,7.00009,1.67952,0.21437,,,,,,0.2851149043741503,0.1324026018486819,0.2269434077674915,0.1621303443848707,-0.0694124717707359,0.0,0.0,0.0,0.0,0.0,0.7371787866044586,-3.5690868944938257,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Rob Refsnyder,SEA,hitter,OF,atc,13770,608701,232.556,204.248,,27.2404,7.18771,26.8254,2.68148,0.238124,,,,,,0.8559785175709689,0.5905684354673056,0.8696813456292801,0.2588532889522859,0.0091672873951097,0.0,0.0,0.0,0.0,0.0,2.5842488750149504,-1.722016806083334,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Walker Jenkins,MIN,hitter,OF,atc,sa3022894,805805,78.1533,69.8585,,9.3328,1.79455,7.69041,2.06016,0.24352,,,,,,0.2932657489899685,0.1474467648065731,0.2493236304860644,0.1988749465846999,0.0220489636728732,0.0,0.0,0.0,0.0,0.0,0.9109600545401793,-3.395305626558105,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Jeremiah Jackson,BAL,hitter,3B/OF,atc,22239,669236,204.741,191.218,,22.9654,5.76894,22.5711,2.94788,0.237831,,,,,,0.7216446545360687,0.4739971242725093,0.7317566418518661,0.2845698768727212,0.0057713557033956,0.0,0.0,0.0,0.0,0.0,2.217739653236561,-2.088526027861723,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Cody Freeman,TEX,hitter,2B,atc,25629,683227,170.47,157.531,,18.1026,3.95241,17.9572,2.16881,0.237405,,,,,,0.5688402781229431,0.3247444026018486,0.5821736809044454,0.2093633372662138,0.0013875103755005,0.0,0.0,0.0,0.0,0.0,1.6865092092709515,-2.6197564718273325,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Luke Maile,KCR,hitter,C,atc,13355,571912,99.0554,86.955,,9.71019,1.8732,9.06248,1.37881,0.213192,,,,,,0.3051245224568085,0.1539089352961314,0.2938062359233577,0.1331016838985565,-0.1048729914643969,0.0,0.0,0.0,0.0,0.0,0.781068386110457,-3.5251972949878274,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Mitch Garver,SEA,hitter,C/DH,atc,15161,641598,112.336,97.947,,12.3468,4.1862,12.7602,0.410396,0.203754,,,,,,0.387975050320305,0.3439534406025333,0.4136865771432575,0.039617060120852,-0.1645122500291601,0.0,0.0,0.0,0.0,0.0,1.020719878157788,-3.2855458029404963,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Taylor Trammell,HOU,hitter,OF,atc,19960,666211,52.3483,46.2918,,6.1878,1.59335,5.50159,1.26767,0.207316,,,,,,0.1944400181724806,0.1309154399178363,0.1783619328807992,0.1223729242083268,-0.0694786320696834,0.0,0.0,0.0,0.0,0.0,0.5566116831097596,-3.7496539979885246,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Leody Taveras,BAL,hitter,OF,atc,18900,665750,86.1382,78.921,,9.93105,2.09239,8.78775,3.51276,0.231977,,,,,,0.3120646340333905,0.171918384115029,0.2848994700937808,0.3390998550427494,-0.020798667069378,0.0,0.0,0.0,0.0,0.0,1.0871836762155718,-3.219082004882712,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Randal Grichuk,NYY,hitter,OF,atc,10243,545341,160.177,147.473,,18.8407,6.17878,18.934,0.580031,0.239597,,,,,,0.5920336873173431,0.5076710715508387,0.6138416052750301,0.0559925608411337,0.017518279926225,0.0,0.0,0.0,0.0,0.0,1.7870572049105704,-2.519208476187714,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Juan Brito,CLE,hitter,2B,atc,sa3009808,682877,114.809,101.207,,12.5117,2.31313,11.5677,1.73695,0.228336,,,,,,0.3931567237739787,0.1900551865799383,0.3750256436748688,0.1676742769834841,-0.0451608036962408,0.0,0.0,0.0,0.0,0.0,1.080751027316029,-3.225514653782255,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Michael Helman,TEX,hitter,OF,atc,24605,680737,99.124,90.6018,,10.9921,2.34505,9.62849,2.5032,0.211252,,,,,,0.3454061417230234,0.1926778500513522,0.3121563197409197,0.2416432540631897,-0.1180902495564181,0.0,0.0,0.0,0.0,0.0,0.973793316022067,-3.332472365076218,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Orlando Arcia,MIN,hitter,SS,atc,13185,606115,125.2,114.977,,11.6855,3.17227,12.0114,0.25193,0.222624,,,,,,0.3671949371916548,0.2606452584731256,0.3894104287314089,0.0243197447252074,-0.0842571317762882,0.0,0.0,0.0,0.0,0.0,0.9573132373451086,-3.3489524437531757,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Leo Jiménez,TOR,hitter,2B/SS,atc,23782,677870,124.127,109.011,,13.583,2.88328,11.7816,1.01372,0.230164,,,,,,0.4268203185036369,0.2369007874015748,0.3819602966466828,0.0978581813314704,-0.0386447988620389,0.0,0.0,0.0,0.0,0.0,1.104894785021326,-3.2013708960769582,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Paul Goldschmidt,NYY,hitter,1B,atc,9218,502671,341.042,309.733,,41.4689,10.2538,37.4071,3.86921,0.247159,,,,,,1.3030824638147291,0.842489558370421,1.2127408002896154,0.3735093061097133,0.1543112069395572,0.0,0.0,0.0,0.0,0.0,3.886133335524036,-0.420132345574248,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Reese McGuire,CHW,hitter,C,atc,15674,624512,103.716,94.7003,,10.1699,2.70275,11.4311,0.760292,0.224068,,,,,,0.319570047644124,0.2220677850051352,0.3705970621136261,0.0733938290660796,-0.0625368301229301,0.0,0.0,0.0,0.0,0.0,0.923091893706035,-3.3831737873922494,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
J.C. Escarra,NYY,hitter,C,atc,20084,641555,147.92,131.363,,14.8803,2.83201,14.6587,1.31809,0.21965,,,,,,0.4675855396767774,0.23268825744608,0.4752360800277322,0.1272401553004753,-0.1158668164835766,0.0,0.0,0.0,0.0,0.0,1.1868832159674885,-3.119382465130796,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Christian Vázquez,HOU,hitter,C,atc,9774,543877,115.885,105.918,,10.7682,2.16288,10.3173,0.934509,0.220147,,,,,,0.3383705038438388,0.1777100992810681,0.334487588153801,0.0902116473758938,-0.0907821922815948,0.0,0.0,0.0,0.0,0.0,0.8499976463730068,-3.4562680347252774,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
Nick Loftin,KCR,hitter,2B/OF,atc,27630,679845,133.418,118.517,,14.3141,2.3861,13.2399,1.89581,0.234634,,,,,,0.449793765817044,0.196050667579596,0.4292384847195981,0.183009626672074,-0.0154338650298783,0.0,0.0,0.0,0.0,0.0,1.2426586797584338,-3.06360700133985,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,53
