player_name,team,pos_type,position,projection_system,fg_id,mlbam_id,PA,AB,IP,R,HR,RBI,SB,AVG,W,SV,ERA,WHIP,SO,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,total_sgp,par,dollar_value,is_pitcher,msp,delta_rank_R,delta_rank_HR,delta_rank_RBI,delta_rank_SB,delta_rank_AVG,delta_rank_W,delta_rank_SV,delta_rank_SO,delta_rank_ERA,delta_rank_WHIP,msp_per_dollar,team_rank_R,team_rank_HR,team_rank_RBI,team_rank_SB,team_rank_AVG,team_rank_W,team_rank_SV,team_rank_SO,team_rank_ERA,team_rank_WHIP,team_baseline_pts,tps
Bryan King,HOU,pitcher,RP,atc,25890,687911,,,63.3135,,,,,,3.69451,0.682041,3.61391,1.17275,62.8328,0.0,0.0,0.0,0.0,0.0,1.2315033333333334,0.1065116718114922,1.7612557813594956,0.3943827079719252,0.5530902881731389,4.0467437826493855,-0.5686705295490544,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Shaun Anderson,LAA,pitcher,RP,atc,19453,641312,,,14.4983,,,,,,0.83087,0.0,5.08028,1.4267,10.2974,0.0,0.0,0.0,0.0,0.0,0.2769566666666667,0.0,0.2886447091800981,-0.08081912755321,-0.0345605300507521,0.4502217182428027,-4.165192593955637,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Yovanny Cruz,NYY,pitcher,RP,atc,sa3002951,672442,,,12.7946,,,,,,0.820695,0.0,4.98233,1.49189,11.5552,0.0,0.0,0.0,0.0,0.0,0.273565,0.0,0.3239018920812894,-0.061234258179999,-0.0670205001826646,0.4692121337186258,-4.146202178479814,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,95
Payton Tolle,BOS,pitcher,RP,atc,35466,801139,,,47.5381,,,,,,2.55022,0.0,4.15813,1.25539,48.0946,0.0,0.0,0.0,0.0,0.0,0.8500733333333333,0.0,1.3481317449194117,0.087868902350876,0.2432642929180394,2.5293382735216605,-2.0860760386767794,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Eli Morgan,KCR,pitcher,RP,atc,20203,669212,,,26.3926,,,,,,1.30556,0.0,4.77754,1.35166,22.17,0.0,0.0,0.0,0.0,0.0,0.4351866666666666,0.0,0.6214435879467415,-0.082806891631667,0.0238048545378774,0.9976282175196184,-3.6177860946788214,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,95
Trenton Denholm,CLE,pitcher,SP,dc_fill,sa3018139,671143,,,9.0,,,,,,1.0,0.0,4.68294,1.37255,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.1681850035038542,-0.0213842583892174,-0.0001146760478274,0.4800194024001427,-4.135394909798297,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,95
Lucas Erceg,KCR,pitcher,RP,atc,19360,668674,,,62.4801,,,,,,4.5617,6.46811,3.72312,1.26242,59.9732,0.0,0.0,0.0,0.0,0.0,1.5205666666666666,1.0100994068694271,1.6810988086895586,0.334266571094671,0.3004937925255815,4.846525245845904,0.2311109336474643,1.2988777274881294,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,73
Kutter Crawford,BOS,pitcher,RP,atc,20531,676710,,,68.8955,,,,,,4.20023,0.0,4.28277,1.19972,67.2259,0.0,0.0,0.0,0.0,0.0,1.4000766666666669,0.0,1.884398037841626,0.0582242023559883,0.5204935494623151,3.8631924563265967,-0.7522218558718432,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Cam Booser,TBR,pitcher,RP,dc_fill,16061,592155,,,14.0,,,,,,1.0,0.0,4.21522,1.36536,15.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4204625087596356,0.0194438644573397,0.0042291335454235,0.7774688400957322,-3.837945472102707,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,95
Fernando Cruz,NYY,pitcher,RP,atc,7048,518585,,,58.0183,,,,,,3.40882,1.79669,3.65539,1.22968,77.7476,0.0,0.0,0.0,0.0,0.0,1.1362733333333332,0.2805820407086816,2.1793300630693766,0.3420269290008129,0.3622077866346248,4.300420152746829,-0.3149941594516106,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Joey Estes,ATH,pitcher,RP,atc,26257,683155,,,26.6461,,,,,,1.39462,0.0,4.99765,1.28578,20.7645,0.0,0.0,0.0,0.0,0.0,0.4648733333333333,0.0,0.5820462508759636,-0.1308127035759664,0.1008977614853572,1.0170046421186876,-3.5984096700797523,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Andrew Sears,DET,pitcher,RP,dc_fill,sa3023133,808825,,,6.0,,,,,,0.0,0.0,4.51823,1.36733,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401541695865452,-0.0063012493891663,0.0012949329661892,0.1351478531635681,-4.480266459034872,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,95
Garrett Cleavinger,TBR,pitcher,RP,atc,17897,664076,,,61.7869,,,,,,3.73483,7.55814,3.36581,1.13063,75.1785,0.0,0.0,0.0,0.0,0.0,1.2449433333333333,1.180325122954942,2.107316047652418,0.5082657083360498,0.6537063164297038,5.694556528706447,1.0791422165080071,6.064939324560604,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,25
Gabe Speier,SEA,pitcher,RP,atc,17170,642100,,,58.0072,,,,,,3.05792,1.61376,3.35094,1.07596,68.6793,0.0,0.0,0.0,0.0,0.0,1.0193066666666668,0.2520145790392567,1.925138051857043,0.484116655424233,0.7525741678469583,4.433150120834157,-0.1822641913642826,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Jose A. Ferrer,SEA,pitcher,RP,atc,24017,678606,,,64.6646,,,,,,3.93749,3.06606,3.3743,1.15976,60.0437,0.0,0.0,0.0,0.0,0.0,1.3124966666666666,0.4788145822235669,1.683074982480729,0.5275188261052636,0.601673251820316,4.603578309296542,-0.011836002901898,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Cody Bradford,TEX,pitcher,RP,atc,27597,674003,,,61.9642,,,,,,3.94397,0.0,4.22687,1.18152,54.3789,0.0,0.0,0.0,0.0,0.0,1.3146566666666668,0.0,1.5242859145059566,0.0802480807272624,0.5175085949588382,3.4366992568587236,-1.1787150553397163,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,71
David Festa,MIN,pitcher,RP,atc,30056,701581,,,48.2211,,,,,,2.46889,1.37236,4.20129,1.26493,49.3241,0.0,0.0,0.0,0.0,0.0,0.8229633333333334,0.2143160864628658,1.382595655220743,0.0723787101763617,0.2266164410383644,2.7188702262316684,-1.8965440859667717,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,71
Matt Strahm,KCR,pitcher,RP,atc,13799,621381,,,62.7693,,,,,,3.83273,2.97605,3.51798,1.13026,68.3748,0.0,0.0,0.0,0.0,0.0,1.2775766666666668,0.4647580730404644,1.916602662929222,0.4394621318484921,0.6651170416562829,4.763516576141129,0.1481022639426887,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,73
Drew Anderson,DET,pitcher,RP,atc,15130,623454,,,74.2332,,,,,,4.63292,0.0,3.93718,1.28734,84.4232,0.0,0.0,0.0,0.0,0.0,1.5443066666666667,0.0,2.3664526979677647,0.2692370655779232,0.276019822483907,4.456016252696262,-0.1593980595021777,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,71
Jairo Iriarte,CHW,pitcher,RP,atc,26907,683568,,,12.5069,,,,,,0.0600971,0.0,4.4308,1.4634,11.2724,0.0,0.0,0.0,0.0,0.0,0.0200323666666666,0.0,0.3159747722494744,-0.0043329801119159,-0.0499115072916391,0.2817626515125859,-4.333651660685854,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Blas Castaño,SEA,pitcher,RP,atc,26117,680604,,,9.56492,,,,,,0.103986,0.0,4.45443,1.38552,7.1642,0.0,0.0,0.0,0.0,0.0,0.034662,0.0,0.2008185003503854,-0.0051330625051941,-0.0055538588199011,0.2247935790252901,-4.39062073317315,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Braydon Fisher,TOR,pitcher,RP,atc,24609,680755,,,48.8429,,,,,,3.2492,0.957469,3.73472,1.23551,54.7304,0.0,0.0,0.0,0.0,0.0,1.0830666666666666,0.1495241838799685,1.534138752627891,0.2567473566039401,0.2924575380284061,3.315934497806872,-1.2994798143915678,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Tyson Miller,CHW,pitcher,RP,atc,19976,668338,,,6.23869,,,,,,0.238395,0.000400523,5.03282,1.45261,5.10603,0.0,0.0,0.0,0.0,0.0,0.079465,6.254810829400915e-05,0.1431262789067974,-0.0323935297939993,-0.0219493624908215,0.1683109347302705,-4.447103377468169,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Tommy Nance,TOR,pitcher,RP,atc,19178,667297,,,53.4348,,,,,,2.40859,0.0,3.77937,1.23921,50.3719,0.0,0.0,0.0,0.0,0.0,0.8028633333333333,0.0,1.4119663629992991,0.2616802890362456,0.3112956282521483,2.7878056136210265,-1.8276086985774136,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Tyler Wells,BAL,pitcher,RP,atc,20000,669330,,,68.2538,,,,,,3.77688,0.285157,4.27523,1.17344,62.0554,0.0,0.0,0.0,0.0,0.0,1.25896,0.0445318518956333,1.7394646110721794,0.0618243999601107,0.5941853493112333,3.698966212239157,-0.916448099959283,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Shawn Armstrong,CLE,pitcher,RP,atc,12857,542888,,,65.7582,,,,,,3.06707,2.52201,3.80455,1.19205,65.1542,0.0,0.0,0.0,0.0,0.0,1.0223566666666668,0.3938524244514647,1.826326559215137,0.3087021358708198,0.5188760343630257,4.070113820567114,-0.545300491631326,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Ryan Yarbrough,NYY,pitcher,RP,atc,16502,642232,,,58.8341,,,,,,2.82938,0.161162,4.27737,1.24693,47.6465,0.0,0.0,0.0,0.0,0.0,0.9431266666666668,0.0251680383620393,1.3355711282410654,0.0522785584002641,0.3228627246297539,2.6790071162997893,-1.9364071958986504,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,79
Joel Hurtado,LAA,pitcher,RP,atc,sa3019774,805871,,,7.01929,,,,,,0.0875505,0.0,4.99313,1.48729,4.78733,0.0,0.0,0.0,0.0,0.0,0.0291835,0.0,0.1341928521373511,-0.0342041526645698,-0.0353545488313559,0.0938176506414252,-4.521596661557014,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,47
Angel Chivilli,NYY,pitcher,RP,atc,26790,683409,,,21.1041,,,,,,0.776975,0.0150321,4.60611,1.35161,18.0329,0.0,0.0,0.0,0.0,0.0,0.2589916666666667,0.002347504184994,0.5054772249474423,-0.0370923874786329,0.0190810855639385,0.7488050938844086,-3.8666092183140313,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,47
Connor Seabold,DET,pitcher,RP,atc,19695,657756,,,19.3032,,,,,,0.814939,0.0,4.80443,1.3527,16.1272,0.0,0.0,0.0,0.0,0.0,0.2716463333333333,0.0,0.4520588647512263,-0.0647420279050814,0.016531534804029,0.6754947049835073,-3.9399196072149327,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Colin Poche,DET,pitcher,RP,atc,19403,621363,,,15.4003,,,,,,1.00951,0.0262975,4.6858,1.39922,13.8921,0.0,0.0,0.0,0.0,0.0,0.3365033333333333,0.0041067775829645,0.3894071478626489,-0.0369460906385841,-0.0181803565431902,0.6748908115971722,-3.940523500601268,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Steven Okert,HOU,pitcher,RP,atc,13580,595345,,,61.9272,,,,,,3.32987,0.508004,3.96822,1.19116,68.925,0.0,0.0,0.0,0.0,0.0,1.1099566666666667,0.0793329951233507,1.9320252277505257,0.2091315583099944,0.4910601758156652,3.821506623666203,-0.7939076885322369,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Tyler Holton,DET,pitcher,RP,atc,26231,663947,,,67.5749,,,,,,4.01609,1.12325,3.60054,1.14147,56.5362,0.0,0.0,0.0,0.0,0.0,1.3386966666666666,0.1754135533820674,1.5847568325157677,0.4281996287758055,0.6828695316234378,4.209936212963744,-0.4054780992346956,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Randy Dobnak,SEA,pitcher,RP,atc,23798,677976,,,11.4255,,,,,,0.481578,0.0,4.2292,1.38837,8.75566,0.0,0.0,0.0,0.0,0.0,0.160526,0.0,0.2454284512964261,0.0145825544716501,-0.0080599979430007,0.4124770078250755,-4.202937304373364,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Troy Melton,DET,pitcher,RP,atc,31807,675512,,,50.3491,,,,,,2.77212,0.0,3.90853,1.23946,45.2797,0.0,0.0,0.0,0.0,0.0,0.92404,0.0,1.2692277505255782,0.1942229135385012,0.2927680871937367,2.680258751257816,-1.9351555609406237,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Drew Pomeranz,LAA,pitcher,RP,atc,11426,519141,,,55.052,,,,,,2.668,3.44675,3.80391,1.21096,59.669,0.0,0.0,0.0,0.0,0.0,0.8893333333333334,0.5382654485819193,1.6725718290119131,0.2587254442455077,0.3888140901009497,3.747710145273623,-0.8677041669248164,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Cameron Foster,BAL,pitcher,RP,atc,sa3020735,671382,,,22.1845,,,,,,1.50375,0.0,4.53326,1.38927,19.4821,0.0,0.0,0.0,0.0,0.0,0.50125,0.0,0.5460995094604064,-0.0259822880857175,-0.0165240579038178,1.0048431634708712,-3.6105711487275687,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Bryan Baker,TBR,pitcher,RP,atc,19804,641329,,,62.4052,,,,,,3.2212,2.44914,3.87979,1.19665,68.5904,0.0,0.0,0.0,0.0,0.0,1.0737333333333334,0.3824726019409361,1.9226461107217945,0.2551664662318259,0.4798491920331204,4.11386770426101,-0.5015466079374296,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Michael Tonkin,MIN,pitcher,RP,atc,10315,543859,,,27.2947,,,,,,1.34223,0.0344796,4.60442,1.26085,25.1975,0.0,0.0,0.0,0.0,0.0,0.44741,0.0053845440954305,0.7063069376313946,-0.0476016294901244,0.1331483595176054,1.2446482117543065,-3.3707661004441336,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Ryan Loutos,SEA,pitcher,RP,atc,29521,702795,,,15.4362,,,,,,0.719541,0.0,4.48609,1.39388,12.7822,0.0,0.0,0.0,0.0,0.0,0.239847,0.0,0.3582957252978276,-0.0122177487986814,-0.0146134713460277,0.5713115051531185,-4.044102807045322,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,84
Tyler Rogers,TOR,pitcher,RP,atc,15541,643511,,,66.1853,,,,,,3.85749,3.10833,3.68981,1.18842,45.3204,0.0,0.0,0.0,0.0,0.0,1.28583,0.4854157225765249,1.2703686054660126,0.371835293134184,0.5327658872674877,3.946215508444209,-0.6691988037542309,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,75
Cole Wilcox,SEA,pitcher,RP,atc,27481,677961,,,18.9388,,,,,,0.911078,0.0,4.31407,1.35818,15.4411,0.0,0.0,0.0,0.0,0.0,0.3036926666666666,0.0,0.4328269096005606,0.0112337762593386,0.011675123557221,0.7594284760837869,-3.855985836114653,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,47
Tanner Houck,BOS,pitcher,RP,atc,19879,656557,,,16.5586,,,,,,0.878074,0.0,4.89282,1.38074,13.4829,0.0,0.0,0.0,0.0,0.0,0.2926913333333333,0.0,0.3779369306236861,-0.0673180217680828,-0.0061490481962277,0.597161193992709,-4.018253118205731,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,79
Manuel Rodríguez,TBR,pitcher,RP,atc,20794,655889,,,12.1429,,,,,,0.590794,0.0228949,3.71093,1.24132,11.2078,0.0,0.0,0.0,0.0,0.0,0.1969313333333333,0.0035754068669727,0.3141639803784163,0.0661556246296891,0.0696191404527911,0.6504454856612027,-3.964968826537237,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,79
Colin Selby,BAL,pitcher,RP,atc,24986,681882,,,37.0126,,,,,,1.58582,0.0,4.00805,1.30012,37.4301,0.0,0.0,0.0,0.0,0.0,0.5286066666666667,0.0,1.0491969166082693,0.1131270296658792,0.1169114185874686,1.807842031528284,-2.807572280670156,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,79
Peter Lambert,HOU,pitcher,RP,atc,17969,663567,,,13.9902,,,,,,0.624234,0.0,4.57948,1.37625,12.9818,0.0,0.0,0.0,0.0,0.0,0.2080779999999999,0.0,0.3638906797477225,-0.0215901718405909,-0.0024447973690969,0.5479337105380347,-4.067480601660405,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
Carlos Lagrange,NYY,pitcher,RP,atc,sa3019390,801739,,,10.0504,,,,,,0.843772,0.0,4.21366,1.37159,10.9717,0.0,0.0,0.0,0.0,0.0,0.2812573333333333,0.0,0.3075459004905396,0.0140846764025942,0.0002944060179747,0.6031823162444419,-4.012231995953998,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
Chen Zhong-Ao Zhuang,ATH,pitcher,RP,atc,sa3018174,800018,,,6.36455,,,,,,0.127227,0.0,4.35255,1.26878,5.28238,0.0,0.0,0.0,0.0,0.0,0.042409,0.0,0.1480695164681149,0.0018038419528392,0.02883746925181,0.2211198276727642,-4.394294484525676,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
Trevor Stephan,CLE,pitcher,RP,atc,19932,663986,,,14.9639,,,,,,0.786502,0.0,4.36962,1.32614,14.4349,0.0,0.0,0.0,0.0,0.0,0.2621673333333333,0.0,0.4046222845129643,0.0021849768279101,0.0302177342743302,0.6991923289485382,-3.9162219832499017,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
David Sandlin,CHW,pitcher,RP,atc,sa3020606,689818,,,15.7556,,,,,,0.814933,0.0,4.45943,1.33006,13.6865,0.0,0.0,0.0,0.0,0.0,0.2716443333333333,0.0,0.3836440084092502,-0.0090894395680479,0.0291121529752624,0.6753110551497981,-3.9401032570486416,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,47
Jedixson Paez,CHW,pitcher,RP,atc,sa3016264,699151,,,37.4566,,,,,,1.12403,0.0,4.35718,1.31847,30.1685,0.0,0.0,0.0,0.0,0.0,0.3746766666666667,0.0,0.8456482130343379,0.0092199929680799,0.0882183726502278,1.3177632453193124,-3.2976510668791272,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
Michel Otañez,TEX,pitcher,RP,atc,22533,671305,,,17.2997,,,,,,0.890445,0.0306134,4.26149,1.39894,19.9448,0.0,0.0,0.0,0.0,0.0,0.296815,0.0047807747830906,0.5590693763139454,0.0175834264029707,-0.0202105388826182,0.8580380386173885,-3.7573762735810514,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
Matt Bowman,MIN,pitcher,RP,atc,13528,621199,,,20.4101,,,,,,0.875449,0.0,4.68499,1.38436,16.3236,0.0,0.0,0.0,0.0,0.0,0.2918163333333333,0.0,0.4575641205325858,-0.0488317771094379,-0.0108144294597717,0.6897342472967095,-3.9256800649017305,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
Nick Sandlin,LAA,pitcher,RP,atc,20517,680704,,,30.5054,,,,,,1.54006,0.0401074,4.32096,1.32539,30.7701,0.0,0.0,0.0,0.0,0.0,0.5133533333333333,0.0062634155806062,0.862511562718991,0.0164027982066978,0.0626036464569254,1.4611347562965538,-3.154279555901886,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,65
Kolby Allard,CLE,pitcher,RP,atc,18694,663465,,,24.421,,,,,,1.26324,0.0,4.38758,1.3419,18.8863,0.0,0.0,0.0,0.0,0.0,0.4210799999999999,0.0,0.5293987386124738,3.5383493063481465e-05,0.0324629605846178,0.9829770826901552,-3.6324372295082847,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,5.0,1.0,5.0,1.0,6.0,6.0,56.0,61
