year,fantasy_team,player_name,fg_id,mlb_team,position,salary,contract_year,status,eligibility,G,AB,PA,R,HR,RBI,SB,AVG,IP,W,SV,ERA,WHIP,SO,is_pitcher,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,total_sgp,par,production_value,auction_value,surplus,production_surplus
2021,Thunder & Lightning,Starling Marte,9241,FA,OF,79,a-faab,act,OF,120,467.0,526.0,89.0,12.0,55.0,47.0,0.31,,,,,,,False,2.7966582011944108,0.9859637110578569,1.7831038496950804,4.5370857066834125,1.7051128668655668,0.0,0.0,0.0,0.0,0.0,11.80792433549633,7.501658654398045,38.73428216637022,49.53850057452181,-29.461499425478188,-40.26571783362978
2021,Gusteroids,Craig Kimbrel,6655,FA,P,71,a-faab,act,P,63,,,,,,,,59.2,4.0,24.0,2.26,0.91,100.0,True,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3.7479860059377854,2.803083391730904,1.0139326370012582,1.1982413453251664,10.096576713328448,5.481162401130008,28.301593131086733,20.807698638956523,-50.19230136104348,-42.69840686891327
2021,Mean Machine,Alex Bregman,17678,Hou,3B,41,a,act,"3B,CI",91,348.0,400.0,54.0,12.0,55.0,1.0,0.27,,,,,,,False,1.6968487962303167,0.9859637110578569,1.7831038496950804,0.0965337384400726,0.5721943101699482,0.0,0.0,0.0,0.0,0.0,5.134644405593274,0.8283787244949901,4.277274764614245,5.470342201622024,-35.529657798377976,-36.72272523538575
2021,Kerry & Mitch,Gerrit Cole,13125,NYY,P,37,x,act,P,30,,,,,,,,181.1,16.0,0.0,3.23,1.06,243.0,True,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,6.8114926419060975,1.6877252454540117,2.476113987843047,16.30866520853649,11.69325089633805,60.377271284581525,44.39015357591834,7.39015357591834,23.377271284581525
2021,Gusteroids,Raisel Iglesias,17130,LAA,P,37,a,act,P,65,,,,,,,,70.0,7.0,34.0,2.57,0.93,103.0,True,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.309646841745196,2.8871758934828313,1.0242343530767932,1.3555387539248134,12.909929175562967,8.294514863364526,42.82813894262614,31.48780368150618,-5.512196318493821,5.82813894262614
2021,Thunder & Lightning,Xander Bogaerts,12161,Bos,SS,36,b,act,"SS,MI",144,529.0,603.0,90.0,23.0,79.0,5.0,0.295,,,,,,,False,2.8280813270505276,1.8897637795275588,2.5611855295620245,0.482668692200363,1.533355166827437,0.0,0.0,0.0,0.0,0.0,9.29505449516791,4.988788814069626,25.759257051680702,32.9443299032362,-3.055670096763798,-10.240742948319298
2021,Livn Lex,George Springer,12856,Tor,OF,35,a,act,OF,78,299.0,342.0,59.0,22.0,50.0,4.0,0.264,,,,,,,False,1.8539644255109016,1.8076001369394041,1.6210034997228004,0.3861349537602904,0.4016141716833421,0.0,0.0,0.0,0.0,0.0,6.070317187616739,1.764051506518455,9.108554782006307,11.64921927204949,-23.35078072795051,-25.89144521799369
2021,Shoeless Joe's,Jose Abreu,15676,CWS,1B,32,b,act,"1B,CI",152,566.0,659.0,86.0,30.0,117.0,1.0,0.261,,,,,,,False,2.70238882362606,2.464909277644642,3.793148189351353,0.0965337384400726,0.6750504008431965,0.0,0.0,0.0,0.0,0.0,9.732030429905324,5.4257647488070395,28.01555128417141,35.82997607714607,3.829976077146071,-3.9844487158285915
2021,Kerry & Mitch,Anthony Rizzo,3473,FA,UT,32,a-faab,act,"1B,CI",141,496.0,576.0,73.0,22.0,61.0,6.0,0.248,,,,,,,False,2.293888187496539,1.8076001369394041,1.9776242696618165,0.5792024306404356,0.26804023821918993,0.0,0.0,0.0,0.0,0.0,6.926355262957386,2.6200895818591015,13.528646642085988,17.302214781544315,-14.697785218455685,-18.471353357914012
2021,Mean Machine,Andres Gimenez,19950,Cle,2B,31,a,act,"2B,SS,CI,MI,3B",68,188.0,210.0,23.0,5.0,16.0,11.0,0.218,,,,,,,False,0.7227318946906904,0.4108182129407737,0.5187211199112961,1.0618711228407987,-0.1813866982591928,0.0,0.0,0.0,0.0,0.0,2.5327556521243664,-1.7735100289739179,0.0,0.0,-31.0,-31.0
