year,eff_date,team,player_name,mlb_team,transaction,submitted
2015,10.05,Gusteroids,JHamilton,Tex,Release,09.29 @ 06:58
2015,10.05,Mashers,DJennings,CWS,Release,09.29 @ 06:55
2015,10.05,Mashers,JSingleton,Hou,Release,09.29 @ 06:54
2015,10.05,Mashers,PTucker,Hou,Release,09.29 @ 06:54
2015,10.05,Mashers,JPirela,NYY,Release,09.29 @ 06:54
2015,10.05,Mashers,RRefsnyder,NYY,Release,09.29 @ 06:54
2015,10.05,Mashers,VVelasquez,Hou,Release,09.29 @ 06:54
2015,10.05,R&R,DPompey,Tor,Release,09.29 @ 06:56
2015,10.05,Roof Guy,JVillar,Hou,Release,09.29 @ 06:57
2015,10.05,Roof Guy,CCowgill,LAA,Release,09.29 @ 06:57
2015,10.05,Thunder & Lightning,JCastro,Hou,Release,09.29 @ 06:58
2015,09.28,R&R,JPetricka,CWS,Waive,09.28 @ 11:24
2015,09.28,R&R,INova,NYY,Waive,09.28 @ 11:24
2015,09.28,R&R,NMartinez,Tex,Activate,09.28 @ 11:24
2015,09.28,R&R,DNorris,Det,Activate,09.28 @ 11:24
2015,09.21,R&R,SFeldman,Hou,Disable,09.21 @ 12:00
2015,09.21,R&R,RDull,Oak,Add to Actives,09.21 @ 12:00
2015,09.21,Shrooms,NEovaldi,NYY,Waive,09.19 @ 21:34
2015,09.21,Shrooms,DFarquhar,Sea,Activate,09.19 @ 21:34
2015,09.21,Trollers,JChavez,Oak,Disable,09.21 @ 12:00
2015,09.21,Trollers,JWeaver,LAA,Add to Actives,09.21 @ 12:00
2015,09.14,Boppers,WHarris,Hou,Waive,09.14 @ 20:48
2015,09.14,Boppers,SDoolittle,Oak,Activate,09.14 @ 20:48
2015,09.14,Gusteroids,WVenable,Tex,Waive,09.07 @ 15:22
2015,09.14,Gusteroids,AHicks,Min,Activate,09.07 @ 15:22
2015,09.14,Roof Guy,GGreen,LAA,Waive,09.12 @ 13:10
2015,09.14,Roof Guy,JSucre,Sea,Waive,09.12 @ 13:10
2015,09.14,Roof Guy,SSouza,TB,Activate,09.12 @ 13:10
2015,09.14,Roof Guy,RChirinos,Tex,Activate,09.12 @ 13:10
2015,09.07,Boppers,BGuyer,TB,Purchase for 10,09.07 @ 15:17
2015,09.07,Boppers,BHolt,Bos,Change Position to 3B,09.07 @ 15:17
2015,09.07,Boppers,HRamirez,Bos,Disable,09.07 @ 15:17
2015,09.07,Boppers,KCalhoun,LAA,Change Position to 1B,09.07 @ 15:17
2015,09.07,Mashers,KMarte,Sea,Change Position to SS,09.07 @ 15:20
2015,09.07,Mashers,ACabrera,TB,Waive,09.07 @ 15:20
2015,09.07,Mashers,CGomez,Hou,Change Position to 2B,09.07 @ 15:20
2015,09.07,Mashers,GSpringer,Hou,Activate,09.07 @ 15:20
2015,09.07,Shrooms,JMachi,Bos,Waive,09.07 @ 15:18
2015,09.07,Shrooms,CCarrasco,Cle,Activate,09.07 @ 15:18
2015,09.07,Shrooms,JMontero,Sea,Reserve,09.07 @ 12:00
2015,09.07,Shrooms,GBird,NYY,Add to Actives,09.07 @ 12:00
2015,09.07,Shrooms,GBird,NYY,Change Position to UT,09.07 @ 12:00
2015,09.07,Shrooms,BShaw,Cle,Waive,09.06 @ 21:00
2015,09.07,Shrooms,MPineda,NYY,Activate,09.06 @ 21:00
2015,09.07,Shrooms,CBedrosian,LAA,Waive,09.06 @ 21:00
2015,09.07,Trollers,RoHernandez,FA,Waive,09.02 @ 09:18
2015,09.07,Trollers,EBonifacio,ChC,Waive,09.02 @ 09:17
2015,09.07,Trollers,LMorrison,Sea,Change Position to CI,09.02 @ 09:16
2015,09.07,Trollers,AdLaRoche,CWS,Waive,09.02 @ 09:16
2015,09.07,Trollers,KVargas,Min,Activate,09.02 @ 09:16
2015,09.07,Trollers,SFuld,Oak,Waive,09.02 @ 09:15
2015,09.07,Trollers,AGordon,KC,Activate,09.02 @ 09:15
2015,09.07,Trollers,FRodney,ChC,Waive,09.01 @ 10:10
2015,08.31,Boppers,EAybar,LAA,Purchase for 25,09.04 @ 06:13
2015,08.31,Boppers,EAybar,LAA,Change Position to UT,09.04 @ 06:13
2015,08.31,Gusteroids,ESantana,Min,Claim,08.31 @ 23:01
2015,08.31,Gusteroids,ESantana,Min,Change Contract to a,08.31 @ 23:01
2015,08.31,Gusteroids,ESantana,Min,Change Salary to 10,08.31 @ 23:01
2015,08.31,Gusteroids,NKarns,TB,Waive,08.31 @ 23:01
2015,08.31,Mashers,KGraveman,Oak,Disable,08.31 @ 22:56
2015,08.31,Mashers,JKelly,Bos,Activate,08.31 @ 22:56
2015,08.31,Shrooms,FGutierrez,Sea,Purchase for 25,09.04 @ 06:13
2015,08.31,Shrooms,FGutierrez,Sea,Change Position to UT,09.04 @ 06:13
2015,08.31,Shrooms,CCarrasco,Cle,Disable,08.31 @ 12:00
2015,08.31,Shrooms,JMachi,Bos,Add to Actives,08.31 @ 12:00
2015,08.31,Roof Guy,TraThompson,CWS,Purchase for 10,08.31 @ 22:35
2015,08.31,Roof Guy,DJennings,TB,Reserve,08.31 @ 22:35
2015,08.31,Roof Guy,JArencibia,TB,Purchase for 10,08.31 @ 22:34
2015,08.31,Roof Guy,CCasali,TB,Waive,08.31 @ 22:34
2015,08.31,Roof Guy,JSucre,Sea,Purchase for 10,08.31 @ 22:31
2015,08.31,Roof Guy,MZunino,Sea,Reserve,08.31 @ 22:31
2015,08.31,Roof Guy,HUrrutia,Bal,Waive,08.31 @ 22:29
2015,08.31,Roof Guy,GGreen,LAA,Activate,08.31 @ 22:29
2015,08.31,Roof Guy,GGreen,LAA,Change Position to OF,08.31 @ 22:29
2015,08.31,Thunder & Lightning,CIannetta,LAA,Purchase for 10,08.31 @ 22:36
2015,08.31,Thunder & Lightning,JCastro,Hou,Disable,08.31 @ 22:36
2015,08.31,Trollers,MPelfrey,Min,Waive,08.30 @ 12:33
2015,08.31,Trollers,DHutchison,Tor,Activate,08.30 @ 12:33
2015,08.24,Boppers,RShaffer,TB,Purchase Res for 10,08.26 @ 08:44
2015,08.24,Boppers,ASanchez,Det,Disable,08.26 @ 08:42
2015,08.24,Boppers,TMilone,Min,Activate,08.26 @ 08:42
2015,08.24,Boppers,PNeshek,Hou,Change Salary to 10,08.26 @ 08:41
2015,08.24,Boppers,HRamirez,Bos,Change Position to 3B,08.24 @ 13:54
2015,08.24,Boppers,RShaffer,TB,Waive,08.24 @ 13:54
2015,08.24,Boppers,JKipnis,Cle,Activate,08.24 @ 13:54
2015,08.24,Boppers,JKipnis,Cle,Change Position to MI,08.24 @ 13:54
2015,08.24,Boppers,NSwisher,Atl,Waive,08.24 @ 13:54
2015,08.24,Boppers,JWeaver,LAA,Waive,08.24 @ 13:54
2015,08.24,Gusteroids,WVenable,Tex,Change Salary to 2,08.24 @ 13:52
2015,08.24,Gusteroids,JMcGee,TB,Waive,08.24 @ 12:00
2015,08.24,Gusteroids,JTazawa,Bos,Add to Actives,08.24 @ 12:00
2015,08.24,Gusteroids,AHicks,Min,Disable,08.24 @ 12:00
2015,08.24,Gusteroids,WVenable,Tex,Add to Actives,08.24 @ 12:00
2015,08.24,Gusteroids,JHamilton,Tex,Disable,08.23 @ 23:01
2015,08.24,Gusteroids,CCrisp,Oak,Activate,08.23 @ 23:01
2015,08.24,Gusteroids,ESantana,Min,Waive,08.23 @ 23:01
2015,08.24,Gusteroids,LMcCullers,Hou,Activate,08.23 @ 23:01
2015,08.24,Mashers,PTucker,Hou,Disable,08.24 @ 13:49
2015,08.24,Mashers,BBuxton,Min,Activate,08.24 @ 13:49
2015,08.24,Mashers,BBuxton,Min,Change Position to UT,08.24 @ 13:49
2015,08.24,R&R,DNorris,Det,Disable,08.24 @ 12:00
2015,08.24,R&R,VNuno,Sea,Add to Actives,08.24 @ 12:00
2015,08.24,R&R,JoRamirez,Cle,Waive,08.20 @ 09:59
2015,08.24,Roof Guy,HUrrutia,Bal,Purchase for 10,08.24 @ 13:52
2015,08.24,Roof Guy,JButler,TB,Waive,08.24 @ 13:52
2015,08.24,Thunder & Lightning,TWilhelmsen,Sea,Purchase for 10,08.24 @ 13:54
2015,08.24,Thunder & Lightning,JFields,Hou,Disable,08.24 @ 13:54
2015,08.24,Trollers,FRodney,Sea,Reserve,08.23 @ 09:42
2015,08.24,Trollers,RElias,Sea,Activate,08.23 @ 09:42
2015,08.24,Trollers,DHutchison,Tor,Reserve,08.20 @ 08:36
2015,08.24,Trollers,DHolland,Tex,Activate,08.20 @ 08:36
2015,08.17,R&R,MShoemaker,LAA,Reserve,08.17 @ 12:00
2015,08.17,R&R,ERamirez,TB,Claim,08.17 @ 12:00
2015,08.17,R&R,NMartinez,Tex,Reserve,08.17 @ 12:00
2015,08.17,R&R,INova,NYY,Add to Actives,08.17 @ 12:00
2015,08.17,R&R,JParedes,Bal,Waive,08.17 @ 10:37
2015,08.17,R&R,LChisenhall,Cle,Activate,08.17 @ 10:37
2015,08.17,R&R,LChisenhall,Cle,Change Position to OF,08.17 @ 10:37
2015,08.17,Trollers,MMontgomery,Sea,Waive,08.17 @ 08:57
2015,08.17,Trollers,DSmyly,TB,Activate,08.17 @ 08:57
2015,08.10,Boppers,PNeshek,Hou,Claim,08.11 @ 07:23
2015,08.10,Boppers,PNeshek,Hou,Change Contract to a,08.11 @ 07:23
2015,08.10,Boppers,PNeshek,Hou,Change Salary to 1,08.11 @ 07:23
2015,08.10,Boppers,RShaffer,TB,Purchase for 10,08.11 @ 07:23
2015,08.10,Boppers,JKipnis,Cle,Disable,08.11 @ 07:23
2015,08.10,Boppers,HRamirez,Bos,Change Position to MI,08.11 @ 07:23
2015,08.10,Boppers,IKinsler,Det,Change Position to 2B,08.11 @ 07:23
2015,08.10,Boppers,JTazawa,Bos,Waive,08.11 @ 07:23
2015,08.10,Gusteroids,LMcCullers,Hou,Reserve,08.10 @ 12:00
2015,08.10,Gusteroids,KMedlen,KC,Claim,08.10 @ 12:00
2015,08.10,Gusteroids,ERamirez,TB,Waive,08.10 @ 12:00
2015,08.10,Gusteroids,MEstrada,Tor,Claim,08.10 @ 12:00
2015,08.10,Mashers,MGonzalez,Bal,Waive,08.11 @ 18:19
2015,08.10,Mashers,TClippard,NYM,Waive,08.11 @ 18:19
2015,08.10,Mashers,HOwens,Bos,Activate,08.11 @ 18:19
2015,08.10,Mashers,LSeverino,NYY,Activate,08.11 @ 18:19
2015,08.10,Mashers,HOwens,Bos,Change Contract to ar,08.11 @ 18:19
2015,08.10,Mashers,LSeverino,NYY,Change Contract to ar,08.11 @ 18:19
2015,08.10,R&R,LMartin,Tex,Reserve,08.10 @ 12:00
2015,08.10,R&R,JParedes,Bal,Claim,08.10 @ 12:00
2015,08.10,R&R,JParedes,Bal,Change Position to OF,08.10 @ 12:00
2015,08.10,Shrooms,MAviles,Cle,Waive,08.08 @ 16:56
2015,08.10,Shrooms,DValencia,Oak,Activate,08.08 @ 16:56
2015,08.10,Roof Guy,BGuyer,TB,Waive,08.18 @ 09:05
2015,08.10,Roof Guy,DJennings,TB,Activate,08.18 @ 09:05
2015,08.10,Roof Guy,TSnider,Bal,Waive,08.11 @ 07:25
2015,08.10,Roof Guy,DNava,TB,Activate,08.11 @ 07:25
2015,08.03,Boppers,RMadson,KC,Purchase for 10,08.03 @ 13:20
2015,08.03,Boppers,BSchultz,Tor,Purchase for 10,08.03 @ 13:20
2015,08.03,Boppers,GParra,Bal,Purchase for 24,08.03 @ 13:20
2015,08.03,Boppers,HRamirez,Bos,Change Position to 3B,08.03 @ 13:20
2015,08.03,Boppers,JParedes,Bal,Waive,08.03 @ 13:20
2015,08.03,Boppers,CCorrea,Hou,Change Position to SS,08.03 @ 13:20
2015,08.03,Boppers,CWilson,LAA,Disable,08.03 @ 13:20
2015,08.03,Boppers,TMilone,Min,Disable,08.03 @ 13:20
2015,08.03,Boppers,GParra,Bal,Change Position to UT,08.03 @ 13:20
2015,08.03,Boppers,GParra,Bal,Change Salary to 13,08.03 @ 13:20
2015,08.03,Brosox,TShaw,Bos,Purchase for 10,08.03 @ 13:57
2015,08.03,Brosox,TShaw,Bos,Change Position to OF,08.03 @ 13:57
2015,08.03,Brosox,DRobertson,LAA,Waive,08.03 @ 13:57
2015,08.03,Brosox,CAnderson,Cle,Waive,08.03 @ 13:57
2015,08.03,Brosox,ASanchez,Tor,Activate,08.03 @ 13:57
2015,08.03,Gusteroids,KMedlen,KC,Waive,08.03 @ 13:39
2015,08.03,Gusteroids,VNuno,Sea,Waive,08.03 @ 13:39
2015,08.03,Gusteroids,SMarcum,Cle,Release,08.03 @ 13:39
2015,08.03,Gusteroids,JVargas,KC,Waive,08.03 @ 13:39
2015,08.03,Gusteroids,BRevere,Tor,Purchase for 24,08.03 @ 13:38
2015,08.03,Gusteroids,BRevere,Tor,Change Position to UT,08.03 @ 13:38
2015,08.03,Gusteroids,EAybar,LAA,Waive,08.03 @ 13:38
2015,08.03,Gusteroids,EAybar,LAA,Change Position to UT,08.03 @ 13:37
2015,08.03,Gusteroids,AHicks,Min,Change Position to OF,08.03 @ 13:37
2015,08.03,Gusteroids,BMiller,Sea,Trade,08.03 @ 13:22
2015,08.03,Gusteroids,AAvila,Det,Trade,08.03 @ 13:22
2015,08.03,Gusteroids,JReyes,Col,Acquire,08.03 @ 13:22
2015,08.03,Gusteroids,KSuzuki,Min,Acquire,08.03 @ 13:22
2015,08.03,Livn Lex,MJoyce,LAA,Waive,08.03 @ 17:29
2015,08.03,Livn Lex,RCastillo,Bos,Activate,08.03 @ 17:29
2015,08.03,Livn Lex,MEstrada,Tor,Waive,08.03 @ 17:29
2015,08.03,Livn Lex,KGausman,Bal,Activate,08.03 @ 17:29
2015,08.03,Livn Lex,RCastillo,Bos,Change Contract to ar,08.03 @ 17:29
2015,08.03,Mashers,DGregorius,NYY,Claim,08.04 @ 06:29
2015,08.03,Mashers,DGregorius,NYY,Change Contract to a,08.04 @ 06:29
2015,08.03,Mashers,DGregorius,NYY,Change Salary to 10,08.04 @ 06:29
2015,08.03,Mashers,JMarte,Det,Waive,08.04 @ 06:29
2015,08.03,Mashers,LValbuena,Hou,Change Position to 3B,08.04 @ 06:29
2015,08.03,Mashers,DGregorius,NYY,Change Position to MI,08.04 @ 06:29
2015,08.03,Mashers,DGregorius,NYY,Waive,08.03 @ 17:30
2015,08.03,Mashers,MBetts,Bos,Activate,08.03 @ 17:30
2015,08.03,Mashers,MBetts,Bos,Change Position to UT,08.03 @ 17:30
2015,08.03,Mashers,KMarte,Sea,Purchase for 10,08.03 @ 13:32
2015,08.03,Mashers,KMarte,Sea,Change Position to 2B,08.03 @ 13:32
2015,08.03,Mashers,DGregorius,NYY,Purchase for 10,08.03 @ 13:32
2015,08.03,Mashers,DGregorius,NYY,Change Position to UT,08.03 @ 13:32
2015,08.03,Mashers,CBassitt,Oak,Purchase for 10,08.03 @ 13:32
2015,08.03,Mashers,CGomez,Hou,Purchase for 28,08.03 @ 13:32
2015,08.03,Mashers,DTravis,Tor,Disable,08.03 @ 13:32
2015,08.03,Mashers,ARomine,Det,Waive,08.03 @ 13:32
2015,08.03,Mashers,MBetts,Bos,Disable,08.03 @ 13:32
2015,08.03,Mashers,JSingleton,Hou,Reserve,08.03 @ 13:32
2015,08.03,Mashers,ACabrera,TB,Activate,08.03 @ 13:32
2015,08.03,Mashers,VVelasquez,Hou,Reserve,08.03 @ 13:32
2015,08.03,R&R,DNorris,Det,Change Salary to 5,08.03 @ 13:28
2015,08.03,R&R,DNorris,Det,Change Contract to ar,08.03 @ 13:28
2015,08.03,R&R,ZDuke,CWS,Waive,08.03 @ 10:39
2015,08.03,R&R,DNorris,Det,Activate,08.03 @ 10:39
2015,08.03,Shrooms,MPineda,NYY,Disable,08.03 @ 12:00
2015,08.03,Shrooms,BShaw,Cle,Add to Actives,08.03 @ 12:00
2015,08.03,Shrooms,POrlando,KC,Waive,08.03 @ 12:00
2015,08.03,Shrooms,JMontero,Sea,Add to Actives,08.03 @ 12:00
2015,08.03,Shrooms,JMontero,Sea,Change Position to UT,08.03 @ 12:00
2015,08.03,Shrooms,DValencia,Tor,Reserve,08.03 @ 12:00
2015,08.03,Shrooms,MAviles,Cle,Claim,08.03 @ 12:00
2015,08.03,Shrooms,MAviles,Cle,Change Position to MI,08.03 @ 12:00
2015,08.03,Shrooms,MMoore,TB,Waive,07.27 @ 20:25
2015,08.03,Roof Guy,CCasali,TB,Purchase for 10,08.03 @ 13:50
2015,08.03,Roof Guy,CParmelee,Bal,Waive,08.03 @ 13:50
2015,08.03,Roof Guy,RChirinos,Tex,Disable,08.03 @ 13:50
2015,08.03,Roof Guy,JButler,TB,Change Position to OF,08.03 @ 13:50
2015,08.03,Roof Guy,JLowrie,Hou,Activate,08.03 @ 13:50
2015,08.03,Roof Guy,JLowrie,Hou,Change Position to UT,08.03 @ 13:50
2015,08.03,Thunder & Lightning,BRondon,Det,Purchase for 10,08.03 @ 13:27
2015,08.03,Thunder & Lightning,CHamels,Tex,Purchase for 24,08.03 @ 13:27
2015,08.03,Thunder & Lightning,KKela,Tex,Waive,08.03 @ 13:27
2015,08.03,Thunder & Lightning,EScribner,Oak,Waive,08.03 @ 13:27
2015,08.03,Trollers,AWilson,Det,Claim,08.03 @ 13:42
2015,08.03,Trollers,AWilson,Det,Change Contract to a,08.03 @ 13:42
2015,08.03,Trollers,AWilson,Det,Change Salary to 10,08.03 @ 13:42
2015,08.03,Trollers,JBradley,Bos,Claim,08.03 @ 13:42
2015,08.03,Trollers,JBradley,Bos,Change Contract to a,08.03 @ 13:42
2015,08.03,Trollers,JBradley,Bos,Change Salary to 10,08.03 @ 13:42
2015,08.03,Trollers,GSizemore,TB,Waive,08.03 @ 13:42
2015,08.03,Trollers,PNeshek,Hou,Waive,08.03 @ 13:42
2015,08.03,Trollers,TTulowitzki,Tor,Purchase for 33,08.03 @ 13:25
2015,08.03,Trollers,MFiers,Hou,Purchase for 5,08.03 @ 13:25
2015,08.03,Trollers,MFiers,Hou,Change Salary to 10,08.03 @ 13:25
2015,08.03,Trollers,JBradley,Bos,Waive,08.03 @ 13:25
2015,08.03,Trollers,AWilson,Det,Waive,08.03 @ 13:25
2015,08.03,Trollers,BMiller,Sea,Acquire,08.03 @ 13:22
2015,08.03,Trollers,AAvila,Det,Acquire,08.03 @ 13:22
2015,08.03,Trollers,JReyes,Col,Trade,08.03 @ 13:22
2015,08.03,Trollers,KSuzuki,Min,Trade,08.03 @ 13:22
2015,08.03,Trollers,EBonifacio,CWS,Reserve,08.03 @ 12:40
2015,08.03,Trollers,EBonifacio,CWS,Change Position to 3B,08.03 @ 12:40
2015,08.03,Trollers,RoHernandez,Hou,Reserve,08.03 @ 12:00
2015,08.03,Trollers,AWilson,Det,Add to Actives,08.03 @ 12:00
2015,08.03,Trollers,EBonifacio,CWS,Disable,07.30 @ 09:07
2015,08.03,Trollers,JBradley,Bos,Activate,07.30 @ 09:07
2015,07.27,Boppers,TBeckham,TB,Waive,07.27 @ 18:49
2015,07.27,Boppers,JMasterson,Bos,Waive,07.27 @ 18:49
2015,07.27,Brosox,SDrew,NYY,Purchase for 10,07.27 @ 18:51
2015,07.27,Brosox,SDrew,NYY,Change Position to 2B,07.27 @ 18:51
2015,07.27,Brosox,DRobertson,LAA,Purchase for 10,07.27 @ 18:51
2015,07.27,Brosox,DPedroia,Bos,Disable,07.27 @ 18:51
2015,07.27,Brosox,SPearce,Bal,Disable,07.27 @ 18:51
2015,07.27,Gusteroids,ADeAza,Bos,Waive,07.27 @ 18:59
2015,07.27,Gusteroids,JHamilton,Tex,Activate,07.27 @ 18:59
2015,07.27,R&R,BJohnson,Bos,Reserve,07.27 @ 12:00
2015,07.27,R&R,SFeldman,Hou,Add to Actives,07.27 @ 12:00
2015,07.27,Shrooms,DValencia,Oak,Change Position to MI,08.08 @ 06:22
2015,07.27,Shrooms,MAviles,Cle,Claim,07.27 @ 18:55
2015,07.27,Shrooms,MAviles,Cle,Change Contract to a,07.27 @ 18:55
2015,07.27,Shrooms,MAviles,Cle,Change Salary to 5,07.27 @ 18:55
2015,07.27,Shrooms,JCueto,KC,Purchase for 55,07.27 @ 18:55
2015,07.27,Shrooms,POrlando,KC,Change Position to UT,07.27 @ 18:55
2015,07.27,Shrooms,SSmith,Sea,Change Position to UT,07.27 @ 18:55
2015,07.27,Shrooms,JDyson,KC,Change Position to OF,07.27 @ 18:55
2015,07.27,Shrooms,ARodriguez,NYY,Change Position to CI,07.27 @ 18:55
2015,07.27,Shrooms,EAndrus,Tex,Change Position to SS,07.27 @ 18:55
2015,07.27,Shrooms,AAdams,Cle,Waive,07.27 @ 18:55
2015,07.27,Shrooms,MAviles,Cle,Waive,07.27 @ 12:00
2015,07.27,Shrooms,SSmith,Sea,Claim,07.27 @ 12:00
2015,07.27,Thunder & Lightning,JHapp,Pit,Waive,08.08 @ 06:22
2015,07.27,Thunder & Lightning,NFeliz,Det,Waive,07.27 @ 18:51
2015,07.27,Thunder & Lightning,CQualls,Hou,Activate,07.27 @ 18:51
2015,07.27,Trollers,RHanigan,Bos,Waive,07.21 @ 10:19
2015,07.27,Trollers,BSwihart,Bos,Activate,07.21 @ 10:19
2015,07.20,Boppers,BHolt,Bos,Change Position to 1B,07.21 @ 16:20
2015,07.20,Boppers,SVictorino,Bos,Change Position to OF,07.21 @ 16:20
2015,07.20,Boppers,MTeixeira,NYY,Trade,07.21 @ 16:18
2015,07.20,Boppers,JIglesias,Det,Trade,07.21 @ 16:18
2015,07.20,Boppers,PNeshek,Hou,Trade,07.21 @ 16:18
2015,07.20,Boppers,ARios,KC,Acquire,07.21 @ 16:18
2015,07.20,Boppers,IKinsler,Det,Acquire,07.21 @ 16:18
2015,07.20,Boppers,SKazmir,Oak,Acquire,07.21 @ 16:18
2015,07.20,Brosox,TSaladino,CWS,Purchase for 10,07.20 @ 17:34
2015,07.20,Brosox,TSaladino,CWS,Change Position to UT,07.20 @ 17:34
2015,07.20,Brosox,BLawrie,Oak,Change Position to CI,07.20 @ 17:34
2015,07.20,Brosox,GUrshela,Cle,Waive,07.20 @ 17:34
2015,07.20,Brosox,CGillaspie,CWS,Waive,07.20 @ 17:34
2015,07.20,Brosox,DPedroia,Bos,Activate,07.20 @ 17:34
2015,07.20,Gusteroids,CTillman,Bal,Purchase for 1,07.20 @ 17:35
2015,07.20,Gusteroids,CTillman,Bal,Change Salary to 10,07.20 @ 17:35
2015,07.20,Gusteroids,BFinnegan,KC,Move to Minors,07.20 @ 17:35
2015,07.20,Gusteroids,CTillman,Bal,Change Salary to 1,07.20 @ 17:35
2015,07.20,Mashers,PTucker,Hou,Purchase for 10,07.20 @ 17:33
2015,07.20,Mashers,PTucker,Hou,Change Position to UT,07.20 @ 17:33
2015,07.20,Mashers,LValbuena,Hou,Change Position to MI,07.20 @ 17:33
2015,07.20,Mashers,JMarte,Det,Change Position to 3B,07.20 @ 17:33
2015,07.20,Mashers,RRefsnyder,NYY,Move to Minors,07.20 @ 17:33
2015,07.20,R&R,BNorris,Bal,Waive,07.20 @ 11:11
2015,07.20,R&R,NMartinez,Tex,Activate,07.20 @ 11:11
2015,07.20,Shrooms,LMorrison,Sea,Trade,07.20 @ 11:07
2015,07.20,Shrooms,OInfante,KC,Trade,07.20 @ 11:07
2015,07.20,Shrooms,AGordon,KC,Trade,07.20 @ 11:07
2015,07.20,Shrooms,KVargas,Min,Trade,07.20 @ 11:07
2015,07.20,Shrooms,ARodriguez,NYY,Acquire,07.20 @ 11:07
2015,07.20,Shrooms,EAndrus,Tex,Acquire,07.20 @ 11:07
2015,07.20,Trollers,MTeixeira,NYY,Change Position to UT,07.21 @ 16:20
2015,07.20,Trollers,RHanigan,Bos,Change Salary to 3,07.21 @ 16:20
2015,07.20,Trollers,RHanigan,Bos,Change Contract to b,07.21 @ 16:20
2015,07.20,Trollers,MTeixeira,NYY,Acquire,07.21 @ 16:18
2015,07.20,Trollers,JIglesias,Det,Acquire,07.21 @ 16:18
2015,07.20,Trollers,PNeshek,Hou,Acquire,07.21 @ 16:18
2015,07.20,Trollers,ARios,KC,Trade,07.21 @ 16:18
2015,07.20,Trollers,IKinsler,Det,Trade,07.21 @ 16:18
2015,07.20,Trollers,SKazmir,Oak,Trade,07.21 @ 16:18
2015,07.20,Trollers,EBonifacio,CWS,Change Position to OF,07.20 @ 11:23
2015,07.20,Trollers,ARios,KC,Change Position to UT,07.20 @ 11:23
2015,07.20,Trollers,IKinsler,Det,Change Position to MI,07.20 @ 11:23
2015,07.20,Trollers,OInfante,KC,Change Position to 2B,07.20 @ 11:23
2015,07.20,Trollers,IKinsler,Det,Change Position to UT,07.20 @ 11:17
2015,07.20,Trollers,EBonifacio,CWS,Change Position to 2B,07.20 @ 11:17
2015,07.20,Trollers,SFuld,Oak,Change Position to OF,07.20 @ 11:17
2015,07.20,Trollers,SSmith,Sea,Waive,07.20 @ 11:12
2015,07.20,Trollers,LMorrison,Sea,Change Position to UT,07.20 @ 11:12
2015,07.20,Trollers,CBeltran,NYY,Activate,07.20 @ 11:12
2015,07.20,Trollers,LMorrison,Sea,Acquire,07.20 @ 11:07
2015,07.20,Trollers,OInfante,KC,Acquire,07.20 @ 11:07
2015,07.20,Trollers,AGordon,KC,Acquire on Reserve,07.20 @ 11:07
2015,07.20,Trollers,KVargas,Min,Acquire on Reserve,07.20 @ 11:07
2015,07.20,Trollers,ARodriguez,NYY,Trade,07.20 @ 11:07
2015,07.20,Trollers,EAndrus,Tex,Trade,07.20 @ 11:07
2015,07.13,Boppers,CCorporan,Tex,Waive,07.13 @ 14:19
2015,07.13,Boppers,IDavis,Oak,Waive,07.13 @ 14:19
2015,07.13,Boppers,SVictorino,Bos,Activate,07.13 @ 14:19
2015,07.13,Boppers,SVictorino,Bos,Change Position to UT,07.13 @ 14:19
2015,07.13,Boppers,JJaso,TB,Activate,07.13 @ 14:19
2015,07.13,Gusteroids,MEstrada,Tor,Trade,07.13 @ 16:46
2015,07.13,Gusteroids,ERamirez,TB,Acquire,07.13 @ 16:46
2015,07.13,Livn Lex,MEstrada,Tor,Acquire,07.13 @ 16:46
2015,07.13,Livn Lex,ERamirez,TB,Trade,07.13 @ 16:46
2015,07.13,Livn Lex,ERamirez,TB,Purchase for 10,07.13 @ 16:43
2015,07.13,Livn Lex,KGausman,Bal,Disable,07.13 @ 16:43
2015,07.13,Livn Lex,RCastillo,Bos,Reserve,07.13 @ 14:20
2015,07.13,Livn Lex,JEllsbury,NYY,Activate,07.13 @ 14:20
2015,07.13,Livn Lex,MSano,Min,Trade,07.13 @ 10:15
2015,07.13,Livn Lex,ZDuke,CWS,Trade,07.13 @ 10:15
2015,07.13,Livn Lex,JEllsbury,NYY,Acquire on Reserve,07.13 @ 10:15
2015,07.13,Livn Lex,FHernandez,Sea,Acquire,07.13 @ 10:15
2015,07.13,Mashers,RRefsnyder,NYY,Purchase for 10,07.13 @ 14:23
2015,07.13,Mashers,RRefsnyder,NYY,Change Position to MI,07.13 @ 14:23
2015,07.13,Mashers,ARomine,Det,Purchase for 10,07.13 @ 14:23
2015,07.13,Mashers,ACabrera,TB,Disable,07.13 @ 14:23
2015,07.13,Mashers,JPirela,NYY,Disable,07.13 @ 14:23
2015,07.13,R&R,ESogard,Oak,Waive,07.13 @ 14:21
2015,07.13,R&R,MSano,Min,Activate,07.13 @ 14:21
2015,07.13,R&R,MSano,Min,Change Position to UT,07.13 @ 14:21
2015,07.13,R&R,MSano,Min,Change Salary to 5r,07.13 @ 14:21
2015,07.13,R&R,MSano,Min,Change Contract to a,07.13 @ 14:21
2015,07.13,R&R,JMcCann,Det,Claim,07.13 @ 14:21
2015,07.13,R&R,JMcCann,Det,Change Contract to a,07.13 @ 14:21
